teamName,playoff_games_played,playoff_wins,playoff_losses,playoff_win_pct,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_wins,regular_season_losses,regular_season_ties,regular_season_win_pct,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_wins,home_losses,home_ties,home_win_pct,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_run_diff_total,home_run_diff_mean,away_games_played,away_wins,away_losses,away_ties,away_win_pct,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_run_diff_total,away_run_diff_mean
Ada Forest Hills Eastern,6,5.0,1.0,0.8333333333333334,6.333333333333333,4.5,38.0,1.0,1.0,6.0,32.0,5.333333333333333,41,27.0,7.0,7.0,0.6585365853658537,7.117647058823529,7.0,242.0,3.264705882352941,2.0,111.0,131.0,3.852941176470588,23.0,13.0,5.0,5.0,0.5652173913043478,6.666666666666667,7.0,120.0,3.1666666666666665,2.0,57.0,63.0,3.5000000000000004,18,14.0,2.0,2.0,0.7777777777777778,7.625,6.5,122.0,3.375,2.5,54.0,68.0,4.25
Addison,2,1.0,1.0,0.5,2.5,2.5,5.0,4.0,4.0,8.0,-3.0,-1.5,29,15.0,14.0,,0.5172413793103449,6.068965517241379,4.0,176.0,5.517241379310345,5.0,160.0,16.0,0.5517241379310338,14.0,7.0,7.0,,0.5,6.642857142857143,3.5,93.0,4.285714285714286,5.0,60.0,33.0,2.3571428571428577,15,8.0,7.0,,0.5333333333333333,5.533333333333333,5.0,83.0,6.666666666666667,6.0,100.0,-17.0,-1.1333333333333337
Adrian,5,4.0,1.0,0.8,5.8,4.0,29.0,4.0,2.0,20.0,9.0,1.7999999999999998,45,27.0,8.0,10.0,0.6,8.6,7.0,301.0,2.942857142857143,2.0,103.0,198.0,5.657142857142857,25.0,12.0,6.0,7.0,0.48,6.666666666666667,6.0,120.0,2.9444444444444446,2.0,53.0,67.0,3.7222222222222223,20,15.0,2.0,3.0,0.75,10.647058823529411,10.0,181.0,2.9411764705882355,2.0,50.0,131.0,7.705882352941176
Adrian Lenawee Christian,1,,1.0,,7.0,7.0,7.0,17.0,17.0,17.0,-10.0,-10.0,12,1.0,10.0,1.0,0.08333333333333333,4.818181818181818,4.0,53.0,13.0,13.0,143.0,-90.0,-8.181818181818182,4.0,,3.0,1.0,,6.666666666666667,8.0,20.0,19.333333333333332,17.0,58.0,-38.0,-12.666666666666664,8,1.0,7.0,,0.125,4.125,3.0,33.0,10.625,11.5,85.0,-52.0,-6.5
Adrian Madison,1,,1.0,,4.0,4.0,4.0,9.0,9.0,9.0,-5.0,-5.0,36,21.0,12.0,3.0,0.5833333333333334,8.969696969696969,9.0,296.0,4.696969696969697,4.0,155.0,141.0,4.272727272727272,15.0,8.0,7.0,,0.5333333333333333,7.133333333333334,7.0,107.0,5.866666666666666,4.0,88.0,19.0,1.2666666666666675,21,13.0,5.0,3.0,0.6190476190476191,10.5,10.0,189.0,3.7222222222222223,4.0,67.0,122.0,6.777777777777778
Akron-Fairgrove,1,,1.0,,2.0,2.0,2.0,14.0,14.0,14.0,-12.0,-12.0,23,8.0,12.0,3.0,0.34782608695652173,5.25,2.5,105.0,9.0,9.0,180.0,-75.0,-3.75,11.0,6.0,3.0,2.0,0.5454545454545454,8.222222222222221,7.0,74.0,5.777777777777778,4.0,52.0,22.0,2.4444444444444438,12,2.0,9.0,1.0,0.16666666666666666,2.8181818181818183,2.0,31.0,11.636363636363637,12.0,128.0,-97.0,-8.818181818181818
Alanson ,1,,1.0,,0.0,0.0,0.0,12.0,12.0,12.0,-12.0,-12.0,26,2.0,15.0,9.0,0.07692307692307693,4.588235294117647,1.0,78.0,12.176470588235293,12.0,207.0,-129.0,-7.588235294117647,24.0,2.0,13.0,9.0,0.08333333333333333,5.133333333333334,2.0,77.0,12.2,12.0,183.0,-106.0,-7.0666666666666655,2,,2.0,,,0.5,0.5,1.0,12.0,12.0,24.0,-23.0,-11.5
Alcona,3,2.0,1.0,0.6666666666666666,11.333333333333334,16.0,34.0,6.0,8.0,18.0,16.0,5.333333333333334,27,9.0,10.0,8.0,0.3333333333333333,7.7368421052631575,3.0,147.0,5.421052631578948,4.0,103.0,44.0,2.3157894736842097,12.0,3.0,4.0,5.0,0.25,6.428571428571429,3.0,45.0,5.857142857142857,4.0,41.0,4.0,0.5714285714285721,15,6.0,6.0,3.0,0.4,8.5,5.0,102.0,5.166666666666667,5.0,62.0,40.0,3.333333333333333
Algonac,7,6.0,1.0,0.8571428571428571,7.0,5.0,49.0,1.8571428571428572,1.0,13.0,36.0,5.142857142857142,43,31.0,3.0,9.0,0.7209302325581395,7.823529411764706,9.0,266.0,1.911764705882353,1.0,65.0,201.0,5.911764705882352,28.0,22.0,2.0,4.0,0.7857142857142857,7.791666666666667,7.5,187.0,1.7916666666666667,1.0,43.0,144.0,6.0,15,9.0,1.0,5.0,0.6,7.9,9.5,79.0,2.2,2.0,22.0,57.0,5.7
Allegan,1,,1.0,,3.0,3.0,3.0,12.0,12.0,12.0,-9.0,-9.0,35,10.0,12.0,13.0,0.2857142857142857,4.695652173913044,3.0,108.0,5.304347826086956,3.0,122.0,-14.0,-0.6086956521739122,22.0,4.0,10.0,8.0,0.18181818181818182,3.857142857142857,3.0,54.0,6.714285714285714,5.5,94.0,-40.0,-2.857142857142857,13,6.0,2.0,5.0,0.46153846153846156,6.0,5.0,54.0,3.111111111111111,2.0,28.0,26.0,2.888888888888889
