,teamName,teamId,leagueName,opponentName,opponentId,gameDate,gameTime,homeOrAway,location,teamScore,opponentScore,notes,contestType,seasonType,postSeasonInfo,tournamentInfo,tournamentName,tournamentType,contestName,seasonTypeCode
0,Brighton,2259947,Kensington Lakes Activities Association-West,Novi,2259998.0,2020-03-25T16:00:00,4:00 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
1,Brighton,2259947,Kensington Lakes Activities Association-West,Novi,2259998.0,2020-03-25T18:00:00,6:00 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
2,Brighton,2259947,Kensington Lakes Activities Association-West,,,2020-03-31T13:55:00,1:55 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
3,Brighton,2259947,Kensington Lakes Activities Association-West,Linden,2260130.0,2020-04-07T16:00:00,4:00 PM,A,http://maps.google.com/maps?q=Linden+High+School+7201+Silver+Lake+Rd++Linden%2c+MI+48451-8710,,,,1,1,,,,0.0,,S 
4,Brighton,2259947,Kensington Lakes Activities Association-West,Flushing,2260034.0,2020-04-09T16:00:00,4:00 PM,A,http://maps.google.com/maps?q=Flushing+High+School+5039+Deland+Rd++Flushing%2c+MI+48433-1398,,,,1,1,,,,0.0,,S 
5,Brighton,2259947,Kensington Lakes Activities Association-West,Livonia Stevenson,2260271.0,2020-04-13T16:00:00,4:00 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
6,Brighton,2259947,Kensington Lakes Activities Association-West,Livonia Stevenson,2260271.0,2020-04-15T16:00:00,4:00 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
7,Brighton,2259947,Kensington Lakes Activities Association-West,Salem,2260121.0,2020-04-15T18:00:00,6:00 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
8,Brighton,2259947,Kensington Lakes Activities Association-West,Livonia Churchill,2260162.0,2020-04-17T16:30:00,4:30 PM,A,http://maps.google.com/maps?q=Churchill+High+School+-+Livonia+8900+Newburgh++Livonia%2c+MI+48150,,,,1,1,,,,0.0,,S 
9,Brighton,2259947,Kensington Lakes Activities Association-West,Westland John Glenn,2260173.0,2020-04-20T16:30:00,4:30 PM,H,http://maps.google.com/maps?q=Brighton+High+School+7878+Brighton+Rd++Brighton%2c+MI+48116-9681,,,,1,1,,,,0.0,,S 
