,teamName,teamId,leagueName,opponentName,opponentId,gameDate,gameTime,homeOrAway,location,teamScore,opponentScore,notes,contestType,seasonType,postSeasonInfo,tournamentInfo,tournamentName,tournamentType,contestName,seasonTypeCode
0,Brighton,311005,Kensington Lakes Activities Association,Ann Arbor Pioneer,311231.0,2012-03-28T16:00:00,4:00 PM,H,,11.0,1.0,,1,1,,,,,,S 
1,Brighton,311005,Kensington Lakes Activities Association,Northville,311395.0,2012-03-31T11:00:00,11:00 AM,A,,0.0,11.0,,1,1,,,,,,S 
2,Brighton,311005,Kensington Lakes Activities Association,Northville,311395.0,2012-03-31T13:00:00,1:00 PM,A,,2.0,0.0,,1,1,,,,,,S 
3,Brighton,311005,Kensington Lakes Activities Association,White Lake Lakeland,311030.0,2012-04-18T16:00:00,4:00 PM,A,,7.0,2.0,,1,1,,,,,,S 
4,Brighton,311005,Kensington Lakes Activities Association,Pinckney,311292.0,2012-04-20T16:00:00,4:00 PM,H,,12.0,2.0,,1,1,,,,,,S 
5,Brighton,311005,Kensington Lakes Activities Association,Pinckney,311292.0,2012-04-20T18:00:00,6:00 PM,H,,7.0,1.0,,1,1,,,,,,S 
6,Brighton,311005,Kensington Lakes Activities Association,Walled Lake Central,311352.0,2012-04-23T16:00:00,4:00 PM,H,,7.0,10.0,,1,1,,,,,,S 
7,Brighton,311005,Kensington Lakes Activities Association,Howell,311351.0,2012-04-25T16:00:00,4:00 PM,H,,5.0,4.0,,1,1,,,,,,S 
8,Brighton,311005,Kensington Lakes Activities Association,Howell,311351.0,2012-04-25T18:00:00,6:00 PM,H,,1.0,2.0,,1,1,,,,,,S 
9,Brighton,311005,Kensington Lakes Activities Association,South Lyon,311450.0,2012-04-27T16:00:00,4:00 PM,A,,2.0,0.0,,1,1,,,,,,S 
10,Brighton,311005,Kensington Lakes Activities Association,South Lyon,311450.0,2012-04-27T17:30:00,5:30 PM,A,,3.0,1.0,,1,1,,,,,,S 
11,Brighton,311005,Kensington Lakes Activities Association,Hartland,311491.0,2012-05-02T16:00:00,4:00 PM,A,,8.0,3.0,,1,1,,,,,,S 
12,Brighton,311005,Kensington Lakes Activities Association,Hartland,311491.0,2012-05-02T18:00:00,6:00 PM,A,,3.0,1.0,,1,1,,,,,,S 
13,Brighton,311005,Kensington Lakes Activities Association,Walled Lake Western,311247.0,2012-05-04T16:00:00,4:00 PM,H,,4.0,0.0,,1,1,,,,,,S 
14,Brighton,311005,Kensington Lakes Activities Association,Howell,311351.0,2012-05-05T11:00:00,11:00 AM,H,,1.0,11.0,,1,1,,,,,,S 
15,Brighton,311005,Kensington Lakes Activities Association,Pinckney,311292.0,2012-05-05T13:00:00,1:00 PM,H,,7.0,2.0,,1,1,,,,,,S 
16,Brighton,311005,Kensington Lakes Activities Association,Waterford Kettering,311468.0,2012-05-07T16:00:00,4:00 PM,A,,1.0,0.0,,1,1,,,,,,S 
17,Brighton,311005,Kensington Lakes Activities Association,Milford,311431.0,2012-05-09T16:00:00,4:00 PM,H,,7.0,0.0,,1,1,,,,,,S 
18,Brighton,311005,Kensington Lakes Activities Association,Milford,311431.0,2012-05-09T18:00:00,6:00 PM,H,,10.0,0.0,,1,1,,,,,,S 
19,Brighton,311005,Kensington Lakes Activities Association,South Lyon East,311628.0,2012-05-11T16:00:00,4:00 PM,A,,10.0,6.0,,1,1,,,,,,S 
20,Brighton,311005,Kensington Lakes Activities Association,Waterford Mott,311346.0,2012-05-14T16:00:00,4:00 PM,H,,4.0,2.0,,1,1,,,,,,S 
21,Brighton,311005,Kensington Lakes Activities Association,Grand Blanc,311113.0,2012-05-16T16:00:00,4:00 PM,A,,0.0,3.0,,1,1,,,,,,S 
22,Brighton,311005,Kensington Lakes Activities Association,Grand Blanc,311113.0,2012-05-16T18:00:00,6:00 PM,A,,9.0,1.0,,1,1,,,,,,S 
23,Brighton,311005,Kensington Lakes Activities Association,Walled Lake Northern,311159.0,2012-05-17T16:00:00,4:00 PM,A,,6.0,2.0,,1,1,,,,,,S 
24,Brighton,311005,Kensington Lakes Activities Association,Walled Lake Central,311352.0,2012-05-21T16:00:00,4:00 PM,A,,4.0,0.0,,1,1,,,,,,S 
25,Brighton,311005,Kensington Lakes Activities Association,Northville,311395.0,2012-05-23T16:00:00,4:00 PM,H,,7.0,2.0,,1,1,,,,,,S 
26,Roseville,311006,Macomb Area Conference,Center Line,311459.0,2012-04-11T16:30:00,4:30 PM,A,,2.0,3.0,,1,1,,,,,,S 
27,Roseville,311006,Macomb Area Conference,Warren Fitzgerald,311037.0,2012-04-13T16:00:00,4:00 PM,A,,6.0,7.0,,1,1,,,,,,S 
28,Roseville,311006,Macomb Area Conference,Warren Woods Tower,311074.0,2012-04-18T16:00:00,4:00 PM,H,,4.0,14.0,,1,1,,,,,,S 
29,Roseville,311006,Macomb Area Conference,Warren Cousino,311017.0,2012-04-20T16:00:00,4:00 PM,A,,0.0,10.0,,1,1,,,,,,S 
30,Roseville,311006,Macomb Area Conference,Marine City,311056.0,2012-04-23T16:00:00,4:00 PM,A,,3.0,12.0,,1,1,,,,,,S 
31,Roseville,311006,Macomb Area Conference,Fraser,311498.0,2012-04-30T16:00:00,4:00 PM,H,,,,,1,1,,,,,,S 
32,Roseville,311006,Macomb Area Conference,Warren Woods Tower,311074.0,2012-05-02T16:30:00,4:30 PM,A,,8.0,1.0,,1,1,,,,,,S 
33,Roseville,311006,Macomb Area Conference,Center Line,311459.0,2012-05-04T16:00:00,4:00 PM,H,,,,,1,1,,,,,,S 
34,Roseville,311006,Macomb Area Conference,Sterling Heights,311234.0,2012-05-05T11:00:00,11:00 AM,H,,6.0,1.0,,1,1,,,,,,S 
35,Roseville,311006,Macomb Area Conference,Sterling Heights,311234.0,2012-05-05T13:00:00,1:00 PM,H,,6.0,7.0,,1,1,,,,,,S 
36,Roseville,311006,Macomb Area Conference,Warren Cousino,311017.0,2012-05-08T16:00:00,4:00 PM,H,,,,,1,1,,,,,,S 
37,Roseville,311006,Macomb Area Conference,Marine City,311056.0,2012-05-09T16:00:00,4:00 PM,H,,3.0,11.0,,1,1,,,,,,S 
38,Roseville,311006,Macomb Area Conference,Clawson,311566.0,2012-05-10T16:00:00,4:00 PM,H,,0.0,7.0,,1,1,,,,,,S 
39,Roseville,311006,Macomb Area Conference,St Clair Shores South Lake,311123.0,2012-05-11T16:30:00,4:30 PM,A,,2.0,3.0,,1,1,,,,,,S 
40,Roseville,311006,Macomb Area Conference,Madison Heights Lamphere,311276.0,2012-05-14T16:00:00,4:00 PM,H,,2.0,9.0,,1,1,,,,,,S 
41,Roseville,311006,Macomb Area Conference,Fraser,311498.0,2012-05-16T16:00:00,4:00 PM,A,,2.0,12.0,,1,1,,,,,,S 
42,Shepherd,311007,Tri-Valley Conference,Clare,311240.0,2012-04-11T16:00:00,4:00 PM,H,,8.0,2.0,,1,1,,,,,,S 
43,Shepherd,311007,Tri-Valley Conference,Clare,311240.0,2012-04-11T18:00:00,6:00 PM,H,,8.0,4.0,,1,1,,,,,,S 
