teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Allen Park Inter-City Baptist,4,10.0,12.0,40.0,4,3.5,2.5,14.0,1.0,0.0,3.0,0.75,26.0,6.5,7.0,5.857142857142857,6.0,41.0,7.0,6.0,6.0,42.0,4.0,17.0,3.0,0.42857142857142855,-1.0,-0.14285714285714324,5.0,8.0,6.0,40.0,5.0,5.8,5.0,29.0,2.0,9.0,3.0,0.6,11.0,2.2,2.0,0.5,0.5,1.0,2.0,6.5,6.5,13.0,2.0,8.0,0.0,0.0,-12.0,-6.0
Allendale,1,2.0,2.0,2.0,1,3.0,3.0,3.0,1.0,0.0,0.0,0.0,-1.0,-1.0,18.0,6.055555555555555,6.0,109.0,18.0,6.777777777777778,6.5,122.0,8.0,12.0,10.0,0.5555555555555556,-13.0,-0.7222222222222223,11.0,7.090909090909091,8.0,78.0,11.0,6.909090909090909,7.0,76.0,4.0,3.0,7.0,0.6363636363636364,2.0,0.18181818181818166,7.0,4.428571428571429,5.0,31.0,7.0,6.571428571428571,5.0,46.0,4.0,9.0,3.0,0.42857142857142855,-15.0,-2.1428571428571423
Alma,2,7.0,7.0,14.0,2,3.5,3.5,7.0,1.0,0.0,1.0,0.5,7.0,3.5,10.0,5.3,5.0,53.0,10.0,5.5,4.5,55.0,5.0,15.0,5.0,0.5,-2.0,-0.20000000000000018,9.0,5.111111111111111,5.0,46.0,9.0,5.444444444444445,4.0,49.0,5.0,9.0,4.0,0.4444444444444444,-3.0,-0.3333333333333339,1.0,7.0,7.0,7.0,1.0,6.0,6.0,6.0,0.0,6.0,1.0,1.0,1.0,1.0
Almont,2,3.0,3.0,6.0,2,8.0,8.0,16.0,1.0,0.0,1.0,0.5,-10.0,-5.0,6.0,3.5,3.5,21.0,6.0,6.833333333333333,7.0,41.0,4.0,19.0,1.0,0.16666666666666666,-20.0,-3.333333333333333,2.0,1.5,1.5,3.0,2.0,8.5,8.5,17.0,2.0,5.0,0.0,0.0,-14.0,-7.0,4.0,4.5,4.5,18.0,4.0,6.0,6.0,24.0,2.0,14.0,1.0,0.25,-6.0,-1.5
Alpena,2,2.0,2.0,4.0,2,2.0,2.0,4.0,1.0,0.0,1.0,0.5,0.0,0.0,12.0,6.166666666666667,5.0,74.0,12.0,4.583333333333333,3.5,55.0,5.0,14.0,7.0,0.5833333333333334,19.0,1.583333333333334,4.0,9.25,9.5,37.0,4.0,4.0,2.5,16.0,0.0,7.0,4.0,1.0,21.0,5.25,8.0,4.625,2.5,37.0,8.0,4.875,4.5,39.0,5.0,7.0,3.0,0.375,-2.0,-0.25
Ann Arbor Father Gabriel Richard,1,0.0,0.0,0.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-7.0,-7.0,17.0,3.0,2.0,51.0,17.0,9.529411764705882,11.0,162.0,15.0,22.0,2.0,0.11764705882352941,-111.0,-6.529411764705882,9.0,3.111111111111111,3.0,28.0,9.0,9.222222222222221,6.0,83.0,8.0,13.0,1.0,0.1111111111111111,-55.0,-6.111111111111111,8.0,2.875,2.0,23.0,8.0,9.875,12.0,79.0,7.0,9.0,1.0,0.125,-56.0,-7.0
Ann Arbor Greenhills,3,6.0,4.0,18.0,3,5.666666666666667,4.0,17.0,1.0,0.0,2.0,0.6666666666666666,1.0,0.33333333333333304,7.0,5.714285714285714,5.0,40.0,7.0,2.857142857142857,2.0,20.0,3.0,21.0,4.0,0.5714285714285714,20.0,2.857142857142857,2.0,2.0,2.0,4.0,2.0,4.5,4.5,9.0,2.0,10.0,0.0,0.0,-5.0,-2.5,5.0,7.2,9.0,36.0,5.0,2.2,1.0,11.0,1.0,11.0,4.0,0.8,25.0,5.0
Ann Arbor Huron,1,0.0,0.0,0.0,1,12.0,12.0,12.0,1.0,0.0,0.0,0.0,-12.0,-12.0,15.0,3.4,2.0,51.0,15.0,6.6,5.0,99.0,11.0,19.0,4.0,0.26666666666666666,-48.0,-3.1999999999999997,8.0,3.0,1.5,24.0,8.0,7.625,6.5,61.0,5.0,9.0,3.0,0.375,-37.0,-4.625,7.0,3.857142857142857,2.0,27.0,7.0,5.428571428571429,4.0,38.0,6.0,10.0,1.0,0.14285714285714285,-11.0,-1.5714285714285716
Ann Arbor Pioneer,2,5.5,5.5,11.0,2,7.5,7.5,15.0,1.0,0.0,1.0,0.5,-4.0,-2.0,19.0,3.1578947368421053,3.0,60.0,19.0,8.578947368421053,9.0,163.0,15.0,11.0,3.0,0.15789473684210525,-103.0,-5.421052631578948,8.0,4.0,4.0,32.0,8.0,8.375,9.0,67.0,5.0,7.0,3.0,0.375,-35.0,-4.375,11.0,2.5454545454545454,2.0,28.0,11.0,8.727272727272727,9.0,96.0,10.0,4.0,0.0,0.0,-68.0,-6.181818181818182
Ann Arbor Skyline,3,5.333333333333333,5.0,16.0,3,3.0,1.0,9.0,1.0,0.0,2.0,0.6666666666666666,7.0,2.333333333333333,30.0,7.0,6.5,210.0,30.0,4.333333333333333,4.0,130.0,6.0,19.0,23.0,0.7666666666666667,80.0,2.666666666666667,21.0,7.190476190476191,6.0,151.0,21.0,4.095238095238095,4.0,86.0,3.0,11.0,17.0,0.8095238095238095,65.0,3.095238095238096,9.0,6.555555555555555,7.0,59.0,9.0,4.888888888888889,4.0,44.0,3.0,8.0,6.0,0.6666666666666666,15.0,1.666666666666666
Armada,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,0.0,0.0,-1.0,-1.0,16.0,6.0,6.0,96.0,16.0,5.0625,4.5,81.0,7.0,17.0,9.0,0.5625,15.0,0.9375,6.0,7.5,8.5,45.0,6.0,3.3333333333333335,2.0,20.0,1.0,7.0,5.0,0.8333333333333334,25.0,4.166666666666666,10.0,5.1,4.0,51.0,10.0,6.1,5.0,61.0,6.0,10.0,4.0,0.4,-10.0,-1.0
Ashley,1,0.0,0.0,0.0,1,21.0,21.0,21.0,1.0,0.0,0.0,0.0,-21.0,-21.0,4.0,2.25,1.5,9.0,4.0,11.25,11.0,45.0,4.0,8.0,0.0,0.0,-36.0,-9.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,,0.0,,4.0,2.25,1.5,9.0,4.0,11.25,11.0,45.0,4.0,3.0,0.0,0.0,-36.0,-9.0
Athens,2,4.0,4.0,8.0,2,5.5,5.5,11.0,1.0,0.0,1.0,0.5,-3.0,-1.5,4.0,0.25,0.0,1.0,4.0,11.75,11.0,47.0,4.0,13.0,0.0,0.0,-46.0,-11.5,2.0,0.0,0.0,0.0,2.0,10.5,10.5,21.0,2.0,7.0,0.0,0.0,-21.0,-10.5,2.0,0.5,0.5,1.0,2.0,13.0,13.0,26.0,2.0,6.0,0.0,0.0,-25.0,-12.5
Atlanta,1,3.0,3.0,3.0,1,13.0,13.0,13.0,1.0,0.0,0.0,0.0,-10.0,-10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,9.0,9.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,9.0,9.0,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,,0.0,
AuGres-Sims,4,4.5,4.5,18.0,4,4.0,4.0,16.0,2.0,0.0,2.0,0.5,2.0,0.5,0.0,,,0.0,0.0,,,0.0,0.0,26.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,14.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,
Auburn Hills Avondale,2,10.5,10.5,21.0,2,7.0,7.0,14.0,1.0,0.0,1.0,0.5,7.0,3.5,30.0,5.4,4.5,162.0,30.0,6.1,5.0,183.0,16.0,1.0,14.0,0.4666666666666667,-21.0,-0.6999999999999993,16.0,6.125,5.0,98.0,16.0,6.5,5.5,104.0,6.0,1.0,10.0,0.625,-6.0,-0.375,14.0,4.571428571428571,3.0,64.0,14.0,5.642857142857143,5.0,79.0,10.0,0.0,4.0,0.2857142857142857,-15.0,-1.071428571428572
Auburn Hills Oakland Christian,3,10.0,14.0,30.0,3,1.3333333333333333,0.0,4.0,1.0,0.0,2.0,0.6666666666666666,26.0,8.666666666666666,5.0,5.0,5.0,25.0,5.0,2.8,3.0,14.0,1.0,21.0,4.0,0.8,11.0,2.2,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,,5.0,5.0,5.0,25.0,5.0,2.8,3.0,14.0,1.0,9.0,4.0,0.8,11.0,2.2
Bad Axe,2,4.0,4.0,8.0,2,5.5,5.5,11.0,1.0,0.0,1.0,0.5,-3.0,-1.5,22.0,5.818181818181818,4.5,128.0,22.0,5.2727272727272725,4.0,116.0,12.0,21.0,10.0,0.45454545454545453,12.0,0.5454545454545459,15.0,6.533333333333333,6.0,98.0,15.0,4.6,4.0,69.0,7.0,5.0,8.0,0.5333333333333333,29.0,1.9333333333333336,7.0,4.285714285714286,3.0,30.0,7.0,6.714285714285714,6.0,47.0,5.0,16.0,2.0,0.2857142857142857,-17.0,-2.428571428571429
Baldwin,1,4.0,4.0,4.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-3.0,-3.0,2.0,8.0,8.0,16.0,2.0,2.5,2.5,5.0,0.0,6.0,2.0,1.0,11.0,5.5,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,2.0,8.0,8.0,16.0,2.0,2.5,2.5,5.0,0.0,4.0,2.0,1.0,11.0,5.5
Bangor,1,2.0,2.0,2.0,1,18.0,18.0,18.0,1.0,0.0,0.0,0.0,-16.0,-16.0,6.0,2.3333333333333335,2.0,14.0,6.0,8.666666666666666,9.0,52.0,4.0,16.0,2.0,0.3333333333333333,-38.0,-6.333333333333332,2.0,3.0,3.0,6.0,2.0,8.0,8.0,16.0,1.0,9.0,1.0,0.5,-10.0,-5.0,4.0,2.0,1.5,8.0,4.0,9.0,9.0,36.0,3.0,7.0,1.0,0.25,-28.0,-7.0
Bath,2,3.5,3.5,7.0,2,3.0,3.0,6.0,1.0,0.0,1.0,0.5,1.0,0.5,23.0,4.782608695652174,3.0,110.0,23.0,3.5217391304347827,3.0,81.0,11.0,6.0,12.0,0.5217391304347826,29.0,1.2608695652173911,13.0,5.3076923076923075,3.0,69.0,13.0,2.769230769230769,2.0,36.0,6.0,1.0,7.0,0.5384615384615384,33.0,2.5384615384615383,10.0,4.1,3.0,41.0,10.0,4.5,5.0,45.0,5.0,5.0,5.0,0.5,-4.0,-0.40000000000000036
Battle Creek Central,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,0.0,-15.0,-15.0,11.0,1.2727272727272727,0.0,14.0,11.0,14.545454545454545,14.0,160.0,11.0,12.0,0.0,0.0,-146.0,-13.272727272727272,5.0,2.2,0.0,11.0,5.0,16.0,15.0,80.0,5.0,3.0,0.0,0.0,-69.0,-13.8,6.0,0.5,0.5,3.0,6.0,13.333333333333334,13.0,80.0,6.0,9.0,0.0,0.0,-77.0,-12.833333333333334
Battle Creek Harper Creek,5,4.8,1.0,24.0,5,2.0,2.0,10.0,1.0,0.0,4.0,0.8,14.0,2.8,22.0,4.2272727272727275,3.0,93.0,22.0,3.909090909090909,3.0,86.0,11.0,21.0,11.0,0.5,7.0,0.31818181818181834,10.0,4.7,3.5,47.0,10.0,3.4,2.0,34.0,3.0,13.0,7.0,0.7,13.0,1.3000000000000003,12.0,3.8333333333333335,3.0,46.0,12.0,4.333333333333333,3.5,52.0,8.0,8.0,4.0,0.3333333333333333,-6.0,-0.49999999999999956
Battle Creek Lakeview,6,9.5,8.5,57.0,6,5.166666666666667,5.5,31.0,1.0,0.0,5.0,0.8333333333333334,26.0,4.333333333333333,35.0,7.6571428571428575,9.0,268.0,35.0,3.1142857142857143,3.0,109.0,5.0,2.0,30.0,0.8571428571428571,159.0,4.542857142857143,22.0,6.818181818181818,6.0,150.0,22.0,2.5454545454545454,3.0,56.0,3.0,2.0,19.0,0.8636363636363636,94.0,4.272727272727273,13.0,9.076923076923077,9.0,118.0,13.0,4.076923076923077,3.0,53.0,2.0,0.0,11.0,0.8461538461538461,65.0,5.0
Battle Creek Pennfield,3,4.333333333333333,5.0,13.0,3,3.6666666666666665,4.0,11.0,1.0,0.0,2.0,0.6666666666666666,2.0,0.6666666666666665,12.0,5.333333333333333,5.0,64.0,12.0,5.0,3.5,60.0,6.0,17.0,6.0,0.5,4.0,0.33333333333333304,4.0,6.5,6.0,26.0,4.0,3.75,3.0,15.0,2.0,8.0,2.0,0.5,11.0,2.75,8.0,4.75,4.5,38.0,8.0,5.625,4.5,45.0,4.0,9.0,4.0,0.5,-7.0,-0.875
Battle Creek St Philip,2,3.0,3.0,6.0,2,9.0,9.0,18.0,2.0,0.0,0.0,0.0,-12.0,-6.0,8.0,1.0,0.0,8.0,8.0,6.5,6.5,52.0,8.0,50.0,0.0,0.0,-44.0,-5.5,8.0,1.0,0.0,8.0,8.0,6.5,6.5,52.0,8.0,26.0,0.0,0.0,-44.0,-5.5,0.0,,,0.0,0.0,,,0.0,0.0,24.0,0.0,,0.0,
Bay City All Saints,5,4.8,5.0,24.0,5,2.6,2.0,13.0,1.0,0.0,4.0,0.8,11.0,2.1999999999999997,25.0,5.36,4.0,134.0,25.0,3.96,3.0,99.0,11.0,14.0,14.0,0.56,35.0,1.4000000000000004,9.0,6.222222222222222,6.0,56.0,9.0,2.3333333333333335,2.0,21.0,2.0,8.0,7.0,0.7777777777777778,35.0,3.888888888888889,16.0,4.875,4.0,78.0,16.0,4.875,3.5,78.0,9.0,6.0,7.0,0.4375,0.0,0.0
Bay City Central,3,3.6666666666666665,4.0,11.0,3,5.666666666666667,5.0,17.0,1.0,0.0,2.0,0.6666666666666666,-6.0,-2.0000000000000004,16.0,4.8125,3.5,77.0,16.0,5.625,5.0,90.0,10.0,15.0,6.0,0.375,-13.0,-0.8125,6.0,6.166666666666667,5.5,37.0,6.0,5.5,7.0,33.0,3.0,9.0,3.0,0.5,4.0,0.666666666666667,10.0,4.0,3.5,40.0,10.0,5.7,4.5,57.0,7.0,6.0,3.0,0.3,-17.0,-1.7000000000000002
Bay City John Glenn,5,9.0,12.0,45.0,5,1.6,0.0,8.0,1.0,0.0,4.0,0.8,37.0,7.4,34.0,8.205882352941176,7.5,279.0,34.0,2.1176470588235294,1.0,72.0,5.0,7.0,29.0,0.8529411764705882,207.0,6.088235294117647,22.0,8.454545454545455,8.5,186.0,22.0,2.1818181818181817,1.5,48.0,2.0,3.0,20.0,0.9090909090909091,138.0,6.272727272727273,12.0,7.75,7.0,93.0,12.0,2.0,1.0,24.0,3.0,4.0,9.0,0.75,69.0,5.75
Bay City Western,7,5.428571428571429,6.0,38.0,7,0.5714285714285714,0.0,4.0,0.0,0.0,7.0,1.0,34.0,4.857142857142858,39.0,7.358974358974359,7.0,287.0,39.0,2.2564102564102564,1.0,88.0,8.0,2.0,31.0,0.7948717948717948,199.0,5.102564102564102,24.0,6.833333333333333,7.0,164.0,24.0,2.0416666666666665,1.5,49.0,3.0,0.0,21.0,0.875,115.0,4.791666666666666,15.0,8.2,7.0,123.0,15.0,2.6,1.0,39.0,5.0,2.0,10.0,0.6666666666666666,84.0,5.6
Beal City,7,7.571428571428571,10.0,53.0,7,1.2857142857142858,1.0,9.0,1.0,0.0,6.0,0.8571428571428571,44.0,6.285714285714286,33.0,10.515151515151516,10.0,347.0,33.0,2.5757575757575757,2.0,85.0,3.0,3.0,30.0,0.9090909090909091,262.0,7.9393939393939394,22.0,10.090909090909092,10.0,222.0,22.0,2.6818181818181817,2.0,59.0,1.0,3.0,21.0,0.9545454545454546,163.0,7.40909090909091,11.0,11.363636363636363,10.0,125.0,11.0,2.3636363636363638,2.0,26.0,2.0,0.0,9.0,0.8181818181818182,99.0,9.0
Beaverton,2,9.0,9.0,18.0,2,5.0,5.0,10.0,1.0,0.0,1.0,0.5,8.0,4.0,6.0,7.0,5.5,42.0,6.0,3.6666666666666665,2.5,22.0,2.0,29.0,4.0,0.6666666666666666,20.0,3.3333333333333335,2.0,13.0,13.0,26.0,2.0,2.0,2.0,4.0,0.0,19.0,2.0,1.0,22.0,11.0,4.0,4.0,4.5,16.0,4.0,4.5,4.5,18.0,2.0,10.0,2.0,0.5,-2.0,-0.5
Belding,1,1.0,1.0,1.0,1,16.0,16.0,16.0,1.0,0.0,0.0,0.0,-15.0,-15.0,24.0,4.125,3.0,99.0,24.0,5.208333333333333,6.0,125.0,15.0,10.0,9.0,0.375,-26.0,-1.083333333333333,10.0,4.3,3.0,43.0,10.0,5.3,6.5,53.0,5.0,2.0,5.0,0.5,-10.0,-1.0,14.0,4.0,2.5,56.0,14.0,5.142857142857143,6.0,72.0,10.0,8.0,4.0,0.2857142857142857,-16.0,-1.1428571428571432
Bellaire,8,12.0,13.5,96.0,8,3.75,4.5,30.0,2.0,0.0,6.0,0.75,66.0,8.25,4.0,5.0,5.0,20.0,4.0,6.5,6.5,26.0,2.0,8.0,2.0,0.5,-6.0,-1.5,4.0,5.0,5.0,20.0,4.0,6.5,6.5,26.0,2.0,2.0,2.0,0.5,-6.0,-1.5,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,,0.0,
Belleville,2,3.0,3.0,6.0,2,2.5,2.5,5.0,1.0,0.0,1.0,0.5,1.0,0.5,28.0,7.142857142857143,6.0,200.0,28.0,3.3214285714285716,2.0,93.0,10.0,0.0,18.0,0.6428571428571429,107.0,3.8214285714285716,19.0,6.7368421052631575,6.0,128.0,19.0,3.0526315789473686,2.0,58.0,7.0,0.0,12.0,0.631578947368421,70.0,3.684210526315789,9.0,8.0,8.0,72.0,9.0,3.888888888888889,3.0,35.0,3.0,0.0,6.0,0.6666666666666666,37.0,4.111111111111111
Bellevue,2,4.0,4.0,8.0,2,5.0,5.0,10.0,1.0,0.0,1.0,0.5,-2.0,-1.0,4.0,1.5,1.5,6.0,4.0,9.0,9.0,36.0,4.0,19.0,0.0,0.0,-30.0,-7.5,2.0,0.5,0.5,1.0,2.0,12.5,12.5,25.0,2.0,14.0,0.0,0.0,-24.0,-12.0,2.0,2.5,2.5,5.0,2.0,5.5,5.5,11.0,2.0,5.0,0.0,0.0,-6.0,-3.0
Benton Harbor,1,0.0,0.0,0.0,1,16.0,16.0,16.0,1.0,0.0,0.0,0.0,-16.0,-16.0,6.0,1.1666666666666667,1.5,7.0,6.0,13.666666666666666,13.5,82.0,6.0,18.0,0.0,0.0,-75.0,-12.5,3.0,1.0,1.0,3.0,3.0,11.0,11.0,33.0,3.0,13.0,0.0,0.0,-30.0,-10.0,3.0,1.3333333333333333,2.0,4.0,3.0,16.333333333333332,17.0,49.0,3.0,5.0,0.0,0.0,-45.0,-14.999999999999998
Benzie Central,1,3.0,3.0,3.0,1,10.0,10.0,10.0,1.0,0.0,0.0,0.0,-7.0,-7.0,11.0,2.5454545454545454,2.0,28.0,11.0,11.181818181818182,11.0,123.0,11.0,13.0,0.0,0.0,-95.0,-8.636363636363637,3.0,1.6666666666666667,0.0,5.0,3.0,11.0,11.0,33.0,3.0,8.0,0.0,0.0,-28.0,-9.333333333333334,8.0,2.875,2.5,23.0,8.0,11.25,12.0,90.0,8.0,5.0,0.0,0.0,-67.0,-8.375
Berkley,2,3.0,3.0,6.0,2,3.5,3.5,7.0,1.0,0.0,1.0,0.5,-1.0,-0.5,15.0,5.8,5.0,87.0,15.0,7.133333333333334,5.0,107.0,9.0,6.0,6.0,0.4,-20.0,-1.333333333333334,7.0,7.285714285714286,5.0,51.0,7.0,5.857142857142857,4.0,41.0,2.0,4.0,5.0,0.7142857142857143,10.0,1.4285714285714288,8.0,4.5,2.0,36.0,8.0,8.25,7.5,66.0,7.0,2.0,1.0,0.125,-30.0,-3.75
Berrien Springs,4,3.75,2.5,15.0,4,1.75,1.5,7.0,1.0,0.0,3.0,0.75,8.0,2.0,11.0,5.090909090909091,5.0,56.0,11.0,3.3636363636363638,3.0,37.0,4.0,15.0,7.0,0.6363636363636364,19.0,1.727272727272727,7.0,4.428571428571429,4.0,31.0,7.0,3.0,2.0,21.0,3.0,12.0,4.0,0.5714285714285714,10.0,1.4285714285714288,4.0,6.25,6.5,25.0,4.0,4.0,4.0,16.0,1.0,3.0,3.0,0.75,9.0,2.25
