teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Dearborn Edsel Ford,3,3.6666666666666665,5.0,11.0,3,3.3333333333333335,3.0,10.0,1.0,2.0,0.6666666666666666,1.0,0.33333333333333304,20,5.25,2.5,105.0,20,6.6,7.0,132.0,13.0,12.0,7.0,0.35,-27.0,-1.3499999999999996,9,4.666666666666667,5.0,42.0,9,6.444444444444445,6.0,58.0,5.0,9.0,4.0,0.4444444444444444,-16.0,-1.7777777777777777,11,5.7272727272727275,2.0,63.0,11,6.7272727272727275,7.0,74.0,8.0,3.0,3.0,0.2727272727272727,-11.0,-1.0
Dearborn Fordson,2,11.5,11.5,23.0,2,8.0,8.0,16.0,1.0,1.0,0.5,7.0,3.5,17,1.5294117647058822,0.0,26.0,17,17.176470588235293,15.0,292.0,15.0,6.0,2.0,0.11764705882352941,-266.0,-15.647058823529411,7,1.5714285714285714,0.0,11.0,7,16.857142857142858,18.0,118.0,6.0,4.0,1.0,0.14285714285714285,-107.0,-15.285714285714286,10,1.5,0.0,15.0,10,17.4,15.0,174.0,9.0,2.0,1.0,0.1,-159.0,-15.899999999999999
Dearborn Heights Annapolis,1,2.0,2.0,2.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-3.0,-3.0,11,8.181818181818182,8.0,90.0,11,6.363636363636363,5.0,70.0,4.0,14.0,7.0,0.6363636363636364,20.0,1.8181818181818183,4,5.75,2.5,23.0,4,8.75,9.0,35.0,2.0,9.0,2.0,0.5,-12.0,-3.0,7,9.571428571428571,12.0,67.0,7,5.0,5.0,35.0,2.0,5.0,5.0,0.7142857142857143,32.0,4.571428571428571
Dearborn Heights Crestwood,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-15.0,-15.0,23,7.521739130434782,6.0,173.0,23,7.782608695652174,8.0,179.0,13.0,8.0,10.0,0.43478260869565216,-6.0,-0.2608695652173916,10,8.1,6.0,81.0,10,7.3,7.5,73.0,5.0,4.0,5.0,0.5,8.0,0.7999999999999998,13,7.076923076923077,6.0,92.0,13,8.153846153846153,8.0,106.0,8.0,4.0,5.0,0.38461538461538464,-14.0,-1.0769230769230766
Dearborn Heights Robichaud,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-15.0,-15.0,8,3.5,1.0,28.0,8,14.5,16.0,116.0,7.0,16.0,1.0,0.125,-88.0,-11.0,5,4.4,1.0,22.0,5,13.0,15.0,65.0,4.0,9.0,1.0,0.2,-43.0,-8.6,3,2.0,1.0,6.0,3,17.0,16.0,51.0,3.0,7.0,0.0,0.0,-45.0,-15.0
Dearborn Henry Ford Academy,1,0.0,0.0,0.0,1,12.0,12.0,12.0,1.0,0.0,0.0,-12.0,-12.0,11,7.545454545454546,7.0,83.0,11,2.1818181818181817,1.0,24.0,3.0,5.0,8.0,0.7272727272727273,59.0,5.363636363636364,2,18.5,18.5,37.0,2,1.0,1.0,2.0,0.0,1.0,2.0,1.0,35.0,17.5,9,5.111111111111111,4.0,46.0,9,2.4444444444444446,2.0,22.0,3.0,4.0,6.0,0.6666666666666666,24.0,2.666666666666666
Decatur,4,9.75,11.0,39.0,4,1.0,0.5,4.0,1.0,3.0,0.75,35.0,8.75,25,10.08,10.0,252.0,25,4.4,2.0,110.0,8.0,12.0,17.0,0.68,142.0,5.68,13,10.923076923076923,10.0,142.0,13,4.0,2.0,52.0,2.0,6.0,11.0,0.8461538461538461,90.0,6.923076923076923,12,9.166666666666666,6.0,110.0,12,4.833333333333333,4.0,58.0,6.0,6.0,6.0,0.5,52.0,4.333333333333333
Deckerville,1,1.0,1.0,1.0,1,9.0,9.0,9.0,1.0,0.0,0.0,-8.0,-8.0,8,6.625,1.5,53.0,8,6.75,6.5,54.0,6.0,9.0,2.0,0.25,-1.0,-0.125,4,1.75,1.5,7.0,4,8.5,9.5,34.0,4.0,4.0,0.0,0.0,-27.0,-6.75,4,11.5,8.0,46.0,4,5.0,5.5,20.0,2.0,5.0,2.0,0.5,26.0,6.5
Delton Kellogg,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-10.0,-10.0,11,1.1818181818181819,1.0,13.0,11,15.090909090909092,16.0,166.0,11.0,20.0,0.0,0.0,-153.0,-13.90909090909091,5,1.0,1.0,5.0,5,18.6,20.0,93.0,5.0,15.0,0.0,0.0,-88.0,-17.6,6,1.3333333333333333,1.0,8.0,6,12.166666666666666,11.0,73.0,6.0,5.0,0.0,0.0,-65.0,-10.833333333333332
Detroit Cass Tech,2,6.0,6.0,12.0,2,3.5,3.5,7.0,1.0,1.0,0.5,5.0,2.5,11,13.090909090909092,12.0,144.0,11,2.6363636363636362,1.0,29.0,2.0,19.0,9.0,0.8181818181818182,115.0,10.454545454545455,2,14.5,14.5,29.0,2,1.5,1.5,3.0,0.0,7.0,2.0,1.0,26.0,13.0,9,12.777777777777779,12.0,115.0,9,2.888888888888889,1.0,26.0,2.0,12.0,7.0,0.7777777777777778,89.0,9.88888888888889
Detroit Catholic Central,4,4.25,2.5,17.0,4,2.5,2.5,10.0,1.0,3.0,0.75,7.0,1.75,31,3.5483870967741935,2.0,110.0,31,4.935483870967742,4.0,153.0,18.0,9.0,13.0,0.41935483870967744,-43.0,-1.3870967741935485,15,3.4,2.0,51.0,15,5.066666666666666,4.0,76.0,9.0,7.0,6.0,0.4,-25.0,-1.6666666666666665,16,3.6875,2.5,59.0,16,4.8125,4.0,77.0,9.0,2.0,7.0,0.4375,-18.0,-1.125
Detroit Central,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,6,3.1666666666666665,1.0,19.0,6,5.166666666666667,1.0,31.0,5.0,13.0,1.0,0.16666666666666666,-12.0,-2.0000000000000004,1,4.0,4.0,4.0,1,11.0,11.0,11.0,1.0,8.0,0.0,0.0,-7.0,-7.0,5,3.0,0.0,15.0,5,4.0,1.0,20.0,4.0,5.0,1.0,0.2,-5.0,-1.0
Detroit Communication Media Arts,1,19.0,19.0,19.0,1,23.0,23.0,23.0,1.0,0.0,0.0,-4.0,-4.0,13,7.538461538461538,7.0,98.0,13,4.615384615384615,4.0,60.0,3.0,8.0,9.0,0.6923076923076923,38.0,2.9230769230769234,9,6.666666666666667,6.0,60.0,9,4.777777777777778,4.0,43.0,2.0,3.0,6.0,0.6666666666666666,17.0,1.8888888888888893,4,9.5,9.5,38.0,4,4.25,5.0,17.0,1.0,5.0,3.0,0.75,21.0,5.25
Detroit Country Day,2,6.0,6.0,12.0,2,3.5,3.5,7.0,1.0,1.0,0.5,5.0,2.5,12,6.666666666666667,6.0,80.0,12,4.25,4.0,51.0,4.0,19.0,8.0,0.6666666666666666,29.0,2.416666666666667,10,7.4,6.5,74.0,10,4.4,4.0,44.0,3.0,8.0,7.0,0.7,30.0,3.0,2,3.0,3.0,6.0,2,3.5,3.5,7.0,1.0,11.0,1.0,0.5,-1.0,-0.5
Detroit Cristo Rey,2,1.0,1.0,2.0,2,8.0,8.0,16.0,1.0,1.0,0.5,-14.0,-7.0,13,3.076923076923077,3.0,40.0,13,5.923076923076923,5.0,77.0,8.0,5.0,5.0,0.38461538461538464,-37.0,-2.8461538461538463,6,2.5,2.0,15.0,6,5.833333333333333,5.0,35.0,4.0,0.0,2.0,0.3333333333333333,-20.0,-3.333333333333333,7,3.5714285714285716,4.0,25.0,7,6.0,5.0,42.0,4.0,5.0,3.0,0.42857142857142855,-17.0,-2.4285714285714284
Detroit Davis Aerospace,1,0.0,0.0,0.0,1,7.0,7.0,7.0,1.0,0.0,0.0,-7.0,-7.0,3,2.3333333333333335,0.0,7.0,3,6.0,7.0,18.0,3.0,16.0,0.0,0.0,-11.0,-3.6666666666666665,2,3.5,3.5,7.0,2,8.5,8.5,17.0,2.0,6.0,0.0,0.0,-10.0,-5.0,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,10.0,0.0,0.0,-1.0,-1.0
Detroit East English,1,0.0,0.0,0.0,1,22.0,22.0,22.0,1.0,0.0,0.0,-22.0,-22.0,13,5.230769230769231,1.0,68.0,13,4.0,3.0,52.0,3.0,10.0,9.0,0.6923076923076923,16.0,1.2307692307692308,7,3.2857142857142856,1.0,23.0,7,3.5714285714285716,0.0,25.0,2.0,3.0,5.0,0.7142857142857143,-2.0,-0.28571428571428603,6,7.5,8.5,45.0,6,4.5,4.5,27.0,1.0,7.0,4.0,0.6666666666666666,18.0,3.0
Detroit Edison,7,7.0,5.0,49.0,7,2.0,2.0,14.0,1.0,6.0,0.8571428571428571,35.0,5.0,19,9.578947368421053,11.0,182.0,19,4.052631578947368,6.0,77.0,5.0,24.0,14.0,0.7368421052631579,105.0,5.526315789473685,3,10.333333333333334,15.0,31.0,3,2.6666666666666665,0.0,8.0,1.0,2.0,2.0,0.6666666666666666,23.0,7.666666666666668,16,9.4375,10.5,151.0,16,4.3125,6.0,69.0,4.0,22.0,12.0,0.75,82.0,5.125
Detroit Henry Ford,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-15.0,-15.0,3,0.6666666666666666,0.0,2.0,3,23.666666666666668,22.0,71.0,3.0,8.0,0.0,0.0,-69.0,-23.0,2,1.0,1.0,2.0,2,24.5,24.5,49.0,2.0,3.0,0.0,0.0,-47.0,-23.5,1,0.0,0.0,0.0,1,22.0,22.0,22.0,1.0,5.0,0.0,0.0,-22.0,-22.0
Detroit Loyola,2,10.0,10.0,20.0,2,8.5,8.5,17.0,1.0,1.0,0.5,3.0,1.5,7,4.571428571428571,4.0,32.0,7,5.857142857142857,7.0,41.0,5.0,2.0,2.0,0.2857142857142857,-9.0,-1.2857142857142856,4,5.5,5.0,22.0,4,5.5,5.5,22.0,2.0,0.0,2.0,0.5,0.0,0.0,3,3.3333333333333335,4.0,10.0,3,6.333333333333333,7.0,19.0,3.0,2.0,0.0,0.0,-9.0,-2.9999999999999996
Detroit Martin Luther King,1,0.0,0.0,0.0,1,20.0,20.0,20.0,1.0,0.0,0.0,-20.0,-20.0,2,7.5,7.5,15.0,2,6.5,6.5,13.0,1.0,14.0,1.0,0.5,2.0,1.0,2,7.5,7.5,15.0,2,6.5,6.5,13.0,1.0,8.0,1.0,0.5,2.0,1.0,0,,,0.0,0,,,0.0,0.0,6.0,0.0,,0.0,
Detroit Mumford,1,2.0,2.0,2.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-3.0,-3.0,4,1.5,0.5,6.0,4,18.0,20.5,72.0,4.0,9.0,0.0,0.0,-66.0,-16.5,2,0.5,0.5,1.0,2,22.0,22.0,44.0,2.0,6.0,0.0,0.0,-43.0,-21.5,2,2.5,2.5,5.0,2,14.0,14.0,28.0,2.0,3.0,0.0,0.0,-23.0,-11.5
Detroit Osborn,1,1.0,1.0,1.0,1,16.0,16.0,16.0,1.0,0.0,0.0,-15.0,-15.0,8,8.25,8.0,66.0,8,5.125,3.5,41.0,3.0,13.0,5.0,0.625,25.0,3.125,4,6.0,5.5,24.0,4,7.75,7.5,31.0,2.0,8.0,2.0,0.5,-7.0,-1.75,4,10.5,12.0,42.0,4,2.5,1.5,10.0,1.0,5.0,3.0,0.75,32.0,8.0
Detroit Renaissance,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-10.0,-10.0,11,5.0,5.0,55.0,11,8.636363636363637,8.0,95.0,8.0,16.0,3.0,0.2727272727272727,-40.0,-3.6363636363636367,4,5.75,6.5,23.0,4,10.25,10.0,41.0,3.0,4.0,1.0,0.25,-18.0,-4.5,7,4.571428571428571,5.0,32.0,7,7.714285714285714,8.0,54.0,5.0,12.0,2.0,0.2857142857142857,-22.0,-3.1428571428571432
Detroit Southeastern,1,0.0,0.0,0.0,1,13.0,13.0,13.0,1.0,0.0,0.0,-13.0,-13.0,9,5.555555555555555,6.0,50.0,9,5.111111111111111,2.0,46.0,4.0,12.0,5.0,0.5555555555555556,4.0,0.44444444444444464,4,2.5,2.0,10.0,4,9.75,11.0,39.0,3.0,7.0,1.0,0.25,-29.0,-7.25,5,8.0,7.0,40.0,5,1.4,0.0,7.0,1.0,5.0,4.0,0.8,33.0,6.6
Detroit U-D Jesuit,3,7.666666666666667,10.0,23.0,3,1.6666666666666667,0.0,5.0,1.0,2.0,0.6666666666666666,18.0,6.0,15,2.2,2.0,33.0,15,8.333333333333334,7.0,125.0,13.0,20.0,2.0,0.13333333333333333,-92.0,-6.133333333333334,8,2.0,1.0,16.0,8,8.25,6.5,66.0,6.0,5.0,2.0,0.25,-50.0,-6.25,7,2.4285714285714284,2.0,17.0,7,8.428571428571429,8.0,59.0,7.0,15.0,0.0,0.0,-42.0,-6.0
Detroit University Prep,2,4.0,4.0,8.0,2,11.0,11.0,22.0,1.0,1.0,0.5,-14.0,-7.0,7,6.571428571428571,7.0,46.0,7,6.285714285714286,2.0,44.0,3.0,14.0,4.0,0.5714285714285714,2.0,0.2857142857142856,3,5.666666666666667,0.0,17.0,3,10.666666666666666,15.0,32.0,2.0,4.0,1.0,0.3333333333333333,-15.0,-4.999999999999999,4,7.25,7.0,29.0,4,3.0,1.0,12.0,1.0,10.0,3.0,0.75,17.0,4.25
Detroit Western,4,6.25,4.5,25.0,4,1.25,1.5,5.0,1.0,3.0,0.75,20.0,5.0,9,6.555555555555555,5.0,59.0,9,4.888888888888889,4.0,44.0,4.0,25.0,5.0,0.5555555555555556,15.0,1.666666666666666,3,12.0,10.0,36.0,3,1.0,0.0,3.0,0.0,15.0,3.0,1.0,33.0,11.0,6,3.8333333333333335,3.0,23.0,6,6.833333333333333,7.5,41.0,4.0,10.0,2.0,0.3333333333333333,-18.0,-2.9999999999999996
Dexter,2,3.5,3.5,7.0,2,3.5,3.5,7.0,1.0,1.0,0.5,0.0,0.0,12,4.833333333333333,5.0,58.0,12,2.0,2.0,24.0,3.0,35.0,9.0,0.75,34.0,2.833333333333333,4,5.75,5.0,23.0,4,1.5,2.0,6.0,0.0,22.0,4.0,1.0,17.0,4.25,8,4.375,4.0,35.0,8,2.25,2.0,18.0,3.0,13.0,5.0,0.625,17.0,2.125
Dowagiac,1,1.0,1.0,1.0,1,3.0,3.0,3.0,1.0,0.0,0.0,-2.0,-2.0,7,8.428571428571429,10.0,59.0,7,7.142857142857143,6.0,50.0,2.0,30.0,4.0,0.5714285714285714,9.0,1.2857142857142856,7,8.428571428571429,10.0,59.0,7,7.142857142857143,6.0,50.0,2.0,14.0,4.0,0.5714285714285714,9.0,1.2857142857142856,0,,,0.0,0,,,0.0,0.0,16.0,0.0,,0.0,
Dryden,1,5.0,5.0,5.0,1,14.0,14.0,14.0,1.0,0.0,0.0,-9.0,-9.0,26,6.653846153846154,6.0,173.0,26,2.423076923076923,1.0,63.0,5.0,1.0,20.0,0.7692307692307693,110.0,4.230769230769232,9,4.777777777777778,6.0,43.0,9,1.3333333333333333,1.0,12.0,2.0,1.0,6.0,0.6666666666666666,31.0,3.4444444444444446,17,7.647058823529412,7.0,130.0,17,3.0,2.0,51.0,3.0,0.0,14.0,0.8235294117647058,79.0,4.647058823529412
Dundee,1,2.0,2.0,2.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-3.0,-3.0,8,3.5,1.5,28.0,8,5.75,4.0,46.0,6.0,25.0,2.0,0.25,-18.0,-2.25,3,6.333333333333333,7.0,19.0,3,3.3333333333333335,3.0,10.0,1.0,8.0,2.0,0.6666666666666666,9.0,2.9999999999999996,5,1.8,1.0,9.0,5,7.2,7.0,36.0,5.0,17.0,0.0,0.0,-27.0,-5.4
Durand,3,7.333333333333333,11.0,22.0,3,7.333333333333333,10.0,22.0,1.0,2.0,0.6666666666666666,0.0,0.0,13,7.615384615384615,6.0,99.0,13,5.923076923076923,5.0,77.0,5.0,10.0,8.0,0.6153846153846154,22.0,1.6923076923076916,8,7.375,6.0,59.0,8,7.375,5.0,59.0,4.0,7.0,4.0,0.5,0.0,0.0,5,8.0,9.0,40.0,5,3.6,3.0,18.0,1.0,3.0,4.0,0.8,22.0,4.4
East Grand Rapids,3,5.0,3.0,15.0,3,2.3333333333333335,2.0,7.0,1.0,2.0,0.6666666666666666,8.0,2.6666666666666665,9,7.333333333333333,9.0,66.0,9,6.222222222222222,7.0,56.0,6.0,29.0,3.0,0.3333333333333333,10.0,1.1111111111111107,7,6.428571428571429,6.0,45.0,7,6.428571428571429,7.0,45.0,5.0,13.0,2.0,0.2857142857142857,0.0,0.0,2,10.5,10.5,21.0,2,5.5,5.5,11.0,1.0,16.0,1.0,0.5,10.0,5.0
East Jackson,1,1.0,1.0,1.0,1,4.0,4.0,4.0,1.0,0.0,0.0,-3.0,-3.0,6,3.0,1.5,18.0,6,8.333333333333334,8.5,50.0,5.0,20.0,1.0,0.16666666666666666,-32.0,-5.333333333333334,3,2.6666666666666665,1.0,8.0,3,7.0,6.0,21.0,2.0,6.0,1.0,0.3333333333333333,-13.0,-4.333333333333334,3,3.3333333333333335,2.0,10.0,3,9.666666666666666,9.0,29.0,3.0,14.0,0.0,0.0,-19.0,-6.333333333333332
East Jordan,2,2.5,2.5,5.0,2,2.5,2.5,5.0,1.0,1.0,0.5,0.0,0.0,8,10.125,10.0,81.0,8,4.25,3.0,34.0,2.0,21.0,6.0,0.75,47.0,5.875,5,11.2,14.0,56.0,5,3.6,1.0,18.0,1.0,12.0,4.0,0.8,38.0,7.6,3,8.333333333333334,9.0,25.0,3,5.333333333333333,6.0,16.0,1.0,9.0,2.0,0.6666666666666666,9.0,3.000000000000001
East Kentwood,1,1.0,1.0,1.0,1,16.0,16.0,16.0,1.0,0.0,0.0,-15.0,-15.0,7,4.857142857142857,7.0,34.0,7,4.428571428571429,4.0,31.0,3.0,35.0,4.0,0.5714285714285714,3.0,0.42857142857142794,5,5.0,7.0,25.0,5,4.0,4.0,20.0,2.0,12.0,3.0,0.6,5.0,1.0,2,4.5,4.5,9.0,2,5.5,5.5,11.0,1.0,23.0,1.0,0.5,-2.0,-1.0
East Lansing,1,1.0,1.0,1.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-7.0,-7.0,18,5.444444444444445,5.0,98.0,18,7.333333333333333,6.0,132.0,11.0,11.0,7.0,0.3888888888888889,-34.0,-1.8888888888888884,14,5.642857142857143,5.0,79.0,14,8.428571428571429,8.0,118.0,9.0,7.0,5.0,0.35714285714285715,-39.0,-2.7857142857142856,4,4.75,5.5,19.0,4,3.5,3.0,14.0,2.0,4.0,2.0,0.5,5.0,1.25
Eastpointe,1,4.0,4.0,4.0,1,19.0,19.0,19.0,1.0,0.0,0.0,-15.0,-15.0,12,3.4166666666666665,1.0,41.0,12,14.583333333333334,15.0,175.0,11.0,10.0,1.0,0.08333333333333333,-134.0,-11.166666666666668,5,4.8,2.0,24.0,5,14.0,12.0,70.0,5.0,4.0,0.0,0.0,-46.0,-9.2,7,2.4285714285714284,0.0,17.0,7,15.0,15.0,105.0,6.0,6.0,1.0,0.14285714285714285,-88.0,-12.571428571428571
Eaton Rapids,2,6.0,6.0,12.0,2,1.5,1.5,3.0,1.0,1.0,0.5,9.0,4.5,26,7.730769230769231,7.0,201.0,26,2.8846153846153846,2.0,75.0,5.0,9.0,21.0,0.8076923076923077,126.0,4.846153846153847,14,6.214285714285714,5.5,87.0,14,2.7857142857142856,2.0,39.0,3.0,4.0,11.0,0.7857142857142857,48.0,3.428571428571429,12,9.5,7.5,114.0,12,3.0,1.5,36.0,2.0,5.0,10.0,0.8333333333333334,78.0,6.5
Eau Claire,1,3.0,3.0,3.0,1,18.0,18.0,18.0,1.0,0.0,0.0,-15.0,-15.0,18,1.4444444444444444,1.0,26.0,18,14.0,15.0,252.0,18.0,8.0,0.0,0.0,-226.0,-12.555555555555555,9,1.4444444444444444,1.0,13.0,9,16.0,15.0,144.0,9.0,6.0,0.0,0.0,-131.0,-14.555555555555555,9,1.4444444444444444,0.0,13.0,9,12.0,15.0,108.0,9.0,2.0,0.0,0.0,-95.0,-10.555555555555555
Eben Junction Superior Central,3,2.0,2.0,6.0,3,12.0,12.0,36.0,3.0,0.0,0.0,-30.0,-10.0,42,2.857142857142857,1.5,120.0,42,9.214285714285714,10.5,387.0,39.0,30.0,3.0,0.07142857142857142,-267.0,-6.357142857142856,12,3.5,2.5,42.0,12,8.75,10.0,105.0,9.0,18.0,3.0,0.25,-63.0,-5.25,30,2.6,1.5,78.0,30,9.4,11.0,282.0,30.0,12.0,0.0,0.0,-204.0,-6.800000000000001
Ecorse,3,10.666666666666666,16.0,32.0,3,1.6666666666666667,1.0,5.0,1.0,2.0,0.6666666666666666,27.0,9.0,21,11.428571428571429,11.0,240.0,21,1.7142857142857142,0.0,36.0,3.0,5.0,18.0,0.8571428571428571,204.0,9.714285714285715,10,8.7,9.5,87.0,10,1.9,0.5,19.0,2.0,1.0,8.0,0.8,68.0,6.799999999999999,11,13.909090909090908,15.0,153.0,11,1.5454545454545454,0.0,17.0,1.0,4.0,10.0,0.9090909090909091,136.0,12.363636363636363
Edwardsburg,1,0.0,0.0,0.0,1,11.0,11.0,11.0,1.0,0.0,0.0,-11.0,-11.0,27,9.25925925925926,10.0,250.0,27,3.5925925925925926,2.0,97.0,5.0,0.0,22.0,0.8148148148148148,153.0,5.666666666666667,10,9.7,10.0,97.0,10,2.7,1.0,27.0,1.0,0.0,9.0,0.9,70.0,6.999999999999999,17,9.0,10.0,153.0,17,4.117647058823529,4.0,70.0,4.0,0.0,13.0,0.7647058823529411,83.0,4.882352941176471
Elk Rapids,3,5.666666666666667,7.0,17.0,3,5.333333333333333,4.0,16.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333339,6,5.833333333333333,3.5,35.0,6,5.5,5.5,33.0,4.0,8.0,2.0,0.3333333333333333,2.0,0.33333333333333304,4,7.25,6.0,29.0,4,4.0,4.5,16.0,2.0,4.0,2.0,0.5,13.0,3.25,2,3.0,3.0,6.0,2,8.5,8.5,17.0,2.0,4.0,0.0,0.0,-11.0,-5.5
Elkton-Pigeon-Bay Port Laker,1,5.0,5.0,5.0,1,7.0,7.0,7.0,1.0,0.0,0.0,-2.0,-2.0,13,8.307692307692308,7.0,108.0,13,5.3076923076923075,4.0,69.0,3.0,11.0,10.0,0.7692307692307693,39.0,3.000000000000001,7,10.0,11.0,70.0,7,4.857142857142857,4.0,34.0,1.0,6.0,6.0,0.8571428571428571,36.0,5.142857142857143,6,6.333333333333333,6.5,38.0,6,5.833333333333333,4.5,35.0,2.0,5.0,4.0,0.6666666666666666,3.0,0.5
Ellsworth,1,4.0,4.0,4.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-1.0,-1.0,15,8.6,8.0,129.0,15,4.133333333333334,2.0,62.0,3.0,17.0,12.0,0.8,67.0,4.466666666666666,5,6.2,8.0,31.0,5,5.4,5.0,27.0,1.0,8.0,4.0,0.8,4.0,0.7999999999999998,10,9.8,10.5,98.0,10,3.5,2.0,35.0,2.0,9.0,8.0,0.8,63.0,6.300000000000001
Erie Mason,1,5.0,5.0,5.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-1.0,-1.0,9,8.666666666666666,8.0,78.0,9,7.333333333333333,7.0,66.0,3.0,21.0,6.0,0.6666666666666666,12.0,1.333333333333333,5,9.2,8.0,46.0,5,6.2,5.0,31.0,1.0,8.0,4.0,0.8,15.0,2.999999999999999,4,8.0,8.0,32.0,4,8.75,7.5,35.0,2.0,13.0,2.0,0.5,-3.0,-0.75
Escanaba,2,1.0,1.0,2.0,2,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,32,8.40625,7.0,269.0,32,3.375,2.5,108.0,8.0,2.0,24.0,0.75,161.0,5.03125,16,7.8125,8.0,125.0,16,2.4375,2.0,39.0,4.0,1.0,12.0,0.75,86.0,5.375,16,9.0,7.0,144.0,16,4.3125,4.5,69.0,4.0,1.0,12.0,0.75,75.0,4.6875
Essexville Garber,2,2.5,2.5,5.0,2,2.0,2.0,4.0,1.0,1.0,0.5,1.0,0.5,33,7.636363636363637,6.0,252.0,33,2.303030303030303,2.0,76.0,5.0,12.0,28.0,0.8484848484848485,176.0,5.333333333333334,19,7.7894736842105265,6.0,148.0,19,2.3684210526315788,2.0,45.0,2.0,10.0,17.0,0.8947368421052632,103.0,5.421052631578948,14,7.428571428571429,7.0,104.0,14,2.2142857142857144,1.5,31.0,3.0,2.0,11.0,0.7857142857142857,73.0,5.214285714285714
Evart,1,8.0,8.0,8.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-2.0,-2.0,12,2.9166666666666665,1.0,35.0,12,6.833333333333333,6.5,82.0,9.0,22.0,3.0,0.25,-47.0,-3.9166666666666665,10,2.9,1.0,29.0,10,7.9,7.5,79.0,8.0,13.0,2.0,0.2,-50.0,-5.0,2,3.0,3.0,6.0,2,1.5,1.5,3.0,1.0,9.0,1.0,0.5,3.0,1.5
Farmington,2,2.0,2.0,4.0,2,4.5,4.5,9.0,1.0,1.0,0.5,-5.0,-2.5,14,5.571428571428571,2.5,78.0,14,8.571428571428571,8.0,120.0,9.0,29.0,4.0,0.2857142857142857,-42.0,-3.0,5,4.0,2.0,20.0,5,8.2,6.0,41.0,3.0,17.0,1.0,0.2,-21.0,-4.199999999999999,9,6.444444444444445,3.0,58.0,9,8.777777777777779,9.0,79.0,6.0,12.0,3.0,0.3333333333333333,-21.0,-2.333333333333334
Farwell,1,0.0,0.0,0.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-5.0,-5.0,0,,,0.0,0,,,0.0,0.0,34.0,0.0,,0.0,,0,,,0.0,0,,,0.0,0.0,24.0,0.0,,0.0,,0,,,0.0,0,,,0.0,0.0,10.0,0.0,,0.0,
Fennville,1,5.0,5.0,5.0,1,13.0,13.0,13.0,1.0,0.0,0.0,-8.0,-8.0,9,4.222222222222222,3.0,38.0,9,10.555555555555555,8.0,95.0,6.0,34.0,3.0,0.3333333333333333,-57.0,-6.333333333333333,1,2.0,2.0,2.0,1,18.0,18.0,18.0,1.0,11.0,0.0,0.0,-16.0,-16.0,8,4.5,3.5,36.0,8,9.625,6.5,77.0,5.0,23.0,3.0,0.375,-41.0,-5.125
Fenton,2,3.0,3.0,6.0,2,6.0,6.0,12.0,1.0,1.0,0.5,-6.0,-3.0,4,9.75,9.5,39.0,4,3.25,1.0,13.0,1.0,26.0,3.0,0.75,26.0,6.5,3,7.333333333333333,9.0,22.0,3,4.333333333333333,2.0,13.0,1.0,9.0,2.0,0.6666666666666666,9.0,3.0,1,17.0,17.0,17.0,1,0.0,0.0,0.0,0.0,17.0,1.0,1.0,17.0,17.0
