teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Allen Park Inter-City Baptist,1,0.0,0.0,0.0,1,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,3.0,3.6666666666666665,3.0,11.0,3.0,9.333333333333334,6.0,28.0,3.0,16.0,0.0,0.0,-17.0,-5.666666666666668,1.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,1.0,12.0,0.0,0.0,-3.0,-3.0,2.0,4.0,4.0,8.0,2.0,11.0,11.0,22.0,2.0,4.0,0.0,0.0,-14.0,-7.0
Allendale,1,5.0,5.0,5.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,,,0.0,0.0,,,0.0,0.0,37.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,25.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,
Alma,1,0.0,0.0,0.0,1,3.0,3.0,3.0,1.0,0.0,0.0,0.0,-3.0,-3.0,30.0,5.9,5.5,177.0,30.0,4.5,4.0,135.0,9.0,1.0,20.0,0.6666666666666666,42.0,1.4000000000000004,18.0,6.555555555555555,6.0,118.0,18.0,3.9444444444444446,3.5,71.0,2.0,0.0,16.0,0.8888888888888888,47.0,2.6111111111111107,12.0,4.916666666666667,5.0,59.0,12.0,5.333333333333333,5.0,64.0,7.0,1.0,4.0,0.3333333333333333,-5.0,-0.4166666666666661
Almont,1,3.0,3.0,3.0,1,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-3.0,-3.0,12.0,6.0,6.0,72.0,12.0,2.6666666666666665,2.0,32.0,2.0,20.0,8.0,0.6666666666666666,40.0,3.3333333333333335,9.0,6.0,6.0,54.0,9.0,2.888888888888889,3.0,26.0,1.0,12.0,6.0,0.6666666666666666,28.0,3.111111111111111,3.0,6.0,4.0,18.0,3.0,2.0,1.0,6.0,1.0,8.0,2.0,0.6666666666666666,12.0,4.0
Alpena,1,2.0,2.0,2.0,1,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-4.0,-4.0,0.0,,,0.0,0.0,,,0.0,0.0,17.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,9.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,,0.0,
Ann Arbor Father Gabriel Richard,5,7.4,4.0,37.0,5,3.0,3.0,15.0,1.0,0.0,4.0,0.8,22.0,4.4,11.0,3.909090909090909,3.0,43.0,11.0,5.090909090909091,5.0,56.0,7.0,21.0,4.0,0.36363636363636365,-13.0,-1.1818181818181817,6.0,3.0,2.0,18.0,6.0,5.833333333333333,5.0,35.0,4.0,12.0,2.0,0.3333333333333333,-17.0,-2.833333333333333,5.0,5.0,6.0,25.0,5.0,4.2,5.0,21.0,3.0,9.0,2.0,0.4,4.0,0.7999999999999998
Ann Arbor Greenhills,3,3.6666666666666665,5.0,11.0,3,5.333333333333333,3.0,16.0,1.0,0.0,2.0,0.6666666666666666,-5.0,-1.6666666666666665,7.0,2.142857142857143,2.0,15.0,7.0,10.285714285714286,9.0,72.0,7.0,19.0,0.0,0.0,-57.0,-8.142857142857144,3.0,2.3333333333333335,3.0,7.0,3.0,10.666666666666666,9.0,32.0,3.0,10.0,0.0,0.0,-25.0,-8.333333333333332,4.0,2.0,1.5,8.0,4.0,10.0,9.5,40.0,4.0,9.0,0.0,0.0,-32.0,-8.0
Ann Arbor Huron,3,6.333333333333333,3.0,19.0,3,6.333333333333333,4.0,19.0,1.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,39.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,24.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,15.0,0.0,,0.0,
Ann Arbor Pioneer,2,8.0,8.0,16.0,2,8.0,8.0,16.0,1.0,0.0,1.0,0.5,0.0,0.0,3.0,3.3333333333333335,5.0,10.0,3.0,7.0,6.0,21.0,2.0,32.0,1.0,0.3333333333333333,-11.0,-3.6666666666666665,0.0,,,0.0,0.0,,,0.0,0.0,17.0,0.0,,0.0,,3.0,3.3333333333333335,5.0,10.0,3.0,7.0,6.0,21.0,2.0,15.0,1.0,0.3333333333333333,-11.0,-3.6666666666666665
Ann Arbor Skyline,1,0.0,0.0,0.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-7.0,-7.0,5.0,6.2,5.0,31.0,5.0,10.2,14.0,51.0,3.0,43.0,2.0,0.4,-20.0,-3.999999999999999,2.0,3.0,3.0,6.0,2.0,16.0,16.0,32.0,2.0,35.0,0.0,0.0,-26.0,-13.0,3.0,8.333333333333334,9.0,25.0,3.0,6.333333333333333,3.0,19.0,1.0,8.0,2.0,0.6666666666666666,6.0,2.000000000000001
Armada,2,3.5,3.5,7.0,2,2.5,2.5,5.0,1.0,0.0,1.0,0.5,2.0,1.0,12.0,3.9166666666666665,3.5,47.0,12.0,4.833333333333333,3.5,58.0,6.0,10.0,6.0,0.5,-11.0,-0.9166666666666665,9.0,4.777777777777778,4.0,43.0,9.0,4.333333333333333,3.0,39.0,3.0,5.0,6.0,0.6666666666666666,4.0,0.44444444444444464,3.0,1.3333333333333333,2.0,4.0,3.0,6.333333333333333,6.0,19.0,3.0,5.0,0.0,0.0,-15.0,-5.0
Ashley,1,4.0,4.0,4.0,1,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-2.0,-2.0,26.0,4.0,2.5,104.0,26.0,9.23076923076923,10.0,240.0,22.0,1.0,3.0,0.11538461538461539,-136.0,-5.23076923076923,10.0,4.3,3.0,43.0,10.0,10.1,11.0,101.0,8.0,1.0,1.0,0.1,-58.0,-5.8,16.0,3.8125,2.5,61.0,16.0,8.6875,8.5,139.0,14.0,0.0,2.0,0.125,-78.0,-4.875
Athens,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,0.0,0.0,-10.0,-10.0,2.0,1.0,1.0,2.0,2.0,12.5,12.5,25.0,2.0,23.0,0.0,0.0,-23.0,-11.5,0.0,,,0.0,0.0,,,0.0,0.0,17.0,0.0,,0.0,,2.0,1.0,1.0,2.0,2.0,12.5,12.5,25.0,2.0,6.0,0.0,0.0,-23.0,-11.5
Atlanta,1,3.0,3.0,3.0,1,13.0,13.0,13.0,1.0,0.0,0.0,0.0,-10.0,-10.0,9.0,3.0,1.0,27.0,9.0,9.333333333333334,11.0,84.0,8.0,9.0,1.0,0.1111111111111111,-57.0,-6.333333333333334,5.0,3.8,1.0,19.0,5.0,5.8,5.0,29.0,4.0,6.0,1.0,0.2,-10.0,-2.0,4.0,2.0,1.5,8.0,4.0,13.75,14.0,55.0,4.0,3.0,0.0,0.0,-47.0,-11.75
AuGres-Sims,4,4.5,4.5,18.0,4,11.5,11.5,46.0,2.0,0.0,2.0,0.5,-28.0,-7.0,20.0,2.3,1.0,46.0,20.0,11.5,13.0,230.0,18.0,18.0,2.0,0.1,-184.0,-9.2,14.0,1.2857142857142858,1.0,18.0,14.0,14.142857142857142,14.0,198.0,14.0,8.0,0.0,0.0,-180.0,-12.857142857142856,6.0,4.666666666666667,3.0,28.0,6.0,5.333333333333333,5.0,32.0,4.0,10.0,2.0,0.3333333333333333,-4.0,-0.6666666666666661
Auburn Hills Avondale,1,9.0,9.0,9.0,1,14.0,14.0,14.0,1.0,0.0,0.0,0.0,-5.0,-5.0,31.0,6.258064516129032,5.0,194.0,31.0,3.4193548387096775,3.0,106.0,6.0,11.0,25.0,0.8064516129032258,88.0,2.8387096774193545,15.0,5.733333333333333,4.0,86.0,15.0,2.8,3.0,42.0,0.0,7.0,15.0,1.0,44.0,2.9333333333333336,16.0,6.75,5.0,108.0,16.0,4.0,4.0,64.0,6.0,4.0,10.0,0.625,44.0,2.75
Auburn Hills Oakland Christian,3,6.0,6.0,18.0,3,4.666666666666667,4.0,14.0,1.0,0.0,2.0,0.6666666666666666,4.0,1.333333333333333,12.0,4.666666666666667,3.5,56.0,12.0,4.75,3.0,57.0,6.0,24.0,6.0,0.5,-1.0,-0.08333333333333304,1.0,7.0,7.0,7.0,1.0,12.0,12.0,12.0,1.0,10.0,0.0,0.0,-5.0,-5.0,11.0,4.454545454545454,2.0,49.0,11.0,4.090909090909091,3.0,45.0,5.0,14.0,6.0,0.5454545454545454,4.0,0.3636363636363633
Bad Axe,4,6.25,7.0,25.0,4,5.25,5.0,21.0,1.0,0.0,3.0,0.75,4.0,1.0,36.0,5.25,4.0,189.0,36.0,3.1944444444444446,3.0,115.0,13.0,2.0,23.0,0.6388888888888888,74.0,2.0555555555555554,20.0,4.45,3.5,89.0,20.0,3.8,3.0,76.0,7.0,2.0,13.0,0.65,13.0,0.6500000000000004,16.0,6.25,6.0,100.0,16.0,2.4375,2.5,39.0,6.0,0.0,10.0,0.625,61.0,3.8125
Baldwin,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,4.0,0.5,0.0,2.0,4.0,13.5,14.0,54.0,4.0,8.0,0.0,0.0,-52.0,-13.0,2.0,1.0,1.0,2.0,2.0,18.0,18.0,36.0,2.0,1.0,0.0,0.0,-34.0,-17.0,2.0,0.0,0.0,0.0,2.0,9.0,9.0,18.0,2.0,7.0,0.0,0.0,-18.0,-9.0
Bangor,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,0.0,0.0,-10.0,-10.0,5.0,1.8,1.0,9.0,5.0,12.0,13.0,60.0,5.0,15.0,0.0,0.0,-51.0,-10.2,4.0,1.25,1.0,5.0,4.0,10.75,11.0,43.0,4.0,8.0,0.0,0.0,-38.0,-9.5,1.0,4.0,4.0,4.0,1.0,17.0,17.0,17.0,1.0,7.0,0.0,0.0,-13.0,-13.0
Bark River-Harris,1,1.0,1.0,1.0,1,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-5.0,-5.0,0.0,,,0.0,0.0,,,0.0,0.0,15.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,,0.0,
Bath,1,0.0,0.0,0.0,1,5.0,5.0,5.0,1.0,0.0,0.0,0.0,-5.0,-5.0,31.0,4.903225806451613,4.0,152.0,31.0,3.3870967741935485,2.0,105.0,13.0,3.0,18.0,0.5806451612903226,47.0,1.5161290322580645,20.0,5.3,4.0,106.0,20.0,2.35,1.0,47.0,6.0,1.0,14.0,0.7,59.0,2.9499999999999997,11.0,4.181818181818182,3.0,46.0,11.0,5.2727272727272725,4.0,58.0,7.0,2.0,4.0,0.36363636363636365,-12.0,-1.0909090909090908
Battle Creek Central,1,7.0,7.0,7.0,1,16.0,16.0,16.0,1.0,0.0,0.0,0.0,-9.0,-9.0,6.0,1.8333333333333333,1.5,11.0,6.0,9.5,8.5,57.0,6.0,17.0,0.0,0.0,-46.0,-7.666666666666667,4.0,2.5,2.5,10.0,4.0,10.0,9.5,40.0,4.0,16.0,0.0,0.0,-30.0,-7.5,2.0,0.5,0.5,1.0,2.0,8.5,8.5,17.0,2.0,1.0,0.0,0.0,-16.0,-8.0
Battle Creek Harper Creek,1,4.0,4.0,4.0,1,5.0,5.0,5.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,
Battle Creek Lakeview,1,5.0,5.0,5.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-2.0,-2.0,4.0,5.25,4.0,21.0,4.0,2.25,0.0,9.0,1.0,32.0,3.0,0.75,12.0,3.0,2.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,8.0,4.0,2.0,6.5,6.5,13.0,2.0,4.5,4.5,9.0,1.0,14.0,1.0,0.5,4.0,2.0
Battle Creek Pennfield,1,10.0,10.0,10.0,1,18.0,18.0,18.0,1.0,0.0,0.0,0.0,-8.0,-8.0,7.0,3.142857142857143,2.0,22.0,7.0,9.285714285714286,8.0,65.0,6.0,16.0,1.0,0.14285714285714285,-43.0,-6.142857142857144,3.0,3.0,2.0,9.0,3.0,13.0,13.0,39.0,3.0,8.0,0.0,0.0,-30.0,-10.0,4.0,3.25,2.0,13.0,4.0,6.5,7.0,26.0,3.0,8.0,1.0,0.25,-13.0,-3.25
Battle Creek St Philip,4,6.0,6.0,24.0,4,7.0,7.0,28.0,2.0,0.0,2.0,0.5,-4.0,-1.0,4.0,0.5,0.5,2.0,4.0,8.0,8.0,32.0,4.0,26.0,0.0,0.0,-30.0,-7.5,2.0,1.0,1.0,2.0,2.0,6.0,6.0,12.0,2.0,12.0,0.0,0.0,-10.0,-5.0,2.0,0.0,0.0,0.0,2.0,10.0,10.0,20.0,2.0,14.0,0.0,0.0,-20.0,-10.0
Bay City All Saints,4,7.0,6.0,28.0,4,4.25,4.5,17.0,1.0,0.0,3.0,0.75,11.0,2.75,5.0,2.0,1.0,10.0,5.0,1.0,0.0,5.0,2.0,20.0,3.0,0.6,5.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,4.0,4.0,4.0,1.5,1.0,6.0,4.0,1.25,0.5,5.0,2.0,10.0,2.0,0.5,1.0,0.25
Bay City Central,1,3.0,3.0,3.0,1,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-3.0,-3.0,0.0,,,0.0,0.0,,,0.0,0.0,22.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,11.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,11.0,0.0,,0.0,
Bay City John Glenn,4,10.75,11.0,43.0,4,3.25,3.5,13.0,1.0,0.0,3.0,0.75,30.0,7.5,5.0,8.4,5.0,42.0,5.0,2.8,4.0,14.0,0.0,23.0,5.0,1.0,28.0,5.6000000000000005,3.0,7.666666666666667,5.0,23.0,3.0,1.6666666666666667,1.0,5.0,0.0,10.0,3.0,1.0,18.0,6.0,2.0,9.5,9.5,19.0,2.0,4.5,4.5,9.0,0.0,13.0,2.0,1.0,10.0,5.0
Bay City Western,5,6.2,7.0,31.0,5,2.4,3.0,12.0,1.0,0.0,4.0,0.8,19.0,3.8000000000000003,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,33.0,0.0,0.0,-4.0,-4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,19.0,0.0,0.0,-4.0,-4.0,0.0,,,0.0,0.0,,,0.0,0.0,14.0,0.0,,0.0,
Beal City,1,0.0,0.0,0.0,1,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,4.0,3.75,4.0,15.0,4.0,6.75,6.0,27.0,3.0,15.0,1.0,0.25,-12.0,-3.0,2.0,3.5,3.5,7.0,2.0,9.5,9.5,19.0,2.0,9.0,0.0,0.0,-12.0,-6.0,2.0,4.0,4.0,8.0,2.0,4.0,4.0,8.0,1.0,6.0,1.0,0.5,0.0,0.0
Beaverton,5,5.4,6.0,27.0,5,5.4,5.0,27.0,1.0,0.0,4.0,0.8,0.0,0.0,33.0,6.787878787878788,6.0,224.0,33.0,3.1515151515151514,2.0,104.0,11.0,3.0,22.0,0.6666666666666666,120.0,3.6363636363636367,17.0,6.764705882352941,6.0,115.0,17.0,3.4705882352941178,4.0,59.0,7.0,1.0,10.0,0.5882352941176471,56.0,3.2941176470588234,16.0,6.8125,5.5,109.0,16.0,2.8125,2.0,45.0,4.0,2.0,12.0,0.75,64.0,4.0
Belding,2,4.0,4.0,8.0,2,7.5,7.5,15.0,1.0,0.0,1.0,0.5,-7.0,-3.5,4.0,3.25,3.5,13.0,4.0,1.5,1.0,6.0,1.0,16.0,3.0,0.75,7.0,1.75,2.0,3.0,3.0,6.0,2.0,2.5,2.5,5.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,3.5,3.5,7.0,2.0,0.5,0.5,1.0,0.0,14.0,2.0,1.0,6.0,3.0
Bellaire,2,1.0,1.0,2.0,2,5.0,5.0,10.0,2.0,0.0,0.0,0.0,-8.0,-4.0,8.0,7.5,6.0,60.0,8.0,7.0,5.0,56.0,4.0,16.0,4.0,0.5,4.0,0.5,8.0,7.5,6.0,60.0,8.0,7.0,5.0,56.0,4.0,0.0,4.0,0.5,4.0,0.5,0.0,,,0.0,0.0,,,0.0,0.0,16.0,0.0,,0.0,
Belleville,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,26.0,5.423076923076923,5.0,141.0,26.0,4.269230769230769,3.0,111.0,10.0,7.0,16.0,0.6153846153846154,30.0,1.1538461538461542,17.0,5.235294117647059,5.0,89.0,17.0,5.176470588235294,3.0,88.0,7.0,3.0,10.0,0.5882352941176471,1.0,0.0588235294117645,9.0,5.777777777777778,5.0,52.0,9.0,2.5555555555555554,3.0,23.0,3.0,4.0,6.0,0.6666666666666666,29.0,3.2222222222222223
Bellevue,1,0.0,0.0,0.0,1,9.0,9.0,9.0,1.0,0.0,0.0,0.0,-9.0,-9.0,2.0,0.5,0.5,1.0,2.0,5.5,5.5,11.0,2.0,24.0,0.0,0.0,-10.0,-5.0,2.0,0.5,0.5,1.0,2.0,5.5,5.5,11.0,2.0,14.0,0.0,0.0,-10.0,-5.0,0.0,,,0.0,0.0,,,0.0,0.0,10.0,0.0,,0.0,
Benton Harbor,1,0.0,0.0,0.0,1,9.0,9.0,9.0,1.0,0.0,0.0,0.0,-9.0,-9.0,3.0,3.6666666666666665,3.0,11.0,3.0,4.666666666666667,4.0,14.0,2.0,30.0,1.0,0.3333333333333333,-3.0,-1.0000000000000004,1.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,0.0,17.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,5.0,5.0,10.0,2.0,13.0,0.0,0.0,-4.0,-2.0
Benzie Central,1,0.0,0.0,0.0,1,4.0,4.0,4.0,1.0,0.0,0.0,0.0,-4.0,-4.0,6.0,5.5,2.5,33.0,6.0,5.5,5.0,33.0,4.0,16.0,2.0,0.3333333333333333,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,9.0,0.0,,0.0,,6.0,5.5,2.5,33.0,6.0,5.5,5.0,33.0,4.0,7.0,2.0,0.3333333333333333,0.0,0.0
Berkley,1,0.0,0.0,0.0,1,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-6.0,-6.0,24.0,3.3333333333333335,3.5,80.0,24.0,7.666666666666667,8.0,184.0,19.0,11.0,4.0,0.16666666666666666,-104.0,-4.333333333333334,11.0,3.090909090909091,4.0,34.0,11.0,8.181818181818182,8.0,90.0,9.0,4.0,2.0,0.18181818181818182,-56.0,-5.090909090909091,13.0,3.5384615384615383,3.0,46.0,13.0,7.230769230769231,8.0,94.0,10.0,7.0,2.0,0.15384615384615385,-48.0,-3.6923076923076925
Berrien Springs,1,0.0,0.0,0.0,1,4.0,4.0,4.0,1.0,0.0,0.0,0.0,-4.0,-4.0,7.0,3.0,3.0,21.0,7.0,6.285714285714286,6.0,44.0,6.0,11.0,1.0,0.14285714285714285,-23.0,-3.2857142857142856,4.0,2.75,3.0,11.0,4.0,6.0,6.0,24.0,4.0,8.0,0.0,0.0,-13.0,-3.25,3.0,3.3333333333333335,3.0,10.0,3.0,6.666666666666667,6.0,20.0,2.0,3.0,1.0,0.3333333333333333,-10.0,-3.3333333333333335
Big Rapids,2,6.0,6.0,12.0,2,6.0,6.0,12.0,1.0,0.0,1.0,0.5,0.0,0.0,22.0,6.7272727272727275,5.5,148.0,22.0,6.045454545454546,6.0,133.0,8.0,7.0,14.0,0.6363636363636364,15.0,0.6818181818181817,15.0,6.466666666666667,6.0,97.0,15.0,6.6,6.0,99.0,6.0,3.0,9.0,0.6,-2.0,-0.13333333333333286,7.0,7.285714285714286,5.0,51.0,7.0,4.857142857142857,4.0,34.0,2.0,4.0,5.0,0.7142857142857143,17.0,2.428571428571429
Big Rapids Crossroads Academy,3,6.0,2.0,18.0,3,4.0,0.0,12.0,1.0,0.0,2.0,0.6666666666666666,6.0,2.0,5.0,3.0,2.0,15.0,5.0,7.4,8.0,37.0,4.0,17.0,1.0,0.2,-22.0,-4.4,3.0,4.0,2.0,12.0,3.0,8.333333333333334,8.0,25.0,2.0,8.0,1.0,0.3333333333333333,-13.0,-4.333333333333334,2.0,1.5,1.5,3.0,2.0,6.0,6.0,12.0,2.0,9.0,0.0,0.0,-9.0,-4.5
