date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id
2021-04-10,Georgia,Vanderbilt,,9,11,0,1,8,1,
2021-04-10,Kansas State,Texas,,1,9,0,15,13,0,
2021-04-10,West Virginia,Baylor,,4,5,3,7,8,1,
2021-04-10,Mississippi State,Auburn,,7,11,0,2,7,1,
2021-04-10,Louisiana Tech,Rice,,20,17,0,6,12,2,
2021-04-10,Arkansas,Ole Miss,,6,12,1,13,18,2,
2021-04-10,UNC Wilmington,Oklahoma State,,3,5,2,10,9,0,
2021-04-10,California,Arizona,,3,8,2,4,11,0,
2021-04-10,Duke,North Carolina,,,,,,,,
2021-04-10,Missouri,South Carolina,,1,6,0,11,8,0,
2021-04-10,NC State,Boston College,,5,7,0,4,8,1,
2021-04-10,UNC Wilmington,Oklahoma State,,6,8,1,7,5,1,
2021-04-10,Louisiana Tech,Rice,,7,10,1,6,10,1,
2021-04-10,Miami,Pittsburgh,,4,8,0,6,6,1,
2021-04-10,Alabama,Texas A&M,,6,10,1,3,9,1,
2021-04-10,Memphis,East Carolina,Memphis vs East Carolina,7,13,2,8,12,1,
2021-04-10,Florida State,Louisville,,8,13,1,5,9,4,
2021-04-10,UCLA,Stanford,,6,11,2,11,15,3,
2021-04-10,LSU,Kentucky,,8,11,1,6,9,2,
2021-04-10,Florida,Tennessee,,4,9,1,5,4,0,
2021-04-10,Virginia,Clemson,,8,13,0,4,9,1,
2021-04-10,Oregon State,Oregon,,1,5,0,5,6,1,
2021-04-11,Missouri,South Carolina,,4,10,0,13,13,0,
2021-04-11,Memphis,East Carolina,,1,8,2,7,8,0,
2021-04-11,Virginia,Clemson,,6,12,1,5,9,2,
2021-04-11,Georgia Tech,Notre Dame,,4,12,0,2,7,1,
2021-04-11,NC State,Boston College,,7,8,0,0,2,1,
2021-04-11,LSU,Kentucky,,4,9,3,13,13,0,
2021-04-11,Kansas State,Texas,,2,7,2,9,10,2,
2021-04-11,Alabama,Texas A&M,,7,10,0,4,10,0,
2021-04-11,Mississippi State,Auburn,,19,17,0,10,11,1,
2021-04-11,Ohio State,Michigan,Ohio State vs Michigan,7,7,1,16,17,1,
2021-04-11,California,Arizona,,9,6,0,1,5,1,
2021-04-11,Oregon State,Oregon,,4,8,1,5,7,2,
2021-04-11,Duke,North Carolina,,5,11,4,11,14,1,
2021-04-11,West Virginia,Baylor,,8,10,0,4,6,2,
2021-04-11,TCU,Texas Tech,,7,11,0,17,13,0,
2021-04-11,Virginia Tech,Wake Forest,,10,10,0,9,13,2,
2021-04-11,Miami,Pittsburgh,,5,10,1,12,15,0,
2021-04-11,Florida,Tennessee,,7,11,2,6,8,0,
2021-04-11,Louisiana Tech,Rice,,13,15,2,4,9,2,
2021-04-11,Arkansas,Ole Miss,,18,13,0,14,14,2,
2021-04-11,UNC Wilmington,Oklahoma State,,4,10,1,10,13,0,
2021-04-11,Florida State,Louisville,,4,4,1,11,13,1,
2021-04-11,UCLA,Stanford,,6,13,0,1,4,0,
2021-04-12,Duke,North Carolina,,8,10,2,21,16,1,
2021-04-13,Lipscomb,Pittsburgh,,6,10,0,9,11,1,
2021-04-13,Central Michigan,Notre Dame,,4,7,3,8,9,0,
2021-04-13,Georgia State,Georgia,,7,11,0,10,13,1,
2021-04-13,Campbell,Duke,,7,12,1,14,15,2,
2021-04-13,Virginia Tech,Liberty,,2,6,1,8,13,1,
2021-04-13,Bellarmine,Kentucky,,0,3,2,12,12,1,
2021-04-13,Charleston Southern,South Carolina,,0,4,0,9,9,0,
2021-04-13,Texas A&M,Texas State,,8,8,2,4,7,0,
2021-04-13,Nevada,Texas,,3,7,1,4,6,0,
2021-04-13,Eastern Kentucky,Vanderbilt,,4,8,1,6,13,1,
2021-04-13,Missouri State,Missouri,,7,8,1,5,8,2,
2021-04-13,Arkansas State,Mississippi State,,10,11,2,18,15,1,
2021-04-13,Arizona,Grand Canyon,Arizona vs Grand Canyon,4,12,1,5,10,1,
2021-04-13,Charlotte,North Carolina,,,,,,,,
2021-04-13,Grambling,LSU,,,,,,,,
2021-04-13,Air Force,Kansas,,3,10,2,13,14,0,
2021-04-13,Tennessee,Western Carolina,,14,16,0,12,19,3,
2021-04-13,Auburn,Georgia Tech,,7,6,1,3,4,0,
2021-04-13,Wake Forest,Appalachian State,,12,11,0,0,2,1,
2021-04-13,Charleston,Clemson,,13,12,1,6,13,0,
2021-04-13,Florida State,Florida,,2,3,5,3,4,2,
2021-04-13,Northern Colorado,Kansas State,,2,7,2,8,7,0,
2021-04-13,Samford,Alabama,,3,8,3,19,15,0,
2021-04-13,Tarleton,TCU,Tarleton State vs TCU,2,8,1,10,12,0,
2021-04-13,Stephen F. Austin,Texas Tech,,3,3,2,4,8,1,
2021-04-13,Austin Peay,Ole Miss,,1,4,1,13,15,1,
2021-04-13,Arkansas-Pine Bluff,Arkansas,,4,8,1,12,9,0,
2021-04-13,Northeastern,Boston College,,,,,,,,
2021-04-13,Oral Roberts,Oklahoma State,,,,,,,,
2021-04-14,Air Force,Kansas,,4,9,1,7,10,0,
2021-04-14,Florida Gulf Coast,Miami,,2,5,5,3,10,0,
2021-04-14,Arkansas-Pine Bluff,Arkansas,,1,7,2,26,17,4,
2021-04-14,Marshall,West Virginia,,3,3,1,9,11,2,
2021-04-14,Nevada,Texas,,5,9,0,6,12,0,
2021-04-14,Lipscomb,Pittsburgh,,,,,,,,
2021-04-14,Stephen F. Austin,Texas Tech,,5,8,2,7,6,0,
2021-04-14,Oregon,Portland,,18,21,0,1,9,0,
2021-04-14,North Carolina A&T,NC State,,4,4,0,10,12,1,
2021-04-14,Northern Colorado,Kansas State,,3,10,3,10,10,4,
2021-04-14,Pacific,Stanford,,0,6,0,2,8,0,
2021-04-14,Old Dominion,Virginia,,,,,,,,
2021-04-15,Auburn,Alabama,,7,11,1,8,12,1,
2021-04-15,South Carolina,LSU,,1,3,2,5,8,1,
2021-04-16,Rice,Old Dominion,,4,6,0,11,12,1,
2021-04-16,Michigan,Minnesota,Michigan vs Minnesota,21,18,0,5,9,3,
2021-04-16,UTSA,Charlotte,,2,6,0,6,9,1,
2021-04-16,Louisville,Virginia,,7,9,3,8,14,1,
2021-04-16,Wake Forest,Duke,,11,12,0,0,6,2,
2021-04-16,Arizona,Washington State,,2,6,3,21,23,1,
2021-04-16,Vanderbilt,Tennessee,,5,8,0,0,2,3,
2021-04-16,Clemson,Miami,,3,7,0,12,11,1,
2021-04-16,Abilene Christian,Texas,,0,4,2,18,17,1,
2021-04-16,Stanford,Arizona State,,5,11,0,9,11,1,
2021-04-16,Missouri,Florida,,5,6,0,8,13,2,
2021-04-16,North Carolina,Pittsburgh,,,,,,,,
2021-04-16,Southern Miss,Louisiana Tech,,,,,,,,
2021-04-16,Oklahoma,Kansas State,,,,,,,,
2021-04-16,Texas A&M,Arkansas,,,,,,,,
2021-04-16,Valparaiso,Indiana State,Valparaiso vs Indiana State,0,2,0,5,9,0,
2021-04-16,NC State,Notre Dame,,2,7,0,3,6,0,
2021-04-16,Georgia Tech,Virginia Tech,,15,14,1,11,13,2,
2021-04-16,Boston College,Florida State,,2,9,0,10,10,1,
2021-04-16,Kentucky,Georgia,,6,8,0,1,11,2,
2021-04-16,Texas Tech,West Virginia,,7,9,0,2,8,3,
2021-04-16,Ole Miss,Mississippi State,,2,6,1,5,7,2,
2021-04-16,Auburn,Alabama,,5,9,1,4,9,2,
2021-04-16,Oklahoma State,TCU,,8,18,1,9,13,0,
2021-04-16,Oregon,USC,,5,12,2,9,11,1,
2021-04-16,East Carolina,Houston,,,,,,,,
2021-04-16,East Carolina,Houston,,,,,,,,
2021-04-16,Baylor,Kansas,,,,,,,,
2021-04-16,South Carolina,LSU,,,,,,,,
2021-04-17,South Carolina,LSU,,4,7,1,2,4,1,
2021-04-17,North Carolina,Pittsburgh,,2,9,1,6,10,0,
2021-04-17,Southern Miss,Louisiana Tech,,4,4,0,3,7,1,
2021-04-17,Baylor,Kansas,,8,14,1,2,7,0,
2021-04-17,Texas A&M,Arkansas,,0,3,2,13,13,0,
2021-04-17,Rice,Old Dominion,,2,7,1,11,14,2,
2021-04-17,Oklahoma,Kansas State,,2,4,0,3,7,0,
2021-04-17,Georgia Tech,Virginia Tech,,0,4,0,7,10,0,
2021-04-17,Ole Miss,Mississippi State,,9,17,0,0,1,0,
2021-04-17,South Carolina,LSU,,9,14,0,0,5,0,
2021-04-17,UTSA,Charlotte,,10,8,2,11,14,4,
2021-04-17,Valparaiso,Indiana State,,2,4,4,6,9,0,
2021-04-17,Louisville,Virginia,,9,17,0,5,8,1,
2021-04-17,Baylor,Kansas,,6,9,1,2,7,0,
2021-04-17,Rice,Old Dominion,,11,11,1,2,5,0,
2021-04-17,Auburn,Alabama,,9,14,0,10,16,0,
2021-04-17,Texas A&M,Arkansas,,1,5,1,2,6,0,
2021-04-17,Kentucky,Georgia,,7,9,0,8,10,0,
2021-04-17,Stanford,Arizona State,,11,14,1,9,14,3,
2021-04-17,Boston College,Florida State,,1,5,0,5,6,1,
2021-04-17,UTSA,Charlotte,,6,12,1,10,16,0,
2021-04-17,Valparaiso,Indiana State,,2,1,1,11,14,1,
2021-04-17,Missouri,Florida,,6,6,0,8,10,0,
2021-04-17,Michigan,Minnesota,,4,5,0,0,7,2,
2021-04-17,NC State,Notre Dame,,5,9,0,2,5,1,
2021-04-17,Oklahoma State,TCU,,7,9,1,8,11,0,
2021-04-17,Wake Forest,Duke,,2,9,1,11,17,0,
2021-04-17,Abilene Christian,Texas,,1,6,0,3,7,0,
2021-04-17,Vanderbilt,Tennessee,,4,7,1,8,7,1,
2021-04-17,Southern Miss,Louisiana Tech,,3,6,0,5,9,0,
2021-04-17,Texas Tech,West Virginia,,5,6,3,6,11,0,
2021-04-17,Arizona,Washington State,,13,15,2,8,8,0,
2021-04-17,North Carolina,Pittsburgh,,2,6,0,3,4,2,
2021-04-17,Oregon,USC,,13,13,0,4,8,1,
2021-04-17,Missouri,Florida,,4,9,0,6,10,1,
2021-04-17,Clemson,Miami,,2,6,2,10,13,0,
2021-04-17,Oklahoma,Kansas State,,6,8,1,4,7,1,
2021-04-17,East Carolina,Houston,East Carolina vs Houston,,,,,,,
2021-04-22,Arkansas,South Carolina,,6,9,1,1,2,2,
2021-04-22,LSU,Ole Miss,,5,11,2,4,10,3,
2021-04-23,UCF,East Carolina,,2,5,1,4,11,0,
2021-04-23,Arkansas,South Carolina,,2,4,1,6,9,1,
2021-04-23,Miami,North Carolina,,2,11,0,4,9,1,
2021-04-23,Duke,Virginia,,3,9,0,9,13,0,
2021-04-23,UCF,East Carolina,,10,9,0,5,9,0,
2021-04-23,Old Dominion,Charlotte,,9,6,1,5,11,2,
2021-04-23,Virginia Tech,NC State,,1,6,2,3,4,0,
2021-04-23,Alabama,Kentucky,,10,11,0,1,3,2,
2021-04-23,Florida,Auburn,,4,10,0,2,11,0,
2021-04-23,Indiana State,Dallas Baptist,,5,4,1,8,5,1,
2021-04-23,Florida State,Georgia Tech,,9,11,1,0,4,3,
2021-04-23,Mississippi State,Vanderbilt,,2,3,0,6,8,1,
2021-04-23,UCLA,Oregon,,3,7,1,5,6,0,
2021-04-23,Pittsburgh,Louisville,,,,,,,,
2021-04-23,Texas,Oklahoma State,,,,,,,,
2021-04-23,Old Dominion,Charlotte,,4,7,4,5,4,0,
2021-04-23,Marshall,Louisiana Tech,,3,5,0,4,10,0,
2021-04-23,Rutgers,Michigan,,4,6,0,6,10,3,
2021-04-23,Georgia,Missouri,,4,3,2,6,7,0,
2021-04-23,Notre Dame,Boston College,,0,5,1,10,13,0,
2021-04-23,Wake Forest,Clemson,,2,5,1,5,9,0,
2021-04-23,Miami,North Carolina,,5,6,1,6,9,0,
2021-04-23,West Virginia,Kansas State,,4,8,1,3,6,2,
2021-04-23,Arkansas,South Carolina,,5,7,0,1,2,2,
2021-04-23,Baylor,Texas Tech,,12,14,0,4,8,0,
2021-04-23,LSU,Ole Miss,,7,13,0,2,10,2,
2021-04-23,USC,Arizona,,5,8,0,8,14,1,
2021-04-23,Kansas,TCU,,1,8,1,15,18,0,
2021-04-23,Tennessee,Texas A&M,,,,,,,,
2021-04-23,Washington,Stanford,,,,,,,,
2021-04-24,Duke,Virginia,,3,6,2,4,8,3,
2021-04-24,Marshall,Louisiana Tech,,4,9,0,11,13,0,
2021-04-24,Rutgers,Michigan,,4,8,3,2,5,1,
2021-04-24,Texas,Oklahoma State,,4,4,1,3,9,0,
2021-04-24,Marshall,Louisiana Tech,,11,14,0,5,7,4,
2021-04-24,Indiana State,Dallas Baptist,,5,8,0,6,5,3,
2021-04-24,Florida State,Georgia Tech,,13,14,0,10,14,2,
2021-04-24,Kansas,TCU,,3,7,2,10,15,1,
2021-04-24,Notre Dame,Boston College,,13,11,2,9,11,2,
2021-04-24,Tennessee,Texas A&M,,5,12,2,6,12,0,
2021-04-24,Mississippi State,Vanderbilt,,7,10,0,4,5,2,
2021-04-24,Pittsburgh,Louisville,,,,,,,,
2021-04-24,Florida,Auburn,,,,,,,,
2021-04-24,UCF,East Carolina,,8,13,1,11,11,3,
2021-04-24,LSU,Ole Miss,,9,13,0,10,13,2,
2021-04-24,Notre Dame,Boston College,,5,10,0,2,4,0,
2021-04-24,Tennessee,Texas A&M,,6,8,0,1,5,1,
2021-04-24,Baylor,Texas Tech,,1,7,0,4,7,0,
2021-04-24,Georgia,Missouri,,7,11,2,5,5,1,
2021-04-24,UCLA,Oregon,,2,6,1,3,9,1,
2021-04-24,West Virginia,Kansas State,,2,4,4,5,7,2,
2021-04-24,Indiana State,Dallas Baptist,,0,6,1,9,9,1,
2021-04-24,Texas,Oklahoma State,,5,5,1,2,5,0,
2021-04-24,USC,Arizona,,6,11,1,10,17,1,
2021-04-24,Washington,Stanford,,,,,,,,
2021-04-25,Marshall,Louisiana Tech,,7,8,2,2,6,0,
2021-04-25,UCF,East Carolina,,6,9,2,1,7,1,
2021-04-25,Miami,North Carolina,,8,14,0,1,7,0,
2021-04-25,Alabama,Kentucky,,2,6,0,5,13,0,
2021-04-25,Old Dominion,Charlotte,,3,10,0,8,12,1,
2021-04-25,Florida,Auburn,,8,8,2,10,13,1,
2021-04-25,Duke,Virginia,,7,11,1,4,9,1,
2021-04-25,West Virginia,Kansas State,,4,7,1,9,13,1,
2021-04-25,Mississippi State,Vanderbilt,,4,7,2,7,7,1,
2021-04-25,USC,Arizona,,4,5,2,8,13,1,
2021-04-25,Baylor,Texas Tech,,13,13,0,3,7,1,
2021-04-25,Old Dominion,Charlotte,,1,2,2,7,9,0,
2021-04-25,Virginia Tech,NC State,,6,11,0,7,11,0,
2021-04-25,Pittsburgh,Louisville,,,,,,,,
2021-04-25,Rutgers,Michigan,,3,7,3,2,4,0,
2021-04-25,Virginia Tech,NC State,,3,8,1,11,14,0,
2021-04-25,Wake Forest,Clemson,,4,8,2,6,9,0,
2021-04-25,Tennessee,Texas A&M,,20,21,3,7,10,2,
2021-04-25,Kansas,TCU,,2,6,1,1,8,0,
2021-04-25,Florida State,Georgia Tech,,8,7,1,9,9,0,
2021-04-25,Indiana State,Dallas Baptist,,7,9,0,5,7,0,
2021-04-25,Texas,Oklahoma State,,3,5,1,7,12,0,
2021-04-25,Georgia,Missouri,,9,7,1,4,8,0,
2021-04-25,UCLA,Oregon,,7,10,1,6,11,0,
2021-04-25,Alabama,Kentucky,,0,1,0,11,14,0,
2021-04-25,Wake Forest,Clemson,,2,5,2,3,5,1,
2021-04-25,Florida,Auburn,,6,10,0,4,5,1,
2021-04-25,Washington,Stanford,,,,,,,,
2021-04-27,Liberty,Virginia,,5,7,1,6,10,2,
2021-04-27,Valparaiso,Notre Dame,,7,9,1,8,7,1,
2021-04-27,Stetson,Florida State,,5,10,0,9,13,3,
2021-04-27,Davidson,Wake Forest,,12,13,2,17,10,1,
2021-04-27,Florida Gulf Coast,Miami,,0,3,0,6,10,1,
2021-04-27,Lipscomb,Tennessee,,4,6,0,1,8,1,
2021-04-27,Georgia Tech,Georgia,,7,8,1,5,8,0,
2021-04-27,San Jose State,Oregon,,7,9,2,11,9,1,
2021-04-27,The Citadel,South Carolina,,5,8,1,9,12,0,
2021-04-27,TCU,UT Arlington,,8,12,1,3,7,0,
2021-04-27,Texas State,Texas A&M,,0,5,2,4,6,0,
2021-04-27,Missouri State,Arkansas,,,,,,,,
2021-04-27,Grambling,LSU,,0,5,2,7,12,0,
2021-04-27,NC State,Appalachian State,,7,13,0,3,9,2,
2021-04-27,Holy Cross,Boston College,,2,9,3,13,12,0,
2021-04-27,East Tennessee State,Virginia Tech,,0,6,1,12,11,0,
2021-04-27,Charlotte,North Carolina,,4,7,1,1,8,0,
2021-04-27,Eastern Kentucky,Kentucky,,6,11,0,7,9,1,
2021-04-27,Alabama,UAB,,9,12,1,3,11,0,
2021-04-27,Missouri,Kansas State,,8,6,2,13,14,2,
2021-04-27,Incarnate Word,Texas,,3,9,2,5,12,1,
2021-04-27,Prairie View A&M,Baylor,,0,3,2,14,14,1,
2021-04-27,Washington State,Gonzaga,,5,13,2,7,11,0,
2021-04-28,New Mexico,Texas Tech,,4,8,1,10,9,2,
2021-04-28,Stanford,Pacific,,12,11,2,15,13,2,
2021-04-28,San Jose State,Oregon,,1,6,0,13,18,0,
2021-04-29,Auburn,Georgia,,0,2,1,4,7,0,
2021-04-29,Kentucky,Tennessee,,4,7,2,14,15,1,
2021-04-30,East Carolina,Wichita State,,10,12,0,0,5,3,
2021-04-30,Texas Tech,Texas,,6,6,1,3,5,0,
2021-04-30,North Carolina,Notre Dame,,0,6,5,4,6,1,
2021-04-30,Kennesaw State,Georgia Tech,,5,8,0,1,4,1,
2021-04-30,Troy,Florida State,,2,10,0,3,7,1,
2021-04-30,TCU,West Virginia,,8,12,0,2,6,1,
2021-04-30,Vanderbilt,Florida,,11,13,2,7,13,1,
2021-04-30,Virginia,Virginia Tech,,18,17,1,1,5,2,
2021-04-30,Louisiana Tech,Middle Tennessee,,9,16,3,7,12,3,
2021-04-30,North Dakota State,Kansas,,5,11,2,3,6,2,
2021-04-30,Oklahoma,Oklahoma State,,16,14,1,2,3,2,
2021-04-30,Auburn,Georgia,,10,13,1,6,15,2,
2021-04-30,Rutgers,Nebraska,,9,10,3,4,4,1,
2021-04-30,South Carolina,Ole Miss,,1,2,2,5,9,0,
2021-04-30,Stanford,USC,,5,9,1,2,6,4,
2021-04-30,Northern Kentucky,Pittsburgh,,,,,,,,
2021-04-30,Charlotte,Old Dominion,,3,6,1,8,13,3,
2021-04-30,Southern Miss,Rice,,0,4,1,6,9,1,
2021-04-30,Long Beach State,UC Irvine,Long Beach State vs UC Irvine,5,9,0,12,11,2,
2021-04-30,NC State,Wake Forest,,13,11,1,7,11,2,
2021-04-30,Louisville,Clemson,,3,5,1,11,9,1,
2021-04-30,Kentucky,Tennessee,,8,12,0,2,7,1,
2021-04-30,Arkansas,LSU,,7,7,0,0,3,2,
2021-04-30,Southern Miss,Rice,,12,9,1,1,10,1,
2021-04-30,East Carolina,Wichita State,,2,5,2,12,14,0,
2021-04-30,Texas Southern,Kansas State,,4,12,2,16,12,1,
2021-04-30,Miami,Boston College,,0,2,2,13,16,0,
2021-04-30,Missouri,Alabama,,8,12,4,11,13,1,
2021-04-30,Texas A&M,Mississippi State,,7,12,0,8,14,2,
2021-04-30,Utah,Arizona,,1,4,1,11,13,2,
2021-04-30,Oregon,Washington State,,13,16,0,0,10,1,
2021-04-30,San Diego,Gonzaga,,,,,,,,
2021-05-01,Auburn,Georgia,,9,13,0,7,11,0,
2021-05-01,Kentucky,Tennessee,,2,4,1,11,15,1,
2021-05-01,Louisiana Tech,Middle Tennessee,,1,6,1,0,5,0,
2021-05-01,North Dakota State,Kansas,,2,7,2,10,13,0,
2021-05-01,North Carolina,Notre Dame,,12,15,2,13,15,1,
2021-05-01,South Carolina,Ole Miss,,3,7,0,7,8,0,
2021-05-01,East Carolina,Wichita State,,11,12,1,3,7,1,
2021-05-01,Louisville,Clemson,,4,8,3,5,9,2,
2021-05-01,Arkansas,LSU,,17,19,1,10,14,0,
2021-05-01,Kennesaw State,Georgia Tech,,5,8,2,13,13,1,
2021-05-01,Rutgers,Nebraska,,6,12,3,5,9,2,
2021-05-01,Louisiana Tech,Middle Tennessee,,5,6,1,4,10,2,
2021-05-01,Texas Southern,Kansas State,,6,8,1,15,21,0,
2021-05-01,Southern Miss,Rice,,10,15,1,1,7,0,
2021-05-01,Virginia,Virginia Tech,,3,4,1,6,11,1,
2021-05-01,Texas A&M,Mississippi State,,5,11,1,10,17,0,
2021-05-01,Arkansas,LSU,,4,6,1,5,7,0,
2021-05-01,Northern Kentucky,Pittsburgh,,,,,,,,
2021-05-01,San Diego,Gonzaga,San Diego vs Gonzaga,,,,,,,
2021-05-01,Texas Tech,Texas,,5,6,0,3,7,1,
2021-05-01,Southern Miss,Rice,,10,15,1,1,7,0,
2021-05-01,Charlotte,Old Dominion,,6,8,1,2,2,1,
2021-05-01,TCU,West Virginia,,5,7,0,3,10,1,
2021-05-01,Troy,Florida State,,3,3,0,0,6,1,
2021-05-01,Long Beach State,UC Irvine,,13,18,2,4,6,0,
2021-05-01,Miami,Boston College,,2,7,0,1,6,0,
2021-05-01,Texas A&M,Mississippi State,,2,7,1,3,6,0,
2021-05-01,Missouri,Alabama,,2,6,0,5,11,0,
2021-05-01,NC State,Wake Forest,,11,11,1,14,10,2,
2021-05-01,Stanford,USC,,3,6,0,2,7,1,
2021-05-01,Charlotte,Old Dominion,,2,6,1,14,12,1,
2021-05-01,Oregon,Washington State,,1,6,1,11,14,1,
2021-05-01,Vanderbilt,Florida,,8,12,2,11,11,1,
2021-05-01,Long Beach State,UC Irvine,,2,6,0,3,6,1,
2021-05-01,South Carolina,Ole Miss,,4,7,0,6,11,0,
2021-05-01,Utah,Arizona,,3,8,3,4,8,3,
2021-05-01,Northern Kentucky,Pittsburgh,,,,,,,,
2021-05-02,Texas Tech,Texas,,5,6,0,3,7,1,
2021-05-02,Missouri,Alabama,,2,8,1,3,7,1,
2021-05-02,North Dakota State,Kansas,,5,7,1,3,8,4,
2021-05-02,Utah,Arizona,,3,7,1,15,16,1,
2021-05-02,North Carolina,Notre Dame,,5,8,1,19,21,0,
2021-05-02,NC State,Wake Forest,,15,20,2,8,13,3,
2021-05-02,Troy,Florida State,,2,8,0,4,8,1,
2021-05-02,Texas Southern,Kansas State,,1,3,1,16,11,0,
2021-05-02,Louisiana Tech,Middle Tennessee,,6,13,1,1,9,4,
2021-05-02,Charlotte,Old Dominion,,0,4,4,10,14,1,
2021-05-02,Texas Tech,Texas,,3,10,2,11,9,0,
2021-05-02,Stanford,USC,,1,9,0,2,5,0,
2021-05-02,Northern Kentucky,Pittsburgh,,,,,,,,
2021-05-02,East Carolina,Wichita State,,9,13,3,11,12,2,
2021-05-02,Rutgers,Nebraska,,6,11,0,0,3,0,
2021-05-02,TCU,West Virginia,,9,15,0,1,6,1,
2021-05-02,Georgia Tech,Kennesaw State,,5,10,3,10,15,0,
2021-05-02,Miami,Boston College,,6,11,0,11,15,0,
2021-05-02,Louisville,Clemson,,5,8,2,15,18,1,
2021-05-02,Southern Miss,Rice,,8,14,0,1,6,2,
2021-05-02,Vanderbilt,Florida,,3,10,0,5,6,1,
2021-05-02,Oregon,Washington State,,6,12,2,11,16,1,
2021-05-02,Long Beach State,UC Irvine,,9,9,1,0,6,3,
2021-05-02,Virginia,Virginia Tech,,6,9,0,1,7,1,
2021-05-02,San Diego,Gonzaga,,,,,,,,
2021-05-03,Southern,LSU,,2,3,1,10,11,0,
2021-05-04,Vanderbilt,Louisville,,2,6,1,7,5,1,
2021-05-04,Stetson,Florida,,6,12,0,9,12,1,
2021-05-04,VCU,Virginia,,7,9,0,5,12,1,
2021-05-04,Texas State,Texas,,1,3,1,4,5,0,
2021-05-04,Texas A&M,UT Arlington,,8,10,0,4,7,1,
2021-05-04,Liberty,Wake Forest,,,,,,,,
2021-05-04,Campbell,North Carolina,,,,,,,,
2021-05-04,North Florida,South Carolina,,,,,,,,
2021-05-04,Alabama,Samford,,,,,,,,
2021-05-04,Boston College,UMass,,2,6,1,3,9,1,
2021-05-04,William & Mary,Duke,,6,8,1,11,16,0,
2021-05-04,Oklahoma,Texas Tech,,4,12,0,14,10,2,
2021-05-04,Arkansas State,Ole Miss,,12,16,3,15,18,0,
2021-05-04,Grand Canyon,Arizona,,2,5,0,13,13,0,
2021-05-04,Central Michigan,Notre Dame,,,,,,,,
2021-05-04,Elon,NC State,,,,,,,,
2021-05-04,UAB,Auburn,,,,,,,,
2021-05-04,Southeast Missouri State,Missouri,,,,,,,,
2021-05-05,North Florida,South Carolina,,6,8,1,7,9,2,
2021-05-05,Georgetown,Virginia Tech,,2,6,0,6,5,2,
2021-05-05,Pittsburgh,West Virginia,,2,7,0,8,15,0,
2021-05-05,Missouri State,Kansas,Missouri State vs Kansas,1,8,0,3,9,0,
2021-05-05,Bryant,Boston College,,,,,,,,
2021-05-05,Campbell,North Carolina,,3,4,1,9,10,1,
2021-05-05,South Carolina Upstate,Clemson,,2,9,2,9,10,0,
2021-05-05,SE Louisiana,Southern Miss,,5,7,0,3,3,0,
2021-05-05,Mississippi State,The Citadel,,10,13,0,2,5,3,
2021-05-06,Florida,Kentucky,,5,8,3,7,14,0,
2021-05-06,LSU,Auburn,,8,11,0,3,9,1,
2021-05-07,Tulane,East Carolina,,4,9,1,12,16,0,
2021-05-07,Boston College,Pittsburgh,,1,5,0,4,7,0,
2021-05-07,Marshall,Charlotte,,5,8,1,7,8,4,
2021-05-07,Clemson,Georgia Tech,,1,6,4,6,8,0,
2021-05-07,Florida,Kentucky,,8,11,2,5,10,0,
2021-05-07,Middle Tennessee,Southern Miss,,1,3,0,2,9,1,
2021-05-07,Appalachian State,Miami,,2,6,1,4,5,1,
2021-05-07,Kansas State,Baylor,Kansas State vs Baylor,2,7,2,17,17,1,
2021-05-07,Ole Miss,Texas A&M,,8,14,1,9,9,1,
2021-05-07,Alabama,Vanderbilt,,6,9,0,9,13,0,
2021-05-07,Texas,TCU,,5,13,2,4,10,0,
2021-05-07,UCLA,Washington State,,2,6,0,5,5,2,
2021-05-07,UIC,Texas Tech,,,,,,,,
2021-05-07,Indiana,Rutgers,,8,10,2,3,9,1,
2021-05-07,Florida State,Notre Dame,,5,4,0,2,4,0,
2021-05-07,Duke,Louisville,,13,16,0,3,8,1,
2021-05-07,Oklahoma,West Virginia,Oklahoma vs West Virginia,1,3,1,7,7,2,
2021-05-07,Old Dominion,UTSA,,14,14,2,11,8,0,
2021-05-07,Oklahoma State,Kansas,Oklahoma State vs Kansas,13,17,0,4,8,3,
2021-05-07,Mississippi State,South Carolina,,9,12,0,0,3,1,
2021-05-07,Tennessee,Missouri,,5,10,0,4,6,1,
2021-05-07,Georgia,Arkansas,,0,9,0,3,8,1,
2021-05-07,LSU,Auburn,,9,11,1,6,10,2,
2021-05-07,Washington,Oregon,,0,5,0,8,9,1,
2021-05-07,Arizona,Stanford,,4,9,2,5,12,1,
2021-05-07,Louisiana Tech,Florida International,,,,,,,,
2021-05-08,Indiana,Rutgers,,5,9,0,3,5,0,
2021-05-08,Marshall,Charlotte,,8,10,1,10,10,1,
2021-05-08,Tulane,East Carolina,,4,9,1,7,10,1,
2021-05-08,Florida State,Notre Dame,,3,10,1,5,8,0,
2021-05-08,Clemson,Georgia Tech,,5,7,0,6,11,0,
2021-05-08,Toledo,Virginia Tech,,1,4,1,7,8,2,
2021-05-08,Texas,TCU,,1,9,0,2,6,1,
2021-05-08,Old Dominion,UTSA,,10,12,2,12,14,0,
2021-05-08,Oklahoma,West Virginia,,8,11,1,7,10,2,
