date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id
2021-03-13,Georgia State,Kentucky,,1,6,1,6,11,0,
2021-03-13,Boston College,Louisville,,0,2,0,5,5,1,
2021-03-13,Vanderbilt,Oklahoma State,,5,8,0,0,2,2,
2021-03-13,Samford,Texas A&M,,4,8,0,21,21,1,
2021-03-13,Little Rock,Auburn,,0,4,2,6,9,0,
2021-03-13,San Francisco,UC Santa Barbara,,8,11,0,9,15,0,
2021-03-13,Central Michigan,West Virginia,,7,14,1,8,8,0,
2021-03-13,Florida State,Virginia Tech,,0,3,3,5,4,0,
2021-03-13,Arkansas,Louisiana Tech,,8,12,0,1,4,0,
2021-03-13,South Carolina,Texas,,0,7,0,3,4,2,
2021-03-13,Missouri,Illinois State,,1,4,0,10,11,0,
2021-03-13,Pittsburgh,Georgia Tech,,3,5,0,5,12,0,
2021-03-13,Wake Forest,Miami,,3,5,1,6,8,1,
2021-03-13,Samford,Texas A&M,,2,6,1,5,7,0,
2021-03-13,Vanderbilt,Oklahoma State,,18,14,1,4,7,3,
2021-03-13,UTSA,LSU,,9,11,0,10,12,2,
2021-03-13,UCLA,Cal Poly,,13,15,1,12,17,3,
2021-03-14,South Carolina,Texas,,5,10,3,8,11,1,
2021-03-14,Georgia State,Kentucky,,2,8,3,4,8,0,
2021-03-14,Pittsburgh,Georgia Tech,,18,19,0,12,15,3,
2021-03-14,Florida State,Virginia Tech,,14,18,3,7,10,3,
2021-03-14,UNC Greensboro,Tennessee,,3,6,1,9,8,1,
2021-03-14,Jacksonville,Florida,,2,7,1,5,9,1,
2021-03-14,Gonzaga,TCU,Gonzaga vs TCU,10,12,1,7,11,2,
2021-03-14,Vanderbilt,Oklahoma State,,6,9,2,10,12,0,
2021-03-14,UTSA,LSU,,12,15,1,13,19,2,
2021-03-14,Stetson,Alabama,,4,7,0,9,15,1,
2021-03-14,UConn,Texas Tech,,13,17,1,15,14,3,
2021-03-14,San Francisco,UC Santa Barbara,,2,3,1,6,7,1,
2021-03-14,Oregon,Oregon State,,1,8,0,3,5,0,
2021-03-14,NC State,Duke,,,,,,,,
2021-03-14,Arkansas,Louisiana Tech,,0,2,0,2,5,1,
2021-03-14,Notre Dame,Virginia,,8,16,0,3,9,1,
2021-03-14,Boston College,Louisville,,6,11,3,8,13,1,
2021-03-14,Clemson,North Carolina,,3,3,2,5,7,0,
2021-03-14,Lipscomb,Georgia,,2,3,0,3,10,0,
2021-03-14,Xavier,Baylor,,0,2,0,10,15,0,
2021-03-14,Missouri,Illinois State,,12,15,2,7,5,3,
2021-03-14,Eastern Michigan,Mississippi State,,1,4,1,4,8,1,
2021-03-14,Little Rock,Auburn,,12,15,1,6,13,1,
2021-03-14,UL Monroe,Ole Miss,,8,9,0,3,10,2,
2021-03-14,Air Force,Arizona,,5,9,0,14,12,0,
2021-03-14,UCLA,Cal Poly,,5,11,1,8,9,1,
2021-03-14,Wake Forest,Miami,,,,,,,,
2021-03-15,UConn,Texas Tech,,8,12,0,9,11,1,
2021-03-17,Morehead State,West Virginia,,2,6,2,4,6,0,
2021-03-17,Towson,Virginia,,0,1,1,5,10,1,
2021-03-17,Miami,Florida Gulf Coast,,15,15,1,2,9,3,
2021-03-17,Prairie View A&M,Baylor,Prairie View A&M vs Baylor,2,4,1,12,16,0,
2021-03-17,Georgia Southern,Georgia Tech,,,,,,,,
2021-03-17,Holy Cross,Boston College,,12,19,3,18,18,0,
2021-03-17,East Carolina,UNC Wilmington,,2,5,1,10,17,0,
2021-03-17,Davidson,South Carolina,,9,11,1,4,9,1,
2021-03-17,Ole Miss,Louisiana Tech,,,,,,,,
2021-03-18,Texas A&M,Florida,,4,8,0,13,16,1,
2021-03-19,North Carolina,Boston College,,9,7,1,3,8,3,
2021-03-19,Creighton,Kansas,Creighton vs Kansas,6,13,1,7,16,1,
2021-03-19,Georgia Tech,Wake Forest,,2,5,1,6,8,0,
2021-03-19,Tennessee,Georgia,,11,11,0,6,9,3,
2021-03-19,Illinois State,East Carolina,Illinois State vs East Carolina,3,6,1,4,10,1,
2021-03-19,Missouri,Kentucky,,2,6,2,10,12,1,
2021-03-19,Mississippi State,LSU,,6,11,1,1,4,1,
2021-03-19,Arizona State,Oregon,,6,11,2,3,8,0,
2021-03-19,TCU,Louisiana,TCU vs Louisiana,2,6,4,7,8,0,
2021-03-19,Texas,Baylor,,5,5,1,3,7,3,
2021-03-19,Auburn,Ole Miss,,0,5,0,1,5,0,
2021-03-19,UC Santa Barbara,Cal State Fullerton,,9,14,0,2,8,1,
2021-03-19,Arizona,UCLA,,2,6,1,3,6,1,
2021-03-19,Illinois,Michigan,,7,10,1,4,7,2,
2021-03-19,Duke,Notre Dame,,4,13,3,6,8,0,
2021-03-19,Virginia Tech,Clemson,,2,9,1,8,10,1,
2021-03-19,Coastal Carolina,West Virginia,Coastal Carolina vs West Virginia,5,9,0,2,5,2,
2021-03-19,Louisville,NC State,,13,16,1,1,3,1,
2021-03-19,Texas A&M,Florida,,1,5,1,3,8,0,
2021-03-19,Florida State,Miami,,13,14,0,1,5,3,
2021-03-19,New Mexico,Kansas State,New Mexico vs Kansas State,1,7,1,7,10,0,
2021-03-19,Oklahoma State,Texas Tech,,2,3,1,0,6,1,
2021-03-19,South Carolina,Vanderbilt,,2,3,0,3,5,0,
2021-03-19,Alabama,Arkansas,,16,15,0,1,8,1,
2021-03-19,Washington State,Oregon State,,5,12,0,2,4,0,
2021-03-20,South Carolina,Vanderbilt,,0,0,0,5,8,0,
2021-03-20,Creighton,Kansas,,3,5,0,11,16,1,
2021-03-20,Tennessee,Georgia,,4,6,1,5,10,3,
2021-03-20,Louisville,NC State,,6,10,1,3,8,4,
2021-03-20,Missouri,Kentucky,,4,8,1,5,6,0,
2021-03-20,UC Santa Barbara,Cal State Fullerton,,11,12,1,4,7,1,
2021-03-20,Coastal Carolina,West Virginia,,4,8,2,5,7,2,
2021-03-20,North Carolina,Boston College,,3,8,0,10,11,2,
2021-03-20,Illinois State,East Carolina,Illinois State vs East Carolina,5,9,2,11,11,2,
2021-03-20,Texas,Baylor,,4,12,1,3,10,0,
2021-03-20,Creighton,Kansas,,3,7,0,11,10,2,
2021-03-20,Arizona,UCLA,,7,10,3,3,9,0,
2021-03-20,UC Santa Barbara,Cal State Fullerton,,1,7,3,4,7,1,
2021-03-20,Mississippi State,LSU,,3,4,1,0,5,1,
2021-03-20,Illinois,Michigan,,1,6,0,8,10,1,
2021-03-20,Pittsburgh,Virginia,,2,7,0,1,3,0,
2021-03-20,Texas A&M,Florida,,4,11,2,8,13,2,
2021-03-20,Duke,Notre Dame,,2,5,0,6,8,0,
2021-03-20,Auburn,Ole Miss,,5,11,1,6,10,0,
2021-03-20,TCU,Louisiana,TCU vs Louisiana,13,10,0,4,7,1,
2021-03-20,Oklahoma State,Texas Tech,,2,9,2,4,6,1,
2021-03-20,Virginia Tech,Clemson,,11,15,0,3,7,3,
2021-03-20,Georgia Tech,Wake Forest,,3,2,1,1,4,1,
2021-03-20,Washington State,Oregon State,,3,8,0,10,13,0,
2021-03-20,Arizona State,Oregon,,1,8,0,7,6,0,
2021-03-20,New Mexico,Kansas State,New Mexico vs Kansas State,6,13,0,4,12,2,
2021-03-20,Florida State,Miami,,9,10,0,1,5,4,
2021-03-20,Alabama,Arkansas,,1,2,1,9,12,0,
2021-03-21,Louisville,NC State,,8,10,1,3,5,1,
2021-03-21,Missouri,Kentucky,,5,9,0,3,6,0,
2021-03-21,North Carolina,Boston College,,5,9,0,4,13,1,
2021-03-21,Pittsburgh,Virginia,,6,8,1,2,5,2,
2021-03-21,Virginia Tech,Clemson,,2,7,0,4,4,1,
2021-03-21,Duke,Notre Dame,,2,4,0,0,1,0,
2021-03-21,TCU,Louisiana,TCU vs Louisiana,5,8,3,1,4,1,
2021-03-21,Texas,Baylor,,2,5,2,11,10,1,
2021-03-21,Auburn,Ole Miss,,11,15,1,19,16,1,
2021-03-21,Arizona State,Oregon,,3,7,1,5,8,1,
2021-03-21,Mississippi State,LSU,,3,6,0,8,7,0,
2021-03-21,UC Santa Barbara,Cal State Fullerton,,9,14,1,10,11,0,
2021-03-21,Washington State,Oregon State,,8,9,0,9,11,2,
2021-03-21,Illinois State,East Carolina,,8,10,2,11,11,3,
2021-03-21,Coastal Carolina,West Virginia,,9,5,1,6,9,1,
2021-03-21,Georgia Tech,Wake Forest,,8,16,1,1,4,2,
2021-03-21,Florida State,Miami,,12,15,0,0,3,1,
2021-03-21,Tennessee,Georgia,,4,8,0,1,5,0,
2021-03-21,New Mexico,Kansas State,New Mexico vs Kansas State,8,14,0,17,18,1,
2021-03-21,Creighton,Kansas,Creighton vs Kansas,4,9,1,7,7,0,
2021-03-21,South Carolina,Vanderbilt,,6,9,1,5,7,0,
2021-03-21,Alabama,Arkansas,,1,4,2,3,5,0,
2021-03-21,Oklahoma State,Texas Tech,,5,8,1,6,8,1,
2021-03-21,Michigan State,Michigan,,7,16,1,8,10,0,
2021-03-21,Arizona,UCLA,,3,4,1,11,13,1,
2021-03-22,Pittsburgh,Virginia,,4,10,1,10,11,1,
2021-03-22,Michigan State,Michigan,,3,4,0,0,5,2,
2021-03-23,Southern Miss,Alabama,,5,7,0,4,7,1,
2021-03-23,Valparaiso,Notre Dame,,3,7,2,6,7,0,
2021-03-23,East Carolina,North Carolina,,1,8,1,8,12,0,
2021-03-23,Western Kentucky,Louisville,,6,3,1,13,17,1,
2021-03-23,Butler,Kentucky,,5,8,2,6,13,2,
2021-03-23,Georgia Southern,Clemson,,4,4,2,6,6,2,
2021-03-23,UL Monroe,Louisiana Tech,,7,14,1,9,8,2,
2021-03-23,Missouri State,Oklahoma State,Missouri State vs Oklahoma State,11,13,1,8,11,0,
2021-03-23,Lipscomb,Vanderbilt,,3,4,1,11,12,0,
2021-03-23,Central Arkansas,Ole Miss,,2,5,0,5,8,2,
2021-03-23,Santa Clara,Oregon State,,10,12,3,9,9,2,
2021-03-23,Northeastern,Boston College,,,,,,,,
2021-03-23,South Alabama,Auburn,,,,,,,,
2021-03-23,Wake Forest,Elon,,4,7,0,2,5,0,
2021-03-23,Kennesaw State,Georgia,,2,7,1,3,7,0,
2021-03-23,NC State,UNC Wilmington,,5,10,2,3,7,0,
2021-03-23,Eastern Kentucky,Tennessee,,5,8,1,13,12,3,
2021-03-23,Miami,Florida Atlantic,,14,17,2,9,11,5,
2021-03-23,The Citadel,South Carolina,,3,6,1,8,9,0,
2021-03-23,Portland,Oregon,,1,3,2,10,7,0,
2021-03-23,Incarnate Word,Texas,,1,9,2,10,10,0,
2021-03-23,Rice,Texas A&M,,2,8,0,1,2,1,
2021-03-23,Memphis,Arkansas,,1,3,1,14,13,0,
2021-03-23,Loyola Marymount,UCLA,,6,10,2,13,17,0,
2021-03-23,LSU,Tulane,,,,,,,,
2021-03-25,Vanderbilt,Missouri,,10,16,1,2,7,1,
2021-03-26,Ole Miss,Alabama,,9,12,0,6,10,0,
2021-03-26,Clemson,Boston College,,0,0,0,0,0,0,
2021-03-26,Miami,Virginia,,8,7,2,6,13,1,
2021-03-26,East Carolina,Elon,,15,14,0,0,4,1,
2021-03-26,Wake Forest,Florida State,,1,3,1,2,5,1,
2021-03-26,Georgia Tech,Duke,,5,10,0,2,8,2,
2021-03-26,Kansas State,Oklahoma State,Kansas State vs Oklahoma State,5,8,2,14,11,1,
2021-03-26,Florida,South Carolina,,8,9,1,9,20,2,
2021-03-26,Ole Miss,Alabama,,2,6,0,0,5,0,
2021-03-26,South Florida,Texas Tech,,6,10,1,16,14,1,
2021-03-26,Oklahoma,Texas,,3,7,1,4,8,1,
2021-03-26,Vanderbilt,Missouri,,11,13,1,3,2,2,
2021-03-26,UCLA,USC,,4,10,1,5,6,0,
2021-03-26,Virginia Tech,Pittsburgh,,5,8,0,1,6,1,
2021-03-26,Michigan,Penn State,,2,7,1,3,8,1,
2021-03-26,Louisville,Notre Dame,,7,8,0,4,6,2,
2021-03-26,NC State,North Carolina,,9,10,0,2,7,3,
2021-03-26,LSU,Tennessee,,1,5,1,3,4,0,
2021-03-26,Louisiana Tech,Southern Miss,,3,7,1,2,8,0,
2021-03-26,Georgia,Texas A&M,,3,8,0,6,11,1,
2021-03-26,Kentucky,Auburn,,8,11,1,6,11,2,
2021-03-26,Baylor,TCU,Baylor vs TCU,1,5,1,3,6,2,
2021-03-26,Arkansas,Mississippi State,,8,10,0,2,4,1,
2021-03-26,Oregon State,Washington,,3,11,0,0,0,1,
2021-03-26,Oregon,Arizona,,4,5,2,5,8,1,
2021-03-27,Michigan,Penn State,,17,11,0,4,8,3,
2021-03-27,Clemson,Boston College,,9,15,1,3,12,0,
2021-03-27,Kansas,West Virginia,,9,10,1,2,10,1,
2021-03-27,Louisville,Notre Dame,,3,7,0,5,8,0,
2021-03-27,Kentucky,Auburn,,7,10,1,6,7,1,
2021-03-27,Michigan,Penn State,,8,9,0,6,10,2,
2021-03-27,South Florida,Texas Tech,,0,7,3,8,13,0,
2021-03-27,Georgia,Texas A&M,,6,10,2,7,10,0,
2021-03-27,NC State,North Carolina,Will resume on 3/29,6,11,0,1,5,3,
2021-03-27,Oregon State,Washington,,8,12,0,1,2,1,
2021-03-27,Oregon,Arizona,,2,8,2,15,16,1,
2021-03-27,Kansas,West Virginia,,2,4,1,15,11,0,
2021-03-27,Louisiana Tech,Southern Miss,,4,5,0,0,3,1,
2021-03-27,Georgia Tech,Duke,,3,6,0,0,6,3,
2021-03-27,Kentucky,Auburn,,6,11,1,4,10,0,
2021-03-27,Miami,Virginia,,0,5,4,4,1,0,
2021-03-27,Ole Miss,Alabama,,11,13,0,6,10,0,
2021-03-27,East Carolina,Elon,,1,7,0,2,5,0,
2021-03-27,Wake Forest,Florida State,,8,10,1,7,6,0,
2021-03-27,Louisiana Tech,Southern Miss,,6,11,1,14,12,1,
2021-03-27,Baylor,TCU,Baylor vs TCU,2,4,1,11,15,0,
2021-03-27,Virginia Tech,Pittsburgh,,8,9,0,4,8,1,
2021-03-27,Arkansas,Mississippi State,,11,13,1,5,10,2,
2021-03-27,Florida,South Carolina,,1,5,1,4,5,2,
2021-03-27,Clemson,Boston College,,7,13,2,2,6,4,
2021-03-27,Vanderbilt,Missouri,,3,7,1,1,6,1,
2021-03-27,Oklahoma,Texas,,6,9,1,11,15,0,
2021-03-27,LSU,Tennessee,Game will restart in the top of the 9th at 1230pm ,8,17,0,9,10,0,
2021-03-27,Kansas State,Oklahoma State,,2,4,1,4,6,1,
2021-03-27,UCLA,USC,,6,11,3,3,5,1,
2021-03-28,LSU,Tennessee,Game will restart in the top of the 9th at 1230pm ,8,17,0,9,10,0,
2021-03-28,Georgia Tech,Duke,,7,13,0,9,11,1,
2021-03-28,South Florida,Texas Tech,,4,5,3,7,12,1,
2021-03-28,Oklahoma,Texas,,3,7,1,2,5,3,
2021-03-28,Baylor,TCU,Baylor vs TCU,1,5,0,10,13,0,
2021-03-28,Miami,Virginia,,4,11,1,2,6,2,
2021-03-28,LSU,Tennessee,,2,9,0,3,6,0,
2021-03-28,Virginia Tech,Pittsburgh,,8,13,0,4,8,2,
2021-03-28,UCLA,USC,,13,12,1,1,3,0,
2021-03-28,Louisville,Notre Dame,,,,,,,,
2021-03-28,Florida,South Carolina,,5,6,0,8,9,1,
2021-03-28,Wake Forest,Florida State,,12,13,2,10,12,1,
2021-03-28,Louisiana Tech,Southern Miss,,8,13,1,7,11,1,
2021-03-28,Kansas State,Oklahoma State,Kansas State vs Oklahoma State,2,3,2,8,8,0,
2021-03-28,Georgia,Texas A&M,,6,14,1,4,8,1,
2021-03-28,Arkansas,Mississippi State,,6,7,1,4,11,1,
2021-03-28,Oregon,Arizona,,18,21,0,13,17,0,
2021-03-28,St. John's,East Carolina,St. John's vs East Carolina,,,,,,,
2021-03-28,Oregon State,Washington,,,,,,,,
2021-03-29,NC State,North Carolina,Will resume on 3/29,6,11,0,1,5,3,
2021-03-29,NC State,North Carolina,,8,8,0,3,7,1,
2021-03-29,Oregon State,Washington,,13,17,0,3,6,1,
2021-03-30,Virginia,George Washington,,7,12,1,2,9,0,
2021-03-30,Missouri,Kansas,,9,10,3,10,8,0,
2021-03-30,Georgia,Clemson,,2,6,0,0,5,0,
2021-03-30,Appalachian State,Wake Forest,,7,7,1,15,12,0,
2021-03-30,Western Carolina,Tennessee,,2,3,2,9,9,0,
2021-03-30,Bellarmine,Kentucky,,3,6,1,4,11,1,
2021-03-30,Oklahoma,Oklahoma State,Oklahoma vs Oklahoma State,4,9,0,5,6,2,
2021-03-30,TCU,UT Arlington,,5,10,0,3,6,1,
2021-03-30,Tennessee Tech,Vanderbilt,,5,10,1,12,14,2,
2021-03-30,Central Arkansas,Arkansas,,8,10,3,21,20,1,
2021-03-30,North Alabama,Ole Miss,,,,,,,,
2021-03-30,Mississippi Valley State,Mississippi State,,,,,,,,
2021-03-30,Boston College,UConn,,0,6,1,12,13,1,
2021-03-30,Liberty,Duke,,4,10,1,5,6,0,
2021-03-30,NC State,UNC Greensboro,,3,7,0,0,1,0,
2021-03-30,Louisville,Cincinnati,,12,15,3,13,14,0,
2021-03-30,North Carolina,East Carolina,,10,13,0,11,18,0,
2021-03-30,Texas,Texas A&M,,0,4,0,2,6,0,
2021-03-30,Gardner-Webb,South Carolina,,4,9,1,9,13,1,
2021-03-30,Texas State,Baylor,Texas State vs Baylor,2,8,0,4,6,0,
2021-03-30,South Alabama,LSU,,1,4,0,11,9,1,
2021-03-30,Oregon State,Portland,,7,11,0,1,5,3,
2021-03-30,Mercer,Florida,,,,,,,,
2021-03-30,Pepperdine,UCLA,,,,,,,,
2021-03-31,Mercer,Florida State,,1,3,0,8,9,0,
2021-03-31,Miami,Florida International,,21,19,0,1,6,5,
2021-04-01,Boston College,Virginia Tech,,7,11,1,3,11,2,
2021-04-01,Virginia,Georgia Tech,,5,9,0,6,10,4,
2021-04-01,UAB,Louisiana Tech,,1,5,4,16,15,1,
2021-04-01,Texas Tech,Kansas State,,17,16,2,1,2,3,
2021-04-01,Kentucky,Mississippi State,,1,5,2,8,6,1,
2021-04-01,Texas A&M,Missouri,,16,13,0,2,6,1,
2021-04-01,Auburn,Arkansas,,2,8,0,1,4,3,
2021-04-01,Arizona,Arizona State,,10,14,1,5,7,4,
2021-04-01,Washington,UCLA,,8,12,1,6,6,2,
2021-04-01,Cincinnati,East Carolina,,4,8,1,5,11,0,
2021-04-01,New Mexico State,Oregon,,0,3,3,5,4,1,
2021-04-01,West Virginia,Oklahoma State,,4,6,1,3,10,1,
2021-04-01,Texas,Kansas,,5,11,1,2,10,0,
2021-04-01,North Carolina A&T,Baylor,,0,4,2,6,10,1,
2021-04-01,Vanderbilt,LSU,,13,17,0,1,4,2,
2021-04-01,Ole Miss,Florida,,1,4,3,4,5,0,
2021-04-01,Utah,Oregon State,,3,6,0,4,11,1,
2021-04-02,UAB,Louisiana Tech,,4,5,2,6,8,0,
2021-04-02,Boston College,Virginia Tech,,5,7,1,6,10,3,
2021-04-02,Washington,UCLA,,7,10,2,6,6,2,
2021-04-02,North Carolina A&T,Baylor,,1,2,0,7,7,0,
2021-04-02,Wake Forest,Louisville,,3,7,1,5,10,2,
2021-04-02,South Carolina,Georgia,,3,5,1,5,10,2,
2021-04-02,Kentucky,Mississippi State,,2,5,0,3,6,1,
2021-04-02,West Virginia,Oklahoma State,,2,9,2,7,13,1,
2021-04-02,Texas Tech,Kansas State,,2,8,1,7,13,0,
2021-04-02,Texas,Kansas,,7,11,1,0,8,1,
2021-04-02,TCU,Oklahoma,,11,15,2,7,8,3,
2021-04-02,Auburn,Arkansas,,5,10,1,6,7,0,
2021-04-02,Vanderbilt,LSU,,11,13,4,2,4,1,
2021-04-02,North Carolina A&T,Baylor,,0,7,0,5,9,0,
2021-04-02,Cincinnati,East Carolina,,0,4,2,7,7,1,
2021-04-02,UAB,Louisiana Tech,,9,10,0,3,7,1,
2021-04-02,Virginia,Georgia Tech,,8,9,0,2,7,3,
2021-04-02,North Carolina,Florida State,,4,7,3,3,4,3,
2021-04-02,Ole Miss,Florida,,8,11,1,2,3,0,
2021-04-02,Clemson,NC State,,10,11,0,6,14,1,
2021-04-02,New Mexico State,Oregon,,2,5,1,8,8,3,
2021-04-02,Duke,Miami,,1,5,1,3,6,0,
2021-04-02,Tennessee,Alabama,,4,8,0,7,10,1,
2021-04-02,Texas A&M,Missouri,,2,3,3,8,9,0,
2021-04-02,Utah,Oregon State,,3,5,2,17,17,0,
2021-04-02,Arizona,Arizona State,,7,12,4,6,11,0,
2021-04-03,Cincinnati,East Carolina,,3,9,0,13,7,1,
2021-04-03,Virginia,Georgia Tech,,11,13,1,4,11,2,
2021-04-03,Notre Dame,Pittsburgh,,4,7,0,1,5,0,
2021-04-03,Ole Miss,Florida,,5,11,0,6,8,2,
2021-04-03,West Virginia,Oklahoma State,,11,10,2,21,13,2,
2021-04-03,Texas,Kansas,,11,14,0,2,8,1,
2021-04-03,New Mexico State,Oregon,,1,3,1,2,6,1,
2021-04-03,Kentucky,Mississippi State,,3,6,2,4,7,1,
2021-04-03,Utah,Oregon State,,5,6,0,3,6,1,
2021-04-03,Texas A&M,Missouri,,3,9,1,7,8,0,
2021-04-03,TCU,Oklahoma,,17,18,0,6,9,1,
2021-04-03,Cincinnati,East Carolina,,0,6,0,2,11,1,
2021-04-03,Clemson,NC State,,9,10,1,3,6,0,
2021-04-03,Duke,Miami,,5,7,5,11,19,1,
2021-04-03,North Carolina A&T,Baylor,,3,5,0,7,15,0,
2021-04-03,Boston College,Virginia Tech,,3,10,0,4,11,0,
2021-04-03,Wake Forest,Louisville,,7,9,0,9,12,0,
2021-04-03,UAB,Louisiana Tech,,0,7,1,6,9,2,
2021-04-03,North Carolina,Florida State,,2,7,0,4,7,0,
2021-04-03,South Carolina,Georgia,,13,13,1,7,6,1,
2021-04-03,Washington,UCLA,,2,5,2,13,13,0,
2021-04-03,Auburn,Arkansas,,5,4,1,6,8,0,
2021-04-03,Vanderbilt,LSU,,5,12,1,4,4,0,
2021-04-03,Northwestern,Michigan,,2,4,1,5,9,1,
2021-04-03,Texas Tech,Kansas State,,4,7,0,10,10,0,
2021-04-03,Tennessee,Alabama,,8,10,2,4,9,1,
2021-04-03,New Mexico State,Oregon,,1,7,1,6,12,2,
2021-04-03,Arizona,Arizona State,,2,11,0,3,5,0,
2021-04-04,Michigan,Northwestern,,1,8,1,4,10,1,
2021-04-04,North Carolina,Florida State,,0,4,1,8,6,0,
2021-04-04,Duke,Miami,,1,5,1,7,8,0,
2021-04-04,South Carolina,Georgia,,5,7,0,1,8,0,
2021-04-04,Notre Dame,Pittsburgh,,2,9,2,3,4,0,
2021-04-04,Tennessee,Alabama,,9,15,3,8,11,1,
2021-04-04,Wake Forest,Louisville,,6,10,1,3,7,1,
2021-04-04,Clemson,NC State,,5,11,3,9,11,0,
2021-04-04,TCU,Oklahoma,,7,11,0,3,6,1,
2021-04-04,Michigan,Maryland,,6,8,0,5,8,1,
2021-04-05,Notre Dame,Pittsburgh,,11,12,1,5,13,1,
2021-04-05,North Alabama,Ole Miss,,6,12,3,20,15,1,
2021-04-05,Michigan,Maryland,,7,6,2,17,17,1,
2021-04-05,Gonzaga,Oregon State,,3,8,0,11,13,1,
2021-04-06,West Virginia,Pittsburgh,,1,8,1,5,12,0,
2021-04-06,Texas Southern,Kansas,,1,5,4,8,12,0,
2021-04-06,William & Mary,Virginia,,6,11,1,7,11,0,
2021-04-06,Virginia Tech,East Tennessee State,,15,15,1,5,10,4,
2021-04-06,Kentucky,Louisville,,11,15,1,7,11,3,
2021-04-06,North Carolina Central,Duke,,7,7,0,12,11,1,
2021-04-06,Jacksonville,Florida State,,8,11,1,7,8,2,
2021-04-06,Eastern Kentucky,Tennessee,,1,6,2,10,11,0,
2021-04-06,North Carolina,South Carolina,,3,9,0,2,3,0,
2021-04-06,Texas A&M-Corpus Christi,Texas,,4,9,2,14,12,0,
2021-04-06,UT Arlington,Baylor,,6,8,3,7,10,0,
2021-04-06,UT Martin,Vanderbilt,,4,7,2,5,7,0,
2021-04-06,Southern,Mississippi State,,1,7,3,15,16,0,
2021-04-06,Gonzaga,Oregon State,,5,12,0,2,8,3,
2021-04-06,Kennesaw State,Auburn,,,,,,,,
2021-04-06,Boston College,Northeastern,,5,7,0,3,8,0,
2021-04-06,TCU,Tarleton,TCU vs Tarleton State,13,13,1,9,15,4,
2021-04-06,Portland,Oregon,,6,12,2,4,11,2,
2021-04-06,Georgia Southern,Georgia,,2,4,0,1,4,0,
2021-04-06,Appalachian State,NC State,,2,7,0,13,13,0,
2021-04-06,South Carolina Upstate,Georgia Tech,,9,15,0,3,9,1,
2021-04-06,Stetson,Florida,,6,8,0,7,13,4,
2021-04-06,Arkansas-Pine Bluff,Kansas State,,2,3,2,12,15,0,
2021-04-06,McNeese,LSU,,1,5,0,14,12,0,
2021-04-06,Texas Southern,Kansas,,0,4,1,8,10,0,
2021-04-06,Alcorn State,Ole Miss,,1,7,2,8,9,0,
2021-04-06,Texas A&M,Sam Houston,,6,9,2,8,9,1,
2021-04-06,Little Rock,Arkansas,,2,7,1,7,8,2,
2021-04-06,Arizona State,Arizona,,2,5,2,14,13,1,
2021-04-06,UL Monroe,Alabama,,,,,,,,
2021-04-07,Arkansas-Pine Bluff,Kansas State,,0,5,2,12,13,0,
2021-04-07,UL Monroe,Alabama,,5,9,0,3,10,1,
2021-04-07,Florida A&M,Florida,,0,2,0,10,12,0,
2021-04-07,Stephen F. Austin,Texas,,1,7,1,9,6,2,
2021-04-07,Wake Forest,Liberty,,4,10,1,8,8,1,
2021-04-07,Little Rock,Arkansas,,3,8,1,10,8,1,
2021-04-07,Florida International,Miami,,3,6,1,8,6,0,
2021-04-08,Georgia,Vanderbilt,,14,11,1,2,8,4,
2021-04-09,Memphis,East Carolina,,2,6,2,12,14,1,
2021-04-09,Virginia,Clemson,,1,5,1,6,10,1,
2021-04-09,Ohio State,Michigan,,7,13,5,4,12,1,
2021-04-09,UCLA,Stanford,,2,6,0,6,9,0,
2021-04-09,Florida State,Louisville,,3,6,1,4,9,0,
2021-04-09,Duke,North Carolina,,4,8,2,2,7,0,
2021-04-09,Florida,Tennessee,,4,7,0,6,11,1,
2021-04-09,Missouri,South Carolina,,7,9,0,2,5,3,
2021-04-09,Kansas State,Texas,,6,9,1,13,16,1,
2021-04-09,TCU,Texas Tech,,7,7,3,3,6,1,
2021-04-09,California,Arizona,,1,7,0,5,13,0,
2021-04-09,UNC Wilmington,Oklahoma State,,,,,,,,
2021-04-09,NC State,Boston College,,20,18,0,5,5,2,
2021-04-09,Miami,Pittsburgh,,6,10,0,12,18,0,
2021-04-09,Georgia Tech,Notre Dame,,9,11,1,10,14,2,
2021-04-09,Memphis,East Carolina,,3,7,0,5,12,2,
2021-04-09,Virginia Tech,Wake Forest,,8,10,0,4,8,3,
2021-04-09,LSU,Kentucky,,15,17,2,2,8,1,
2021-04-09,Louisiana Tech,Rice,,6,9,1,0,4,0,
2021-04-09,Mississippi State,Auburn,,6,8,2,5,7,2,
2021-04-09,Georgia,Vanderbilt,,2,5,3,5,8,0,
2021-04-09,Alabama,Texas A&M,,5,10,0,3,10,1,
2021-04-09,Oregon State,Oregon,,1,5,0,4,4,0,
2021-04-09,Arkansas,Ole Miss,,,,,,,,
2021-04-10,Duke,North Carolina,,4,8,2,2,7,0,
2021-04-10,Georgia Tech,Notre Dame,,0,5,4,7,9,0,
2021-04-10,Virginia Tech,Wake Forest,,16,15,0,4,4,3,
2021-04-10,Arkansas,Ole Miss,,7,8,0,3,14,0,
2021-04-10,Ohio State,Michigan,,0,6,1,7,9,0,
2021-04-10,TCU,Texas Tech,,5,8,0,6,8,3,
