field,foul,fop,home_lat,home_lon
Sand Creek High School - Baseball,"-84.1047473,41.8229202,0 -84.1058189,41.8228972,0 -84.1058122,41.8228652,0 -84.1056177,41.8227373,0 -84.1050451,41.8227513,0 -84.1050504,41.8227683,0 -84.1050169,41.8227812,0 -84.1048747,41.8227822,0 -84.10465480000001,41.8227902,0 -84.1045931,41.8228422,0 -84.1045877,41.8229961,0 -84.10464140000001,41.8229981,0 -84.1046441,41.823186,0 -84.1046535,41.8237197,0 -84.1047701,41.8237227,0 -84.1047473,41.8229202,0 ","-84.1047473,41.8229202,0 -84.1047701,41.8237227,0 -84.1052368,41.8237287,0 -84.1056553,41.8235458,0 -84.10588730000001,41.823251,0 -84.1058645,41.823138,0 -84.1058189,41.8228972,0 -84.1047473,41.8229202,0 ",-84.1047473,41.8229202
Adrian College,"-84.0697145,41.901861,0 -84.0703958,41.9026485,0 -84.07040120000001,41.9026405,0 -84.0701651,41.902367,0 -84.07000549999999,41.9020037,0 -84.0698017,41.9017731,0 -84.069677,41.9017472,0 -84.06939,41.9018859,0 -84.0690172,41.9021944,0 -84.0687221,41.9023371,0 -84.0687248,41.9023461,0 -84.0697145,41.901861,0 ","-84.0697145,41.901861,0 -84.0687248,41.9023461,0 -84.0688009,41.9025374,0 -84.0688384,41.9025973,0 -84.0688706,41.9026322,0 -84.0689175,41.9026841,0 -84.0689766,41.902728,0 -84.0690208,41.902759,0 -84.069061,41.9027889,0 -84.06910929999999,41.9028169,0 -84.0691683,41.9028448,0 -84.06923399999999,41.9028718,0 -84.06929839999999,41.9028907,0 -84.0693708,41.9029067,0 -84.06946069999999,41.9029217,0 -84.0695492,41.9029277,0 -84.06962830000001,41.9029247,0 -84.0697222,41.9029237,0 -84.0698,41.9029097,0 -84.06992339999999,41.9028837,0 -84.07000119999999,41.9028588,0 -84.07009239999999,41.9028189,0 -84.07015,41.9027829,0 -84.0702117,41.902743,0 -84.0702479,41.902712,0 -84.070319,41.9026472,0 -84.0703566,41.9026023,0 -84.0697145,41.901861,0 ",-84.0697145,41.901861
Saginaw Swan Valley - Youth Field,"-84.08623729999999,43.4096575,0 -84.08627610000001,43.4103512,0 -84.08636,43.4103472,0 -84.08633450000001,43.4098991,0 -84.08632249999999,43.4097188,0 -84.08632110000001,43.409636,0 -84.0862688,43.4095932,0 -84.08595099999999,43.4095854,0 -84.0852737,43.4095844,0 -84.0852697,43.4096224,0 -84.085267,43.4096711,0 -84.08526569999999,43.4096935,0 -84.08623729999999,43.4096575,0 ","-84.08623729999999,43.4096575,0 -84.08526569999999,43.4096935,0 -84.08526430000001,43.4097159,0 -84.08526569999999,43.4097529,0 -84.08526430000001,43.409788,0 -84.08527239999999,43.4098192,0 -84.0852818,43.409866,0 -84.08528579999999,43.409903,0 -84.0852952,43.409941,0 -84.0853073,43.409977,0 -84.0853327,43.4100267,0 -84.0853542,43.4100598,0 -84.085381,43.4100998,0 -84.0854065,43.410128,0 -84.08542799999999,43.4101524,0 -84.0854762,43.4101962,0 -84.0855138,43.4102186,0 -84.0855674,43.410243,0 -84.085617,43.4102634,0 -84.08565590000001,43.410279,0 -84.08570690000001,43.4102956,0 -84.085774,43.410317,0 -84.0858142,43.4103258,0 -84.08585309999999,43.4103346,0 -84.0858853,43.4103404,0 -84.08593089999999,43.4103443,0 -84.0859952,43.4103492,0 -84.0860583,43.4103511,0 -84.08612530000001,43.4103511,0 -84.0861884,43.4103511,0 -84.08627610000001,43.4103512,0 -84.08623729999999,43.4096575,0 ",-84.08623729999999,43.4096575
Calvin College 2,"-85.57064200000001,42.9301094,0 -85.570123,42.9292885,0 -85.5700204,42.9293244,0 -85.5702216,42.9298065,0 -85.5702544,42.9298924,0 -85.5703175,42.9299931,0 -85.5703168,42.9300117,0 -85.5703912,42.9301315,0 -85.5704113,42.9301404,0 -85.570475,42.9302449,0 -85.5706467,42.9302931,0 -85.5707929,42.930243,0 -85.57081839999999,42.9302336,0 -85.57093570000001,42.9301949,0 -85.57095990000001,42.930185,0 -85.5710852,42.9301448,0 -85.5712267,42.9300785,0 -85.5718054,42.9298075,0 -85.5717598,42.9297304,0 -85.57064200000001,42.9301094,0 ","-85.57064200000001,42.9301094,0 -85.5717598,42.9297304,0 -85.5716445,42.9295311,0 -85.571609,42.9294717,0 -85.57155659999999,42.9293906,0 -85.57152240000001,42.9293357,0 -85.571495,42.9292969,0 -85.5714735,42.9292699,0 -85.571442,42.9292355,0 -85.5714138,42.9292051,0 -85.5713877,42.929182,0 -85.57135150000001,42.9291555,0 -85.57131990000001,42.9291363,0 -85.57129310000001,42.9291201,0 -85.5712576,42.9291015,0 -85.571214,42.9290853,0 -85.5711617,42.929071,0 -85.57112480000001,42.9290602,0 -85.5710792,42.9290524,0 -85.5710256,42.929046,0 -85.5709853,42.929045,0 -85.570927,42.929043,0 -85.5708673,42.9290524,0 -85.5708204,42.9290588,0 -85.5707627,42.9290715,0 -85.57070710000001,42.9290877,0 -85.5706675,42.9291005,0 -85.5705924,42.9291241,0 -85.5705475,42.9291393,0 -85.570123,42.9292885,0 -85.57064200000001,42.9301094,0 ",-85.57064200000001,42.9301094
Clarenceville - Livonia,"-83.33937090000001,42.4363394,0 -83.3404733,42.4363186,0 -83.3404706,42.4362622,0 -83.3398457,42.4362375,0 -83.33967130000001,42.4362424,0 -83.33930119999999,42.4362503,0 -83.3392382,42.4363078,0 -83.33924620000001,42.4366957,0 -83.3393133,42.4371649,0 -83.3393856,42.4371619,0 -83.33937090000001,42.4363394,0 ","-83.33937090000001,42.4363394,0 -83.3393856,42.4371619,0 -83.3400857,42.4371198,0 -83.3404907,42.4368585,0 -83.3404733,42.4363186,0 -83.33937090000001,42.4363394,0 ",-83.33937090000001,42.4363394
Carleton Airport High School,"-83.37652180000001,42.0373919,0 -83.3765245,42.0382475,0 -83.3765808,42.0382455,0 -83.3766157,42.0382106,0 -83.3766827,42.0382136,0 -83.37667070000001,42.037612,0 -83.3766519,42.037612,0 -83.37664650000001,42.0375034,0 -83.376672,42.0375054,0 -83.3766586,42.0374397,0 -83.37662640000001,42.037364,0 -83.37662640000001,42.0373341,0 -83.3765875,42.0373062,0 -83.37640380000001,42.0373042,0 -83.3762066,42.0372942,0 -83.3753591,42.0373839,0 -83.3753591,42.0374078,0 -83.37652180000001,42.0373919,0 ","-83.37652180000001,42.0373919,0 -83.3753591,42.0374078,0 -83.3753483,42.0374699,0 -83.3753457,42.0375346,0 -83.3753349,42.0376064,0 -83.3753349,42.0376791,0 -83.37535099999999,42.0377418,0 -83.37537519999999,42.0378026,0 -83.3754019,42.0378434,0 -83.3754301,42.0378952,0 -83.3754758,42.037939,0 -83.3755079,42.0379709,0 -83.3755388,42.0380038,0 -83.3755871,42.0380456,0 -83.3756353,42.0380845,0 -83.37568229999999,42.0381253,0 -83.3757507,42.0381632,0 -83.375815,42.038202,0 -83.3759264,42.0382448,0 -83.3765245,42.0382475,0 -83.37652180000001,42.0373919,0 ",-83.37652180000001,42.0373919
Livonia Franklin HS,"-83.3473911,42.356909,0 -83.34853510000001,42.3568782,0 -83.3482803,42.3568079,0 -83.34773180000001,42.3568099,0 -83.3474636,42.3568128,0 -83.3473201,42.3568148,0 -83.3472704,42.3568584,0 -83.3472731,42.3569694,0 -83.3472517,42.357015,0 -83.34731069999999,42.3576928,0 -83.34742869999999,42.3577573,0 -83.3473911,42.356909,0 ","-83.3473911,42.356909,0 -83.34742869999999,42.3577573,0 -83.34810659999999,42.3577424,0 -83.3485572,42.3573817,0 -83.34853510000001,42.3568782,0 -83.3473911,42.356909,0 ",-83.3473911,42.356909
Edwardsburg HS,"-86.091742,41.7896252,0 -86.0916817,41.7904711,0 -86.0917796,41.7904731,0 -86.0918788,41.7902622,0 -86.0919056,41.7898912,0 -86.0919258,41.7895412,0 -86.09187609999999,41.7894962,0 -86.0916388,41.7895032,0 -86.0915194,41.7894982,0 -86.09058330000001,41.7894602,0 -86.09061010000001,41.7895802,0 -86.091742,41.7896252,0 ","-86.091742,41.7896252,0 -86.09061010000001,41.7895802,0 -86.09075110000001,41.7902985,0 -86.0908087,41.7903525,0 -86.0908637,41.7903845,0 -86.0909066,41.7904095,0 -86.0909589,41.7904315,0 -86.0910193,41.7904585,0 -86.0916817,41.7904711,0 -86.091742,41.7896252,0 ",-86.091742,41.7896252
Calvin College,"-85.571371,42.930952,0 -85.57189099999999,42.931771,0 -85.571991,42.931738,0 -85.57191400000001,42.931547,0 -85.57185800000001,42.931419,0 -85.571789,42.931263,0 -85.57174000000001,42.931144,0 -85.571692,42.931064,0 -85.57154199999999,42.930819,0 -85.571359,42.930771,0 -85.571226,42.930817,0 -85.571033,42.930885,0 -85.57099700000001,42.930893,0 -85.57091800000001,42.930924,0 -85.570899,42.930932,0 -85.57020799999999,42.931255,0 -85.57025299999999,42.931329,0 -85.571371,42.930952,0 ","-85.571371,42.930952,0 -85.57025299999999,42.931329,0 -85.57041599999999,42.931587,0 -85.570517,42.931749,0 -85.570556,42.931809,0 -85.57058600000001,42.93184,0 -85.570623,42.931873,0 -85.57065900000001,42.931901,0 -85.570725,42.931939,0 -85.570767,42.931958,0 -85.570802,42.931971,0 -85.570843,42.931984,0 -85.570899,42.931996,0 -85.57096300000001,42.932006,0 -85.571026,42.932014,0 -85.57106899999999,42.932017,0 -85.57114300000001,42.93201,0 -85.571203,42.932,0 -85.57127,42.931985,0 -85.571315,42.931971,0 -85.57162,42.931868,0 -85.57189099999999,42.931771,0 -85.571371,42.930952,0 ",-85.571371,42.930952
Petoskey High School,"-84.93868740000001,45.36723030000001,0 -84.93869410000001,45.3680952,0 -84.93876779999999,45.3680961,0 -84.9389261,45.3674724,0 -84.9389073,45.3671605,0 -84.93878789999999,45.3670663,0 -84.9384057,45.3670663,0 -84.9374763,45.3671869,0 -84.93747500000001,45.3672265,0 -84.93868740000001,45.36723030000001,0 ","-84.93868740000001,45.36723030000001,0 -84.93746160000001,45.3672255,0 -84.9374629,45.36752990000001,0 -84.9374602,45.3676232,0 -84.937467,45.36765800000001,0 -84.93747500000001,45.36769,0 -84.93748840000001,45.367724,0 -84.93750180000001,45.36774750000001,0 -84.93752600000001,45.3677824,0 -84.9375474,45.3678163,0 -84.9375823,45.3678559,0 -84.9376279,45.3678973,0 -84.937652,45.3679171,0 -84.9376882,45.36794070000001,0 -84.9377204,45.3679623,0 -84.93776870000001,45.3679878,0 -84.93782640000001,45.3680198,0 -84.937876,45.3680377,0 -84.9379417,45.3680566,0 -84.9379967,45.3680707,0 -84.9380396,45.3680811,0 -84.93810000000001,45.36809049999999,0 -84.93816030000001,45.3680961,0 -84.938273,45.3680961,0 -84.93869410000001,45.3680952,0 -84.93868740000001,45.36723030000001,0 ",-84.93868740000001,45.36723030000001
Whitehall High School,"-86.33278559999999,43.4045055,0 -86.3329868,43.4053483,0 -86.3330378,43.4053278,0 -86.3330794,43.4048786,0 -86.3330378,43.4047218,0 -86.333023,43.4047169,0 -86.3329895,43.4045756,0 -86.3330083,43.4045688,0 -86.3329815,43.4044714,0 -86.3327642,43.4043564,0 -86.3324933,43.4043983,0 -86.3324732,43.4043934,0 -86.3322063,43.4044275,0 -86.331643,43.4046097,0 -86.3316377,43.4046253,0 -86.3316323,43.4046526,0 -86.33278559999999,43.4045055,0 ","-86.33278559999999,43.4045055,0 -86.3316323,43.4046526,0 -86.3316323,43.4046846,0 -86.3316363,43.4047285,0 -86.3316363,43.4047898,0 -86.33164170000001,43.4048308,0 -86.3316444,43.4048736,0 -86.3316538,43.4049165,0 -86.3316645,43.4049652,0 -86.3316806,43.4050022,0 -86.3317074,43.405051,0 -86.33173960000001,43.4050938,0 -86.33176779999999,43.4051289,0 -86.3317986,43.4051601,0 -86.3318281,43.4051874,0 -86.3318603,43.4052147,0 -86.3318898,43.4052332,0 -86.33192870000001,43.4052614,0 -86.33196890000001,43.405286,0 -86.3320025,43.4053045,0 -86.332032,43.4053191,0 -86.33207350000001,43.4053377,0 -86.3321218,43.4053571,0 -86.33216210000001,43.4053688,0 -86.3322103,43.4053854,0 -86.3322613,43.4053981,0 -86.3323029,43.4054059,0 -86.33236460000001,43.4054156,0 -86.3324236,43.4054234,0 -86.332488,43.4054292,0 -86.33253089999999,43.4054312,0 -86.3325765,43.4054312,0 -86.33264079999999,43.4054273,0 -86.3326878,43.4054215,0 -86.33273610000001,43.4054156,0 -86.33280449999999,43.405402,0 -86.3328635,43.4053864,0 -86.3329238,43.4053718,0 -86.3329868,43.4053483,0 -86.33278559999999,43.4045055,0 ",-86.33278559999999,43.4045055
Gladwin High School,"-84.4919148,43.9902464,0 -84.49189869999999,43.9893992,0 -84.4918035,43.9894233,0 -84.49173639999999,43.9894398,0 -84.4917579,43.9900206,0 -84.4917753,43.9900303,0 -84.4917847,43.990148,0 -84.4917727,43.9901567,0 -84.4917847,43.9902917,0 -84.4918612,43.9903467,0 -84.4920436,43.9903477,0 -84.4920583,43.990338,0 -84.4921964,43.99034,0 -84.4922206,43.9903438,0 -84.4922313,43.9903545,0 -84.493048,43.9903718,0 -84.4930883,43.9902223,0 -84.4919148,43.9902464,0 ","-84.4919148,43.9902464,0 -84.4930883,43.9902223,0 -84.49309479999999,43.9901751,0 -84.49310149999999,43.9901403,0 -84.49310819999999,43.9901046,0 -84.4931109,43.9900622,0 -84.49311899999999,43.9900149,0 -84.49311899999999,43.9899782,0 -84.49312159999999,43.98993,0 -84.49311760000001,43.9898798,0 -84.49311760000001,43.9898316,0 -84.4931055,43.9897901,0 -84.4930854,43.9897254,0 -84.4930667,43.9896801,0 -84.49304789999999,43.9896454,0 -84.49302369999999,43.9896048,0 -84.4929942,43.9895682,0 -84.4929446,43.989518,0 -84.4928963,43.9894852,0 -84.49285879999999,43.9894601,0 -84.4928105,43.9894437,0 -84.49274749999999,43.9894176,0 -84.4926952,43.9894022,0 -84.4926402,43.9893897,0 -84.49257849999999,43.9893781,0 -84.4925114,43.9893713,0 -84.4924444,43.9893655,0 -84.4923787,43.9893626,0 -84.4923009,43.9893607,0 -84.4922365,43.9893636,0 -84.49216010000001,43.9893675,0 -84.4921145,43.9893723,0 -84.4920528,43.989381,0 -84.49199779999999,43.9893858,0 -84.49194420000001,43.9893916,0 -84.49189869999999,43.9893992,0 -84.4919148,43.9902464,0 ",-84.4919148,43.9902464
Clare High School,"-84.7809457,43.8248348,0 -84.7809618,43.8257433,0 -84.78100070000001,43.8257385,0 -84.7810664,43.8251105,0 -84.7810772,43.8250941,0 -84.7810664,43.8249654,0 -84.78110529999999,43.8249422,0 -84.7810959,43.824799,0 -84.7809913,43.8247206,0 -84.7807835,43.8247245,0 -84.7807888,43.8247438,0 -84.780585,43.8247545,0 -84.7805729,43.8247371,0 -84.7803382,43.8247545,0 -84.77969849999999,43.8247932,0 -84.7796878,43.8248212,0 -84.7796757,43.8248493,0 -84.7809457,43.8248348,0 ","-84.7809457,43.8248348,0 -84.7796757,43.8248493,0 -84.779673,43.8248782,0 -84.77967169999999,43.8249072,0 -84.7796744,43.8249536,0 -84.7796744,43.8250388,0 -84.77968509999999,43.8250775,0 -84.7796972,43.8251249,0 -84.7797133,43.8251684,0 -84.779732,43.82521,0 -84.77974949999999,43.825241,0 -84.77976820000001,43.8252797,0 -84.779787,43.8253049,0 -84.7798138,43.8253474,0 -84.7798501,43.8253842,0 -84.77988089999999,43.825419,0 -84.7799198,43.8254645,0 -84.77996,43.8255013,0 -84.7799989,43.8255284,0 -84.7800526,43.8255603,0 -84.7801116,43.8255884,0 -84.7801719,43.8256232,0 -84.7802537,43.8256522,0 -84.7803248,43.8256764,0 -84.7803771,43.8256899,0 -84.7804428,43.8257064,0 -84.78051259999999,43.8257209,0 -84.78056890000001,43.8257335,0 -84.780644,43.8257432,0 -84.78070030000001,43.825748,0 -84.78076470000001,43.8257519,0 -84.7808237,43.8257538,0 -84.7808706,43.8257528,0 -84.78092289999999,43.825748,0 -84.7809618,43.8257433,0 -84.7809457,43.8248348,0 ",-84.7809457,43.8248348
Owosso HS,"-84.1622172,43.0168905,0 -84.1611631,43.0169229,0 -84.1611671,43.0169807,0 -84.1619409,43.0170043,0 -84.1621045,43.0170004,0 -84.1623285,43.0170023,0 -84.16236739999999,43.016969,0 -84.16237270000001,43.0168239,0 -84.16234729999999,43.0168131,0 -84.1623446,43.0167121,0 -84.162358,43.0167052,0 -84.16226949999999,43.0160659,0 -84.16219169999999,43.0160649,0 -84.1622172,43.0168905,0 ","-84.1622172,43.0168905,0 -84.16219169999999,43.0160649,0 -84.1621461,43.0160629,0 -84.1620992,43.016061,0 -84.1620415,43.0160571,0 -84.1619919,43.0160571,0 -84.16194900000001,43.01606,0 -84.16189799999999,43.0160629,0 -84.1618551,43.0160688,0 -84.16181349999999,43.0160747,0 -84.1617612,43.0160825,0 -84.1617129,43.0160904,0 -84.1616526,43.0161031,0 -84.16159620000001,43.0161159,0 -84.161552,43.0161306,0 -84.1615077,43.0161433,0 -84.16145539999999,43.0161639,0 -84.1614031,43.0161845,0 -84.1613656,43.0162071,0 -84.16131729999999,43.0162287,0 -84.1612891,43.0162522,0 -84.16126629999999,43.0162757,0 -84.1612341,43.01631,0 -84.16120600000001,43.0163502,0 -84.1611872,43.0163806,0 -84.1611657,43.016415,0 -84.1611497,43.0164532,0 -84.161147,43.0164885,0 -84.1611403,43.0165699,0 -84.1611389,43.0166111,0 -84.1611443,43.0168101,0 -84.1611631,43.0169229,0 -84.1622172,43.0168905,0 ",-84.1622172,43.0168905
Pewamo-Westphalia,"-84.8358807,42.9403371,0 -84.83554549999999,42.9395114,0 -84.8354087,42.9395438,0 -84.8357439,42.9404333,0 -84.8358405,42.9404736,0 -84.83600010000001,42.9404373,0 -84.8361235,42.9404137,0 -84.8370073,42.940234,0 -84.83695899999999,42.9401202,0 -84.8358807,42.9403371,0 ","-84.8358807,42.9403371,0 -84.83695899999999,42.9401202,0 -84.836904,42.9400053,0 -84.836849,42.9399159,0 -84.83677520000001,42.9397962,0 -84.8367216,42.9397117,0 -84.8366639,42.939644,0 -84.83662099999999,42.9395959,0 -84.8365647,42.9395311,0 -84.8365124,42.939481,0 -84.8364547,42.9394417,0 -84.8363944,42.9394231,0 -84.8363287,42.9394123,0 -84.83626289999999,42.9394044,0 -84.83620929999999,42.9394015,0 -84.83612479999999,42.9394044,0 -84.83606039999999,42.9394103,0 -84.8359894,42.939425,0 -84.8359183,42.9394378,0 -84.8357895,42.9394633,0 -84.8356715,42.939484,0 -84.83554549999999,42.9395114,0 -84.8358807,42.9403371,0 ",-84.8358807,42.9403371
Ovid-Elsie,"-84.3932693,43.0477476,0 -84.39214010000001,43.0477538,0 -84.3921414,43.0478067,0 -84.3926376,43.047845,0 -84.3926537,43.0478361,0 -84.3929823,43.0478538,0 -84.39298770000001,43.0478352,0 -84.3930775,43.047843,0 -84.3930936,43.0478655,0 -84.39339,43.0478832,0 -84.393449,43.0478401,0 -84.3934316,43.0476538,0 -84.3934021,43.0476538,0 -84.39339940000001,43.0475833,0 -84.3934343,43.0475764,0 -84.3934276,43.0473732,0 -84.3934356,43.0473419,0 -84.39340610000001,43.0469302,0 -84.3932586,43.0469263,0 -84.3932693,43.0477476,0 ","-84.3932693,43.0477476,0 -84.3932586,43.0469263,0 -84.39274109999999,43.0469144,0 -84.39262309999999,43.0469546,0 -84.3926056,43.0469536,0 -84.3923307,43.0470663,0 -84.3921577,43.0472966,0 -84.39215900000001,43.0473113,0 -84.3921175,43.0473672,0 -84.3921228,43.0475034,0 -84.39213890000001,43.0477328,0 -84.39214010000001,43.0477538,0 -84.3932693,43.0477476,0 ",-84.3932693,43.0477476
Laingsburg HS,"-84.34275100000001,42.878632,0 -84.342748,42.87951,0 -84.34291,42.879448,0 -84.342913,42.879127,0 -84.342913,42.878822,0 -84.342902,42.878818,0 -84.342901,42.878706,0 -84.342913,42.878698,0 -84.34291,42.878663,0 -84.342889,42.878664,0 -84.342889,42.878588,0 -84.342792,42.878511,0 -84.342642,42.878509,0 -84.342513,42.878511,0 -84.342496,42.878507,0 -84.341639,42.878506,0 -84.341607,42.878545,0 -84.341566,42.878604,0 -84.34155,42.878632,0 -84.34275100000001,42.878632,0 ","-84.34275100000001,42.878632,0 -84.34155,42.878632,0 -84.341542,42.878697,0 -84.341526,42.878742,0 -84.341517,42.878789,0 -84.341509,42.878847,0 -84.34151,42.878919,0 -84.341521,42.878969,0 -84.341509,42.879031,0 -84.34152899999999,42.879076,0 -84.34155699999999,42.879133,0 -84.341601,42.879198,0 -84.341658,42.879257,0 -84.341733,42.879322,0 -84.341786,42.879367,0 -84.341835,42.8794,0 -84.34188,42.879428,0 -84.341931,42.879451,0 -84.341978,42.87947,0 -84.342043,42.8795,0 -84.34213099999999,42.87952,0 -84.342187,42.879535,0 -84.342242,42.879545,0 -84.34231200000001,42.879555,0 -84.34236799999999,42.879556,0 -84.342449,42.879556,0 -84.342505,42.879555,0 -84.342558,42.879546,0 -84.34261100000001,42.879537,0 -84.34266,42.879531,0 -84.342709,42.879519,0 -84.342748,42.87951,0 -84.34275100000001,42.878632,0 ",-84.34275100000001,42.878632
Lincoln High - Ypsi - Fields 2,"-83.6146378,42.1604794,0 -83.6138371,42.159873,0 -83.6138157,42.1599138,0 -83.61408659999999,42.1602607,0 -83.6142998,42.1604168,0 -83.6143119,42.1604108,0 -83.61441379999999,42.1604854,0 -83.6143977,42.1604973,0 -83.61456130000001,42.1606226,0 -83.6147102,42.1606226,0 -83.6152104,42.1602667,0 -83.61547059999999,42.1599267,0 -83.6154518,42.1598829,0 -83.6146378,42.1604794,0 ","-83.6146378,42.1604794,0 -83.6154518,42.1598829,0 -83.6154087,42.1598241,0 -83.6153738,42.1597724,0 -83.61533489999999,42.1597337,0 -83.6152933,42.1596989,0 -83.61525709999999,42.159674,0 -83.6151954,42.1596362,0 -83.6151418,42.1596064,0 -83.6150667,42.1595746,0 -83.6149996,42.1595527,0 -83.6149111,42.1595259,0 -83.6148467,42.159508,0 -83.6147556,42.159499,0 -83.6146483,42.1594971,0 -83.61455840000001,42.159499,0 -83.6144431,42.159511,0 -83.6143304,42.1595358,0 -83.6142459,42.1595647,0 -83.6141896,42.1595865,0 -83.61412660000001,42.1596173,0 -83.614085,42.1596462,0 -83.6140273,42.1596919,0 -83.6139656,42.1597346,0 -83.61391740000001,42.1597734,0 -83.61387980000001,42.1598142,0 -83.6138543,42.159843,0 -83.6138371,42.159873,0 -83.6146378,42.1604794,0 ",-83.6146378,42.1604794
Lincoln High - Ypsi - Youth 1,"-83.6149003,42.1607613,0 -83.6154246,42.1603776,0 -83.61540050000001,42.1603577,0 -83.61523819999999,42.1604174,0 -83.6148077,42.1607245,0 -83.61480640000001,42.1607832,0 -83.6152208,42.1611063,0 -83.6153817,42.1611759,0 -83.61540720000001,42.161152,0 -83.6149003,42.1607613,0 ","-83.6149003,42.1607613,0 -83.61540720000001,42.161152,0 -83.61546749999999,42.1611067,0 -83.6155158,42.161061,0 -83.6155493,42.1610133,0 -83.61558960000001,42.1609487,0 -83.6156137,42.160887,0 -83.61562979999999,42.1608135,0 -83.6156325,42.1607478,0 -83.6156258,42.1606862,0 -83.615607,42.1606067,0 -83.61557209999999,42.1605401,0 -83.6155333,42.1604814,0 -83.6154863,42.1604357,0 -83.6154246,42.1603776,0 -83.6149003,42.1607613,0 ",-83.6149003,42.1607613
Lincoln High - Ypsi - Youth 2,"-83.6143836,42.1607571,0 -83.6138471,42.1611418,0 -83.613882,42.1611627,0 -83.6140456,42.161106,0 -83.6144654,42.1607869,0 -83.6144721,42.1607372,0 -83.6140564,42.1604151,0 -83.61389010000001,42.1603485,0 -83.6138579,42.1603694,0 -83.6143836,42.1607571,0 ","-83.6143836,42.1607571,0 -83.6138579,42.1603694,0 -83.61379479999999,42.1604191,0 -83.6137694,42.1604499,0 -83.6137331,42.1605006,0 -83.6136956,42.1605563,0 -83.6136688,42.1606209,0 -83.6136527,42.1606756,0 -83.61364330000001,42.1607233,0 -83.61363660000001,42.160781,0 -83.6136473,42.1608456,0 -83.6136688,42.1609112,0 -83.6136956,42.1609669,0 -83.61372780000001,42.1610176,0 -83.6137627,42.1610663,0 -83.6138083,42.161109,0 -83.6138471,42.1611418,0 -83.6143836,42.1607571,0 ",-83.6143836,42.1607571
Saginaw Heritage HS - Field 2,"-84.0135834,43.4547419,0 -84.01360149999999,43.4538409,0 -84.0135184,43.4538404,0 -84.013519,43.4544197,0 -84.01340639999999,43.4545156,0 -84.013407,43.4545453,0 -84.0134359,43.4545458,0 -84.01343319999999,43.4546568,0 -84.01340570000001,43.4546577,0 -84.01340500000001,43.4548023,0 -84.01351630000001,43.4548802,0 -84.0137095,43.4548831,0 -84.0137101,43.4548588,0 -84.013863,43.4548607,0 -84.0138637,43.454885,0 -84.0138979,43.4548816,0 -84.01402330000001,43.4548013,0 -84.01438400000001,43.4548047,0 -84.0148306,43.4548077,0 -84.0148306,43.4547522,0 -84.0135834,43.4547419,0 ","-84.0135834,43.4547419,0 -84.0148306,43.4547522,0 -84.0148313,43.4545784,0 -84.0148313,43.4545404,0 -84.01482590000001,43.4544835,0 -84.01482590000001,43.4544431,0 -84.01482590000001,43.4543696,0 -84.014781,43.4542756,0 -84.01470930000001,43.4541418,0 -84.0146395,43.4539982,0 -84.01413460000001,43.4538331,0 -84.01360149999999,43.4538409,0 -84.0135834,43.4547419,0 ",-84.0135834,43.4547419
Saginaw Heritage HS,"-84.0129481,43.4554596,0 -84.01320080000001,43.4563348,0 -84.01333889999999,43.45629,0 -84.0132691,43.4557838,0 -84.01321280000001,43.4556017,0 -84.01318329999999,43.4555959,0 -84.0131552,43.4555078,0 -84.0131686,43.4554873,0 -84.01318329999999,43.4554829,0 -84.01314379999999,43.4553452,0 -84.0130264,43.4552882,0 -84.0128279,43.455314,0 -84.0128299,43.4553262,0 -84.0128091,43.4553398,0 -84.0126623,43.4553632,0 -84.0126489,43.4553398,0 -84.0124021,43.4553778,0 -84.0123686,43.4553875,0 -84.0120206,43.4554669,0 -84.011751,43.4555292,0 -84.0117497,43.4556436,0 -84.0129481,43.4554596,0 ","-84.0129481,43.4554596,0 -84.0117497,43.4556436,0 -84.011751,43.4558295,0 -84.0118013,43.456032,0 -84.01193809999999,43.4562092,0 -84.01214400000001,43.4563606,0 -84.0124182,43.4564243,0 -84.0126965,43.4564472,0 -84.012962,43.4564092,0 -84.01308210000001,43.4563786,0 -84.01320080000001,43.4563348,0 -84.0129481,43.4554596,0 ",-84.0129481,43.4554596
Gross Pointe North High School,"-82.8911176,42.4379668,0 -82.8914432,42.4372065,0 -82.89070150000001,42.4370259,0 -82.89037380000001,42.4371452,0 -82.8901042,42.4377256,0 -82.8911176,42.4379668,0 ","-82.8911176,42.4379668,0 -82.8901042,42.4377256,0 -82.8900625,42.4378195,0 -82.891138,42.438059,0 -82.89119169999999,42.4380422,0 -82.89147730000001,42.4374255,0 -82.8914492,42.4374196,0 -82.8914894,42.4373177,0 -82.8915216,42.4373266,0 -82.89156180000001,42.4372365,0 -82.8914432,42.4372065,0 -82.8911176,42.4379668,0 ",-82.8911176,42.4379668
