teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Grand Rapids Covenant Christian,1,4.0,4.0,4.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-1.0,-1.0,17,7.0588235294117645,7.0,120.0,17,3.411764705882353,3.0,58.0,5.0,5.0,12.0,0.7058823529411765,62.0,3.6470588235294117,12,7.083333333333333,7.0,85.0,12,3.8333333333333335,3.0,46.0,3.0,4.0,9.0,0.75,39.0,3.2499999999999996,5,7.0,7.0,35.0,5,2.4,1.0,12.0,2.0,1.0,3.0,0.6,23.0,4.6
Grandville Calvin Christian,1,9.0,9.0,9.0,1,5.0,5.0,5.0,0.0,1.0,1.0,4.0,4.0,3,8.333333333333334,9.0,25.0,3,3.6666666666666665,4.0,11.0,1.0,1.0,2.0,0.6666666666666666,14.0,4.666666666666668,2,8.0,8.0,16.0,2,3.5,3.5,7.0,1.0,0.0,1.0,0.5,9.0,4.5,1,9.0,9.0,9.0,1,4.0,4.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0
Wyoming Lee,2,5.0,5.0,10.0,2,6.5,6.5,13.0,1.0,1.0,0.5,-3.0,-1.5,31,9.806451612903226,9.0,304.0,31,6.0,5.0,186.0,8.0,0.0,23.0,0.7419354838709677,118.0,3.806451612903226,18,10.166666666666666,9.5,183.0,18,6.055555555555555,5.0,109.0,5.0,0.0,13.0,0.7222222222222222,74.0,4.111111111111111,13,9.307692307692308,8.0,121.0,13,5.923076923076923,5.0,77.0,3.0,0.0,10.0,0.7692307692307693,44.0,3.384615384615385
