teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Bay City Central,1,0.0,0.0,0.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-6.0,-6.0,9,4.111111111111111,2.0,37.0,9,10.0,11.0,90.0,8.0,19.0,1.0,0.1111111111111111,-53.0,-5.888888888888889,3.0,3.6666666666666665,3.0,11.0,3.0,12.0,12.0,36.0,3.0,8.0,0.0,0.0,-25.0,-8.333333333333334,6.0,4.333333333333333,2.0,26.0,6.0,9.0,9.5,54.0,5.0,11.0,1.0,0.16666666666666666,-28.0,-4.666666666666667
Bay City John Glenn,3,6.666666666666667,8.0,20.0,3,3.0,4.0,9.0,1.0,2.0,0.6666666666666666,11.0,3.666666666666667,22,6.863636363636363,5.0,151.0,22,3.1363636363636362,3.0,69.0,7.0,24.0,15.0,0.6818181818181818,82.0,3.727272727272727,12.0,8.083333333333334,5.5,97.0,12.0,3.6666666666666665,4.0,44.0,5.0,16.0,7.0,0.5833333333333334,53.0,4.416666666666668,10.0,5.4,4.0,54.0,10.0,2.5,2.5,25.0,2.0,8.0,8.0,0.8,29.0,2.9000000000000004
Bay City Western,3,6.333333333333333,6.0,19.0,3,3.6666666666666665,5.0,11.0,1.0,2.0,0.6666666666666666,8.0,2.6666666666666665,6,7.833333333333333,8.0,47.0,6,3.1666666666666665,3.5,19.0,3.0,23.0,3.0,0.5,28.0,4.666666666666666,2.0,13.5,13.5,27.0,2.0,2.5,2.5,5.0,0.0,13.0,2.0,1.0,22.0,11.0,4.0,5.0,3.0,20.0,4.0,3.5,3.5,14.0,3.0,10.0,1.0,0.25,6.0,1.5
Beal City,3,8.0,11.0,24.0,3,2.3333333333333335,2.0,7.0,1.0,2.0,0.6666666666666666,17.0,5.666666666666666,29,10.275862068965518,11.0,298.0,29,1.5517241379310345,1.0,45.0,2.0,10.0,27.0,0.9310344827586207,253.0,8.724137931034484,18.0,10.61111111111111,11.0,191.0,18.0,1.2777777777777777,1.0,23.0,1.0,4.0,17.0,0.9444444444444444,168.0,9.333333333333332,11.0,9.727272727272727,11.0,107.0,11.0,2.0,1.0,22.0,1.0,6.0,10.0,0.9090909090909091,85.0,7.727272727272727
Bear Lake,2,1.0,1.0,2.0,2,4.0,4.0,8.0,1.0,1.0,0.5,-6.0,-3.0,12,8.0,7.5,96.0,12,4.0,2.0,48.0,2.0,26.0,9.0,0.75,48.0,4.0,8.0,9.125,8.5,73.0,8.0,5.25,5.0,42.0,2.0,14.0,6.0,0.75,31.0,3.875,4.0,5.75,6.5,23.0,4.0,1.5,1.5,6.0,0.0,12.0,3.0,0.75,17.0,4.25
Beaverton,4,5.0,5.0,20.0,4,3.0,2.5,12.0,1.0,3.0,0.75,8.0,2.0,4,5.75,3.5,23.0,4,5.75,6.0,23.0,3.0,20.0,1.0,0.25,0.0,0.0,2.0,9.0,9.0,18.0,2.0,2.5,2.5,5.0,1.0,10.0,1.0,0.5,13.0,6.5,2.0,2.5,2.5,5.0,2.0,9.0,9.0,18.0,2.0,10.0,0.0,0.0,-13.0,-6.5
Belding,1,4.0,4.0,4.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-2.0,-2.0,8,6.25,4.0,50.0,8,6.625,5.5,53.0,5.0,31.0,3.0,0.375,-3.0,-0.375,4.0,9.75,10.0,39.0,4.0,7.5,8.0,30.0,2.0,21.0,2.0,0.5,9.0,2.25,4.0,2.75,3.5,11.0,4.0,5.75,5.5,23.0,3.0,10.0,1.0,0.25,-12.0,-3.0
Bellaire,4,11.0,11.0,44.0,4,12.0,12.0,48.0,2.0,2.0,0.5,-4.0,-1.0,4,0.0,0.0,0.0,4,19.5,19.5,78.0,4.0,34.0,0.0,0.0,-78.0,-19.5,4.0,0.0,0.0,0.0,4.0,19.5,19.5,78.0,4.0,18.0,0.0,0.0,-78.0,-19.5,0.0,,,0.0,0.0,,,0.0,0.0,16.0,0.0,,0.0,
Belleville,2,6.5,6.5,13.0,2,7.0,7.0,14.0,1.0,1.0,0.5,-1.0,-0.5,22,5.363636363636363,3.0,118.0,22,6.363636363636363,6.5,140.0,15.0,10.0,7.0,0.3181818181818182,-22.0,-1.0,9.0,3.4444444444444446,2.0,31.0,9.0,7.111111111111111,7.0,64.0,8.0,2.0,1.0,0.1111111111111111,-33.0,-3.666666666666666,13.0,6.6923076923076925,4.0,87.0,13.0,5.846153846153846,4.0,76.0,7.0,8.0,6.0,0.46153846153846156,11.0,0.8461538461538467
Bellevue,1,0.0,0.0,0.0,1,25.0,25.0,25.0,1.0,0.0,0.0,-25.0,-25.0,0,,,0.0,0,,,0.0,0.0,18.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,11.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,,0.0,
Benton Harbor,2,1.0,1.0,2.0,2,20.0,20.0,40.0,2.0,0.0,0.0,-38.0,-19.0,0,,,0.0,0,,,0.0,0.0,28.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,16.0,0.0,,0.0,
Benzie Central,3,12.0,13.0,36.0,3,2.0,3.0,6.0,1.0,2.0,0.6666666666666666,30.0,10.0,35,7.057142857142857,5.0,247.0,35,5.057142857142857,4.0,177.0,16.0,6.0,17.0,0.4857142857142857,70.0,2.0,20.0,7.35,5.5,147.0,20.0,5.5,4.5,110.0,9.0,4.0,10.0,0.5,37.0,1.8499999999999996,15.0,6.666666666666667,4.0,100.0,15.0,4.466666666666667,3.0,67.0,7.0,2.0,7.0,0.4666666666666667,33.0,2.2
Berkley,2,3.5,3.5,7.0,2,4.0,4.0,8.0,1.0,1.0,0.5,-1.0,-0.5,31,5.483870967741935,4.0,170.0,31,8.290322580645162,8.0,257.0,23.0,5.0,8.0,0.25806451612903225,-87.0,-2.806451612903227,14.0,4.642857142857143,3.5,65.0,14.0,6.714285714285714,6.0,94.0,9.0,4.0,5.0,0.35714285714285715,-29.0,-2.071428571428571,17.0,6.176470588235294,4.0,105.0,17.0,9.588235294117647,11.0,163.0,14.0,1.0,3.0,0.17647058823529413,-58.0,-3.4117647058823524
Berrien Springs,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,0.0,-10.0,-10.0,2,4.0,4.0,8.0,2,10.0,10.0,20.0,2.0,16.0,0.0,0.0,-12.0,-6.0,0.0,,,0.0,0.0,,,0.0,0.0,9.0,0.0,,0.0,,2.0,4.0,4.0,8.0,2.0,10.0,10.0,20.0,2.0,7.0,0.0,0.0,-12.0,-6.0
Big Rapids,2,5.0,5.0,10.0,2,4.5,4.5,9.0,1.0,1.0,0.5,1.0,0.5,35,6.457142857142857,5.0,226.0,35,4.085714285714285,3.0,143.0,14.0,2.0,21.0,0.6,83.0,2.371428571428572,19.0,7.157894736842105,8.0,136.0,19.0,4.157894736842105,3.0,79.0,5.0,1.0,14.0,0.7368421052631579,57.0,3.0,16.0,5.625,2.5,90.0,16.0,4.0,3.0,64.0,9.0,1.0,7.0,0.4375,26.0,1.625
Birch Run,4,6.5,5.5,26.0,4,5.25,4.5,21.0,1.0,3.0,0.75,5.0,1.25,31,4.483870967741935,1.0,139.0,31,4.806451612903226,3.0,149.0,18.0,10.0,12.0,0.3870967741935484,-10.0,-0.3225806451612909,19.0,6.157894736842105,3.0,117.0,19.0,3.263157894736842,3.0,62.0,8.0,5.0,10.0,0.5263157894736842,55.0,2.8947368421052633,12.0,1.8333333333333333,1.0,22.0,12.0,7.25,9.0,87.0,10.0,5.0,2.0,0.16666666666666666,-65.0,-5.416666666666667
Birmingham Groves,3,8.666666666666666,8.0,26.0,3,3.6666666666666665,3.0,11.0,1.0,2.0,0.6666666666666666,15.0,5.0,7,6.0,6.0,42.0,7,8.0,7.0,56.0,4.0,45.0,3.0,0.42857142857142855,-14.0,-2.0,3.0,2.6666666666666665,2.0,8.0,3.0,5.666666666666667,4.0,17.0,2.0,22.0,1.0,0.3333333333333333,-9.0,-3.0000000000000004,4.0,8.5,8.5,34.0,4.0,9.75,8.0,39.0,2.0,23.0,2.0,0.5,-5.0,-1.25
Birmingham Seaholm,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,0.0,-1.0,-1.0,2,5.5,5.5,11.0,2,3.5,3.5,7.0,0.0,40.0,2.0,1.0,4.0,2.0,0.0,,,0.0,0.0,,,0.0,0.0,17.0,0.0,,0.0,,2.0,5.5,5.5,11.0,2.0,3.5,3.5,7.0,0.0,23.0,2.0,1.0,4.0,2.0
Blanchard Montabella,1,3.0,3.0,3.0,1,9.0,9.0,9.0,1.0,0.0,0.0,-6.0,-6.0,3,1.6666666666666667,1.0,5.0,3,4.333333333333333,6.0,13.0,3.0,16.0,0.0,0.0,-8.0,-2.666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,-1.0,-1.0,2.0,2.5,2.5,5.0,2.0,6.0,6.0,12.0,2.0,8.0,0.0,0.0,-7.0,-3.5
Blissfield,4,10.75,12.5,43.0,4,7.5,6.0,30.0,1.0,3.0,0.75,13.0,3.25,14,10.0,10.5,140.0,14,3.0,2.0,42.0,3.0,21.0,11.0,0.7857142857142857,98.0,7.0,9.0,9.222222222222221,11.0,83.0,9.0,3.111111111111111,2.0,28.0,2.0,17.0,7.0,0.7777777777777778,55.0,6.111111111111111,5.0,11.4,8.0,57.0,5.0,2.8,2.0,14.0,1.0,4.0,4.0,0.8,43.0,8.600000000000001
Bloomfield Hills,1,3.0,3.0,3.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-7.0,-7.0,2,7.0,7.0,14.0,2,2.0,2.0,4.0,0.0,33.0,2.0,1.0,10.0,5.0,1.0,8.0,8.0,8.0,1.0,3.0,3.0,3.0,0.0,15.0,1.0,1.0,5.0,5.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,1.0,5.0,5.0
Bloomfield Hills Brother Rice,7,5.857142857142857,6.0,41.0,7,3.2857142857142856,3.0,23.0,1.0,6.0,0.8571428571428571,18.0,2.571428571428571,11,4.2727272727272725,2.0,47.0,11,7.545454545454546,8.0,83.0,6.0,23.0,5.0,0.45454545454545453,-36.0,-3.2727272727272734,5.0,4.4,2.0,22.0,5.0,6.2,8.0,31.0,2.0,13.0,3.0,0.6,-9.0,-1.7999999999999998,6.0,4.166666666666667,2.5,25.0,6.0,8.666666666666666,8.5,52.0,4.0,10.0,2.0,0.3333333333333333,-27.0,-4.499999999999999
Bloomfield Hills Cranbrook Kingswood,1,6.0,6.0,6.0,1,16.0,16.0,16.0,1.0,0.0,0.0,-10.0,-10.0,16,5.3125,4.0,85.0,16,5.0,3.0,80.0,8.0,24.0,8.0,0.5,5.0,0.3125,9.0,7.0,5.0,63.0,9.0,5.111111111111111,3.0,46.0,4.0,19.0,5.0,0.5555555555555556,17.0,1.8888888888888893,7.0,3.142857142857143,2.0,22.0,7.0,4.857142857142857,3.0,34.0,4.0,5.0,3.0,0.42857142857142855,-12.0,-1.714285714285714
Bloomfield Hills Roeper,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,0.0,-10.0,-10.0,6,8.333333333333334,5.5,50.0,6,11.166666666666666,8.0,67.0,4.0,15.0,2.0,0.3333333333333333,-17.0,-2.833333333333332,2.0,4.5,4.5,9.0,2.0,15.0,15.0,30.0,2.0,6.0,0.0,0.0,-21.0,-10.5,4.0,10.25,10.0,41.0,4.0,9.25,7.5,37.0,2.0,9.0,2.0,0.5,4.0,1.0
Bloomingdale,2,5.5,5.5,11.0,2,7.0,7.0,14.0,1.0,1.0,0.5,-3.0,-1.5,0,,,0.0,0,,,0.0,0.0,17.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,9.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,,0.0,
Boyne City,1,1.0,1.0,1.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-7.0,-7.0,0,,,0.0,0,,,0.0,0.0,18.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,11.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,,0.0,
Breckenridge,2,10.0,10.0,20.0,2,9.5,9.5,19.0,1.0,1.0,0.5,1.0,0.5,2,6.0,6.0,12.0,2,12.5,12.5,25.0,2.0,18.0,0.0,0.0,-13.0,-6.5,2.0,6.0,6.0,12.0,2.0,12.5,12.5,25.0,2.0,11.0,0.0,0.0,-13.0,-6.5,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,,0.0,
Brethren,1,4.0,4.0,4.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-2.0,-2.0,7,4.0,3.0,28.0,7,7.571428571428571,6.0,53.0,4.0,14.0,3.0,0.42857142857142855,-25.0,-3.571428571428571,2.0,1.5,1.5,3.0,2.0,11.5,11.5,23.0,2.0,7.0,0.0,0.0,-20.0,-10.0,5.0,5.0,3.0,25.0,5.0,6.0,3.0,30.0,2.0,7.0,3.0,0.6,-5.0,-1.0
Bridgman,1,1.0,1.0,1.0,1,3.0,3.0,3.0,1.0,0.0,0.0,-2.0,-2.0,1,15.0,15.0,15.0,1,0.0,0.0,0.0,0.0,18.0,1.0,1.0,15.0,15.0,1.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,15.0,15.0,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,,0.0,
Brighton,1,4.0,4.0,4.0,1,5.0,5.0,5.0,1.0,0.0,0.0,-1.0,-1.0,12,3.9166666666666665,3.0,47.0,12,4.083333333333333,3.5,49.0,6.0,37.0,5.0,0.4166666666666667,-2.0,-0.16666666666666652,6.0,4.666666666666667,3.5,28.0,6.0,4.833333333333333,4.5,29.0,4.0,25.0,2.0,0.3333333333333333,-1.0,-0.16666666666666607,6.0,3.1666666666666665,3.0,19.0,6.0,3.3333333333333335,2.0,20.0,2.0,12.0,3.0,0.5,-1.0,-0.16666666666666696
Brighton Charyl Stockwell Prep,2,8.5,8.5,17.0,2,4.5,4.5,9.0,1.0,1.0,0.5,8.0,4.0,15,4.933333333333334,4.0,74.0,15,6.533333333333333,5.0,98.0,10.0,19.0,4.0,0.26666666666666666,-24.0,-1.5999999999999996,6.0,5.166666666666667,4.5,31.0,6.0,6.833333333333333,6.5,41.0,3.0,8.0,2.0,0.3333333333333333,-10.0,-1.666666666666666,9.0,4.777777777777778,3.0,43.0,9.0,6.333333333333333,5.0,57.0,7.0,11.0,2.0,0.2222222222222222,-14.0,-1.5555555555555554
Brimley,1,3.0,3.0,3.0,1,13.0,13.0,13.0,1.0,0.0,0.0,-10.0,-10.0,2,7.5,7.5,15.0,2,3.5,3.5,7.0,1.0,12.0,1.0,0.5,8.0,4.0,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,,0.0,,2.0,7.5,7.5,15.0,2.0,3.5,3.5,7.0,1.0,6.0,1.0,0.5,8.0,4.0
Britton Deerfield,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,0.0,-1.0,-1.0,4,4.0,4.5,16.0,4,8.75,10.0,35.0,3.0,28.0,1.0,0.25,-19.0,-4.75,1.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,1.0,16.0,0.0,0.0,-5.0,-5.0,3.0,4.666666666666667,5.0,14.0,3.0,9.333333333333334,13.0,28.0,2.0,12.0,1.0,0.3333333333333333,-14.0,-4.666666666666667
Bronson,3,6.333333333333333,6.0,19.0,3,5.666666666666667,8.0,17.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666661,7,2.7142857142857144,2.0,19.0,7,8.285714285714286,11.0,58.0,6.0,16.0,1.0,0.14285714285714285,-39.0,-5.571428571428572,5.0,3.2,4.0,16.0,5.0,6.6,5.0,33.0,4.0,6.0,1.0,0.2,-17.0,-3.3999999999999995,2.0,1.5,1.5,3.0,2.0,12.5,12.5,25.0,2.0,10.0,0.0,0.0,-22.0,-11.0
Brooklyn Columbia Central,1,4.0,4.0,4.0,1,7.0,7.0,7.0,1.0,0.0,0.0,-3.0,-3.0,7,3.0,3.0,21.0,7,6.857142857142857,7.0,48.0,6.0,17.0,1.0,0.14285714285714285,-27.0,-3.8571428571428568,3.0,3.0,2.0,9.0,3.0,10.0,10.0,30.0,3.0,9.0,0.0,0.0,-21.0,-7.0,4.0,3.0,3.0,12.0,4.0,4.5,4.5,18.0,3.0,8.0,1.0,0.25,-6.0,-1.5
Brown City,2,4.5,4.5,9.0,2,2.5,2.5,5.0,1.0,1.0,0.5,4.0,2.0,10,5.3,3.5,53.0,10,5.6,5.5,56.0,6.0,12.0,4.0,0.4,-3.0,-0.2999999999999998,2.0,4.5,4.5,9.0,2.0,10.0,10.0,20.0,2.0,6.0,0.0,0.0,-11.0,-5.5,8.0,5.5,3.0,44.0,8.0,4.5,3.5,36.0,4.0,6.0,4.0,0.5,8.0,1.0
Brownstown Woodhaven,5,6.2,6.0,31.0,5,2.8,2.0,14.0,1.0,4.0,0.8,17.0,3.4000000000000004,7,6.0,5.0,42.0,7,2.142857142857143,1.0,15.0,2.0,34.0,5.0,0.7142857142857143,27.0,3.857142857142857,5.0,5.0,5.0,25.0,5.0,3.0,3.0,15.0,2.0,21.0,3.0,0.6,10.0,2.0,2.0,8.5,8.5,17.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,17.0,8.5
Buchanan,6,6.833333333333333,8.5,41.0,6,1.0,0.5,6.0,1.0,5.0,0.8333333333333334,35.0,5.833333333333333,0,,,0.0,0,,,0.0,0.0,27.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,13.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,14.0,0.0,,0.0,
Buckley,1,1.0,1.0,1.0,1,16.0,16.0,16.0,1.0,0.0,0.0,-15.0,-15.0,3,1.6666666666666667,0.0,5.0,3,18.333333333333332,17.0,55.0,3.0,10.0,0.0,0.0,-50.0,-16.666666666666664,3.0,1.6666666666666667,0.0,5.0,3.0,18.333333333333332,17.0,55.0,3.0,2.0,0.0,0.0,-50.0,-16.666666666666664,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,,0.0,
Burr Oak,1,0.0,0.0,0.0,1,16.0,16.0,16.0,1.0,0.0,0.0,-16.0,-16.0,4,10.75,11.5,43.0,4,3.75,4.0,15.0,1.0,20.0,3.0,0.75,28.0,7.0,3.0,11.0,13.0,33.0,3.0,3.0,4.0,9.0,1.0,7.0,2.0,0.6666666666666666,24.0,8.0,1.0,10.0,10.0,10.0,1.0,6.0,6.0,6.0,0.0,13.0,1.0,1.0,4.0,4.0
Burton Atherton,1,1.0,1.0,1.0,1,23.0,23.0,23.0,1.0,0.0,0.0,-22.0,-22.0,4,2.5,1.0,10.0,4,9.75,11.0,39.0,3.0,12.0,1.0,0.25,-29.0,-7.25,2.0,0.5,0.5,1.0,2.0,13.0,13.0,26.0,2.0,5.0,0.0,0.0,-25.0,-12.5,2.0,4.5,4.5,9.0,2.0,6.5,6.5,13.0,1.0,7.0,1.0,0.5,-4.0,-2.0
Burton Bendle,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-10.0,-10.0,0,,,0.0,0,,,0.0,0.0,16.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,10.0,0.0,,0.0,
Burton Bentley,4,5.5,5.5,22.0,4,2.0,2.0,8.0,2.0,2.0,0.5,14.0,3.5,4,7.0,7.0,28.0,4,7.0,7.0,28.0,2.0,38.0,2.0,0.5,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,20.0,0.0,,0.0,,4.0,7.0,7.0,28.0,4.0,7.0,7.0,28.0,2.0,18.0,2.0,0.5,0.0,0.0
Byron,1,8.0,8.0,8.0,1,18.0,18.0,18.0,1.0,0.0,0.0,-10.0,-10.0,26,6.8076923076923075,6.0,177.0,26,6.115384615384615,6.0,159.0,12.0,9.0,14.0,0.5384615384615384,18.0,0.6923076923076925,16.0,5.8125,6.0,93.0,16.0,6.4375,6.0,103.0,8.0,5.0,8.0,0.5,-10.0,-0.625,10.0,8.4,9.5,84.0,10.0,5.6,6.0,56.0,4.0,4.0,6.0,0.6,28.0,2.8000000000000007
Byron Center,3,5.666666666666667,7.0,17.0,3,3.0,3.0,9.0,1.0,2.0,0.6666666666666666,8.0,2.666666666666667,4,11.0,11.0,44.0,4,3.75,3.0,15.0,1.0,36.0,3.0,0.75,29.0,7.25,2.0,9.0,9.0,18.0,2.0,7.0,7.0,14.0,1.0,18.0,1.0,0.5,4.0,2.0,2.0,13.0,13.0,26.0,2.0,0.5,0.5,1.0,0.0,18.0,2.0,1.0,25.0,12.5
Byron Center Zion Christian,3,8.333333333333334,8.0,25.0,3,5.333333333333333,4.0,16.0,1.0,2.0,0.6666666666666666,9.0,3.000000000000001,25,8.2,8.0,205.0,25,4.68,4.0,117.0,8.0,0.0,17.0,0.68,88.0,3.5199999999999996,13.0,8.615384615384615,9.0,112.0,13.0,3.6153846153846154,3.0,47.0,2.0,0.0,11.0,0.8461538461538461,65.0,5.0,12.0,7.75,3.5,93.0,12.0,5.833333333333333,5.0,70.0,6.0,0.0,6.0,0.5,23.0,1.916666666666667
Cadillac,1,1.0,1.0,1.0,1,11.0,11.0,11.0,1.0,0.0,0.0,-10.0,-10.0,4,1.25,1.0,5.0,4,7.25,6.5,29.0,3.0,21.0,0.0,0.0,-24.0,-6.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,10.0,1.0,12.0,0.0,0.0,-8.0,-4.0,2.0,1.5,1.5,3.0,2.0,9.5,9.5,19.0,2.0,9.0,0.0,0.0,-16.0,-8.0
Caledonia,2,8.5,8.5,17.0,2,4.0,4.0,8.0,1.0,1.0,0.5,9.0,4.5,2,1.5,1.5,3.0,2,11.0,11.0,22.0,2.0,36.0,0.0,0.0,-19.0,-9.5,0.0,,,0.0,0.0,,,0.0,0.0,20.0,0.0,,0.0,,2.0,1.5,1.5,3.0,2.0,11.0,11.0,22.0,2.0,16.0,0.0,0.0,-19.0,-9.5
Calumet,1,4.0,4.0,4.0,1,9.0,9.0,9.0,1.0,0.0,0.0,-5.0,-5.0,4,6.75,6.5,27.0,4,11.0,12.0,44.0,4.0,5.0,0.0,0.0,-17.0,-4.25,2.0,3.0,3.0,6.0,2.0,10.0,10.0,20.0,2.0,0.0,0.0,0.0,-14.0,-7.0,2.0,10.5,10.5,21.0,2.0,12.0,12.0,24.0,2.0,5.0,0.0,0.0,-3.0,-1.5
Camden-Frontier,2,7.5,7.5,15.0,2,3.0,3.0,6.0,1.0,1.0,0.5,9.0,4.5,2,5.5,5.5,11.0,2,7.5,7.5,15.0,1.0,21.0,1.0,0.5,-4.0,-2.0,2.0,5.5,5.5,11.0,2.0,7.5,7.5,15.0,1.0,13.0,1.0,0.5,-4.0,-2.0,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,,0.0,
Canton,2,2.0,2.0,4.0,2,4.5,4.5,9.0,1.0,1.0,0.5,-5.0,-2.5,33,5.090909090909091,5.0,168.0,33,5.363636363636363,5.0,177.0,15.0,22.0,17.0,0.5151515151515151,-9.0,-0.2727272727272725,19.0,5.368421052631579,4.0,102.0,19.0,5.315789473684211,5.0,101.0,10.0,15.0,8.0,0.42105263157894735,1.0,0.05263157894736814,14.0,4.714285714285714,5.0,66.0,14.0,5.428571428571429,4.5,76.0,5.0,7.0,9.0,0.6428571428571429,-10.0,-0.7142857142857144
Canton Prep,3,6.666666666666667,6.0,20.0,3,1.6666666666666667,2.0,5.0,1.0,2.0,0.6666666666666666,15.0,5.0,21,5.619047619047619,3.0,118.0,21,5.619047619047619,4.0,118.0,10.0,7.0,11.0,0.5238095238095238,0.0,0.0,9.0,4.0,1.0,36.0,9.0,6.777777777777778,5.0,61.0,4.0,1.0,5.0,0.5555555555555556,-25.0,-2.7777777777777777,12.0,6.833333333333333,4.0,82.0,12.0,4.75,4.0,57.0,6.0,6.0,6.0,0.5,25.0,2.083333333333333
Capac,2,2.5,2.5,5.0,2,7.0,7.0,14.0,1.0,1.0,0.5,-9.0,-4.5,17,6.352941176470588,5.0,108.0,17,6.705882352941177,6.0,114.0,9.0,10.0,7.0,0.4117647058823529,-6.0,-0.35294117647058876,10.0,5.2,3.5,52.0,10.0,7.5,5.5,75.0,6.0,4.0,4.0,0.4,-23.0,-2.3,7.0,8.0,7.0,56.0,7.0,5.571428571428571,6.0,39.0,3.0,6.0,3.0,0.42857142857142855,17.0,2.428571428571429
Carleton Airport,1,0.0,0.0,0.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-8.0,-8.0,10,7.7,4.0,77.0,10,7.2,7.5,72.0,5.0,23.0,5.0,0.5,5.0,0.5,5.0,7.2,4.0,36.0,5.0,7.6,6.0,38.0,3.0,14.0,2.0,0.4,-2.0,-0.39999999999999947,5.0,8.2,4.0,41.0,5.0,6.8,9.0,34.0,2.0,9.0,3.0,0.6,7.0,1.3999999999999995
Caro,1,10.0,10.0,10.0,1,13.0,13.0,13.0,1.0,0.0,0.0,-3.0,-3.0,8,3.625,3.5,29.0,8,8.25,8.5,66.0,6.0,26.0,2.0,0.25,-37.0,-4.625,6.0,4.833333333333333,5.0,29.0,6.0,8.5,8.5,51.0,4.0,16.0,2.0,0.3333333333333333,-22.0,-3.666666666666667,2.0,0.0,0.0,0.0,2.0,7.5,7.5,15.0,2.0,10.0,0.0,0.0,-15.0,-7.5
Carrollton,1,4.0,4.0,4.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-4.0,-4.0,8,2.625,3.0,21.0,8,8.25,8.0,66.0,8.0,10.0,0.0,0.0,-45.0,-5.625,4.0,4.0,3.5,16.0,4.0,9.75,10.0,39.0,4.0,5.0,0.0,0.0,-23.0,-5.75,4.0,1.25,1.0,5.0,4.0,6.75,6.0,27.0,4.0,5.0,0.0,0.0,-22.0,-5.5
Carson City-Crystal,2,3.0,3.0,6.0,2,9.0,9.0,18.0,1.0,1.0,0.5,-12.0,-6.0,6,7.166666666666667,6.0,43.0,6,8.666666666666666,8.5,52.0,4.0,17.0,2.0,0.3333333333333333,-9.0,-1.4999999999999991,3.0,6.333333333333333,6.0,19.0,3.0,4.666666666666667,4.0,14.0,1.0,11.0,2.0,0.6666666666666666,5.0,1.666666666666666,3.0,8.0,4.0,24.0,3.0,12.666666666666666,10.0,38.0,3.0,6.0,0.0,0.0,-14.0,-4.666666666666666
