teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Addison,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,0.0,-15.0,-15.0,5.0,1.4,2.0,7.0,5.0,12.0,12.0,60.0,5.0,18.0,0.0,0.0,-53.0,-10.6,2.0,1.0,1.0,2.0,2.0,11.0,11.0,22.0,2.0,8.0,0.0,0.0,-20.0,-10.0,3.0,1.6666666666666667,2.0,5.0,3.0,12.666666666666666,13.0,38.0,3.0,10.0,0.0,0.0,-33.0,-11.0
Adrian,6,5.833333333333333,6.5,35.0,6,4.5,4.0,27.0,1.0,0.0,5.0,0.8333333333333334,8.0,1.333333333333333,12.0,5.083333333333333,4.5,61.0,12.0,4.0,3.5,48.0,5.0,23.0,7.0,0.5833333333333334,13.0,1.083333333333333,6.0,5.666666666666667,5.5,34.0,6.0,5.333333333333333,4.0,32.0,2.0,17.0,4.0,0.6666666666666666,2.0,0.3333333333333339,6.0,4.5,3.0,27.0,6.0,2.6666666666666665,2.5,16.0,3.0,6.0,3.0,0.5,11.0,1.8333333333333335
Adrian Lenawee Christian,2,3.0,3.0,6.0,2,3.0,3.0,6.0,1.0,0.0,1.0,0.5,0.0,0.0,3.0,0.6666666666666666,1.0,2.0,3.0,7.666666666666667,6.0,23.0,3.0,2.0,0.0,0.0,-21.0,-7.0,,,,,,,,,,,,,,,3.0,0.6666666666666666,1.0,2.0,3.0,7.666666666666667,6.0,23.0,3.0,2.0,0.0,0.0,-21.0,-7.0
Adrian Madison,3,5.0,5.0,15.0,3,4.666666666666667,4.0,14.0,1.0,0.0,2.0,0.6666666666666666,1.0,0.33333333333333304,5.0,7.8,7.0,39.0,5.0,4.8,3.0,24.0,1.0,21.0,4.0,0.8,15.0,3.0,4.0,7.0,6.5,28.0,4.0,5.25,3.5,21.0,1.0,16.0,3.0,0.75,7.0,1.75,1.0,11.0,11.0,11.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,1.0,8.0,8.0
Akron-Fairgrove,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,0.0,-15.0,-15.0,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,
Alanson ,4,5.75,4.5,23.0,4,1.25,1.0,5.0,1.0,0.0,3.0,0.75,18.0,4.5,2.0,0.5,0.5,1.0,2.0,13.5,13.5,27.0,2.0,12.0,0.0,0.0,-26.0,-13.0,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,,0.0,,2.0,0.5,0.5,1.0,2.0,13.5,13.5,27.0,2.0,5.0,0.0,0.0,-26.0,-13.0
Algonac,1,0.0,0.0,0.0,1,5.0,5.0,5.0,1.0,0.0,0.0,0.0,-5.0,-5.0,35.0,4.685714285714286,3.0,164.0,35.0,7.085714285714285,6.0,248.0,20.0,10.0,15.0,0.42857142857142855,-84.0,-2.3999999999999995,20.0,5.4,4.0,108.0,20.0,6.4,5.5,128.0,10.0,1.0,10.0,0.5,-20.0,-1.0,15.0,3.7333333333333334,2.0,56.0,15.0,8.0,7.0,120.0,10.0,9.0,5.0,0.3333333333333333,-64.0,-4.266666666666667
Allegan,1,0.0,0.0,0.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-7.0,-7.0,17.0,3.9411764705882355,3.0,67.0,17.0,9.470588235294118,10.0,161.0,13.0,12.0,4.0,0.23529411764705882,-94.0,-5.529411764705882,7.0,3.4285714285714284,4.0,24.0,7.0,8.428571428571429,9.0,59.0,5.0,8.0,2.0,0.2857142857142857,-35.0,-5.0,10.0,4.3,2.5,43.0,10.0,10.2,11.0,102.0,8.0,4.0,2.0,0.2,-59.0,-5.8999999999999995
Allen Park,4,13.25,10.5,53.0,4,2.25,2.0,9.0,1.0,0.0,3.0,0.75,44.0,11.0,19.0,6.052631578947368,4.0,115.0,19.0,3.1578947368421053,2.0,60.0,2.0,19.0,17.0,0.8947368421052632,55.0,2.894736842105263,12.0,5.333333333333333,4.0,64.0,12.0,2.5833333333333335,2.0,31.0,1.0,8.0,11.0,0.9166666666666666,33.0,2.7499999999999996,7.0,7.285714285714286,6.0,51.0,7.0,4.142857142857143,2.0,29.0,1.0,11.0,6.0,0.8571428571428571,22.0,3.1428571428571423
Allen Park Cabrini,3,8.666666666666666,10.0,26.0,3,0.6666666666666666,0.0,2.0,1.0,0.0,2.0,0.6666666666666666,24.0,7.999999999999999,30.0,5.5,4.5,165.0,30.0,5.966666666666667,5.5,179.0,17.0,8.0,11.0,0.36666666666666664,-14.0,-0.4666666666666668,17.0,5.352941176470588,4.0,91.0,17.0,7.647058823529412,7.0,130.0,11.0,2.0,5.0,0.29411764705882354,-39.0,-2.2941176470588243,13.0,5.6923076923076925,5.0,74.0,13.0,3.769230769230769,3.0,49.0,6.0,6.0,6.0,0.46153846153846156,25.0,1.9230769230769234
Allen Park Inter-City Baptist,2,3.5,3.5,7.0,2,9.0,9.0,18.0,1.0,0.0,1.0,0.5,-11.0,-5.5,6.0,6.666666666666667,6.0,40.0,6.0,6.666666666666667,7.0,40.0,3.0,14.0,3.0,0.5,0.0,0.0,4.0,7.5,7.5,30.0,4.0,8.25,8.0,33.0,2.0,11.0,2.0,0.5,-3.0,-0.75,2.0,5.0,5.0,10.0,2.0,3.5,3.5,7.0,1.0,3.0,1.0,0.5,3.0,1.5
Allendale,2,6.0,6.0,12.0,2,3.0,3.0,6.0,1.0,0.0,1.0,0.5,6.0,3.0,4.0,4.0,4.0,16.0,4.0,9.25,9.5,37.0,4.0,26.0,0.0,0.0,-21.0,-5.25,0.0,,,0.0,0.0,,,0.0,0.0,21.0,0.0,,0.0,,4.0,4.0,4.0,16.0,4.0,9.25,9.5,37.0,4.0,5.0,0.0,0.0,-21.0,-5.25
Alma,1,0.0,0.0,0.0,1,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,4.0,7.25,7.5,29.0,4.0,5.25,2.0,21.0,1.0,18.0,3.0,0.75,8.0,2.0,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,,4.0,7.25,7.5,29.0,4.0,5.25,2.0,21.0,1.0,6.0,3.0,0.75,8.0,2.0
Almont,4,4.5,5.0,18.0,4,1.0,1.0,4.0,1.0,0.0,3.0,0.75,14.0,3.5,12.0,7.5,5.5,90.0,12.0,2.25,2.0,27.0,3.0,24.0,9.0,0.75,63.0,5.25,8.0,6.875,5.0,55.0,8.0,2.625,2.0,21.0,3.0,14.0,5.0,0.625,34.0,4.25,4.0,8.75,8.5,35.0,4.0,1.5,2.0,6.0,0.0,10.0,4.0,1.0,29.0,7.25
Alpena,1,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,12.0,3.6666666666666665,2.0,44.0,12.0,4.416666666666667,3.5,53.0,6.0,8.0,6.0,0.5,-9.0,-0.7500000000000004,6.0,3.8333333333333335,2.0,23.0,6.0,4.166666666666667,3.5,25.0,3.0,4.0,3.0,0.5,-2.0,-0.3333333333333335,6.0,3.5,2.0,21.0,6.0,4.666666666666667,3.5,28.0,3.0,4.0,3.0,0.5,-7.0,-1.166666666666667
Ann Arbor Father Gabriel Richard,3,3.0,1.0,9.0,3,2.3333333333333335,2.0,7.0,1.0,0.0,2.0,0.6666666666666666,2.0,0.6666666666666665,36.0,4.805555555555555,5.0,173.0,36.0,4.666666666666667,4.0,168.0,16.0,2.0,20.0,0.5555555555555556,5.0,0.1388888888888884,14.0,3.4285714285714284,3.0,48.0,14.0,5.857142857142857,5.5,82.0,8.0,0.0,6.0,0.42857142857142855,-34.0,-2.4285714285714284,22.0,5.681818181818182,5.5,125.0,22.0,3.909090909090909,3.0,86.0,8.0,2.0,14.0,0.6363636363636364,39.0,1.7727272727272725
Ann Arbor Greenhills,1,0.0,0.0,0.0,1,5.0,5.0,5.0,1.0,0.0,0.0,0.0,-5.0,-5.0,6.0,1.1666666666666667,1.0,7.0,6.0,12.0,12.5,72.0,6.0,16.0,0.0,0.0,-65.0,-10.833333333333334,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,10.0,0.0,0.0,-6.0,-6.0,5.0,1.2,1.0,6.0,5.0,13.0,15.0,65.0,5.0,6.0,0.0,0.0,-59.0,-11.8
Ann Arbor Huron,2,5.5,5.5,11.0,2,6.0,6.0,12.0,1.0,0.0,1.0,0.5,-1.0,-0.5,15.0,5.133333333333334,4.0,77.0,15.0,7.133333333333334,7.0,107.0,10.0,30.0,5.0,0.3333333333333333,-30.0,-2.0,8.0,6.125,6.0,49.0,8.0,5.25,6.0,42.0,5.0,21.0,3.0,0.375,7.0,0.875,7.0,4.0,2.0,28.0,7.0,9.285714285714286,10.0,65.0,5.0,9.0,2.0,0.2857142857142857,-37.0,-5.2857142857142865
Ann Arbor Pioneer,3,3.6666666666666665,5.0,11.0,3,5.666666666666667,4.0,17.0,1.0,0.0,2.0,0.6666666666666666,-6.0,-2.0000000000000004,11.0,5.454545454545454,5.0,60.0,11.0,7.0,6.0,77.0,7.0,21.0,4.0,0.36363636363636365,-17.0,-1.5454545454545459,5.0,7.0,6.0,35.0,5.0,5.4,3.0,27.0,2.0,10.0,3.0,0.6,8.0,1.5999999999999996,6.0,4.166666666666667,4.5,25.0,6.0,8.333333333333334,8.5,50.0,5.0,11.0,1.0,0.16666666666666666,-25.0,-4.166666666666667
Ann Arbor Skyline,2,4.5,4.5,9.0,2,5.0,5.0,10.0,1.0,0.0,1.0,0.5,-1.0,-0.5,15.0,3.1333333333333333,3.0,47.0,15.0,7.2,7.0,108.0,11.0,33.0,4.0,0.26666666666666666,-61.0,-4.066666666666666,6.0,3.6666666666666665,3.0,22.0,6.0,8.0,7.5,48.0,4.0,18.0,2.0,0.3333333333333333,-26.0,-4.333333333333334,9.0,2.7777777777777777,2.0,25.0,9.0,6.666666666666667,4.0,60.0,7.0,15.0,2.0,0.2222222222222222,-35.0,-3.8888888888888893
Armada,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,20.0,6.6,7.0,132.0,20.0,4.15,3.0,83.0,6.0,11.0,14.0,0.7,49.0,2.4499999999999993,12.0,7.0,7.5,84.0,12.0,4.5,3.0,54.0,4.0,8.0,8.0,0.6666666666666666,30.0,2.5,8.0,6.0,5.5,48.0,8.0,3.625,4.0,29.0,2.0,3.0,6.0,0.75,19.0,2.375
Ashley,1,0.0,0.0,0.0,1,8.0,8.0,8.0,1.0,0.0,0.0,0.0,-8.0,-8.0,26.0,2.3461538461538463,2.0,61.0,26.0,10.0,11.0,260.0,24.0,2.0,1.0,0.038461538461538464,-199.0,-7.653846153846153,14.0,2.357142857142857,2.0,33.0,14.0,10.5,12.0,147.0,13.0,1.0,0.0,0.0,-114.0,-8.142857142857142,12.0,2.3333333333333335,2.0,28.0,12.0,9.416666666666666,11.0,113.0,11.0,1.0,1.0,0.08333333333333333,-85.0,-7.083333333333332
Athens,1,2.0,2.0,2.0,1,11.0,11.0,11.0,1.0,0.0,0.0,0.0,-9.0,-9.0,4.0,5.25,2.0,21.0,4.0,6.75,6.5,27.0,3.0,18.0,1.0,0.25,-6.0,-1.5,2.0,1.5,1.5,3.0,2.0,6.5,6.5,13.0,2.0,10.0,0.0,0.0,-10.0,-5.0,2.0,9.0,9.0,18.0,2.0,7.0,7.0,14.0,1.0,8.0,1.0,0.5,4.0,2.0
Atlanta,1,3.0,3.0,3.0,1,13.0,13.0,13.0,1.0,0.0,0.0,0.0,-10.0,-10.0,3.0,4.0,5.0,12.0,3.0,6.666666666666667,4.0,20.0,1.0,16.0,2.0,0.6666666666666666,-8.0,-2.666666666666667,2.0,5.0,5.0,10.0,2.0,4.0,4.0,8.0,0.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,12.0,12.0,12.0,1.0,9.0,0.0,0.0,-10.0,-10.0
AuGres-Sims,4,5.5,5.5,22.0,4,8.0,8.0,32.0,2.0,0.0,2.0,0.5,-10.0,-2.5,20.0,5.6,5.5,112.0,20.0,8.4,7.0,168.0,10.0,16.0,10.0,0.5,-56.0,-2.8000000000000007,10.0,7.6,6.0,76.0,10.0,6.2,5.0,62.0,2.0,12.0,8.0,0.8,14.0,1.3999999999999995,10.0,3.6,2.0,36.0,10.0,10.6,13.0,106.0,8.0,4.0,2.0,0.2,-70.0,-7.0
Auburn Hills Avondale,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,0.0,0.0,-10.0,-10.0,34.0,6.4411764705882355,7.0,219.0,34.0,5.5,5.5,187.0,14.0,3.0,20.0,0.5882352941176471,32.0,0.9411764705882355,17.0,7.294117647058823,8.0,124.0,17.0,5.588235294117647,3.0,95.0,5.0,2.0,12.0,0.7058823529411765,29.0,1.7058823529411766,17.0,5.588235294117647,5.0,95.0,17.0,5.411764705882353,6.0,92.0,9.0,1.0,8.0,0.47058823529411764,3.0,0.1764705882352935
Auburn Hills Oakland Christian,2,2.5,2.5,5.0,2,4.0,4.0,8.0,1.0,0.0,1.0,0.5,-3.0,-1.5,22.0,5.136363636363637,2.0,113.0,22.0,5.636363636363637,4.5,124.0,12.0,12.0,10.0,0.45454545454545453,-11.0,-0.5,11.0,7.454545454545454,10.0,82.0,11.0,5.363636363636363,5.0,59.0,5.0,5.0,6.0,0.5454545454545454,23.0,2.090909090909091,11.0,2.8181818181818183,2.0,31.0,11.0,5.909090909090909,4.0,65.0,7.0,7.0,4.0,0.36363636363636365,-34.0,-3.090909090909091
Bad Axe,1,1.0,1.0,1.0,1,15.0,15.0,15.0,1.0,0.0,0.0,0.0,-14.0,-14.0,27.0,5.666666666666667,5.0,153.0,27.0,4.037037037037037,4.0,109.0,11.0,9.0,16.0,0.5925925925925926,44.0,1.6296296296296298,14.0,7.285714285714286,6.0,102.0,14.0,3.0714285714285716,2.5,43.0,4.0,2.0,10.0,0.7142857142857143,59.0,4.2142857142857135,13.0,3.923076923076923,3.0,51.0,13.0,5.076923076923077,5.0,66.0,7.0,7.0,6.0,0.46153846153846156,-15.0,-1.1538461538461537
Baldwin,1,0.0,0.0,0.0,1,7.0,7.0,7.0,1.0,0.0,0.0,0.0,-7.0,-7.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,11.0,0.0,0.0,-4.0,-2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,7.0,0.0,0.0,-4.0,-2.0,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,,0.0,
Bangor,2,1.5,1.5,3.0,2,3.0,3.0,6.0,1.0,0.0,1.0,0.5,-3.0,-1.5,1.0,2.0,2.0,2.0,1.0,12.0,12.0,12.0,1.0,23.0,0.0,0.0,-10.0,-10.0,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,,0.0,,1.0,2.0,2.0,2.0,1.0,12.0,12.0,12.0,1.0,11.0,0.0,0.0,-10.0,-10.0
Bark River-Harris,2,5.5,5.5,11.0,2,3.5,3.5,7.0,1.0,0.0,1.0,0.5,4.0,2.0,2.0,4.0,4.0,8.0,2.0,14.0,14.0,28.0,2.0,12.0,0.0,0.0,-20.0,-10.0,1.0,3.0,3.0,3.0,1.0,14.0,14.0,14.0,1.0,6.0,0.0,0.0,-11.0,-11.0,1.0,5.0,5.0,5.0,1.0,14.0,14.0,14.0,1.0,6.0,0.0,0.0,-9.0,-9.0
Bath,2,8.5,8.5,17.0,2,6.5,6.5,13.0,1.0,0.0,1.0,0.5,4.0,2.0,8.0,3.875,2.0,31.0,8.0,3.0,3.0,24.0,5.0,15.0,3.0,0.375,7.0,0.875,8.0,3.875,2.0,31.0,8.0,3.0,3.0,24.0,5.0,5.0,3.0,0.375,7.0,0.875,0.0,,,0.0,0.0,,,0.0,0.0,10.0,0.0,,0.0,
Battle Creek Central,1,1.0,1.0,1.0,1,9.0,9.0,9.0,1.0,0.0,0.0,0.0,-8.0,-8.0,5.0,1.8,2.0,9.0,5.0,13.6,13.0,68.0,5.0,3.0,0.0,0.0,-59.0,-11.799999999999999,3.0,2.3333333333333335,2.0,7.0,3.0,13.333333333333334,13.0,40.0,3.0,0.0,0.0,0.0,-33.0,-11.0,2.0,1.0,1.0,2.0,2.0,14.0,14.0,28.0,2.0,3.0,0.0,0.0,-26.0,-13.0
Battle Creek Harper Creek,2,3.0,3.0,6.0,2,2.0,2.0,4.0,1.0,0.0,1.0,0.5,2.0,1.0,3.0,3.0,4.0,9.0,3.0,7.0,5.0,21.0,3.0,16.0,0.0,0.0,-12.0,-4.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,8.0,0.0,0.0,-10.0,-10.0,2.0,4.0,4.0,8.0,2.0,5.0,5.0,10.0,2.0,8.0,0.0,0.0,-2.0,-1.0
Battle Creek Lakeview,1,2.0,2.0,2.0,1,4.0,4.0,4.0,1.0,0.0,0.0,0.0,-2.0,-2.0,9.0,7.555555555555555,8.0,68.0,9.0,3.888888888888889,3.0,35.0,3.0,31.0,6.0,0.6666666666666666,33.0,3.6666666666666665,3.0,6.0,6.0,18.0,3.0,6.666666666666667,7.0,20.0,2.0,19.0,1.0,0.3333333333333333,-2.0,-0.666666666666667,6.0,8.333333333333334,8.0,50.0,6.0,2.5,3.0,15.0,1.0,12.0,5.0,0.8333333333333334,35.0,5.833333333333334
Battle Creek Pennfield,2,3.5,3.5,7.0,2,3.0,3.0,6.0,1.0,0.0,1.0,0.5,1.0,0.5,6.0,5.5,4.0,33.0,6.0,4.0,5.0,24.0,4.0,24.0,2.0,0.3333333333333333,9.0,1.5,1.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,15.0,15.0,5.0,3.6,4.0,18.0,5.0,4.8,5.0,24.0,4.0,13.0,1.0,0.2,-6.0,-1.1999999999999997
Battle Creek St Philip,4,6.0,6.0,24.0,4,3.5,3.5,14.0,2.0,0.0,2.0,0.5,10.0,2.5,2.0,6.0,6.0,12.0,2.0,9.0,9.0,18.0,2.0,32.0,0.0,0.0,-6.0,-3.0,2.0,6.0,6.0,12.0,2.0,9.0,9.0,18.0,2.0,18.0,0.0,0.0,-6.0,-3.0,0.0,,,0.0,0.0,,,0.0,0.0,14.0,0.0,,0.0,
Bay City All Saints,4,3.75,3.5,15.0,4,0.75,1.0,3.0,1.0,0.0,3.0,0.75,12.0,3.0,5.0,4.2,3.0,21.0,5.0,6.4,5.0,32.0,4.0,16.0,1.0,0.2,-11.0,-2.2,5.0,4.2,3.0,21.0,5.0,6.4,5.0,32.0,4.0,12.0,1.0,0.2,-11.0,-2.2,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,,0.0,
Bay City Central,1,2.0,2.0,2.0,1,3.0,3.0,3.0,1.0,0.0,0.0,0.0,-1.0,-1.0,25.0,6.0,4.0,150.0,25.0,2.12,2.0,53.0,6.0,5.0,19.0,0.76,97.0,3.88,19.0,6.473684210526316,5.0,123.0,19.0,2.210526315789474,2.0,42.0,3.0,1.0,16.0,0.8421052631578947,81.0,4.2631578947368425,6.0,4.5,3.0,27.0,6.0,1.8333333333333333,2.0,11.0,3.0,4.0,3.0,0.5,16.0,2.666666666666667
Bay City John Glenn,1,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,7.0,4.428571428571429,3.0,31.0,7.0,5.857142857142857,4.0,41.0,5.0,22.0,2.0,0.2857142857142857,-10.0,-1.428571428571428,5.0,4.0,3.0,20.0,5.0,6.2,4.0,31.0,4.0,12.0,1.0,0.2,-11.0,-2.2,2.0,5.5,5.5,11.0,2.0,5.0,5.0,10.0,1.0,10.0,1.0,0.5,1.0,0.5
Bay City Western,4,4.25,4.5,17.0,4,2.25,2.0,9.0,1.0,0.0,3.0,0.75,8.0,2.0,30.0,8.833333333333334,8.0,265.0,30.0,2.8666666666666667,2.0,86.0,4.0,6.0,26.0,0.8666666666666667,179.0,5.966666666666667,22.0,9.181818181818182,8.5,202.0,22.0,3.0,1.5,66.0,3.0,3.0,19.0,0.8636363636363636,136.0,6.181818181818182,8.0,7.875,7.0,63.0,8.0,2.5,2.0,20.0,1.0,3.0,7.0,0.875,43.0,5.375
Beal City,4,11.25,13.5,45.0,4,3.5,4.0,14.0,1.0,0.0,3.0,0.75,31.0,7.75,6.0,3.6666666666666665,4.0,22.0,6.0,4.0,2.5,24.0,3.0,14.0,3.0,0.5,-2.0,-0.3333333333333335,2.0,4.5,4.5,9.0,2.0,4.5,4.5,9.0,1.0,8.0,1.0,0.5,0.0,0.0,4.0,3.25,3.5,13.0,4.0,3.75,2.5,15.0,2.0,6.0,2.0,0.5,-2.0,-0.5
Beaverton,2,9.0,9.0,18.0,2,9.5,9.5,19.0,1.0,0.0,1.0,0.5,-1.0,-0.5,7.0,5.714285714285714,6.0,40.0,7.0,4.714285714285714,4.0,33.0,3.0,13.0,3.0,0.42857142857142855,7.0,1.0,2.0,6.5,6.5,13.0,2.0,3.0,3.0,6.0,0.0,9.0,2.0,1.0,7.0,3.5,5.0,5.4,6.0,27.0,5.0,5.4,4.0,27.0,3.0,4.0,1.0,0.2,0.0,0.0
Belding,2,6.5,6.5,13.0,2,7.0,7.0,14.0,1.0,0.0,1.0,0.5,-1.0,-0.5,2.0,3.0,3.0,6.0,2.0,6.5,6.5,13.0,1.0,13.0,1.0,0.5,-7.0,-3.5,2.0,3.0,3.0,6.0,2.0,6.5,6.5,13.0,1.0,0.0,1.0,0.5,-7.0,-3.5,0.0,,,0.0,0.0,,,0.0,0.0,13.0,0.0,,0.0,
Bellaire,6,6.333333333333333,3.0,38.0,6,1.0,0.0,6.0,2.0,0.0,4.0,0.6666666666666666,32.0,5.333333333333333,4.0,2.0,2.0,8.0,4.0,9.0,9.0,36.0,4.0,18.0,0.0,0.0,-28.0,-7.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,4.0,2.0,2.0,8.0,4.0,9.0,9.0,36.0,4.0,16.0,0.0,0.0,-28.0,-7.0
Belleville,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,7.0,8.571428571428571,7.0,60.0,7.0,3.5714285714285716,2.0,25.0,1.0,31.0,6.0,0.8571428571428571,35.0,5.0,2.0,5.5,5.5,11.0,2.0,3.0,3.0,6.0,0.0,9.0,2.0,1.0,5.0,2.5,5.0,9.8,10.0,49.0,5.0,3.8,2.0,19.0,1.0,22.0,4.0,0.8,30.0,6.000000000000001
Bellevue,1,1.0,1.0,1.0,1,19.0,19.0,19.0,1.0,0.0,0.0,0.0,-18.0,-18.0,6.0,4.166666666666667,3.5,25.0,6.0,9.166666666666666,8.5,55.0,4.0,17.0,2.0,0.3333333333333333,-30.0,-4.999999999999999,4.0,4.5,4.5,18.0,4.0,7.5,6.5,30.0,2.0,12.0,2.0,0.5,-12.0,-3.0,2.0,3.5,3.5,7.0,2.0,12.5,12.5,25.0,2.0,5.0,0.0,0.0,-18.0,-9.0
Benton Harbor,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,5.0,1.6,2.0,8.0,5.0,10.4,13.0,52.0,5.0,35.0,0.0,0.0,-44.0,-8.8,2.0,2.0,2.0,4.0,2.0,13.0,13.0,26.0,2.0,22.0,0.0,0.0,-22.0,-11.0,3.0,1.3333333333333333,1.0,4.0,3.0,8.666666666666666,7.0,26.0,3.0,13.0,0.0,0.0,-22.0,-7.333333333333333
Benzie Central,2,6.5,6.5,13.0,2,6.0,6.0,12.0,1.0,0.0,1.0,0.5,1.0,0.5,8.0,7.5,5.0,60.0,8.0,6.125,6.5,49.0,4.0,15.0,4.0,0.5,11.0,1.375,7.0,8.428571428571429,8.0,59.0,7.0,5.714285714285714,6.0,40.0,3.0,6.0,4.0,0.5714285714285714,19.0,2.7142857142857144,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,0.0,0.0,-8.0,-8.0
Berkley,1,2.0,2.0,2.0,1,3.0,3.0,3.0,1.0,0.0,0.0,0.0,-1.0,-1.0,20.0,5.9,6.0,118.0,20.0,7.0,7.0,140.0,13.0,9.0,6.0,0.3,-22.0,-1.0999999999999996,11.0,6.090909090909091,6.0,67.0,11.0,8.818181818181818,8.0,97.0,7.0,2.0,3.0,0.2727272727272727,-30.0,-2.7272727272727275,9.0,5.666666666666667,3.0,51.0,9.0,4.777777777777778,3.0,43.0,6.0,7.0,3.0,0.3333333333333333,8.0,0.8888888888888893
Berrien Springs,2,4.0,4.0,8.0,2,4.5,4.5,9.0,1.0,0.0,1.0,0.5,-1.0,-0.5,17.0,2.6470588235294117,2.0,45.0,17.0,7.529411764705882,5.0,128.0,13.0,14.0,3.0,0.17647058823529413,-83.0,-4.882352941176471,10.0,2.6,3.0,26.0,10.0,7.7,7.0,77.0,7.0,8.0,2.0,0.2,-51.0,-5.1,7.0,2.7142857142857144,1.0,19.0,7.0,7.285714285714286,5.0,51.0,6.0,6.0,1.0,0.14285714285714285,-32.0,-4.571428571428571
Big Rapids,1,0.0,0.0,0.0,1,14.0,14.0,14.0,1.0,0.0,0.0,0.0,-14.0,-14.0,7.0,2.2857142857142856,2.0,16.0,7.0,7.428571428571429,7.0,52.0,7.0,15.0,0.0,0.0,-36.0,-5.142857142857143,2.0,3.5,3.5,7.0,2.0,9.0,9.0,18.0,2.0,8.0,0.0,0.0,-11.0,-5.5,5.0,1.8,2.0,9.0,5.0,6.8,7.0,34.0,5.0,7.0,0.0,0.0,-25.0,-5.0
Big Rapids Crossroads Academy,1,1.0,1.0,1.0,1,16.0,16.0,16.0,1.0,0.0,0.0,0.0,-15.0,-15.0,3.0,10.333333333333334,10.0,31.0,3.0,13.666666666666666,13.0,41.0,2.0,28.0,1.0,0.3333333333333333,-10.0,-3.333333333333332,3.0,10.333333333333334,10.0,31.0,3.0,13.666666666666666,13.0,41.0,2.0,12.0,1.0,0.3333333333333333,-10.0,-3.333333333333332,0.0,,,0.0,0.0,,,0.0,0.0,16.0,0.0,,0.0,
Birch Run,5,4.0,4.0,20.0,5,3.0,2.0,15.0,1.0,0.0,4.0,0.8,5.0,1.0,27.0,7.2592592592592595,7.0,196.0,27.0,3.6666666666666665,3.0,99.0,7.0,8.0,20.0,0.7407407407407407,97.0,3.592592592592593,16.0,6.6875,7.0,107.0,16.0,3.5,3.0,56.0,3.0,5.0,13.0,0.8125,51.0,3.1875,11.0,8.090909090909092,6.0,89.0,11.0,3.909090909090909,4.0,43.0,4.0,3.0,7.0,0.6363636363636364,46.0,4.1818181818181825
