,203,Alma HS,,,,
,204,Grant HS,,,,
,205,Newaygo HS,,,,
,206,Comstock Park HS,,,,
,207,Grand Rapids West Catholic HS,,,,
,208,Coopersville HS,,,,
,209,Belding HS,,,,
,210,St Johns HS,,,,
,211,Portland HS,,,,
,212,Zeeland East HS,,,,
,213,Holland Christian HS,,,,
,214,South Haven HS,,,,
,215,Wyoming Kelloggsville HS,,,,
,216,Hudsonville Unity Christian HS,,,,
,217,Wyoming Godwin Heights HS,,,,
,218,Hopkins HS,,,,
,219,Wayland HS,,,,
,220,Otsego HS,,,,
,221,East Grand Rapids HS,,,,
,222,Hastings HS,,,,
,223,Middleville Thornapple Kellogg HS,,,,
,224,Stevensville Lakeshore HS,,,,
,225,Dowagiac HS,,,,
,226,Edwardsburg HS,,,,
,227,Parchment HS,,,,
,228,Paw Paw HS,,,,
,229,Three Rivers HS,,,,
,230,Marshall HS,,,,
,231,Battle Creek Pennfield HS,,,,
,232,Olivet HS,,,,
,233,Richland Gull Lake HS,,,,
,234,Lansing Sexton HS,,,,
,235,Eaton Rapids HS,,,,
,236,Lansing Eastern HS,,,,
,237,Parma Western HS,,,,
,238,Adrian HS,,,,
,239,Tecumseh HS,,,,
,240,Ann Arbor Father Gabriel Richard HS,,,,
,241,Pinckney HS,,,,
,242,Dundee HS,,,,
,243,Monroe Jefferson HS,,,,
,244,Flat Rock HS,,,,
,245,New Boston Huron HS,,,,
,246,Garden City HS,,,,
,247,Dearborn Henry Ford Academy HS,,,,
,248,Dearborn Heights Annapolis HS,,,,
,249,Redford Union HS,,,,
,250,Detroit Communication Media Arts HS,,,,
,251,Detroit Henry Ford HS,,,,
,252,Riverview HS,,,,
,253,Trenton HS,,,,
,254,Detroit Martin Luther King HS,,,,
,255,Harper Woods Chandler Park HS,,,,
,256,Detroit Country Day HS,,,,
,257,Bloomfield Hills Cranbrook Kingswood HS,,,,
,258,Pontiac Notre Dame Prep HS,,,,
,259,Marine City HS,,,,
,260,St Clair HS,,,,
,261,Marysville HS,,,,
,262,Imlay City HS,,,,
,263,Yale HS,,,,
,264,North Branch HS,,,,
,265,Carrollton HS,,,,
,266,Saginaw Arthur Hill HS,,,,
,267,Saginaw HS,,,,
,268,Frankenmuth HS,,,,
,269,Clio HS,,,,
,270,Birch Run HS,,,,
,271,Corunna HS,,,,
,272,Owosso HS,,,,
,273,Haslett HS,,,,
,274,Linden HS,,,,
,275,Ortonville Brandon HS,,,,
,276,Lake Fenton HS,,,,
,277,Detroit University Prep HS,,,,
,278,Detroit Mumford HS,,,,
,279,Warren Fitzgerald HS,,,,
,280,Detroit East English HS,,,,
,281,Center Line HS,,,,
,282,Eastpointe HS,,,,
,283,Kingsford HS,,,,
,284,Kingsley HS,,,,
,285,Big Rapids HS,,,,
,286,Freeland HS,,,,
,287,Muskegon Orchard View HS,,,,
,288,Fremont HS,,,,
,289,Sparta HS,,,,
,290,Ionia HS,,,,
,291,Allegan HS,,,,
,292,Grand Rapids West Michigan Aviation Academy HS,,,,
,293,Niles HS,,,,
,294,Plainwell HS,,,,
,295,Battle Creek Harper Creek HS,,,,
,296,Lake Odessa Lakewood HS,,,,
,297,Romulus Summit Academy North HS,,,,
,298,Armada HS,,,,
,299,Flint Hamady HS,,,,
,300,Fowlerville HS,,,,
,301,Chelsea HS,,,,
,302,Buchanan HS,,,,
,303,Detroit Edison HS,,,,
,304,Pewamo-Westphalia HS,,,,
,305,Standish-Sterling HS,,,,
,306,Houghton HS,,,,
,307,Traverse City St Francis HS,,,,
,308,Reed City HS,,,,
,309,Lansing Catholic HS,,,,
,310,Montague HS,,,,
,311,Grand Rapids Covenant Christian HS,,,,
,312,Onsted HS,,,,
,313,Clinton HS,,,,
,314,Hudson HS,,,,
,315,Algonac HS,,,,
,316,Ecorse HS,,,,
,317,Millington HS,,,,
,318,LeRoy Pine River HS,,,,
,319,Watervliet HS,,,,
,320,Laingsburg HS,,,,
,321,Climax-Scotts HS,,,,
,322,Union City HS,,,,
,323,Jackson Lumen Christi HS,,,,
,324,Brighton Charyl Stockwell Prep HS,,,,
,325,Gladstone HS,,,,
,326,Boyne City HS,,,,
,327,Beaverton HS,,,,
,328,Grand Rapids NorthPointe Christian HS,,,,
,329,Hemlock HS,,,,
,330,Ottawa Lake Whiteford HS,,,,
,331,Madison Heights Bishop Foley HS,,,,
,332,Bad Axe HS,,,,
,333,East Jordan HS,,,,
,334,Harbor Springs HS,,,,
,335,Charlevoix HS,,,,
,336,Elk Rapids HS,,,,
,337,Traverse City Christian HS,,,,
,338,Grayling HS,,,,
,339,Benzie Central HS,,,,
,340,McBain HS,,,,
,341,Lake City HS,,,,
,342,Hart HS,,,,
,343,Evart HS,,,,
,344,Mason County Central HS,,,,
,345,Farwell HS,,,,
,346,Houghton Lake HS,,,,
,347,Roscommon HS,,,,
,348,Oscoda HS,,,,
,349,Sanford Meridian HS,,,,
,350,Tawas HS,,,,
,351,Hesperia HS,,,,
,352,North Muskegon HS,,,,
,353,Ravenna HS,,,,
,354,Morley Stanwood HS,,,,
,355,Kent City HS,,,,
,356,Lakeview HS,,,,
,357,Saugatuck HS,,,,
,358,Fennville HS,,,,
,359,Grandville Calvin Christian HS,,,,
,360,Coloma HS,,,,
,361,Bloomingdale HS,,,,
,362,Hartford HS,,,,
,363,Ithaca HS,,,,
,364,Saranac HS,,,,
,365,Ovid-Elsie HS,,,,
,366,Chesaning HS,,,,
,367,Montrose HS,,,,
,368,New Lothrop HS,,,,
,369,Potterville HS,,,,
,370,Springport HS,,,,
,371,Vermontville Maple Valley HS,,,,
,372,Durand HS,,,,
,373,Perry HS,,,,
,374,Bridgman HS,,,,
,375,Lawton HS,,,,
,376,Constantine HS,,,,
,377,Centreville HS,,,,
,378,Schoolcraft HS,,,,
,379,Comstock HS,,,,
,380,Homer HS,,,,
,381,Quincy HS,,,,
,382,Bronson HS,,,,
,383,Hillsdale HS,,,,
,384,Hanover-Horton HS,,,,
,385,Jonesville HS,,,,
,386,Leslie HS,,,,
,387,Michigan Center HS,,,,
,388,Stockbridge HS,,,,
,389,Grass Lake HS,,,,
,390,Manchester HS,,,,
,391,Ann Arbor Greenhills HS,,,,
,392,Adrian Madison HS,,,,
,393,Brooklyn Columbia Central HS,,,,
,394,Sand Creek HS,,,,
,395,Blissfield HS,,,,
,396,Monroe St Mary Catholic Central HS,,,,
,397,Erie Mason HS,,,,
,398,Canton Prep HS,,,,
,399,Taylor Prep HS,,,,
,400,Dearborn Heights Robichaud HS,,,,
,401,Detroit Cristo Rey HS,,,,
,402,Detroit Central HS,,,,
,403,Detroit Loyola HS,,,,
,404,Clawson HS,,,,
,405,Madison Heights Madison HS,,,,
,406,Clinton Township Clintondale HS,,,,
,407,Detroit Osborn HS,,,,
,408,Grosse Pointe Woods University Liggett HS,,,,
,409,Mt Morris HS,,,,
,410,Burton Bentley HS,,,,
,411,Burton Bendle HS,,,,
,412,Reese HS,,,,
,413,Saginaw Valley Lutheran HS,,,,
,414,Vassar HS,,,,
,415,Sandusky HS,,,,
,416,Caro HS,,,,
,417,Cass City HS,,,,
,418,Negaunee HS,,,,
,419,Iron Mountain HS,,,,
,420,Calumet HS,,,,
,421,Eben Junction Superior Central HS,,,,
,422,Newberry HS,,,,
,423,Menominee HS,,,,
,424,New Haven HS,,,,
,425,Brown City HS,,,,
,426,Memphis HS,,,,
,427,Mancelona HS,,,,
,428,Kalkaska HS,,,,
,429,Manton HS,,,,
,430,Manistee HS,,,,
,431,Harrison HS,,,,
,432,Pinconning HS,,,,
,433,Shelby HS,,,,
,434,Central Montcalm HS,,,,
,435,Holland Black River HS,,,,
,436,Bangor HS,,,,
,437,St Louis HS,,,,
,438,St Charles HS,,,,
,439,Delton Kellogg HS,,,,
,440,Bath HS,,,,
,441,Niles Brandywine HS,,,,
,442,Galesburg-Augusta HS,,,,
,443,Napoleon HS,,,,
,444,Ida HS,,,,
,445,Hope of Detroit Academy HS,,,,
,446,Detroit Southeastern HS,,,,
,447,Burton Atherton HS,,,,
,448,Otisville LakeVille Memorial HS,,,,
,449,Elkton-Pigeon-Bay Port Laker HS,,,,
,450,Almont HS,,,,
,451,Riverview Gabriel Richard HS,,,,
,452,Beal City HS,,,,
,453,Whitmore Lake HS,,,,
,454,Rudyard HS,,,,
,455,Johannesburg-Lewiston HS,,,,
,456,Painesdale Jeffers HS,,,,
,457,Maple City Glen Lake HS,,,,
,458,Fowler HS,,,,
,459,Muskegon Catholic Central HS,,,,
,460,Dansville HS,,,,
,461,Britton Deerfield HS,,,,
,462,Gobles HS,,,,
,463,Decatur HS,,,,
,464,Bay City All Saints HS,,,,
,465,Marine City Cardinal Mooney HS,,,,
,466,Royal Oak Shrine Catholic HS,,,,
,467,White Cloud HS,,,,
,468,St Joseph Michigan Lutheran HS,,,,
,469,Colon HS,,,,
,470,Norway HS,,,,
,471,Indian River Inland Lakes HS,,,,
,472,Gaylord St Mary HS,,,,
,473,Alcona HS,,,,
,474,Bear Lake HS,,,,
,475,Portland St Patrick HS,,,,
,476,Breckenridge HS,,,,
,477,Litchfield HS,,,,
,478,Pittsford HS,,,,
,479,Plymouth Christian Academy HS,,,,
,480,Waterford Our Lady of the Lakes HS,,,,
,481,Kingston HS,,,,
,482,Harbor Beach HS,,,,
,483,Lake Leelanau St Mary HS,,,,
,484,Suttons Bay HS,,,,
,485,Buckley HS,,,,
,486,Central Lake HS,,,,
,487,Bellaire HS,,,,
,488,Ellsworth HS,,,,
,489,Rogers City HS,,,,
,490,Atlanta HS,,,,
,491,Onaway HS,,,,
,492,Au Gres-Sims HS,,,,
,493,Hale HS,,,,
,494,Mio HS,,,,
,495,Coleman HS,,,,
,496,Mount Pleasant Sacred Heart HS,,,,
,497,Marion HS,,,,
,498,Holton HS,,,,
,499,Muskegon Western Michigan Christian HS,,,,
,500,Wyoming Tri-unity Christian HS,,,,
,501,Byron Center Zion Christian HS,,,,
,502,Wyoming Potter's House Christian HS,,,,
,503,Morrice HS,,,,
,504,Lansing Christian HS,,,,
,505,Webberville HS,,,,
,506,Blanchard Montabella HS,,,,
,507,Carson City-Crystal HS,,,,
,508,Fulton HS,,,,
,509,Saginaw Nouvel HS,,,,
,510,Ashley HS,,,,
,511,Merrill HS,,,,
,512,Kalamazoo Christian HS,,,,
,513,Kalamazoo Hackett Catholic Prep HS,,,,
,514,Lawrence HS,,,,
,515,Cassopolis HS,,,,
,516,Marcellus HS,,,,
,517,Petersburg Summerfield HS,,,,
,518,Morenci HS,,,,
,519,Addison HS,,,,
,520,Allen Park Cabrini HS,,,,
,521,Allen Park Inter-City Baptist HS,,,,
,522,Taylor Trillium Academy HS,,,,
,523,Bloomfield Hills Roeper HS,,,,
,524,Detroit Davis Aerospace HS,,,,
,525,Sterling Heights Parkway Christian HS,,,,
,526,Auburn Hills Oakland Christian HS,,,,
,527,Clarkston Everest Collegiate HS,,,,
,528,Rochester Hills Lutheran Northwest HS,,,,
,529,Capac HS,,,,
,530,Peck HS,,,,
,531,Dryden HS,,,,
,532,Ironwood HS,,,,
,533,Ontonagon HS,,,,
,534,Lake Linden-Hubbell HS,,,,
,535,Bark River-Harris HS,,,,
,536,Manistique HS,,,,
,537,Powers North Central HS,,,,
,538,Pickford HS,,,,
,539,Brimley HS,,,,
,540,Pellston HS,,,,
,541,Alanson HS,,,,
,542,Harbor Springs Harbor Light Christian HS,,,,
,543,Brethren HS,,,,
,544,Mesick HS,,,,
,545,Manistee Catholic Central HS,,,,
,546,Mason County Eastern HS,,,,
,547,New Buffalo HS,,,,
,548,Three Oaks River Valley HS,,,,
,549,Eau Claire HS,,,,
,550,Mendon HS,,,,
,551,Burr Oak HS,,,,
,552,White Pigeon HS,,,,
,553,Athens HS,,,,
,554,Tekonsha HS,,,,
,555,Bellevue HS,,,,
,556,Concord HS,,,,
,557,East Jackson HS,,,,
,558,Vandercook Lake HS,,,,
,559,Waldron HS,,,,
,560,North Adams-Jerome HS,,,,
,561,Reading HS,,,,
,562,Lutheran Westland HS,,,,
,563,West Bloomfield Frankel Jewish Academy HS,,,,
,564,Westland Huron Valley Lutheran HS,,,,
,565,Genesee Christian HS,,,,
,566,Marlette HS,\,,,
,567,Mayville HS,\,,,
,568,Akron-Fairgrove HS,,,,
,569,Unionville-Sebewaing HS,,,,
,570,Caseville HS,,,,
,571,Kinde North Huron HS,,,,
,572,Ubly HS,\,,,
,573,Carsonville-Port Sanilac HS,,,,
,,,,,,
BB_HS_MI_12_16_1,574,Hancock HS,?,Hancock Driving Park,<umi Park,
BB_HS_MI_12_16_1,575,Wakefield-Marenisco HS,?,No apparent home field,,
BB_HS_MI_12_16_1,576,L'Anse HS,x,,,
BB_HS_MI_12_16_1,577,Crystal Falls Forest Park HS,x,No apparent home field,,
BB_HS_MI_12_16_1,578,Mackinaw City HS,x,,,
BB_HS_MI_12_16_1,579,Boyne Falls HS,?,ptobably the boyne county park,,
BB_HS_MI_12_16_1,580,Hillman HS,x,,,
BB_HS_MI_12_16_1,581,Posen HS,x,,,
BB_MI_HS_12_15_22,582,Whittemore-Prescott HS,?,,,
BB_MI_HS_12_15_22,583,Frankfort HS,?,,,
BB_MI_HS_12_15_22,584,Martin HS,x,,,
BB_MI_HS_12_15_22,585,Vestaburg HS,x,,,
BB_MI_HS_12_15_22,586,Saginaw Michigan Lutheran Seminary HS,?,No apparent home field,,
BB_MI_HS_12_15_22,587,St Joseph Our Lady of the Lake Catholic HS,x,Eaton park ,Muni?,"3475 Lincoln Ave; St Joseph, MI"
BB_MI_HS_12_15_22,588,Kalamazoo Heritage Christian HS,?,,,
BB_MI_HS_12_15_22,589,Camden-Frontier HS,?,,,
BB_MI_HS_12_15_22,590,Adrian Lenawee Christian HS,x,,,
BB_MI_HS_12_15_22,591,Novi Christian Academy HS,x,,,
BB_MI_HS_12_15_22,592,Southfield Christian HS,x,,,
BB_MI_HS_12_15_22,593,New Haven Merritt Academy HS,x,,,
BB_MI_HS_12_15_22,594,Genesee HS,x,,,
BB_MI_HS_12_15_22,595,Deckerville HS,x,,,
BB_MI_HS_12_15_22,596,Fife Lake Forest Area HS,x,,,
