WKT,name,description
"POLYGON ((-84.6343752 42.5124558, -84.6344369 42.5125359, -84.6344691 42.5125734, -84.6344986 42.5126071, -84.6345871 42.5126782, -84.6346381 42.5127158, -84.6346917 42.5127534, -84.6347508 42.512787, -84.6348098 42.5128206, -84.6348795 42.5128443, -84.6349466 42.5128641, -84.6350136 42.5128779, -84.6350753 42.5128838, -84.635247 42.5128918, -84.6353382 42.5128878, -84.6354374 42.5128641, -84.6354964 42.5128384, -84.635593 42.5127949, -84.6356252 42.5127771, -84.6356761 42.5127455, -84.6357271 42.5127079, -84.635778 42.5126782, -84.6358236 42.5126446, -84.6358478 42.512611, -84.6358934 42.5125655, -84.6359282 42.512528, -84.6359524 42.5124864, -84.6359819 42.512439, -84.6360033 42.5123965, -84.635145 42.5118192, -84.6343752 42.5124558))",Fair Ground - 1,
"POLYGON ((-84.635145 42.5118192, -84.6360033 42.5123965, -84.6360248 42.5123352, -84.6360597 42.5122126, -84.6351987 42.5116481, -84.6350673 42.5116501, -84.6342908 42.5122868, -84.6342908 42.5123026, -84.6343176 42.512356, -84.634339 42.5123915, -84.6343752 42.5124558, -84.635145 42.5118192))",Foul Ground - 1,
"POLYGON ((-84.6350135 42.5110331, -84.6342571 42.510517, -84.6342196 42.510606, -84.6342061 42.5106495, -84.6341954 42.5107009, -84.6349719 42.5112179, -84.6350899 42.511214, -84.6357954 42.5106455, -84.6357578 42.5105447, -84.635739 42.5105032, -84.6357203 42.5104755, -84.6350135 42.5110331))",Foul Ground - 2,
"POLYGON ((-84.6350135 42.5110331, -84.6357203 42.5104755, -84.6356666 42.5103924, -84.6356317 42.5103489, -84.6355888 42.5103035, -84.6355593 42.5102778, -84.6355003 42.5102323, -84.6354467 42.5101908, -84.6353903 42.5101532, -84.6353152 42.5101117, -84.6352254 42.5100751, -84.6351557 42.5100534, -84.6350859 42.5100375, -84.635035 42.5100296, -84.634992 42.5100296, -84.6349384 42.5100316, -84.6348713 42.5100415, -84.6348096 42.5100534, -84.6347506 42.5100731, -84.6346836 42.5101008, -84.6346273 42.5101305, -84.6345682 42.5101661, -84.6345226 42.5101957, -84.6344395 42.5102689, -84.6343885 42.5103223, -84.6343376 42.5103737, -84.6343027 42.5104152, -84.6342866 42.5104429, -84.6342571 42.510517, -84.6350135 42.5110331))",Fair Ground - 2,
