WKT,name,description
"POLYGON ((-84.5276463 42.7374459, -84.5277228 42.7383003, -84.5288359 42.7382491, -84.5288466 42.7382265, -84.5288547 42.7381989, -84.5288627 42.7381629, -84.5288654 42.7381393, -84.5288694 42.7381088, -84.5288694 42.7380841, -84.5288694 42.7380536, -84.5288681 42.738026, -84.5288641 42.7379827, -84.5288573 42.7379453, -84.5288533 42.7379177, -84.5288386 42.7378802, -84.5288265 42.7378468, -84.5288044 42.7378078, -84.5287816 42.7377734, -84.5287601 42.7377438, -84.5287333 42.7377103, -84.5286897 42.7376665, -84.5286508 42.737631, -84.52862 42.7376074, -84.5285811 42.7375788, -84.5285328 42.7375493, -84.5284885 42.7375227, -84.5284255 42.7374922, -84.5283665 42.737471, -84.5282994 42.7374493, -84.5282445 42.7374355, -84.5281828 42.7374198, -84.5281345 42.7374119, -84.5280648 42.737405, -84.5279964 42.737403, -84.5279628 42.737402, -84.5279266 42.737403, -84.5278877 42.737405, -84.5278421 42.7374099, -84.5277831 42.7374178, -84.5277442 42.7374257, -84.5277027 42.7374335, -84.5276463 42.7374459))",Fair Ground,
"POLYGON ((-84.5276463 42.7374459, -84.527611 42.7374574, -84.5275868 42.7374662, -84.5275868 42.7375431, -84.5276177 42.737544, -84.5276177 42.7375618, -84.5276472 42.7375637, -84.5276485 42.7377144, -84.5276391 42.7377135, -84.5276378 42.7377233, -84.5276069 42.7377243, -84.5276096 42.7379228, -84.5275406 42.7379809, -84.5275748 42.738331, -84.5277115 42.7384158, -84.5280884 42.738402, -84.528828 42.7382769, -84.5288401 42.7382463, -84.5277228 42.7383003, -84.5276463 42.7374459))",Foul Ground,
