WKT,name,description
"POLYGON ((-84.5810277 42.8262729, -84.5821569 42.826263, -84.5821542 42.8262296, -84.5814703 42.8261529, -84.5813737 42.8261588, -84.5813657 42.8261824, -84.581194 42.8261824, -84.581194 42.8261667, -84.5809526 42.8261706, -84.5808775 42.8262158, -84.5808775 42.8263909, -84.5809124 42.8263948, -84.580915 42.8264873, -84.5808775 42.8264853, -84.5808775 42.8265955, -84.5809043 42.8267047, -84.5809687 42.8269742, -84.5809928 42.8270883, -84.5810518 42.8270902, -84.5810277 42.8262729))",Foul Ground,
"POLYGON ((-84.5810277 42.8262729, -84.5810518 42.8270902, -84.5811135 42.8270952, -84.581194 42.8270971, -84.5812396 42.8270932, -84.5812959 42.8270932, -84.5813978 42.8270952, -84.5814944 42.8270893, -84.5815802 42.8270794, -84.5816312 42.8270775, -84.5816875 42.8270637, -84.5817573 42.827044, -84.5818377 42.8270165, -84.5819155 42.8269909, -84.5820255 42.8269555, -84.5821113 42.8269299, -84.5821408 42.8269201, -84.5821475 42.8268394, -84.5821569 42.826263, -84.5810277 42.8262729))",Fair Ground,
