WKT,name,description
"POLYGON ((-84.28087 42.6987035, -84.2809585 42.6995659, -84.2811382 42.6995541, -84.2810792 42.6988927, -84.2810578 42.6988829, -84.2810417 42.6987567, -84.2810604 42.6987567, -84.2810524 42.6986552, -84.2809263 42.6985704, -84.2797019 42.6986394, -84.2797126 42.6987616, -84.28087 42.6987035))",Foul Ground,
"POLYGON ((-84.28087 42.6987035, -84.2797126 42.6987616, -84.279714 42.6987892, -84.2797113 42.6988208, -84.2797086 42.6988366, -84.2797059 42.6988661, -84.2797032 42.6989016, -84.2797059 42.6989391, -84.2797113 42.6989864, -84.279714 42.6990179, -84.279722 42.6990534, -84.2797354 42.6991046, -84.2797636 42.6991657, -84.2797851 42.6992091, -84.2798092 42.6992466, -84.279836 42.699286, -84.2798628 42.6993215, -84.279895 42.6993589, -84.2799433 42.6994082, -84.279997 42.6994535, -84.2800613 42.6994792, -84.2801445 42.6995107, -84.2802088 42.6995363, -84.2802759 42.6995541, -84.2803564 42.6995698, -84.2804422 42.6995876, -84.28052 42.6995935, -84.2806165 42.6995974, -84.2806916 42.6995955, -84.2807855 42.6995935, -84.2808311 42.6995876, -84.2808848 42.6995777, -84.2809585 42.6995659, -84.28087 42.6987035))",Fair Ground,
