WKT,name,description
"POLYGON ((-84.8551165 42.5604691, -84.8539296 42.560482, -84.8539229 42.5606341, -84.8547705 42.5606302, -84.8549448 42.5606262, -84.8551567 42.5606005, -84.8553042 42.5604879, -84.8553311 42.5603289, -84.8553311 42.560242, -84.8552667 42.5596107, -84.8551111 42.5596206, -84.8551165 42.5604691))",Foul Ground,
"POLYGON ((-84.8551165 42.5604691, -84.8551111 42.5596206, -84.8550119 42.5596275, -84.8549019 42.5596354, -84.8548295 42.5596414, -84.8547571 42.5596512, -84.8546739 42.5596591, -84.8545988 42.5596749, -84.854521 42.5596888, -84.8544325 42.5597105, -84.8543601 42.5597283, -84.8542957 42.5597461, -84.8542206 42.5597717, -84.8541831 42.5597876, -84.8541683 42.5597974, -84.8541388 42.5598508, -84.8540986 42.559916, -84.8540745 42.5599614, -84.8540181 42.5601086, -84.8539833 42.5602469, -84.8539591 42.5603338, -84.853935 42.5604385, -84.8539296 42.560482, -84.8551165 42.5604691))",Fair Ground,
