WKT,name,description
"POLYGON ((-84.5679294 42.9878827, -84.5667358 42.9879739, -84.5667224 42.9880465, -84.5667143 42.9880956, -84.5667117 42.9881387, -84.566717 42.9881858, -84.5667251 42.988229, -84.5667358 42.988282, -84.5667573 42.9883428, -84.5667814 42.9883918, -84.5667975 42.9884154, -84.5668404 42.9884801, -84.5668645 42.9885115, -84.5669021 42.9885508, -84.566945 42.9885881, -84.5670147 42.9886351, -84.5670738 42.9886705, -84.5671435 42.9887058, -84.5672159 42.9887391, -84.5672964 42.9887686, -84.5673688 42.9887862, -84.5674385 42.988798, -84.5675002 42.9888058, -84.5675646 42.9888137, -84.5676397 42.9888156, -84.5677094 42.9888137, -84.5677845 42.9888058, -84.5678677 42.988796, -84.5679213 42.9887843, -84.5679857 42.9887666, -84.5680367 42.988743, -84.5679294 42.9878827))",Fair Ground,
"POLYGON ((-84.5679294 42.9878827, -84.5680367 42.988743, -84.5681097 42.9887144, -84.5681231 42.9886614, -84.5681928 42.9882239, -84.5681445 42.9877982, -84.5679917 42.9877118, -84.5668477 42.9877864, -84.5668021 42.9878413, -84.5667806 42.9878786, -84.5667565 42.9879218, -84.5667358 42.9879739, -84.5679294 42.9878827))",Foul Ground,
