WKT,name,description
"POLYGON ((-84.5561434 42.6905115, -84.5549478 42.6904952, -84.5549438 42.6910285, -84.5554112 42.691373, -84.5561193 42.691378, -84.5561434 42.6905115))",Fair Ground,
"POLYGON ((-84.5561434 42.6905115, -84.5561193 42.691378, -84.5564106 42.6913789, -84.5563482 42.6911921, -84.5562758 42.6911862, -84.5563321 42.6909699, -84.5562852 42.6909639, -84.5562972 42.6907426, -84.5562838 42.6907338, -84.5562959 42.6906175, -84.556312 42.6905174, -84.5562812 42.6905184, -84.5562879 42.690478, -84.5562074 42.690407, -84.556147 42.690406, -84.5561457 42.6903513, -84.5559392 42.6903533, -84.5559419 42.6903897, -84.5558265 42.6903996, -84.5558279 42.6903809, -84.5556059 42.690374, -84.5556093 42.6902996, -84.5549508 42.6902996, -84.5549478 42.6904952, -84.5561434 42.6905115))",Foul Ground,
