field,foul,fop,home_plate,foul_ft,fop_ft,foul_pct
Davenport University,"[(-85.5160374, 42.8425628, 0.0), (-85.516268, 42.8434508, 0.0), (-85.5163203, 42.8434222, 0.0), (-85.5163103, 42.842995, 0.0), (-85.5162989, 42.8426321, 0.0), (-85.5162935, 42.8426179, 0.0), (-85.5162714, 42.8425682, 0.0), (-85.5162291, 42.8424846, 0.0), (-85.5162144, 42.8424728, 0.0), (-85.5161782, 42.8424424, 0.0), (-85.5161433, 42.8424251, 0.0), (-85.5160749, 42.842407, 0.0), (-85.5158731, 42.8424099, 0.0), (-85.5157933, 42.8424212, 0.0), (-85.5154198, 42.842523, 0.0), (-85.5150583, 42.8426243, 0.0), (-85.5148505, 42.8426818, 0.0), (-85.514833, 42.842727, 0.0), (-85.5160374, 42.8425628, 0.0)]","[(-85.5160374, 42.8425628, 0.0), (-85.514833, 42.842727, 0.0), (-85.5148251, 42.8427426, 0.0), (-85.5148177, 42.8427642, 0.0), (-85.5148097, 42.842803, 0.0), (-85.5148009, 42.8428409, 0.0), (-85.5147976, 42.8428743, 0.0), (-85.5147956, 42.8429235, 0.0), (-85.5148003, 42.8429535, 0.0), (-85.514807, 42.8430105, 0.0), (-85.5148244, 42.8430671, 0.0), (-85.5148365, 42.8431005, 0.0), (-85.5148553, 42.8431374, 0.0), (-85.514872, 42.8431762, 0.0), (-85.5148921, 42.8432082, 0.0), (-85.5149324, 42.8432573, 0.0), (-85.5149605, 42.8432883, 0.0), (-85.5150035, 42.8433316, 0.0), (-85.5150236, 42.8433547, 0.0), (-85.5150531, 42.8433753, 0.0), (-85.5150846, 42.843398, 0.0), (-85.5151503, 42.8434383, 0.0), (-85.5151986, 42.8434648, 0.0), (-85.5152549, 42.8434914, 0.0), (-85.5153005, 42.8435115, 0.0), (-85.5153374, 42.8435263, 0.0), (-85.5153837, 42.8435391, 0.0), (-85.5154232, 42.8435504, 0.0), (-85.5154775, 42.8435617, 0.0), (-85.5155446, 42.8435725, 0.0), (-85.5155875, 42.8435769, 0.0), (-85.5156304, 42.8435828, 0.0), (-85.5156787, 42.8435863, 0.0), (-85.5157256, 42.8435867, 0.0), (-85.5157699, 42.8435848, 0.0), (-85.5158168, 42.8435808, 0.0), (-85.5158564, 42.8435769, 0.0), (-85.5158926, 42.8435715, 0.0), (-85.5159422, 42.8435651, 0.0), (-85.5159831, 42.8435568, 0.0), (-85.516016, 42.8435474, 0.0), (-85.5160609, 42.8435381, 0.0), (-85.5160871, 42.8435297, 0.0), (-85.5161152, 42.8435204, 0.0), (-85.5161434, 42.843511, 0.0), (-85.5161662, 42.8435012, 0.0), (-85.5161903, 42.8434909, 0.0), (-85.5162299, 42.8434707, 0.0), (-85.516268, 42.8434508, 0.0), (-85.5160374, 42.8425628, 0.0)]","-85.5160374,42.8425628,0",30258.733790529317,111118.05911678712,21.40290012828788
Decatur High School,"[(-85.9816872, 42.1120337, 0.0), (-85.9817113, 42.1128824, 0.0), (-85.9817247, 42.1128446, 0.0), (-85.9817462, 42.1127212, 0.0), (-85.9817945, 42.1124108, 0.0), (-85.9818428, 42.1121929, 0.0), (-85.9818374, 42.1120994, 0.0), (-85.9818937, 42.1119939, 0.0), (-85.9818803, 42.1119462, 0.0), (-85.9818106, 42.1118984, 0.0), (-85.9817542, 42.1118845, 0.0), (-85.9815933, 42.1119263, 0.0), (-85.981478, 42.1119303, 0.0), (-85.9805526, 42.1120218, 0.0), (-85.9805365, 42.1120536, 0.0), (-85.9816872, 42.1120337, 0.0)]","[(-85.9816872, 42.1120337, 0.0), (-85.9805365, 42.1120536, 0.0), (-85.9805204, 42.1120904, 0.0), (-85.9805097, 42.1121302, 0.0), (-85.980499, 42.1121641, 0.0), (-85.9804909, 42.1122108, 0.0), (-85.9804909, 42.1122546, 0.0), (-85.9804909, 42.1123043, 0.0), (-85.9804936, 42.1123501, 0.0), (-85.9804963, 42.112378, 0.0), (-85.9805017, 42.1124058, 0.0), (-85.9805151, 42.1124396, 0.0), (-85.9805338, 42.1124834, 0.0), (-85.9805553, 42.1125252, 0.0), (-85.9805714, 42.1125511, 0.0), (-85.9805982, 42.1125919, 0.0), (-85.980625, 42.1126257, 0.0), (-85.9806545, 42.1126655, 0.0), (-85.9806894, 42.1126973, 0.0), (-85.9807404, 42.1127371, 0.0), (-85.9807967, 42.1127749, 0.0), (-85.9808503, 42.1128048, 0.0), (-85.9808825, 42.1128207, 0.0), (-85.9809523, 42.1128565, 0.0), (-85.981022, 42.1128804, 0.0), (-85.981081, 42.1128983, 0.0), (-85.9811373, 42.1129102, 0.0), (-85.9812071, 42.1129241, 0.0), (-85.9812714, 42.1129321, 0.0), (-85.9813251, 42.1129321, 0.0), (-85.9813948, 42.1129341, 0.0), (-85.9814565, 42.1129321, 0.0), (-85.9814994, 42.1129261, 0.0), (-85.9815692, 42.1129182, 0.0), (-85.9816443, 42.1129003, 0.0), (-85.9817113, 42.1128824, 0.0), (-85.9816872, 42.1120337, 0.0)]","-85.9816872,42.1120337,0",18841.03790220729,93430.89021677373,16.781610699907425
Decatur High School - Baseball,"[(-85.9816892, 42.1120346, 0.0), (-85.9817053, 42.1128832, 0.0), (-85.9817161, 42.1128812, 0.0), (-85.9818394, 42.1122007, 0.0), (-85.9818435, 42.1121102, 0.0), (-85.9818971, 42.1119829, 0.0), (-85.9818716, 42.1119441, 0.0), (-85.9818153, 42.1118993, 0.0), (-85.9817482, 42.1118883, 0.0), (-85.9815873, 42.1119271, 0.0), (-85.98148, 42.1119321, 0.0), (-85.9805506, 42.1120227, 0.0), (-85.9805372, 42.1120515, 0.0), (-85.9816892, 42.1120346, 0.0)]","[(-85.9816892, 42.1120346, 0.0), (-85.9805372, 42.1120515, 0.0), (-85.9805198, 42.1120923, 0.0), (-85.9805104, 42.1121241, 0.0), (-85.9805024, 42.112156, 0.0), (-85.9804916, 42.1121968, 0.0), (-85.9804889, 42.1122256, 0.0), (-85.9804916, 42.1122654, 0.0), (-85.9804889, 42.1123052, 0.0), (-85.9804916, 42.11234, 0.0), (-85.980505, 42.1123898, 0.0), (-85.9805158, 42.1124246, 0.0), (-85.9805265, 42.1124624, 0.0), (-85.9805453, 42.1124962, 0.0), (-85.9805627, 42.112535, 0.0), (-85.9805949, 42.1125858, 0.0), (-85.9806298, 42.1126305, 0.0), (-85.980666, 42.1126673, 0.0), (-85.9807075, 42.1127091, 0.0), (-85.9807357, 42.11273, 0.0), (-85.9807639, 42.1127519, 0.0), (-85.9807974, 42.1127748, 0.0), (-85.980843, 42.1127977, 0.0), (-85.9808698, 42.1128156, 0.0), (-85.9809087, 42.1128345, 0.0), (-85.9809463, 42.1128514, 0.0), (-85.9809945, 42.1128693, 0.0), (-85.9810509, 42.1128852, 0.0), (-85.9811032, 42.1129031, 0.0), (-85.9811568, 42.1129131, 0.0), (-85.9812011, 42.11292, 0.0), (-85.9812426, 42.112925, 0.0), (-85.9813084, 42.112931, 0.0), (-85.9813593, 42.112933, 0.0), (-85.9814291, 42.112931, 0.0), (-85.9814787, 42.112929, 0.0), (-85.9815095, 42.112923, 0.0), (-85.9815511, 42.112919, 0.0), (-85.981594, 42.1129111, 0.0), (-85.9816316, 42.1129051, 0.0), (-85.9816731, 42.1128952, 0.0), (-85.9817053, 42.1128832, 0.0), (-85.9816892, 42.1120346, 0.0)]","-85.98168920000001,42.1120346,0",18970.670645148366,93057.53306879332,16.933834531158787
Decatur Youth Field,"[(-85.9858847, 42.1126558, 0.0), (-85.9858955, 42.1132746, 0.0), (-85.9859437, 42.1132746, 0.0), (-85.9859786, 42.1129622, 0.0), (-85.9859732, 42.112622, 0.0), (-85.9859196, 42.1125822, 0.0), (-85.9853429, 42.1125961, 0.0), (-85.9850559, 42.1126717, 0.0), (-85.9850532, 42.1126817, 0.0), (-85.9858847, 42.1126558, 0.0)]","[(-85.9858847, 42.1126558, 0.0), (-85.9850532, 42.1126817, 0.0), (-85.9850586, 42.1127215, 0.0), (-85.9850613, 42.1127553, 0.0), (-85.9850693, 42.1127871, 0.0), (-85.9850827, 42.1128249, 0.0), (-85.9850962, 42.1128568, 0.0), (-85.9851203, 42.1129065, 0.0), (-85.9851444, 42.1129443, 0.0), (-85.9851659, 42.1129702, 0.0), (-85.98519, 42.112998, 0.0), (-85.9852222, 42.1130299, 0.0), (-85.9852544, 42.1130637, 0.0), (-85.9853, 42.1130935, 0.0), (-85.9853429, 42.1131274, 0.0), (-85.9853858, 42.1131532, 0.0), (-85.9854314, 42.1131731, 0.0), (-85.9854717, 42.113191, 0.0), (-85.9855119, 42.1132109, 0.0), (-85.9855629, 42.1132269, 0.0), (-85.9856219, 42.1132408, 0.0), (-85.9856728, 42.1132547, 0.0), (-85.9857211, 42.1132627, 0.0), (-85.9857587, 42.1132667, 0.0), (-85.9858016, 42.1132706, 0.0), (-85.9858445, 42.1132746, 0.0), (-85.9858955, 42.1132746, 0.0), (-85.9858847, 42.1126558, 0.0)]","-85.9858847,42.1126558,0",10576.588097131078,39318.2692698192,21.197751943343317
Detroit Catholic Central - Field ,"[(-83.5440067, 42.4880269, 0.0), (-83.5439359, 42.4871893, 0.0), (-83.5437374, 42.4872022, 0.0), (-83.543787, 42.4878766, 0.0), (-83.5438045, 42.4878776, 0.0), (-83.5438205, 42.4879884, 0.0), (-83.5438018, 42.4879924, 0.0), (-83.5438152, 42.4881209, 0.0), (-83.5439037, 42.4881773, 0.0), (-83.544078, 42.4881684, 0.0), (-83.5440767, 42.4881585, 0.0), (-83.5442282, 42.4881516, 0.0), (-83.5442336, 42.4881654, 0.0), (-83.5447298, 42.4881377, 0.0), (-83.5447727, 42.4881031, 0.0), (-83.545108, 42.4880903, 0.0), (-83.5451254, 42.4880161, 0.0), (-83.5451241, 42.4879785, 0.0), (-83.5440067, 42.4880269, 0.0)]","[(-83.5440067, 42.4880269, 0.0), (-83.5451241, 42.4879785, 0.0), (-83.5450611, 42.487306, 0.0), (-83.5448358, 42.4871537, 0.0), (-83.5439359, 42.4871893, 0.0), (-83.5440067, 42.4880269, 0.0)]","-83.5440067,42.4880269,0",33484.08651521486,90187.56369357585,27.074989667142628
Detroit Catholic Central HS - Novi,"[(-83.5434495, 42.488053, 0.0), (-83.5422505, 42.4881084, 0.0), (-83.5422573, 42.4881479, 0.0), (-83.5429372, 42.4881242, 0.0), (-83.5432483, 42.4882013, 0.0), (-83.5434656, 42.4881855, 0.0), (-83.5436252, 42.488051, 0.0), (-83.5436212, 42.4878888, 0.0), (-83.5434736, 42.4876633, 0.0), (-83.5434683, 42.4875684, 0.0), (-83.5434388, 42.487158, 0.0), (-83.5433757, 42.487159, 0.0), (-83.5434495, 42.488053, 0.0)]","[(-83.5434495, 42.488053, 0.0), (-83.5433757, 42.487159, 0.0), (-83.5432545, 42.4871636, 0.0), (-83.5431647, 42.4871695, 0.0), (-83.5430587, 42.4871744, 0.0), (-83.5429448, 42.4871794, 0.0), (-83.5428871, 42.4871853, 0.0), (-83.5427999, 42.4871972, 0.0), (-83.5427288, 42.487212, 0.0), (-83.5426698, 42.4872318, 0.0), (-83.5426095, 42.4872545, 0.0), (-83.5425518, 42.4872803, 0.0), (-83.5424968, 42.4873129, 0.0), (-83.542462, 42.4873366, 0.0), (-83.5423801, 42.4874019, 0.0), (-83.5423332, 42.4874543, 0.0), (-83.5423024, 42.4874909, 0.0), (-83.5422688, 42.4875443, 0.0), (-83.5422487, 42.4875928, 0.0), (-83.5422313, 42.487659, 0.0), (-83.5422219, 42.4877292, 0.0), (-83.5422259, 42.4878044, 0.0), (-83.5422299, 42.4878717, 0.0), (-83.5422366, 42.487929, 0.0), (-83.5422407, 42.4879874, 0.0), (-83.542242, 42.4880625, 0.0), (-83.5422505, 42.4881084, 0.0), (-83.5434495, 42.488053, 0.0)]","-83.54344949999999,42.488053,0",18311.14016986226,96536.82368316704,15.943809150412966
Detroit Country Day,"[(-83.2646187, 42.513942, 0.0), (-83.264616, 42.5148079, 0.0), (-83.2646603, 42.5147971, 0.0), (-83.2646603, 42.5146972, 0.0), (-83.2646898, 42.5146626, 0.0), (-83.2646911, 42.5143453, 0.0), (-83.2646965, 42.5143166, 0.0), (-83.2647327, 42.5142692, 0.0), (-83.2647327, 42.5142059, 0.0), (-83.2647179, 42.5141921, 0.0), (-83.2647179, 42.5141634, 0.0), (-83.2647045, 42.5141634, 0.0), (-83.2647085, 42.5140171, 0.0), (-83.264722, 42.5140181, 0.0), (-83.2647273, 42.5139993, 0.0), (-83.26473, 42.5139094, 0.0), (-83.2646562, 42.513857, 0.0), (-83.2634291, 42.5138629, 0.0), (-83.2634171, 42.513939, 0.0), (-83.2646187, 42.513942, 0.0)]","[(-83.2646187, 42.513942, 0.0), (-83.2634171, 42.513939, 0.0), (-83.2634129, 42.5139771, 0.0), (-83.2634182, 42.5140225, 0.0), (-83.263437, 42.514072, 0.0), (-83.2634665, 42.5141253, 0.0), (-83.2635041, 42.5141827, 0.0), (-83.2635202, 42.5142321, 0.0), (-83.2635362, 42.5142934, 0.0), (-83.2635443, 42.5143369, 0.0), (-83.2635443, 42.51441, 0.0), (-83.2635443, 42.5144753, 0.0), (-83.2635389, 42.5145386, 0.0), (-83.2635362, 42.5145781, 0.0), (-83.2635658, 42.5146265, 0.0), (-83.2636167, 42.5146601, 0.0), (-83.2637133, 42.5147096, 0.0), (-83.2638367, 42.514756, 0.0), (-83.2639439, 42.5147877, 0.0), (-83.2640486, 42.5148114, 0.0), (-83.2641532, 42.5148312, 0.0), (-83.2642417, 42.5148351, 0.0), (-83.2643463, 42.5148351, 0.0), (-83.2644375, 42.5148312, 0.0), (-83.2645179, 42.5148252, 0.0), (-83.2646011, 42.5148134, 0.0), (-83.264616, 42.5148079, 0.0), (-83.2646187, 42.513942, 0.0)]","-83.2646187,42.513942,0",17028.759385363974,91589.48191547625,15.677623925247856
Detroit Western,"[(-83.0689599, 42.3320337, 0.0), (-83.0695037, 42.3328878, 0.0), (-83.0694205, 42.3324739, 0.0), (-83.0691516, 42.331998, 0.0), (-83.0691369, 42.3319742, 0.0), (-83.0691221, 42.3319544, 0.0), (-83.069106, 42.3319395, 0.0), (-83.0690806, 42.3319237, 0.0), (-83.0690537, 42.3319167, 0.0), (-83.0690309, 42.3319068, 0.0), (-83.0690014, 42.3319019, 0.0), (-83.0689505, 42.3318949, 0.0), (-83.0688874, 42.3319088, 0.0), (-83.06829, 42.3320892, 0.0), (-83.0679869, 42.3323133, 0.0), (-83.0679614, 42.332348, 0.0), (-83.067948, 42.3323728, 0.0), (-83.0679467, 42.3323807, 0.0), (-83.0678863, 42.3324005, 0.0), (-83.0678903, 42.3324075, 0.0), (-83.0689599, 42.3320337, 0.0)]","[(-83.0689626, 42.3320357, 0.0), (-83.067893, 42.3324095, 0.0), (-83.0683051, 42.3331162, 0.0), (-83.0685358, 42.3331826, 0.0), (-83.0695064, 42.3328898, 0.0), (-83.0689626, 42.3320357, 0.0)]","-83.0689599,42.3320337,0",28788.73856020944,108026.16093724979,21.04210774261766
Dewitt High School,"[(-84.5810277, 42.8262729, 0.0), (-84.5821569, 42.826263, 0.0), (-84.5821542, 42.8262296, 0.0), (-84.5814703, 42.8261529, 0.0), (-84.5813737, 42.8261588, 0.0), (-84.5813657, 42.8261824, 0.0), (-84.581194, 42.8261824, 0.0), (-84.581194, 42.8261667, 0.0), (-84.5809526, 42.8261706, 0.0), (-84.5808775, 42.8262158, 0.0), (-84.5808775, 42.8263909, 0.0), (-84.5809124, 42.8263948, 0.0), (-84.580915, 42.8264873, 0.0), (-84.5808775, 42.8264853, 0.0), (-84.5808775, 42.8265955, 0.0), (-84.5809043, 42.8267047, 0.0), (-84.5809687, 42.8269742, 0.0), (-84.5809928, 42.8270883, 0.0), (-84.5810518, 42.8270902, 0.0), (-84.5810277, 42.8262729, 0.0)]","[(-84.5810277, 42.8262729, 0.0), (-84.5810518, 42.8270902, 0.0), (-84.5811135, 42.8270952, 0.0), (-84.581194, 42.8270971, 0.0), (-84.5812396, 42.8270932, 0.0), (-84.5812959, 42.8270932, 0.0), (-84.5813978, 42.8270952, 0.0), (-84.5814944, 42.8270893, 0.0), (-84.5815802, 42.8270794, 0.0), (-84.5816312, 42.8270775, 0.0), (-84.5816875, 42.8270637, 0.0), (-84.5817573, 42.827044, 0.0), (-84.5818377, 42.8270165, 0.0), (-84.5819155, 42.8269909, 0.0), (-84.5820255, 42.8269555, 0.0), (-84.5821113, 42.8269299, 0.0), (-84.5821408, 42.8269201, 0.0), (-84.5821475, 42.8268394, 0.0), (-84.5821569, 42.826263, 0.0), (-84.5810277, 42.8262729, 0.0)]","-84.58102770000001,42.8262729,0",20440.806267228058,84826.50233713406,19.41800026830079
Dow Diamond (Midland),"[(-84.2371778, 43.609054, 0.0), (-84.2362698, 43.6096959, 0.0), (-84.236286, 43.6096998, 0.0), (-84.2363088, 43.6097007, 0.0), (-84.2363383, 43.609691, 0.0), (-84.2364107, 43.6096396, 0.0), (-84.2365448, 43.6095463, 0.0), (-84.2366279, 43.6095531, 0.0), (-84.2370169, 43.6094007, 0.0), (-84.2370558, 43.6093716, 0.0), (-84.237336, 43.6091744, 0.0), (-84.2373709, 43.6091298, 0.0), (-84.2373937, 43.6090812, 0.0), (-84.2373977, 43.6090288, 0.0), (-84.2373723, 43.6089822, 0.0), (-84.2373039, 43.608921, 0.0), (-84.2370262, 43.608719, 0.0), (-84.2370061, 43.6087093, 0.0), (-84.2369176, 43.6086705, 0.0), (-84.2366387, 43.608553, 0.0), (-84.2365636, 43.6085636, 0.0), (-84.236408, 43.6084471, 0.0), (-84.2363678, 43.6084238, 0.0), (-84.2363302, 43.608418, 0.0), (-84.2363034, 43.6084219, 0.0), (-84.2371778, 43.609054, 0.0)]","[(-84.2371778, 43.609054, 0.0), (-84.2363034, 43.6084219, 0.0), (-84.2362554, 43.6084525, 0.0), (-84.2361414, 43.6085234, 0.0), (-84.2358906, 43.6086837, 0.0), (-84.2358275, 43.6087244, 0.0), (-84.2357444, 43.6087827, 0.0), (-84.2357162, 43.608808, 0.0), (-84.2356921, 43.6088429, 0.0), (-84.2356666, 43.6088905, 0.0), (-84.2356519, 43.6089235, 0.0), (-84.2356505, 43.6089847, 0.0), (-84.2356492, 43.6091303, 0.0), (-84.2356559, 43.6091867, 0.0), (-84.2356666, 43.6092236, 0.0), (-84.2356921, 43.6092624, 0.0), (-84.2357256, 43.6093012, 0.0), (-84.2357591, 43.6093304, 0.0), (-84.2361655, 43.6096295, 0.0), (-84.2362393, 43.6096848, 0.0), (-84.2362698, 43.6096959, 0.0), (-84.2371778, 43.609054, 0.0)]","-84.2371778,43.609054,0",29101.193762458435,106467.65543680133,21.465988635549568
East Lansing High School,"[(-84.4568141, 42.7419931, 0.0), (-84.4568088, 42.7413391, 0.0), (-84.4567672, 42.7413401, 0.0), (-84.4567538, 42.7413292, 0.0), (-84.4567538, 42.7411909, 0.0), (-84.4567793, 42.7411643, 0.0), (-84.4567725, 42.7410806, 0.0), (-84.4566693, 42.7410057, 0.0), (-84.456566, 42.7410037, 0.0), (-84.4564051, 42.7410077, 0.0), (-84.4554335, 42.7410589, 0.0), (-84.4554356, 42.741134, 0.0), (-84.4566129, 42.7411185, 0.0), (-84.4566258, 42.7419944, 0.0), (-84.4568141, 42.7419931, 0.0)]","[(-84.4566129, 42.7411185, 0.0), (-84.4554356, 42.741134, 0.0), (-84.4554369, 42.7413931, 0.0), (-84.4554476, 42.7414778, 0.0), (-84.4554745, 42.7415654, 0.0), (-84.4555107, 42.7416344, 0.0), (-84.4555496, 42.7416871, 0.0), (-84.4555978, 42.7417393, 0.0), (-84.4556367, 42.7417796, 0.0), (-84.4556795, 42.74181, 0.0), (-84.4557534, 42.7418594, 0.0), (-84.4558513, 42.7419057, 0.0), (-84.4558996, 42.7419274, 0.0), (-84.4559452, 42.7419441, 0.0), (-84.4560149, 42.7419638, 0.0), (-84.456082, 42.7419806, 0.0), (-84.4561886, 42.7419914, 0.0), (-84.4562449, 42.7419944, 0.0), (-84.45632, 42.7419944, 0.0), (-84.4566258, 42.7419944, 0.0), (-84.4566129, 42.7411185, 0.0)]","-84.4568141,42.7419931,0",28064.48434984461,89645.335974471,23.842092590508575
Eastern High School,"[(-84.5355748, 42.7372929, 0.0), (-84.5363943, 42.7379044, 0.0), (-84.5365324, 42.7378098, 0.0), (-84.5356338, 42.7370987, 0.0), (-84.5355199, 42.7371016, 0.0), (-84.5347132, 42.7376838, 0.0), (-84.5347172, 42.7378778, 0.0), (-84.534738, 42.7378952, 0.0), (-84.5355748, 42.7372929, 0.0)]","[(-84.5355748, 42.7372929, 0.0), (-84.534738, 42.7378952, 0.0), (-84.5347822, 42.7379385, 0.0), (-84.5348151, 42.7379705, 0.0), (-84.5348567, 42.738003, 0.0), (-84.5349036, 42.7380336, 0.0), (-84.5349452, 42.7380592, 0.0), (-84.5350015, 42.7380897, 0.0), (-84.5350525, 42.7381183, 0.0), (-84.5351081, 42.7381459, 0.0), (-84.5351631, 42.7381685, 0.0), (-84.5352181, 42.7381872, 0.0), (-84.5353173, 42.7382153, 0.0), (-84.5353589, 42.7382261, 0.0), (-84.5354474, 42.7382429, 0.0), (-84.5354877, 42.7382468, 0.0), (-84.5355279, 42.7382488, 0.0), (-84.5355735, 42.7382517, 0.0), (-84.5356191, 42.7382488, 0.0), (-84.5356989, 42.738236, 0.0), (-84.5357606, 42.7382261, 0.0), (-84.5358102, 42.7382173, 0.0), (-84.5358934, 42.7381946, 0.0), (-84.5359363, 42.7381789, 0.0), (-84.5359792, 42.7381651, 0.0), (-84.5360221, 42.7381473, 0.0), (-84.5360436, 42.7381355, 0.0), (-84.5360798, 42.7381188, 0.0), (-84.5361857, 42.7380419, 0.0), (-84.5363889, 42.7379006, 0.0), (-84.5355748, 42.7372929, 0.0)]","-84.53557480000001,42.7372929,0",38328.764865619196,86897.67434595551,30.6075658678287
Eaton Rapids High School,"[(-84.635145, 42.5118192, 0.0), (-84.6360033, 42.5123965, 0.0), (-84.6360248, 42.5123352, 0.0), (-84.6360597, 42.5122126, 0.0), (-84.6351987, 42.5116481, 0.0), (-84.6350673, 42.5116501, 0.0), (-84.6342908, 42.5122868, 0.0), (-84.6342908, 42.5123026, 0.0), (-84.6343176, 42.512356, 0.0), (-84.634339, 42.5123915, 0.0), (-84.6343752, 42.5124558, 0.0), (-84.635145, 42.5118192, 0.0)]","[(-84.6343752, 42.5124558, 0.0), (-84.6344369, 42.5125359, 0.0), (-84.6344691, 42.5125734, 0.0), (-84.6344986, 42.5126071, 0.0), (-84.6345871, 42.5126782, 0.0), (-84.6346381, 42.5127158, 0.0), (-84.6346917, 42.5127534, 0.0), (-84.6347508, 42.512787, 0.0), (-84.6348098, 42.5128206, 0.0), (-84.6348795, 42.5128443, 0.0), (-84.6349466, 42.5128641, 0.0), (-84.6350136, 42.5128779, 0.0), (-84.6350753, 42.5128838, 0.0), (-84.635247, 42.5128918, 0.0), (-84.6353382, 42.5128878, 0.0), (-84.6354374, 42.5128641, 0.0), (-84.6354964, 42.5128384, 0.0), (-84.635593, 42.5127949, 0.0), (-84.6356252, 42.5127771, 0.0), (-84.6356761, 42.5127455, 0.0), (-84.6357271, 42.5127079, 0.0), (-84.635778, 42.5126782, 0.0), (-84.6358236, 42.5126446, 0.0), (-84.6358478, 42.512611, 0.0), (-84.6358934, 42.5125655, 0.0), (-84.6359282, 42.512528, 0.0), (-84.6359524, 42.5124864, 0.0), (-84.6359819, 42.512439, 0.0), (-84.6360033, 42.5123965, 0.0), (-84.635145, 42.5118192, 0.0), (-84.6343752, 42.5124558, 0.0)]","-84.63514499999999,42.5118192,0",37223.00879161922,101498.29621420524,26.832943065274904
Ecorse High School,"[(-83.149694, 42.2528271, 0.0), (-83.1491079, 42.2535865, 0.0), (-83.1491683, 42.2536142, 0.0), (-83.1492247, 42.2535567, 0.0), (-83.1496833, 42.2531139, 0.0), (-83.1497705, 42.2529948, 0.0), (-83.1498335, 42.2528936, 0.0), (-83.1498657, 42.2528479, 0.0), (-83.1498282, 42.2527337, 0.0), (-83.1495264, 42.2526007, 0.0), (-83.1489484, 42.2523635, 0.0), (-83.1488961, 42.2523526, 0.0), (-83.1488197, 42.2523327, 0.0), (-83.1487231, 42.2523139, 0.0), (-83.1486976, 42.2523119, 0.0), (-83.1486641, 42.2524022, 0.0), (-83.149694, 42.2528271, 0.0)]","[(-83.149694, 42.2528271, 0.0), (-83.1486641, 42.2524022, 0.0), (-83.1486467, 42.252424, 0.0), (-83.1486225, 42.2525044, 0.0), (-83.1485863, 42.2526375, 0.0), (-83.1485635, 42.2527179, 0.0), (-83.1485421, 42.2527874, 0.0), (-83.1485273, 42.252837, 0.0), (-83.1485219, 42.2528747, 0.0), (-83.1485206, 42.2529293, 0.0), (-83.1485246, 42.252977, 0.0), (-83.1485273, 42.2530196, 0.0), (-83.1485434, 42.2530633, 0.0), (-83.1485689, 42.2531189, 0.0), (-83.148585, 42.2531556, 0.0), (-83.1486037, 42.2531953, 0.0), (-83.1486292, 42.253239, 0.0), (-83.1486628, 42.2532837, 0.0), (-83.1486882, 42.2533174, 0.0), (-83.1487177, 42.2533532, 0.0), (-83.1487607, 42.253382, 0.0), (-83.1488009, 42.2534127, 0.0), (-83.1488438, 42.2534366, 0.0), (-83.1489082, 42.2534723, 0.0), (-83.1489712, 42.253508, 0.0), (-83.1490557, 42.2535537, 0.0), (-83.1491079, 42.2535865, 0.0), (-83.149694, 42.2528271, 0.0)]","-83.149694,42.2528271,0",29410.767721147302,78787.63831758185,27.182256003494032
Edwardsburg HS,"[(-86.091742, 41.7896252, 0.0), (-86.0916817, 41.7904711, 0.0), (-86.0917796, 41.7904731, 0.0), (-86.0918788, 41.7902622, 0.0), (-86.0919056, 41.7898912, 0.0), (-86.0919258, 41.7895412, 0.0), (-86.0918761, 41.7894962, 0.0), (-86.0916388, 41.7895032, 0.0), (-86.0915194, 41.7894982, 0.0), (-86.0905833, 41.7894602, 0.0), (-86.0906101, 41.7895802, 0.0), (-86.091742, 41.7896252, 0.0)]","[(-86.091742, 41.7896252, 0.0), (-86.0906101, 41.7895802, 0.0), (-86.0907511, 41.7902985, 0.0), (-86.0908087, 41.7903525, 0.0), (-86.0908637, 41.7903845, 0.0), (-86.0909066, 41.7904095, 0.0), (-86.0909589, 41.7904315, 0.0), (-86.0910193, 41.7904585, 0.0), (-86.0916817, 41.7904711, 0.0), (-86.091742, 41.7896252, 0.0)]","-86.091742,41.7896252,0",30166.427017300903,85216.1049591399,26.144708822528166
