date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id,image,venue,city,state,team,conference,capacity,opened,ref,latitude,longitude,elevation
2017-03-19,Virginia,Clemson,,1.0,7.0,2.0,12.0,14.0,0.0,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2017-03-19,Boston College,Louisville,,3.0,6.0,4.0,5.0,7.0,2.0,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2017-03-19,Texas Tech,Texas,,8.0,15.0,0.0,5.0,4.0,0.0,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2017-03-19,Kentucky,Texas A&M,,11.0,17.0,0.0,7.0,10.0,2.0,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2017-03-19,Mississippi State,Arkansas,,1.0,6.0,0.0,6.0,11.0,0.0,,,Baum–Walker Stadium,Fayetteville,AR,Arkansas,Southeastern,13472,1996,,36.0498883,-94.1822406,374.5051879882812
2017-03-19,Kansas,TCU,,4.0,8.0,1.0,3.0,3.0,0.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203
2017-03-19,Northern Illinois,Michigan,,3.0,4.0,1.0,8.0,12.0,1.0,,,Ray Fisher Stadium,Ann Arbor,MI,Michigan,Big Ten,4000,1923,,42.26786209999999,-83.7420671,253.7054443359375
2017-03-19,New Mexico,Cal State Fullerton,,0.0,2.0,0.0,1.0,9.0,0.0,,,Goodwin Field,Fullerton,CA,Cal State Fullerton,Big West,3500,1992,,33.887139,-117.8853105,77.81831359863281
2017-03-19,Oklahoma,Kennesaw State,,14.0,12.0,0.0,4.0,11.0,2.0,,,Fred Stillwell Stadium,Kennesaw,GA,Kennesaw State,ASUN,1200,1984,,34.0337869,-84.58168599999999,321.1557922363281
2017-03-19,West Virginia,Baylor,,1.0,9.0,0.0,5.0,9.0,1.0,,,Baylor Ballpark,Waco,TX,Baylor,Big 12,5000,1999,,31.5509941,-97.1075414,118.8825759887695
2017-03-19,Florida State,Virginia Tech,,0.0,5.0,0.0,17.0,17.0,0.0,,,English Field,Blacksburg,VA,Virginia Tech,Atlantic Coast,4000,1989,,37.217839,-80.4233407,623.3162231445312
2017-03-19,Mercer,East Carolina,,8.0,13.0,3.0,2.0,10.0,1.0,,,Clark–LeClair Stadium,Greenville,NC,East Carolina,The American,5000,2005,,35.5929511,-77.3671406,18.56173515319824
2017-03-19,North Carolina,Georgia Tech,,7.0,7.0,2.0,4.0,9.0,4.0,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312
2017-03-19,South Carolina,Tennessee,,10.0,14.0,2.0,2.0,6.0,1.0,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2017-03-19,Georgia,LSU,,6.0,9.0,4.0,7.0,7.0,0.0,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2017-03-19,Florida,Auburn,,5.0,8.0,3.0,6.0,10.0,0.0,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125
2017-03-19,Southern Miss,Louisiana Tech,,8.0,12.0,0.0,5.0,12.0,1.0,,,J. C. Love Field at Pat Patterson Park,Ruston,LA,Louisiana Tech,Conference USA,3000,1971,,32.5299525,-92.6511967,82.16394805908203
2017-03-19,Vanderbilt,Ole Miss,,8.0,10.0,2.0,10.0,10.0,1.0,,,,,,,,,,,,,
2017-03-19,Arizona,UCLA,,7.0,12.0,1.0,8.0,12.0,1.0,,,Jackie Robinson Stadium,Los Angeles,CA,UCLA,Pac-12,1820,1981,[33],34.0592278,-118.4592393,110.9767608642578
2017-03-21,Towson,Virginia,,2.0,7.0,1.0,3.0,8.0,0.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2017-03-21,Auburn,Georgia Tech,,7.0,11.0,0.0,4.0,5.0,1.0,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312
2017-03-21,Clemson,Charleston,,8.0,9.0,2.0,4.0,9.0,4.0,,,CofC Baseball Stadium at Patriot's Point,Mount Pleasant,SC,Charleston,Colonial Athletic,2000,2001,,32.7952232,-79.9022674,6.441978454589844
2017-03-21,Florida,Stetson,,9.0,13.0,0.0,8.0,20.0,1.0,,,Melching Field at Conrad Park,DeLand,FL,Stetson,ASUN,2500,1999,,29.0198191,-81.3018907,11.98989582061768
2017-03-21,Rice,Texas A&M,,5.0,11.0,0.0,8.0,11.0,0.0,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2017-03-21,Kentucky,Western Kentucky,,4.0,9.0,2.0,3.0,8.0,1.0,,,Nick Denes Field,Bowling Green,KY,Western Kentucky,Conference USA,1500,1968,,36.983269,-86.4609476,148.5089416503906
2017-03-21,UNLV,Texas Tech,,2.0,7.0,0.0,5.0,10.0,2.0,,,Dan Law Field at Rip Griffin Park,Lubbock,TX,Texas Tech,Big 12,4368,1926(Renovated 2012),,33.5884529,-101.8765955,980.9846801757812
2017-03-21,Ole Miss,Memphis,,1.0,5.0,1.0,2.0,9.0,0.0,,,FedExPark,Memphis,TN,Memphis,The American,2000,1972,,35.1021359,-89.9255848,90.57918548583984
2017-03-21,Oklahoma,Oklahoma State,,3.0,10.0,0.0,4.0,7.0,1.0,,,O'Brate Stadium,Stillwater,OK,Oklahoma State,Big 12,"3,500[13]",2021[a],,36.1310616,-97.0687453,278.1031494140625
2017-03-21,Cal State Fullerton,San Diego,,9.0,10.0,1.0,2.0,6.0,2.0,,,Fowler Park,San Diego,CA,San Diego,West Coast,1700,2013,,32.7757645,-117.1833515,45.72412490844727
2017-03-21,Georgia,Kennesaw State,,9.0,10.0,2.0,6.0,9.0,0.0,,,Fred Stillwell Stadium,Kennesaw,GA,Kennesaw State,ASUN,1200,1984,,34.0337869,-84.58168599999999,321.1557922363281
2017-03-21,Louisville,Cincinnati,,3.0,6.0,2.0,6.0,11.0,2.0,,,UC Baseball Stadium,Cincinnati,OH,Cincinnati,Big 12,3085,2004,[12],39.1302033,-84.5137747,245.7969512939453
2017-03-21,Jacksonville,Florida State,,9.0,11.0,2.0,10.0,16.0,2.0,,,Mike Martin Field at Dick Howser Stadium,Tallahassee,FL,Florida State,Atlantic Coast,6700,1983,,30.4405434,-84.3040448,21.59014511108398
2017-03-21,Texas,Texas State,,10.0,15.0,2.0,11.0,18.0,2.0,,,Bobcat Ballpark,San Marcos,TX,Texas State,Sun Belt,2500,2009,,29.8879632,-97.9282519,176.7143859863281
2017-03-21,Houston,Louisiana,,4.0,11.0,0.0,0.0,5.0,2.0,,,M. L. Tigue Moore Field at Russo Park,Lafayette,LA,Louisiana,Sun Belt,6015,1978renovated 2017,,30.213099,-92.041655,10.53493118286133
2017-03-21,Alabama,UAB,,4.0,9.0,3.0,1.0,6.0,1.0,,,Jerry D. Young Memorial Field,Birmingham,AL,UAB,The American,1000,1984,,33.4984935,-86.8105794,186.0037384033203
2017-03-21,Dallas Baptist,Baylor,,6.0,9.0,0.0,8.0,9.0,2.0,,,Baylor Ballpark,Waco,TX,Baylor,Big 12,5000,1999,,31.5509941,-97.1075414,118.8825759887695
2017-03-21,New Mexico State,Arizona,,3.0,7.0,3.0,6.0,8.0,3.0,,,Hi Corbett Field,Tucson,AZ,Arizona,Pac-12,9500,1927,,32.2129525,-110.9197125,758.5875244140625
2017-03-21,TCU,Abilene Christian,,,,,,,,,,Crutcher Scott Field,Abilene,TX,Abilene Christian,Western Athletic,4000,1991,[48],32.4728976,-99.7068087,521.514892578125
2017-03-22,UNLV,Texas Tech,,4.0,8.0,2.0,5.0,5.0,3.0,,,Dan Law Field at Rip Griffin Park,Lubbock,TX,Texas Tech,Big 12,4368,1926(Renovated 2012),,33.5884529,-101.8765955,980.9846801757812
2017-03-22,Towson,Virginia,,4.0,2.0,3.0,8.0,6.0,2.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2017-03-22,Marshall,Tennessee,,1.0,3.0,0.0,7.0,10.0,1.0,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2017-03-22,North Carolina,East Carolina,,6.0,7.0,0.0,2.0,5.0,1.0,,,Clark–LeClair Stadium,Greenville,NC,East Carolina,The American,5000,2005,,35.5929511,-77.3671406,18.56173515319824
2017-03-22,New Orleans,Arkansas,,2.0,5.0,0.0,5.0,8.0,0.0,,,Baum–Walker Stadium,Fayetteville,AR,Arkansas,Southeastern,13472,1996,,36.0498883,-94.1822406,374.5051879882812
2017-03-22,UT Rio Grande Valley,Texas,,7.0,10.0,1.0,9.0,13.0,0.0,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2017-03-22,Saint Peter's,St. John's,,9.0,13.0,2.0,12.0,17.0,1.0,,,Jack Kaiser Stadium,Queens,NY,St. John's,Big East,3500,2000,,40.7236818,-73.79149869999999,28.06645393371582
2017-03-22,Western Michigan,Michigan,,4.0,8.0,0.0,6.0,10.0,1.0,,,Ray Fisher Stadium,Ann Arbor,MI,Michigan,Big Ten,4000,1923,,42.26786209999999,-83.7420671,253.7054443359375
2017-03-22,South Florida,Florida Gulf Coast,,1.0,10.0,0.0,2.0,7.0,1.0,,,Swanson Stadium,Fort Myers,FL,Florida Gulf Coast,ASUN,1500,2004,,26.4709503,-81.7632771,7.053853511810303
2017-03-22,Charleston Southern,South Carolina,,0.0,5.0,0.0,3.0,8.0,0.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2017-03-22,Tulane,Louisiana,,6.0,6.0,0.0,4.0,9.0,1.0,,,M. L. Tigue Moore Field at Russo Park,Lafayette,LA,Louisiana,Sun Belt,6015,1978renovated 2017,,30.213099,-92.041655,10.53493118286133
2017-03-22,SE Louisiana,LSU,,2.0,5.0,2.0,8.0,10.0,0.0,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2017-03-24,Clemson,Boston College,,8.0,13.0,0.0,2.0,8.0,1.0,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2017-03-24,Miami,North Carolina,,2.0,5.0,2.0,7.0,10.0,0.0,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2017-03-24,Florida State,Notre Dame,,8.0,13.0,0.0,3.0,9.0,1.0,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2017-03-24,Louisville,NC State,,1.0,7.0,0.0,3.0,6.0,0.0,,,,,,,,,,,,,
2017-03-24,Alabama,South Carolina,,4.0,10.0,0.0,2.0,6.0,1.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2017-03-24,Texas Tech,Wichita State,,10.0,14.0,1.0,5.0,7.0,1.0,,,Eck Stadium,Wichita,KS,Wichita State,The American,8153,1978(Renovated 2009),[7],37.721955,-97.2881177,426.8837890625
2017-03-24,Oklahoma State,TCU,,5.0,9.0,1.0,7.0,9.0,1.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203
2017-03-24,Cal State Fullerton,Long Beach State,,4.0,9.0,0.0,6.0,12.0,0.0,,,Blair Field,Long Beach,CA,Long Beach State,Big West,3283,1958,,33.7783672,-118.1388338,9.692743301391602
2017-03-24,Utah,Stanford,,,,,,,,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238
2017-03-24,Florida State,Notre Dame,,8.0,11.0,0.0,2.0,8.0,3.0,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2017-03-24,Duke,Virginia,,19.0,26.0,1.0,3.0,8.0,1.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2017-03-24,Jackson State,Florida Gulf Coast,,4.0,9.0,3.0,7.0,11.0,2.0,,,Swanson Stadium,Fort Myers,FL,Florida Gulf Coast,ASUN,1500,2004,,26.4709503,-81.7632771,7.053853511810303
2017-03-24,Michigan,Maryland,,2.0,6.0,1.0,7.0,6.0,1.0,,,Shipley Field,College Park,MD,Maryland,Big Ten,2500,1965,,38.9894267,-76.9443211,35.65171051025391
2017-03-24,Louisiana,Troy,,6.0,17.0,1.0,5.0,11.0,0.0,,,Riddle–Pace Field,Troy,AL,Troy,Sun Belt,2000,1931,,31.7982637,-85.952973,165.994384765625
2017-03-24,Tennessee,Mississippi State,,4.0,12.0,0.0,5.0,10.0,2.0,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2017-03-24,Oklahoma,Baylor,,11.0,8.0,0.0,3.0,9.0,3.0,,,Baylor Ballpark,Waco,TX,Baylor,Big 12,5000,1999,,31.5509941,-97.1075414,118.8825759887695
2017-03-24,Arizona,Oregon State,,3.0,8.0,1.0,4.0,6.0,2.0,,,Goss Stadium at Coleman Field,Corvallis,OR,Oregon State,Pac-12,3248,1907,,44.562842,-123.2771362,71.95059967041016
2017-03-25,Maine,St. John's,,0.0,4.0,1.0,3.0,10.0,0.0,,,Jack Kaiser Stadium,Queens,NY,St. John's,Big East,3500,2000,,40.7236818,-73.79149869999999,28.06645393371582
2017-03-25,Duke,Virginia,,6.0,6.0,0.0,13.0,20.0,1.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2017-03-25,Jackson State,Florida Gulf Coast,,4.0,6.0,1.0,6.0,10.0,2.0,,,Swanson Stadium,Fort Myers,FL,Florida Gulf Coast,ASUN,1500,2004,,26.4709503,-81.7632771,7.053853511810303
2017-03-25,Maine,St. John's,,3.0,5.0,1.0,9.0,11.0,0.0,,,Jack Kaiser Stadium,Queens,NY,St. John's,Big East,3500,2000,,40.7236818,-73.79149869999999,28.06645393371582
2017-03-25,Texas Tech,Wichita State,,4.0,9.0,0.0,1.0,6.0,0.0,,,Eck Stadium,Wichita,KS,Wichita State,The American,8153,1978(Renovated 2009),[7],37.721955,-97.2881177,426.8837890625
2017-03-25,Miami,North Carolina,,3.0,10.0,4.0,6.0,4.0,1.0,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2017-03-25,Florida State,Notre Dame,,5.0,7.0,1.0,1.0,3.0,0.0,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2017-03-25,Utah,Stanford,,4.0,8.0,2.0,6.0,13.0,1.0,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238
2017-03-25,Michigan,Maryland,,4.0,10.0,0.0,5.0,6.0,1.0,,,Shipley Field,College Park,MD,Maryland,Big Ten,2500,1965,,38.9894267,-76.9443211,35.65171051025391
2017-03-25,Oklahoma State,TCU,,5.0,7.0,3.0,6.0,7.0,3.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203
2017-03-25,Louisville,NC State,,7.0,11.0,0.0,6.0,11.0,0.0,,,,,,,,,,,,,
2017-03-25,Clemson,Boston College,,1.0,2.0,0.0,0.0,3.0,0.0,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2017-03-25,Louisiana,Troy,,5.0,6.0,1.0,7.0,9.0,1.0,,,Riddle–Pace Field,Troy,AL,Troy,Sun Belt,2000,1931,,31.7982637,-85.952973,165.994384765625
2017-03-25,Utah,Stanford,,4.0,11.0,0.0,0.0,6.0,1.0,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238
2017-03-25,Alabama,South Carolina,,5.0,11.0,1.0,6.0,10.0,0.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2017-03-25,Oklahoma,Baylor,,0.0,8.0,2.0,7.0,8.0,0.0,,,Baylor Ballpark,Waco,TX,Baylor,Big 12,5000,1999,,31.5509941,-97.1075414,118.8825759887695
2017-03-25,Cal State Fullerton,Long Beach State,,5.0,5.0,0.0,8.0,15.0,1.0,,,Blair Field,Long Beach,CA,Long Beach State,Big West,3283,1958,,33.7783672,-118.1388338,9.692743301391602
2017-03-25,Arizona,Oregon State,,4.0,4.0,1.0,5.0,10.0,2.0,,,Goss Stadium at Coleman Field,Corvallis,OR,Oregon State,Pac-12,3248,1907,,44.562842,-123.2771362,71.95059967041016
2017-03-25,Tennessee,Mississippi State,,4.0,9.0,2.0,14.0,20.0,3.0,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2017-03-26,Clemson,Boston College,,2.0,5.0,1.0,0.0,7.0,0.0,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2017-03-26,Alabama,South Carolina,,2.0,5.0,1.0,4.0,4.0,2.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2017-03-26,LSU,Florida,,10.0,12.0,1.0,6.0,5.0,2.0,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441
2017-03-26,Texas Tech,Wichita State,,3.0,7.0,0.0,1.0,3.0,1.0,,,Eck Stadium,Wichita,KS,Wichita State,The American,8153,1978(Renovated 2009),[7],37.721955,-97.2881177,426.8837890625
2017-03-26,Duke,Virginia,,6.0,13.0,0.0,13.0,14.0,0.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2017-03-26,Michigan,Maryland,,6.0,9.0,0.0,2.0,7.0,2.0,,,Shipley Field,College Park,MD,Maryland,Big Ten,2500,1965,,38.9894267,-76.9443211,35.65171051025391
2017-03-26,Kansas State,Texas,,5.0,8.0,2.0,6.0,7.0,0.0,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2017-03-26,Oklahoma State,TCU,,1.0,6.0,1.0,5.0,11.0,0.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203
2017-03-26,Arizona,Oregon State,,7.0,7.0,1.0,11.0,15.0,0.0,,,Goss Stadium at Coleman Field,Corvallis,OR,Oregon State,Pac-12,3248,1907,,44.562842,-123.2771362,71.95059967041016
2017-03-26,Texas A&M,Vanderbilt,,6.0,12.0,2.0,4.0,7.0,1.0,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547
2017-03-26,Utah,Stanford,,1.0,4.0,4.0,5.0,10.0,0.0,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238
2017-03-26,Miami,North Carolina,,6.0,7.0,0.0,2.0,11.0,4.0,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2017-03-26,Auburn,Georgia,,4.0,5.0,0.0,1.0,5.0,1.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2017-03-26,Jackson State,Florida Gulf Coast,,1.0,6.0,0.0,5.0,9.0,0.0,,,Swanson Stadium,Fort Myers,FL,Florida Gulf Coast,ASUN,1500,2004,,26.4709503,-81.7632771,7.053853511810303
2017-03-26,Maine,St. John's,,1.0,7.0,3.0,15.0,18.0,2.0,,,Jack Kaiser Stadium,Queens,NY,St. John's,Big East,3500,2000,,40.7236818,-73.79149869999999,28.06645393371582
2017-03-26,Louisville,NC State,,8.0,14.0,2.0,1.0,7.0,1.0,,,,,,,,,,,,,
2017-03-26,Oklahoma,Baylor,,3.0,6.0,0.0,0.0,6.0,0.0,,,Baylor Ballpark,Waco,TX,Baylor,Big 12,5000,1999,,31.5509941,-97.1075414,118.8825759887695
2017-03-26,Arkansas,Missouri,,9.0,12.0,1.0,8.0,11.0,3.0,,,Taylor Stadium,Columbia,MO,Missouri,Southeastern,3031,2002,,38.9355047,-92.3386596,219.3873901367188
2017-03-26,Louisiana,Troy,,7.0,11.0,0.0,2.0,4.0,1.0,,,Riddle–Pace Field,Troy,AL,Troy,Sun Belt,2000,1931,,31.7982637,-85.952973,165.994384765625
2017-03-26,Tennessee,Mississippi State,,4.0,9.0,2.0,7.0,13.0,2.0,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2017-03-26,Cal State Fullerton,Long Beach State,,0.0,7.0,0.0,1.0,8.0,0.0,,,Blair Field,Long Beach,CA,Long Beach State,Big West,3283,1958,,33.7783672,-118.1388338,9.692743301391602
2017-03-28,Little Rock,Ole Miss,,4.0,7.0,2.0,5.0,9.0,1.0,,,,,,,,,,,,,
2017-03-28,Long Beach State,Stanford,,3.0,6.0,1.0,7.0,10.0,0.0,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238
2017-03-28,Oregon State,Saint Mary's,,4.0,9.0,1.0,3.0,11.0,1.0,,,Louis Guisto Field,Moraga,CA,Saint Mary's,West Coast,1100,2012,,37.8420163,-122.1118128,182.6894683837891
2017-03-28,Coastal Carolina,North Carolina,,6.0,6.0,2.0,7.0,8.0,2.0,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2017-03-28,Texas A&M,Texas State,,9.0,13.0,0.0,3.0,4.0,0.0,,,Bobcat Ballpark,San Marcos,TX,Texas State,Sun Belt,2500,2009,,29.8879632,-97.9282519,176.7143859863281
2017-03-28,South Carolina,The Citadel,,15.0,20.0,0.0,1.0,5.0,4.0,,,Joseph P. Riley Jr. Park,Charleston,SC,The Citadel,Southern,6000,1997,,32.790528,-79.9613184,3.128093719482422
2017-03-28,Tulane,LSU,,7.0,10.0,3.0,6.0,6.0,0.0,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2017-03-28,Texas Southern,Texas Tech,,4.0,9.0,2.0,8.0,17.0,1.0,,,Dan Law Field at Rip Griffin Park,Lubbock,TX,Texas Tech,Big 12,4368,1926(Renovated 2012),,33.5884529,-101.8765955,980.9846801757812
2017-03-28,Incarnate Word,Houston,,1.0,5.0,1.0,8.0,13.0,0.0,,,Schroeder Park,Houston,TX,Houston,Big 12,5000,1995,,29.7267987,-95.3453574,11.68445110321045
2017-03-28,Mississippi State,Memphis,,8.0,12.0,0.0,3.0,3.0,2.0,,,FedExPark,Memphis,TN,Memphis,The American,2000,1972,,35.1021359,-89.9255848,90.57918548583984
2017-03-28,Cal State Fullerton,UCLA,,7.0,10.0,1.0,9.0,8.0,2.0,,,Jackie Robinson Stadium,Los Angeles,CA,UCLA,Pac-12,1820,1981,[33],34.0592278,-118.4592393,110.9767608642578
2017-03-28,Southeast Missouri State,Missouri,,6.0,9.0,2.0,5.0,9.0,0.0,,,Taylor Stadium,Columbia,MO,Missouri,Southeastern,3031,2002,,38.9355047,-92.3386596,219.3873901367188
2017-03-28,Savannah State,Georgia,,3.0,8.0,1.0,12.0,16.0,3.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2017-03-28,Tennessee Tech,Tennessee,,0.0,4.0,0.0,6.0,9.0,0.0,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2017-03-28,Western Kentucky,Louisville,,1.0,6.0,5.0,11.0,17.0,2.0,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2017-03-28,Furman,Clemson,,0.0,5.0,0.0,8.0,12.0,2.0,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2017-03-28,Louisiana,McNeese,,3.0,5.0,1.0,1.0,2.0,1.0,,,Joe Miller Ballpark,Lake Charles,LA,McNeese,Southland,2000,1965,,30.1728322,-93.2135598,3.834161758422852
2017-03-28,UTSA,Baylor,,15.0,21.0,1.0,9.0,13.0,2.0,,,Baylor Ballpark,Waco,TX,Baylor,Big 12,5000,1999,,31.5509941,-97.1075414,118.8825759887695
2017-03-28,UT Rio Grande Valley,TCU,,2.0,8.0,3.0,10.0,10.0,2.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203
2017-03-29,Texas Southern,Texas Tech,,7.0,8.0,5.0,14.0,21.0,0.0,,,Dan Law Field at Rip Griffin Park,Lubbock,TX,Texas Tech,Big 12,4368,1926(Renovated 2012),,33.5884529,-101.8765955,980.9846801757812
2017-03-29,Louisiana,SE Louisiana,,3.0,8.0,1.0,15.0,8.0,3.0,,,,,,,,,,,,,
2017-03-29,Winthrop,Clemson,,5.0,13.0,2.0,6.0,14.0,2.0,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2017-03-29,UT Rio Grande Valley,TCU,,2.0,4.0,0.0,18.0,16.0,0.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203
