date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id,image,venue,city,state,team,conference,capacity,opened,ref,latitude,longitude,elevation
2020-05-08,South Carolina,Kentucky,,,,,,,,,,Kentucky Proud Park,Lexington,KY,Kentucky,Southeastern,5000,2018,[36],38.0186731,-84.5035386,315.91455078125
2020-05-08,Clemson,Miami,,,,,,,,,,,,,,,,,,,,
2020-05-08,Tennessee,Texas A&M,,,,,,,,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2020-05-08,Auburn,Ole Miss,,,,,,,,,,,,,,,,,,,,
2020-05-08,Alabama,LSU,,,,,,,,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2020-05-08,Duke,Wake Forest,,,,,,,,,,David F. Couch Ballpark,Winston-Salem,NC,Wake Forest,Atlantic Coast,3823,1956,,36.1298712,-80.25185549999999,289.3376159667969
2020-05-08,NC State,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-08,Vanderbilt,Florida,,,,,,,,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441
2020-05-08,TCU,Texas,,,,,,,,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2020-05-08,Missouri,Mississippi State,,,,,,,,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2020-05-08,Georgia,Arkansas,,,,,,,,,,Baum–Walker Stadium,Fayetteville,AR,Arkansas,Southeastern,13472,1996,,36.0498883,-94.1822406,374.5051879882812
2020-05-09,NC State,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-09,Vanderbilt,Florida,,,,,,,,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441
2020-05-09,South Carolina,Kentucky,,,,,,,,,,Kentucky Proud Park,Lexington,KY,Kentucky,Southeastern,5000,2018,[36],38.0186731,-84.5035386,315.91455078125
2020-05-09,TCU,Texas,,,,,,,,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2020-05-09,Duke,Wake Forest,,,,,,,,,,David F. Couch Ballpark,Winston-Salem,NC,Wake Forest,Atlantic Coast,3823,1956,,36.1298712,-80.25185549999999,289.3376159667969
2020-05-09,Missouri,Mississippi State,,,,,,,,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2020-05-09,Georgia,Arkansas,,,,,,,,,,Baum–Walker Stadium,Fayetteville,AR,Arkansas,Southeastern,13472,1996,,36.0498883,-94.1822406,374.5051879882812
2020-05-09,Auburn,Ole Miss,,,,,,,,,,,,,,,,,,,,
2020-05-09,Central Michigan,Notre Dame,,,,,,,,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2020-05-09,Pittsburgh,North Carolina,,,,,,,,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2020-05-09,Tennessee,Texas A&M,,,,,,,,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2020-05-09,Central Michigan,Notre Dame,,,,,,,,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2020-05-09,Georgia Tech,Virginia,,,,,,,,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2020-05-09,Clemson,Miami,,,,,,,,,,,,,,,,,,,,
2020-05-09,Alabama,LSU,,,,,,,,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2020-05-10,South Carolina,Kentucky,,,,,,,,,,Kentucky Proud Park,Lexington,KY,Kentucky,Southeastern,5000,2018,[36],38.0186731,-84.5035386,315.91455078125
2020-05-10,Central Michigan,Notre Dame,,,,,,,,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2020-05-10,Georgia Tech,Virginia,,,,,,,,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2020-05-10,Tennessee,Texas A&M,,,,,,,,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2020-05-10,Missouri,Mississippi State,,,,,,,,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2020-05-10,Clemson,Miami,,,,,,,,,,,,,,,,,,,,
2020-05-10,Duke,Wake Forest,,,,,,,,,,David F. Couch Ballpark,Winston-Salem,NC,Wake Forest,Atlantic Coast,3823,1956,,36.1298712,-80.25185549999999,289.3376159667969
2020-05-10,NC State,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-10,Pittsburgh,North Carolina,,,,,,,,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2020-05-10,Georgia,Arkansas,,,,,,,,,,Baum–Walker Stadium,Fayetteville,AR,Arkansas,Southeastern,13472,1996,,36.0498883,-94.1822406,374.5051879882812
2020-05-10,Auburn,Ole Miss,,,,,,,,,,,,,,,,,,,,
2020-05-10,Alabama,LSU,,,,,,,,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2020-05-10,TCU,Texas,,,,,,,,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2020-05-12,Old Dominion,Virginia Tech,,,,,,,,,,English Field,Blacksburg,VA,Virginia Tech,Atlantic Coast,4000,1989,,37.217839,-80.4233407,623.3162231445312
2020-05-12,Maine,Boston College,,,,,,,,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2020-05-12,VCU,Virginia,,,,,,,,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2020-05-12,Richmond,Duke,,,,,,,,,,Jack Coombs Field,Durham,NC,Duke,Atlantic Coast,2000,1931,,35.9980856,-78.94423610000001,125.2663421630859
2020-05-12,Belmont,Tennessee,,,,,,,,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2020-05-12,Pittsburgh,West Virginia,,,,,,,,,,Monongalia County Ballpark,Granville,WV,West Virginia,Big 12,3500,2015,,39.6436986,-79.9958649,349.5673217773438
2020-05-12,Northern Kentucky,Kentucky,,,,,,,,,,Kentucky Proud Park,Lexington,KY,Kentucky,Southeastern,5000,2018,[36],38.0186731,-84.5035386,315.91455078125
2020-05-12,Samford,Auburn,,,,,,,,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125
2020-05-12,Florida Gulf Coast,Miami,,,,,,,,,,,,,,,,,,,,
2020-05-12,South Carolina,South Carolina Upstate,,,,,,,,,,,,,,,,,,,,
2020-05-12,Middle Tennessee,Vanderbilt,,,,,,,,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547
2020-05-12,Ole Miss,Arkansas State,,,,,,,,,,Tomlinson Stadium–Kell Field,Jonesboro,AR,Arkansas State,Sun Belt,1200,1992,[47],35.8428242,-90.668392,86.14799499511719
2020-05-12,Notre Dame,Northwestern,,,,,,,,,,Rocky Miller Park,Evanston,IL,Northwestern,Big Ten,600,1943,,42.0680471,-87.69251799999999,183.1503295898438
2020-05-12,Wake Forest,High Point,,,,,,,,,,George S. Erath Field at Coy O. Williard Baseball Stadium,High Point,NC,High Point,Big South,550,2007,,35.9751648,-79.9958441,253.5614013671875
2020-05-12,NC State,UNC Wilmington,,,,,,,,,,Brooks Field,Wilmington,NC,UNC Wilmington,Colonial Athletic,3000,1989,,34.2215559,-77.8733336,10.80797004699707
2020-05-12,Clemson,The Citadel,,,,,,,,,,Joseph P. Riley Jr. Park,Charleston,SC,The Citadel,Southern,6000,1997,,32.790528,-79.9613184,3.128093719482422
2020-05-12,Presbyterian,Georgia,,,,,,,,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2020-05-12,North Carolina,Appalachian State,,,,,,,,,,Beaver Field at Jim and Bettie Smith Stadium,Boone,NC,Appalachian State,Sun Belt,1000,2007,[46],36.2111108,-81.6927826,1062.363525390625
2020-05-12,Florida State,Jacksonville,,,,,,,,,,John Sessions Stadium,Jacksonville,FL,Jacksonville,ASUN,3000,—,,30.3514645,-81.6074572,4.446594715118408
2020-05-12,Troy,Alabama,,,,,,,,,,Sewell–Thomas Stadium,Tuscaloosa,AL,Alabama,Southeastern,8500,"1948closed 2015, rebuilt 2016",,33.2048713,-87.53862099999999,65.01921081542969
2020-05-12,Indiana,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-12,McNeese,Texas,,,,,,,,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797
2020-05-12,North Alabama,Mississippi State,,,,,,,,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594
2020-05-12,New Orleans,LSU,,,,,,,,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2020-05-14,Miami,Georgia Tech,,,,,,,,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312
2020-05-14,Duke,Pittsburgh,,,,,,,,,,Charles L. Cost Field,Pittsburgh,PA,Pittsburgh,Atlantic Coast,900,2011,,40.4453267,-79.96617499999999,347.5736694335938
2020-05-14,Virginia Tech,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-14,North Carolina,Virginia,,,,,,,,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2020-05-14,Kentucky,Georgia,,,,,,,,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2020-05-14,LSU,Auburn,,,,,,,,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125
2020-05-14,Texas A&M,Missouri,,,,,,,,,,Taylor Stadium,Columbia,MO,Missouri,Southeastern,3031,2002,,38.9355047,-92.3386596,219.3873901367188
2020-05-14,Notre Dame,NC State,,,,,,,,,,,,,,,,,,,,
2020-05-14,Florida State,Clemson,,,,,,,,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2020-05-14,Arkansas,Tennessee,,,,,,,,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2020-05-14,Wake Forest,Boston College,,,,,,,,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2020-05-14,Florida,South Carolina,,,,,,,,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2020-05-14,Ole Miss,Alabama,,,,,,,,,,Sewell–Thomas Stadium,Tuscaloosa,AL,Alabama,Southeastern,8500,"1948closed 2015, rebuilt 2016",,33.2048713,-87.53862099999999,65.01921081542969
2020-05-14,Mississippi State,Vanderbilt,,,,,,,,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547
2020-05-15,Duke,Pittsburgh,,,,,,,,,,Charles L. Cost Field,Pittsburgh,PA,Pittsburgh,Atlantic Coast,900,2011,,40.4453267,-79.96617499999999,347.5736694335938
2020-05-15,Florida State,Clemson,,,,,,,,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2020-05-15,Notre Dame,NC State,,,,,,,,,,,,,,,,,,,,
2020-05-15,North Carolina,Virginia,,,,,,,,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2020-05-15,Kentucky,Georgia,,,,,,,,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2020-05-15,LSU,Auburn,,,,,,,,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125
2020-05-15,Texas A&M,Missouri,,,,,,,,,,Taylor Stadium,Columbia,MO,Missouri,Southeastern,3031,2002,,38.9355047,-92.3386596,219.3873901367188
2020-05-15,Wake Forest,Boston College,,,,,,,,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2020-05-15,Virginia Tech,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-15,Arkansas,Tennessee,,,,,,,,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2020-05-15,Miami,Georgia Tech,,,,,,,,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312
2020-05-15,Florida,South Carolina,,,,,,,,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2020-05-15,Ole Miss,Alabama,,,,,,,,,,Sewell–Thomas Stadium,Tuscaloosa,AL,Alabama,Southeastern,8500,"1948closed 2015, rebuilt 2016",,33.2048713,-87.53862099999999,65.01921081542969
2020-05-15,Mississippi State,Vanderbilt,,,,,,,,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547
2020-05-16,Kentucky,Georgia,,,,,,,,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2020-05-16,Miami,Georgia Tech,,,,,,,,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312
2020-05-16,Virginia Tech,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2020-05-16,Arkansas,Tennessee,,,,,,,,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375
2020-05-16,North Carolina,Virginia,,,,,,,,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2020-05-16,Mississippi State,Vanderbilt,,,,,,,,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547
2020-05-16,LSU,Auburn,,,,,,,,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125
2020-05-16,Duke,Pittsburgh,,,,,,,,,,Charles L. Cost Field,Pittsburgh,PA,Pittsburgh,Atlantic Coast,900,2011,,40.4453267,-79.96617499999999,347.5736694335938
2020-05-16,Wake Forest,Boston College,,,,,,,,,,Eddie Pellagrini Diamond,Boston,MA,Boston College,Atlantic Coast,2500,2018,,42.3439019,-71.1597951,13.7080020904541
2020-05-16,Texas A&M,Missouri,,,,,,,,,,Taylor Stadium,Columbia,MO,Missouri,Southeastern,3031,2002,,38.9355047,-92.3386596,219.3873901367188
2020-05-16,Ole Miss,Alabama,,,,,,,,,,Sewell–Thomas Stadium,Tuscaloosa,AL,Alabama,Southeastern,8500,"1948closed 2015, rebuilt 2016",,33.2048713,-87.53862099999999,65.01921081542969
2020-05-16,Florida State,Clemson,,,,,,,,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2020-05-16,Florida,South Carolina,,,,,,,,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2020-05-16,Notre Dame,NC State,,,,,,,,,,,,,,,,,,,,
2021-02-20,Boston College,Charleston Southern,,12.0,11.0,1.0,4.0,7.0,3.0,,,Buccaneer Ballpark,North Charleston,SC,Charleston Southern,Big South,1500,—,,32.9836917,-80.06701629999999,10.29676532745361
2021-02-20,West Virginia,Georgia State,,6.0,10.0,1.0,7.0,13.0,3.0,,,Georgia State Baseball Complex,Decatur,GA,Georgia State,Sun Belt,1092,1986,,33.6876923,-84.27919860000002,232.0638732910156
2021-02-20,Dayton,South Carolina,,5.0,3.0,1.0,12.0,11.0,1.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2021-02-20,Bellarmine,Louisville,,1.0,4.0,1.0,5.0,9.0,0.0,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375
2021-02-20,Eastern Kentucky,Georgia Tech,,9.0,11.0,1.0,6.0,11.0,2.0,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312
2021-02-20,Tennessee,Georgia Southern,,5.0,6.0,1.0,3.0,8.0,0.0,,,J. I. Clements Stadium,Statesboro,GA,Georgia Southern,Sun Belt,3000,2005,,32.4287969,-81.7816806,72.61900329589844
2021-02-20,North Florida,Florida State,,7.0,11.0,0.0,4.0,8.0,2.0,,,Mike Martin Field at Dick Howser Stadium,Tallahassee,FL,Florida State,Atlantic Coast,6700,1983,,30.4405434,-84.3040448,21.59014511108398
2021-02-20,Cincinnati,Clemson,,2.0,7.0,0.0,5.0,6.0,1.0,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516
2021-02-20,Presbyterian,Auburn,,1.0,8.0,0.0,6.0,11.0,0.0,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125
2021-02-20,Evansville,Georgia,,5.0,6.0,0.0,6.0,10.0,0.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2021-02-20,Santa Clara,UC Santa Barbara,,6.0,12.0,0.0,9.0,12.0,1.0,,,Caesar Uyesaka Stadium,Santa Barbara,CA,UC Santa Barbara,Big West,1000,1964,,34.4190504,-119.8523306,12.95749187469482
2021-02-20,West Virginia,Georgia State,,4.0,11.0,1.0,20.0,20.0,0.0,,,Georgia State Baseball Complex,Decatur,GA,Georgia State,Sun Belt,1092,1986,,33.6876923,-84.27919860000002,232.0638732910156
2021-02-20,Northeastern,Wake Forest,,0.0,8.0,1.0,9.0,15.0,1.0,,,David F. Couch Ballpark,Winston-Salem,NC,Wake Forest,Atlantic Coast,3823,1956,,36.1298712,-80.25185549999999,289.3376159667969
2021-02-20,Ball State,Arizona,,8.0,10.0,3.0,7.0,10.0,3.0,,,Hi Corbett Field,Tucson,AZ,Arizona,Pac-12,9500,1927,,32.2129525,-110.9197125,758.5875244140625
2021-02-20,Louisiana Tech,Notre Dame,,,,,,,,,,Frank Eck Stadium,Notre Dame,IN,Notre Dame,Atlantic Coast,2500,1994,,41.69628489999999,-86.2280772,225.9461364746094
2021-02-20,VMI,NC State,,,,,,,,,,,,,,,,,,,,
2021-02-20,Oklahoma State,Sam Houston,,,,,,,,,,Don Sanders Stadium,Huntsville,TX,Sam Houston,Conference USA,1164,2006,,30.7134961,-95.5398989,133.0574951171875
2021-02-20,Evansville,Georgia,,3.0,3.0,4.0,7.0,8.0,1.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
2021-02-20,Florida Gulf Coast,South Florida,,4.0,9.0,0.0,1.0,12.0,2.0,,,USF Baseball Stadium,Tampa,FL,South Florida,The American,3211,2011,,28.059087,-82.4041421,18.72600173950195
2021-02-20,UConn,Virginia,,10.0,12.0,2.0,9.0,8.0,1.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734
2021-02-20,Miami,Florida,,10.0,11.0,3.0,9.0,14.0,3.0,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441
2021-02-20,James Madison,North Carolina,,4.0,7.0,0.0,7.0,12.0,2.0,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414
2021-02-20,Duke,Coastal Carolina,,12.0,14.0,2.0,4.0,3.0,4.0,,,Springs Brooks Stadium,Conway,SC,Coastal Carolina,Sun Belt,5500,N/A(Rebuilt 2013),,33.7928031,-79.01745749999999,12.79720497131348
2021-02-20,Rhode Island,East Carolina,,1.0,4.0,1.0,7.0,7.0,2.0,,,Clark–LeClair Stadium,Greenville,NC,East Carolina,The American,5000,2005,,35.5929511,-77.3671406,18.56173515319824
2021-02-20,Air Force,LSU,,1.0,6.0,0.0,6.0,8.0,1.0,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221
2021-02-20,McNeese,Alabama,,3.0,5.0,1.0,4.0,7.0,1.0,,,Sewell–Thomas Stadium,Tuscaloosa,AL,Alabama,Southeastern,8500,"1948closed 2015, rebuilt 2016",,33.2048713,-87.53862099999999,65.01921081542969
2021-02-20,Xavier,Texas A&M,,10.0,13.0,4.0,6.0,7.0,1.0,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2021-02-20,Alabama State,Jacksonville State,,3.0,6.0,1.0,5.0,8.0,0.0,,,Rudy Abbott Field,Jacksonville,AL,Jacksonville State,Conference USA,1500,1995,[17],33.8255285,-85.7769948,196.5557098388672
2021-02-20,Boston College,Charleston Southern,,12.0,14.0,0.0,1.0,4.0,4.0,,,Buccaneer Ballpark,North Charleston,SC,Charleston Southern,Big South,1500,—,,32.9836917,-80.06701629999999,10.29676532745361
2021-02-20,Missouri,Grand Canyon,,4.0,9.0,2.0,8.0,11.0,0.0,,,Brazell Field at GCU Ballpark,Phoenix,AZ,Grand Canyon,Western Athletic,3500,2018,,33.5124741,-112.1334617,349.2816162109375
2021-02-20,Florida Gulf Coast,South Florida,,4.0,9.0,0.0,1.0,12.0,2.0,,,USF Baseball Stadium,Tampa,FL,South Florida,The American,3211,2011,,28.059087,-82.4041421,18.72600173950195
2021-02-20,San Francisco,UCLA,,2.0,6.0,1.0,8.0,11.0,0.0,,,Jackie Robinson Stadium,Los Angeles,CA,UCLA,Pac-12,1820,1981,[33],34.0592278,-118.4592393,110.9767608642578
2021-02-20,Xavier,Texas A&M,,2.0,4.0,0.0,0.0,3.0,0.0,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547
2021-02-20,Missouri,Grand Canyon,,9.0,12.0,1.0,7.0,10.0,2.0,,,Brazell Field at GCU Ballpark,Phoenix,AZ,Grand Canyon,Western Athletic,3500,2018,,33.5124741,-112.1334617,349.2816162109375
2021-02-20,Utah,Cal State Fullerton,,1.0,2.0,1.0,3.0,6.0,0.0,,,Goodwin Field,Fullerton,CA,Cal State Fullerton,Big West,3500,1992,,33.887139,-117.8853105,77.81831359863281
2021-02-20,Kent State,Virginia Tech,,,,,,,,,,English Field,Blacksburg,VA,Virginia Tech,Atlantic Coast,4000,1989,,37.217839,-80.4233407,623.3162231445312
2021-02-20,Wright State,Vanderbilt,,,,,,,,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547
2021-02-21,Kent State,Virginia Tech,,1.0,6.0,0.0,3.0,3.0,0.0,,,English Field,Blacksburg,VA,Virginia Tech,Atlantic Coast,4000,1989,,37.217839,-80.4233407,623.3162231445312
2021-02-21,Boston College,Charleston Southern,,10.0,9.0,1.0,2.0,9.0,3.0,,,Buccaneer Ballpark,North Charleston,SC,Charleston Southern,Big South,1500,—,,32.9836917,-80.06701629999999,10.29676532745361
2021-02-21,West Virginia,Georgia State,,3.0,3.0,1.0,2.0,5.0,3.0,,,Georgia State Baseball Complex,Decatur,GA,Georgia State,Sun Belt,1092,1986,,33.6876923,-84.27919860000002,232.0638732910156
2021-02-21,Dayton,South Carolina,,1.0,3.0,1.0,5.0,9.0,2.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477
2021-02-21,Evansville,Georgia,,1.0,1.0,2.0,4.0,7.0,1.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594
