date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id,image,venue,city,state,team,conference,capacity,opened,ref,latitude,longitude,elevation,weather_data
2016-03-01,UNC Greensboro,NC State,,4.0,9.0,2.0,8.0,10.0,1.0,,,,,,,,,,,,,,failed
2016-03-01,Charleston Southern,Georgia,,3.0,5.0,1.0,10.0,9.0,1.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594,"{'lat': 33.9408739, 'lon': -83.37970969999999, 'tz': '-05:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 50.0}, 'precipitation': {'total': 5.75}, 'temperature': {'min': 44.96, 'max': 71.96, 'afternoon': 68.67, 'night': 52.45, 'evening': 68.58, 'morning': 45.0}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 14.99, 'direction': 230.0}}}"
2016-03-01,Incarnate Word,Oklahoma State,,1.0,4.0,4.0,7.0,9.0,1.0,,,O'Brate Stadium,Stillwater,OK,Oklahoma State,Big 12,"3,500[13]",2021[a],,36.1310616,-97.0687453,278.1031494140625,"{'lat': 36.1310616, 'lon': -97.0687453, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 39.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 38.35, 'max': 57.97, 'afternoon': 51.19, 'night': 57.97, 'evening': 54.41, 'morning': 48.76}, 'pressure': {'afternoon': 1023.0}, 'wind': {'max': {'speed': 19.69, 'direction': 20.0}}}"
2016-03-01,Alcorn State,Mississippi State,,0.0,3.0,4.0,14.0,17.0,0.0,,,"Dudy Noble Field, Polk–DeMent Stadium",Starkville,MS,Mississippi State,Southeastern,15000,"1967rebuilt 1987, renovated 2001, rebuilt 2019",,33.4630609,-88.7940698,110.2767028808594,"{'lat': 33.4630609, 'lon': -88.7940698, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 59.0}, 'precipitation': {'total': 8.62}, 'temperature': {'min': 47.43, 'max': 68.79, 'afternoon': 68.79, 'night': 54.7, 'evening': 53.96, 'morning': 57.27}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 13.87, 'direction': 190.0}}}"
2016-03-01,South Carolina,The Citadel,,6.0,15.0,0.0,3.0,6.0,4.0,,,Joseph P. Riley Jr. Park,Charleston,SC,The Citadel,Southern,6000,1997,,32.790528,-79.9613184,3.128093719482422,"{'lat': 32.790528, 'lon': -79.9613184, 'tz': '-05:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 20.0}, 'humidity': {'afternoon': 53.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 54.55, 'max': 72.07, 'afternoon': 71.02, 'night': 57.61, 'evening': 65.39, 'morning': 54.55}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 16.11, 'direction': 180.0}}}"
2016-03-01,New Orleans,Louisiana,,4.0,10.0,1.0,7.0,9.0,0.0,,,M. L. Tigue Moore Field at Russo Park,Lafayette,LA,Louisiana,Sun Belt,6015,1978renovated 2017,,30.213099,-92.041655,10.53493118286133,"{'lat': 30.213099, 'lon': -92.041655, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 66.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 60.35, 'max': 75.04, 'afternoon': 74.32, 'night': 61.5, 'evening': 69.01, 'morning': 62.55}, 'pressure': {'afternoon': 1018.0}, 'wind': {'max': {'speed': 19.69, 'direction': 210.0}}}"
2016-03-01,UT Rio Grande Valley,TCU,,0.0,4.0,4.0,13.0,10.0,0.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203,"{'lat': 32.7027992, 'lon': -97.3721802, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 32.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 51.89, 'max': 69.89, 'afternoon': 69.73, 'night': 63.45, 'evening': 64.6, 'morning': 64.38}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 28.86, 'direction': 360.0}}}"
2016-03-01,USC,Long Beach State,,7.0,15.0,3.0,4.0,6.0,3.0,,,Blair Field,Long Beach,CA,Long Beach State,Big West,3283,1958,,33.7783672,-118.1388338,9.692743301391602,"{'lat': 33.7783672, 'lon': -118.1388338, 'tz': '-08:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 65.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 56.08, 'max': 70.66, 'afternoon': 69.76, 'night': 57.63, 'evening': 62.38, 'morning': 56.08}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 8.05, 'direction': 190.0}}}"
2016-03-01,Tennessee Tech,Vanderbilt,,,,,,,,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547,"{'lat': 36.1433984, 'lon': -86.8073934, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 100.0}, 'humidity': {'afternoon': 100.0}, 'precipitation': {'total': 10.94}, 'temperature': {'min': 36.84, 'max': 62.98, 'afternoon': 58.62, 'night': 43.09, 'evening': 50.09, 'morning': 44.17}, 'pressure': {'afternoon': 1009.0}, 'wind': {'max': {'speed': 23.04, 'direction': 280.0}}}"
2016-03-01,Alabama A&M,Auburn,,1.0,5.0,2.0,15.0,17.0,1.0,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125,"{'lat': 32.5996377, 'lon': -85.48956489999999, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 60.0}, 'precipitation': {'total': 15.46}, 'temperature': {'min': 49.91, 'max': 71.96, 'afternoon': 71.01, 'night': 53.49, 'evening': 67.55, 'morning': 50.81}, 'pressure': {'afternoon': 1018.0}, 'wind': {'max': {'speed': 18.34, 'direction': 230.0}}}"
2016-03-01,Jacksonville,Florida State,,7.0,16.0,0.0,3.0,8.0,3.0,,,Mike Martin Field at Dick Howser Stadium,Tallahassee,FL,Florida State,Atlantic Coast,6700,1983,,30.4405434,-84.3040448,21.59014511108398,"{'lat': 30.4405434, 'lon': -84.3040448, 'tz': '-05:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 49.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 47.32, 'max': 75.45, 'afternoon': 71.74, 'night': 55.42, 'evening': 69.21, 'morning': 47.32}, 'pressure': {'afternoon': 1020.0}, 'wind': {'max': {'speed': 14.99, 'direction': 210.0}}}"
2016-03-01,UCLA,UC Santa Barbara,,6.0,12.0,2.0,11.0,7.0,0.0,,,Caesar Uyesaka Stadium,Santa Barbara,CA,UC Santa Barbara,Big West,1000,1964,,34.4190504,-119.8523306,12.95749187469482,"{'lat': 34.4190504, 'lon': -119.8523306, 'tz': '-08:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 77.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 53.74, 'max': 64.65, 'afternoon': 64.08, 'night': 55.56, 'evening': 62.13, 'morning': 55.04}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 8.77, 'direction': 22.0}}}"
2016-03-01,Florida,UCF,,9.0,14.0,0.0,5.0,7.0,2.0,,,John Euliano Park,Orlando,FL,UCF,Big 12,3600,2001,,28.6090475,-81.1953991,22.03911781311035,failed
2016-03-01,Alabama,Troy,,2.0,9.0,0.0,1.0,7.0,0.0,,,Riddle–Pace Field,Troy,AL,Troy,Sun Belt,2000,1931,,31.7982637,-85.952973,165.994384765625,"{'lat': 31.7982637, 'lon': -85.952973, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 58.0}, 'precipitation': {'total': 3.5}, 'temperature': {'min': 52.52, 'max': 72.59, 'afternoon': 71.73, 'night': 56.01, 'evening': 69.08, 'morning': 52.52}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 16.11, 'direction': 200.0}}}"
2016-03-01,Texas,Texas State,,10.0,14.0,0.0,4.0,10.0,1.0,,,Bobcat Ballpark,San Marcos,TX,Texas State,Sun Belt,2500,2009,,29.8879632,-97.9282519,176.7143859863281,"{'lat': 29.8879632, 'lon': -97.9282519, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 20.0}, 'humidity': {'afternoon': 69.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 56.89, 'max': 82.63, 'afternoon': 75.58, 'night': 65.14, 'evening': 73.24, 'morning': 65.35}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 26.4, 'direction': 350.0}}}"
2016-03-01,Houston Christian,Texas A&M,,2.0,12.0,1.0,3.0,13.0,1.0,,,Olsen Field at Blue Bell Park,College Station,TX,Texas A&M,Southeastern,6100,1978renovated 2014,,30.6060601,-96.3413557,103.0995330810547,"{'lat': 30.6060601, 'lon': -96.3413557, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 73.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 58.59, 'max': 76.08, 'afternoon': 73.36, 'night': 63.37, 'evening': 70.88, 'morning': 64.87}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 18.34, 'direction': 360.0}}}"
2016-03-01,UTSA,Houston,,3.0,7.0,3.0,2.0,8.0,1.0,,,Schroeder Park,Houston,TX,Houston,Big 12,5000,1995,,29.7267987,-95.3453574,11.68445110321045,"{'lat': 29.7267987, 'lon': -95.3453574, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 69.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 62.28, 'max': 77.56, 'afternoon': 75.54, 'night': 63.72, 'evening': 76.41, 'morning': 62.6}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 16.11, 'direction': 360.0}}}"
2016-03-01,Morehead State,Louisville,,,,,,,,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375,"{'lat': 38.2055156, 'lon': -85.7628651, 'tz': '-05:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 80.0}, 'precipitation': {'total': 6.38}, 'temperature': {'min': 32.32, 'max': 57.85, 'afternoon': 54.39, 'night': 44.71, 'evening': 39.78, 'morning': 41.4}, 'pressure': {'afternoon': 1007.0}, 'wind': {'max': {'speed': 33.33, 'direction': 280.0}}}"
2016-03-01,Oral Roberts,Missouri State,,,,,,,,,,Hammons Field,Springfield,MO,Missouri State,Missouri Valley,10476,2004,[24],37.2115106,-93.2794258,394.5540466308594,"{'lat': 37.2115106, 'lon': -93.2794258, 'tz': '-06:00', 'date': '2016-03-01', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 54.0}, 'precipitation': {'total': 5.66}, 'temperature': {'min': 31.93, 'max': 55.17, 'afternoon': 43.79, 'night': 55.17, 'evening': 41.5, 'morning': 50.09}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 21.92, 'direction': 330.0}}}"
2016-03-02,Winthrop,North Carolina,,6.0,10.0,4.0,11.0,10.0,2.0,,,Boshamer Stadium,Chapel Hill,NC,North Carolina,Atlantic Coast,5000,1972,,35.9063145,-79.0427441,125.8752212524414,"{'lat': 35.9063145, 'lon': -79.0427441, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 35.0}, 'precipitation': {'total': 3.31}, 'temperature': {'min': 37.24, 'max': 62.47, 'afternoon': 49.73, 'night': 62.4, 'evening': 46.58, 'morning': 51.22}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 17.22, 'direction': 310.0}}}"
2016-03-02,Morehead State,Louisville,,5.0,3.0,1.0,9.0,15.0,0.0,,,Jim Patterson Stadium,Louisville,KY,Louisville,Atlantic Coast,4000,2005,,38.2055156,-85.7628651,140.28662109375,"{'lat': 38.2055156, 'lon': -85.7628651, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 53.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 28.04, 'max': 39.47, 'afternoon': 33.49, 'night': 31.35, 'evening': 39.22, 'morning': 28.04}, 'pressure': {'afternoon': 1024.0}, 'wind': {'max': {'speed': 12.75, 'direction': 300.0}}}"
2016-03-02,Austin Peay,Kentucky,,2.0,8.0,1.0,3.0,8.0,1.0,,,Kentucky Proud Park,Lexington,KY,Kentucky,Southeastern,5000,2018,[36],38.0186731,-84.5035386,315.91455078125,"{'lat': 38.0186731, 'lon': -84.5035386, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 55.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 27.91, 'max': 37.09, 'afternoon': 32.25, 'night': 31.89, 'evening': 35.85, 'morning': 28.29}, 'pressure': {'afternoon': 1023.0}, 'wind': {'max': {'speed': 13.87, 'direction': 290.0}}}"
2016-03-02,Alabama A&M,Auburn,,0.0,2.0,3.0,5.0,4.0,1.0,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125,"{'lat': 32.5996377, 'lon': -85.48956489999999, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 42.0}, 'precipitation': {'total': 0.6}, 'temperature': {'min': 40.95, 'max': 59.72, 'afternoon': 55.0, 'night': 54.55, 'evening': 52.32, 'morning': 44.01}, 'pressure': {'afternoon': 1021.0}, 'wind': {'max': {'speed': 13.87, 'direction': 330.0}}}"
2016-03-02,Villanova,Florida State,,10.0,14.0,2.0,11.0,14.0,4.0,,,Mike Martin Field at Dick Howser Stadium,Tallahassee,FL,Florida State,Atlantic Coast,6700,1983,,30.4405434,-84.3040448,21.59014511108398,"{'lat': 30.4405434, 'lon': -84.3040448, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 35.0}, 'precipitation': {'total': 0.13}, 'temperature': {'min': 47.01, 'max': 68.7, 'afternoon': 64.27, 'night': 63.46, 'evening': 63.9, 'morning': 60.76}, 'pressure': {'afternoon': 1021.0}, 'wind': {'max': {'speed': 14.99, 'direction': 290.0}}}"
2016-03-02,Arkansas-Pine Bluff,Missouri,,0.0,5.0,0.0,2.0,5.0,0.0,,,Taylor Stadium,Columbia,MO,Missouri,Southeastern,3031,2002,,38.9355047,-92.3386596,219.3873901367188,"{'lat': 38.9355047, 'lon': -92.3386596, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 50.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 20.71, 'max': 45.84, 'afternoon': 39.06, 'night': 26.17, 'evening': 43.79, 'morning': 20.71}, 'pressure': {'afternoon': 1021.0}, 'wind': {'max': {'speed': 16.11, 'direction': 120.0}}}"
2016-03-02,Incarnate Word,Oklahoma State,,2.0,7.0,1.0,3.0,6.0,2.0,,,O'Brate Stadium,Stillwater,OK,Oklahoma State,Big 12,"3,500[13]",2021[a],,36.1310616,-97.0687453,278.1031494140625,"{'lat': 36.1310616, 'lon': -97.0687453, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 19.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 35.44, 'max': 67.57, 'afternoon': 61.74, 'night': 37.24, 'evening': 63.55, 'morning': 36.99}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 27.74, 'direction': 180.0}}}"
2016-03-02,UCF,Florida,,0.0,5.0,3.0,4.0,3.0,0.0,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441,"{'lat': 29.6364107, 'lon': -82.3637638, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 63.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 53.62, 'max': 77.02, 'afternoon': 71.46, 'night': 62.6, 'evening': 70.27, 'morning': 62.01}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 14.99, 'direction': 290.0}}}"
2016-03-02,Louisiana,McNeese,,2.0,7.0,4.0,7.0,7.0,0.0,,,Joe Miller Ballpark,Lake Charles,LA,McNeese,Southland,2000,1965,,30.1728322,-93.2135598,3.834161758422852,"{'lat': 30.1728322, 'lon': -93.2135598, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 45.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 49.41, 'max': 69.96, 'afternoon': 65.37, 'night': 62.22, 'evening': 63.57, 'morning': 50.16}, 'pressure': {'afternoon': 1023.0}, 'wind': {'max': {'speed': 12.75, 'direction': 90.0}}}"
2016-03-02,Cal State Fullerton,Arizona,,0.0,4.0,1.0,2.0,7.0,0.0,,,Hi Corbett Field,Tucson,AZ,Arizona,Pac-12,9500,1927,,32.2129525,-110.9197125,758.5875244140625,"{'lat': 32.2129525, 'lon': -110.9197125, 'tz': '-07:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 13.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 51.66, 'max': 82.69, 'afternoon': 76.6, 'night': 58.64, 'evening': 80.17, 'morning': 52.66}, 'pressure': {'afternoon': 1018.0}, 'wind': {'max': {'speed': 13.87, 'direction': 320.0}}}"
2016-03-02,UNC Wilmington,NC State,,2.0,6.0,0.0,5.0,11.0,2.0,,,,,,,,,,,,,,failed
2016-03-02,Memphis,Ole Miss,,7.0,11.0,2.0,9.0,5.0,1.0,,,,,,,,,,,,,,failed
2016-03-02,Louisiana Tech,Arkansas,,3.0,6.0,1.0,2.0,6.0,0.0,,,Baum–Walker Stadium,Fayetteville,AR,Arkansas,Southeastern,13472,1996,,36.0498883,-94.1822406,374.5051879882812,"{'lat': 36.0498883, 'lon': -94.1822406, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 35.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 30.36, 'max': 60.89, 'afternoon': 55.62, 'night': 34.77, 'evening': 57.24, 'morning': 30.36}, 'pressure': {'afternoon': 1020.0}, 'wind': {'max': {'speed': 20.8, 'direction': 160.0}}}"
2016-03-02,Cincinnati,Tennessee,,1.0,4.0,1.0,7.0,7.0,1.0,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375,"{'lat': 35.949736, 'lon': -83.92927000000002, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 66.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 29.03, 'max': 45.55, 'afternoon': 33.73, 'night': 45.55, 'evening': 38.08, 'morning': 32.7}, 'pressure': {'afternoon': 1022.0}, 'wind': {'max': {'speed': 14.99, 'direction': 280.0}}}"
2016-03-02,Oral Roberts,Missouri State,,0.0,7.0,1.0,5.0,8.0,0.0,,,Hammons Field,Springfield,MO,Missouri State,Missouri Valley,10476,2004,[24],37.2115106,-93.2794258,394.5540466308594,"{'lat': 37.2115106, 'lon': -93.2794258, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 42.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 25.77, 'max': 56.46, 'afternoon': 49.24, 'night': 29.44, 'evening': 54.25, 'morning': 28.47}, 'pressure': {'afternoon': 1020.0}, 'wind': {'max': {'speed': 24.16, 'direction': 150.0}}}"
2016-03-02,Charleston Southern,Georgia,,3.0,7.0,1.0,5.0,14.0,1.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594,"{'lat': 33.9408739, 'lon': -83.37970969999999, 'tz': '-05:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 51.0}, 'precipitation': {'total': 0.3}, 'temperature': {'min': 40.42, 'max': 55.35, 'afternoon': 47.37, 'night': 55.35, 'evening': 49.01, 'morning': 43.3}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 16.11, 'direction': 300.0}}}"
2016-03-02,Florida Gulf Coast,Miami,,2.0,6.0,0.0,6.0,10.0,0.0,,,,,,,,,,,,,,failed
2016-03-02,LSU,Nicholls,,9.0,12.0,0.0,4.0,12.0,3.0,,,Ben Meyer Diamond at Ray E. Didier Field,Thibodaux,LA,Nicholls,Southland,3200,1960,,29.7857095,-90.8021236,2.93195104598999,"{'lat': 29.7857095, 'lon': -90.8021236, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 33.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 54.18, 'max': 68.23, 'afternoon': 66.49, 'night': 66.29, 'evening': 63.34, 'morning': 54.9}, 'pressure': {'afternoon': 1023.0}, 'wind': {'max': {'speed': 12.75, 'direction': 10.0}}}"
2016-03-02,Rice,Sam Houston,,8.0,9.0,2.0,3.0,8.0,1.0,,,Don Sanders Stadium,Huntsville,TX,Sam Houston,Conference USA,1164,2006,,30.7134961,-95.5398989,133.0574951171875,"{'lat': 30.7134961, 'lon': -95.5398989, 'tz': '-06:00', 'date': '2016-03-02', 'units': 'imperial', 'cloud_cover': {'afternoon': 20.0}, 'humidity': {'afternoon': 31.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 46.92, 'max': 71.2, 'afternoon': 65.5, 'night': 58.71, 'evening': 66.36, 'morning': 46.92}, 'pressure': {'afternoon': 1022.0}, 'wind': {'max': {'speed': 17.22, 'direction': 170.0}}}"
2016-03-03,Vanderbilt,Stanford,,1.0,6.0,1.0,4.0,12.0,0.0,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238,"{'lat': 37.43173, 'lon': -122.1587444, 'tz': '-08:00', 'date': '2016-03-03', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 67.0}, 'precipitation': {'total': 0.3}, 'temperature': {'min': 56.08, 'max': 64.99, 'afternoon': 63.86, 'night': 57.04, 'evening': 62.19, 'morning': 56.08}, 'pressure': {'afternoon': 1020.0}, 'wind': {'max': {'speed': 11.41, 'direction': 330.0}}}"
2016-03-03,Vanderbilt,Stanford,,4.0,5.0,1.0,1.0,2.0,2.0,,,Klein Field at Sunken Diamond,Stanford,CA,Stanford,Pac-12,4000,1931,,37.43173,-122.1587444,18.79486274719238,"{'lat': 37.43173, 'lon': -122.1587444, 'tz': '-08:00', 'date': '2016-03-03', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 67.0}, 'precipitation': {'total': 0.3}, 'temperature': {'min': 56.08, 'max': 64.99, 'afternoon': 63.86, 'night': 57.04, 'evening': 62.19, 'morning': 56.08}, 'pressure': {'afternoon': 1020.0}, 'wind': {'max': {'speed': 11.41, 'direction': 330.0}}}"
2016-03-03,California,Texas,,4.0,11.0,0.0,1.0,5.0,0.0,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797,"{'lat': 30.2799584, 'lon': -97.7261606, 'tz': '-06:00', 'date': '2016-03-03', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 36.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 58.06, 'max': 81.36, 'afternoon': 79.0, 'night': 66.27, 'evening': 76.48, 'morning': 67.87}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 18.34, 'direction': 10.0}}}"
2016-03-04,Monmouth,Virginia,,2.0,6.0,1.0,4.0,6.0,1.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734,"{'lat': 38.0457546, 'lon': -78.513342, 'tz': '-05:00', 'date': '2016-03-04', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 76.0}, 'precipitation': {'total': 0.51}, 'temperature': {'min': 31.41, 'max': 45.97, 'afternoon': 39.74, 'night': 32.27, 'evening': 43.56, 'morning': 32.36}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 9.17, 'direction': 30.0}}}"
2016-03-04,Niagara,NC State,,1.0,8.0,0.0,7.0,11.0,0.0,,,,,,,,,,,,,,failed
2016-03-04,Buffalo,Kentucky,,1.0,3.0,1.0,5.0,9.0,1.0,,,Kentucky Proud Park,Lexington,KY,Kentucky,Southeastern,5000,2018,[36],38.0186731,-84.5035386,315.91455078125,"{'lat': 38.0186731, 'lon': -84.5035386, 'tz': '-05:00', 'date': '2016-03-04', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 81.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 31.86, 'max': 40.51, 'afternoon': 38.23, 'night': 34.66, 'evening': 39.49, 'morning': 35.06}, 'pressure': {'afternoon': 1022.0}, 'wind': {'max': {'speed': 9.17, 'direction': 340.0}}}"
2016-03-04,SIU Edwardsville,Missouri State,,2.0,5.0,0.0,6.0,9.0,1.0,,,Hammons Field,Springfield,MO,Missouri State,Missouri Valley,10476,2004,[24],37.2115106,-93.2794258,394.5540466308594,"{'lat': 37.2115106, 'lon': -93.2794258, 'tz': '-06:00', 'date': '2016-03-04', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 48.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 30.27, 'max': 62.55, 'afternoon': 53.73, 'night': 41.16, 'evening': 57.69, 'morning': 31.51}, 'pressure': {'afternoon': 1021.0}, 'wind': {'max': {'speed': 10.29, 'direction': 150.0}}}"
