date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id,image,venue,city,state,team,conference,capacity,opened,ref,latitude,longitude,elevation,weather_data
2016-03-18,Texas A&M,Auburn,,,,,,,,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125,"{'lat': 32.5996377, 'lon': -85.48956489999999, 'tz': '-05:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 54.0}, 'precipitation': {'total': 9.1}, 'temperature': {'min': 52.07, 'max': 72.39, 'afternoon': 68.9, 'night': 57.51, 'evening': 67.66, 'morning': 52.9}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 10.29, 'direction': 360.0}}}"
2016-03-18,Iowa,Missouri State,,1.0,8.0,0.0,4.0,5.0,0.0,,,Hammons Field,Springfield,MO,Missouri State,Missouri Valley,10476,2004,[24],37.2115106,-93.2794258,394.5540466308594,"{'lat': 37.2115106, 'lon': -93.2794258, 'tz': '-05:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 37.0}, 'precipitation': {'total': 1.43}, 'temperature': {'min': 38.19, 'max': 52.18, 'afternoon': 51.62, 'night': 46.38, 'evening': 42.21, 'morning': 45.45}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 20.8, 'direction': 40.0}}}"
2016-03-18,Florida State,Pittsburgh,,17.0,11.0,0.0,4.0,6.0,5.0,,,Charles L. Cost Field,Pittsburgh,PA,Pittsburgh,Atlantic Coast,900,2011,,40.4453267,-79.96617499999999,347.5736694335938,"{'lat': 40.4453267, 'lon': -79.96617499999999, 'tz': '-04:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 20.0}, 'humidity': {'afternoon': 26.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 37.63, 'max': 58.37, 'afternoon': 55.2, 'night': 46.42, 'evening': 54.43, 'morning': 37.81}, 'pressure': {'afternoon': 1014.0}, 'wind': {'max': {'speed': 23.04, 'direction': 270.0}}}"
2016-03-18,Boston College,Clemson,,2.0,7.0,1.0,6.0,9.0,0.0,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516,"{'lat': 34.6787794, 'lon': -82.8493165, 'tz': '-04:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 25.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 52.0, 'max': 74.07, 'afternoon': 67.3, 'night': 62.26, 'evening': 72.73, 'morning': 55.49}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 6.93, 'direction': 0.0}}}"
2016-03-18,Michigan State,South Florida,,11.0,15.0,1.0,1.0,4.0,3.0,,,USF Baseball Stadium,Tampa,FL,South Florida,The American,3211,2011,,28.059087,-82.4041421,18.72600173950195,"{'lat': 28.059087, 'lon': -82.4041421, 'tz': '-04:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 48.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 65.01, 'max': 83.1, 'afternoon': 79.3, 'night': 69.58, 'evening': 78.98, 'morning': 66.24}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 12.75, 'direction': 210.0}}}"
2016-03-18,Ole Miss,Tennessee,,2.0,7.0,2.0,3.0,6.0,0.0,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375,"{'lat': 35.949736, 'lon': -83.92927000000002, 'tz': '-04:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 26.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 44.24, 'max': 69.67, 'afternoon': 64.09, 'night': 57.52, 'evening': 68.45, 'morning': 45.88}, 'pressure': {'afternoon': 1018.0}, 'wind': {'max': {'speed': 10.29, 'direction': 360.0}}}"
2016-03-18,Missouri,Florida,,3.0,10.0,2.0,4.0,10.0,2.0,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441,"{'lat': 29.6364107, 'lon': -82.3637638, 'tz': '-04:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 81.0}, 'precipitation': {'total': 0.52}, 'temperature': {'min': 62.67, 'max': 77.09, 'afternoon': 71.67, 'night': 65.28, 'evening': 75.61, 'morning': 63.39}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 9.17, 'direction': 240.0}}}"
2016-03-18,Florida Atlantic,Middle Tennessee,,6.0,13.0,0.0,8.0,11.0,2.0,,,Reese Smith Jr. Field,Murfreesboro,TN,Middle Tennessee,Conference USA,2600,1979,,35.8512666,-86.3665035,190.0538024902344,"{'lat': 35.8512666, 'lon': -86.3665035, 'tz': '-05:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 23.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 40.06, 'max': 71.44, 'afternoon': 68.2, 'night': 51.89, 'evening': 67.59, 'morning': 43.03}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 16.11, 'direction': 20.0}}}"
2016-03-18,Virginia Tech,Georgia Tech,,4.0,10.0,1.0,14.0,16.0,3.0,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312,"{'lat': 33.777639, 'lon': -84.3945457, 'tz': '-04:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 31.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 49.32, 'max': 74.48, 'afternoon': 68.02, 'night': 63.21, 'evening': 73.2, 'morning': 49.96}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 9.17, 'direction': 230.0}}}"
2016-03-18,West Virginia,TCU,,6.0,9.0,2.0,10.0,11.0,3.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203,"{'lat': 32.7027992, 'lon': -97.3721802, 'tz': '-05:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 72.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 54.95, 'max': 66.27, 'afternoon': 64.38, 'night': 60.98, 'evening': 55.72, 'morning': 60.33}, 'pressure': {'afternoon': 1011.0}, 'wind': {'max': {'speed': 18.34, 'direction': 340.0}}}"
2016-03-18,Arizona State,Oregon State,,2.0,6.0,2.0,3.0,7.0,0.0,,,Goss Stadium at Coleman Field,Corvallis,OR,Oregon State,Pac-12,3248,1907,,44.562842,-123.2771362,71.95059967041016,"{'lat': 44.562842, 'lon': -123.2771362, 'tz': '-07:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 43.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 37.58, 'max': 63.84, 'afternoon': 54.01, 'night': 44.22, 'evening': 63.16, 'morning': 37.58}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 8.05, 'direction': 310.0}}}"
2016-03-18,California,USC,,5.0,8.0,3.0,18.0,18.0,0.0,,,Dedeaux Field,Los Angeles,CA,USC,Pac-12,2500,1974,,34.0238376,-118.2898635,53.52592468261719,"{'lat': 34.0238376, 'lon': -118.2898635, 'tz': '-07:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 54.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 58.42, 'max': 69.28, 'afternoon': 67.26, 'night': 60.21, 'evening': 65.61, 'morning': 58.42}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 6.87, 'direction': 230.0}}}"
2016-03-18,Alabama,LSU,,,,,,,,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221,"{'lat': 30.4056564, 'lon': -91.1879038, 'tz': '-05:00', 'date': '2016-03-18', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 80.0}, 'precipitation': {'total': 12.16}, 'temperature': {'min': 59.58, 'max': 70.65, 'afternoon': 68.67, 'night': 59.58, 'evening': 70.36, 'morning': 60.98}, 'pressure': {'afternoon': 1012.0}, 'wind': {'max': {'speed': 11.41, 'direction': 50.0}}}"
2016-03-19,Tulane,Texas,,3.0,5.0,0.0,2.0,8.0,1.0,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797,"{'lat': 30.2799584, 'lon': -97.7261606, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 48.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 48.13, 'max': 61.59, 'afternoon': 55.83, 'night': 57.78, 'evening': 60.73, 'morning': 51.49}, 'pressure': {'afternoon': 1023.0}, 'wind': {'max': {'speed': 17.22, 'direction': 10.0}}}"
2016-03-19,Wake Forest,Virginia,,9.0,11.0,2.0,8.0,12.0,2.0,,,Davenport Field at Disharoon Park,Charlottesville,VA,Virginia,Atlantic Coast,5500,2000,,38.0457546,-78.513342,173.6851654052734,"{'lat': 38.0457546, 'lon': -78.513342, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 57.0}, 'precipitation': {'total': 5.2}, 'temperature': {'min': 36.43, 'max': 47.64, 'afternoon': 46.83, 'night': 46.56, 'evening': 37.65, 'morning': 46.54}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 16.11, 'direction': 20.0}}}"
2016-03-19,North Carolina,Duke,,12.0,8.0,0.0,2.0,9.0,2.0,,,Jack Coombs Field,Durham,NC,Duke,Atlantic Coast,2000,1931,,35.9980856,-78.94423610000001,125.2663421630859,"{'lat': 35.9980856, 'lon': -78.94423610000001, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 50.0}, 'precipitation': {'total': 0.16}, 'temperature': {'min': 46.18, 'max': 58.84, 'afternoon': 56.88, 'night': 54.32, 'evening': 55.09, 'morning': 49.68}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 12.75, 'direction': 50.0}}}"
2016-03-19,Kentucky,Georgia,,11.0,14.0,1.0,4.0,7.0,2.0,,,Foley Field,Athens,GA,Georgia,Southeastern,3291,1966renovated 2015,,33.9408739,-83.37970969999999,209.9534606933594,"{'lat': 33.9408739, 'lon': -83.37970969999999, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 55.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 57.78, 'max': 72.3, 'afternoon': 68.85, 'night': 65.3, 'evening': 68.18, 'morning': 59.54}, 'pressure': {'afternoon': 1012.0}, 'wind': {'max': {'speed': 12.75, 'direction': 310.0}}}"
2016-03-19,Alabama,LSU,,6.0,12.0,0.0,0.0,5.0,0.0,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221,"{'lat': 30.4056564, 'lon': -91.1879038, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 77.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 53.73, 'max': 65.16, 'afternoon': 62.26, 'night': 65.05, 'evening': 57.18, 'morning': 63.21}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 13.87, 'direction': 360.0}}}"
2016-03-19,Michigan,Oklahoma State,,4.0,9.0,2.0,5.0,2.0,1.0,,,O'Brate Stadium,Stillwater,OK,Oklahoma State,Big 12,"3,500[13]",2021[a],,36.1310616,-97.0687453,278.1031494140625,"{'lat': 36.1310616, 'lon': -97.0687453, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 34.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 29.8, 'max': 54.14, 'afternoon': 49.17, 'night': 37.96, 'evening': 52.23, 'morning': 31.06}, 'pressure': {'afternoon': 1027.0}, 'wind': {'max': {'speed': 19.69, 'direction': 320.0}}}"
2016-03-19,Ole Miss,Tennessee,,6.0,10.0,1.0,4.0,10.0,1.0,,,Lindsey Nelson Stadium,Knoxville,TN,Tennessee,Southeastern,4387,1959rebuilt 1993,,35.949736,-83.92927000000002,275.599609375,"{'lat': 35.949736, 'lon': -83.92927000000002, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 51.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 48.13, 'max': 63.39, 'afternoon': 61.25, 'night': 58.3, 'evening': 58.46, 'morning': 54.27}, 'pressure': {'afternoon': 1011.0}, 'wind': {'max': {'speed': 18.34, 'direction': 300.0}}}"
2016-03-19,West Virginia,TCU,,1.0,2.0,3.0,7.0,10.0,0.0,,,Lupton Stadium,Fort Worth,TX,TCU,Big 12,4500,2003,,32.7027992,-97.3721802,203.6922149658203,"{'lat': 32.7027992, 'lon': -97.3721802, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 39.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 41.52, 'max': 59.18, 'afternoon': 53.11, 'night': 51.96, 'evening': 58.24, 'morning': 41.9}, 'pressure': {'afternoon': 1026.0}, 'wind': {'max': {'speed': 23.04, 'direction': 360.0}}}"
2016-03-19,Arizona State,Oregon State,,2.0,8.0,3.0,12.0,11.0,0.0,,,Goss Stadium at Coleman Field,Corvallis,OR,Oregon State,Pac-12,3248,1907,,44.562842,-123.2771362,71.95059967041016,"{'lat': 44.562842, 'lon': -123.2771362, 'tz': '-07:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 62.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 47.7, 'max': 64.33, 'afternoon': 58.1, 'night': 51.62, 'evening': 62.87, 'morning': 48.09}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 8.05, 'direction': 300.0}}}"
2016-03-19,California,USC,,4.0,10.0,0.0,5.0,14.0,0.0,,,Dedeaux Field,Los Angeles,CA,USC,Pac-12,2500,1974,,34.0238376,-118.2898635,53.52592468261719,"{'lat': 34.0238376, 'lon': -118.2898635, 'tz': '-07:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 63.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 57.78, 'max': 68.88, 'afternoon': 65.8, 'night': 58.42, 'evening': 65.46, 'morning': 58.05}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 6.24, 'direction': 216.0}}}"
2016-03-19,Tulane,Texas,,3.0,9.0,2.0,10.0,10.0,2.0,,,UFCU Disch–Falk Field,Austin,TX,Texas,Big 12,7373,1975,[14],30.2799584,-97.7261606,176.8224334716797,"{'lat': 30.2799584, 'lon': -97.7261606, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 48.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 48.13, 'max': 61.59, 'afternoon': 55.83, 'night': 57.78, 'evening': 60.73, 'morning': 51.49}, 'pressure': {'afternoon': 1023.0}, 'wind': {'max': {'speed': 17.22, 'direction': 10.0}}}"
2016-03-19,Michigan State,South Florida,,0.0,5.0,1.0,2.0,6.0,0.0,,,USF Baseball Stadium,Tampa,FL,South Florida,The American,3211,2011,,28.059087,-82.4041421,18.72600173950195,"{'lat': 28.059087, 'lon': -82.4041421, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 88.0}, 'precipitation': {'total': 9.4}, 'temperature': {'min': 67.23, 'max': 75.76, 'afternoon': 70.68, 'night': 71.4, 'evening': 72.36, 'morning': 69.3}, 'pressure': {'afternoon': 1014.0}, 'wind': {'max': {'speed': 12.75, 'direction': 60.0}}}"
2016-03-19,Alabama,LSU,,4.0,7.0,1.0,3.0,13.0,2.0,,,"Alex Box Stadium, Skip Bertman Field",Baton Rouge,LA,LSU,Southeastern,10326,2009,https://lsusports.net/facilities/alex-box-stadium/,30.4056564,-91.1879038,6.844009876251221,"{'lat': 30.4056564, 'lon': -91.1879038, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 77.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 53.73, 'max': 65.16, 'afternoon': 62.26, 'night': 65.05, 'evening': 57.18, 'morning': 63.21}, 'pressure': {'afternoon': 1015.0}, 'wind': {'max': {'speed': 13.87, 'direction': 360.0}}}"
2016-03-19,Mississippi State,Vanderbilt,,5.0,9.0,1.0,4.0,8.0,0.0,,,Hawkins Field,Nashville,TN,Vanderbilt,Southeastern,3626,2002,,36.1433984,-86.8073934,161.9081268310547,"{'lat': 36.1433984, 'lon': -86.8073934, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 48.0}, 'precipitation': {'total': 0.92}, 'temperature': {'min': 44.53, 'max': 58.35, 'afternoon': 54.82, 'night': 58.35, 'evening': 48.51, 'morning': 50.2}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 14.99, 'direction': 360.0}}}"
2016-03-19,Florida Atlantic,Middle Tennessee,,7.0,8.0,0.0,2.0,6.0,2.0,,,Reese Smith Jr. Field,Murfreesboro,TN,Middle Tennessee,Conference USA,2600,1979,,35.8512666,-86.3665035,190.0538024902344,"{'lat': 35.8512666, 'lon': -86.3665035, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 48.0}, 'precipitation': {'total': 0.22}, 'temperature': {'min': 45.72, 'max': 59.54, 'afternoon': 56.03, 'night': 59.54, 'evening': 48.99, 'morning': 51.01}, 'pressure': {'afternoon': 1016.0}, 'wind': {'max': {'speed': 19.69, 'direction': 340.0}}}"
2016-03-19,Texas A&M,Auburn,,12.0,17.0,1.0,8.0,10.0,2.0,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125,"{'lat': 32.5996377, 'lon': -85.48956489999999, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 72.0}, 'precipitation': {'total': 1.3}, 'temperature': {'min': 57.96, 'max': 71.6, 'afternoon': 70.34, 'night': 60.58, 'evening': 67.89, 'morning': 58.08}, 'pressure': {'afternoon': 1013.0}, 'wind': {'max': {'speed': 13.87, 'direction': 180.0}}}"
2016-03-19,Notre Dame,NC State,,8.0,17.0,1.0,4.0,16.0,2.0,,,,,,,,,,,,,,failed
2016-03-19,Florida State,Pittsburgh,,10.0,11.0,1.0,2.0,6.0,2.0,,,Charles L. Cost Field,Pittsburgh,PA,Pittsburgh,Atlantic Coast,900,2011,,40.4453267,-79.96617499999999,347.5736694335938,"{'lat': 40.4453267, 'lon': -79.96617499999999, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 69.0}, 'precipitation': {'total': 0.3}, 'temperature': {'min': 32.68, 'max': 39.31, 'afternoon': 38.08, 'night': 38.5, 'evening': 39.25, 'morning': 33.24}, 'pressure': {'afternoon': 1019.0}, 'wind': {'max': {'speed': 10.29, 'direction': 340.0}}}"
2016-03-19,Iowa,Missouri State,,4.0,8.0,0.0,5.0,9.0,3.0,,,Hammons Field,Springfield,MO,Missouri State,Missouri Valley,10476,2004,[24],37.2115106,-93.2794258,394.5540466308594,"{'lat': 37.2115106, 'lon': -93.2794258, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 33.0}, 'precipitation': {'total': 0.0}, 'temperature': {'min': 32.38, 'max': 47.44, 'afternoon': 45.16, 'night': 37.74, 'evening': 43.56, 'morning': 33.6}, 'pressure': {'afternoon': 1024.0}, 'wind': {'max': {'speed': 20.8, 'direction': 320.0}}}"
2016-03-19,Arkansas,South Carolina,,2.0,4.0,0.0,6.0,8.0,1.0,,,Founders Park,Columbia,SC,South Carolina,Southeastern,8242,2009,,33.9865404,-81.042621,52.44177627563477,"{'lat': 33.9865404, 'lon': -81.042621, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 59.0}, 'precipitation': {'total': 5.6}, 'temperature': {'min': 57.63, 'max': 75.33, 'afternoon': 68.56, 'night': 61.59, 'evening': 74.98, 'morning': 59.63}, 'pressure': {'afternoon': 1013.0}, 'wind': {'max': {'speed': 10.29, 'direction': 230.0}}}"
2016-03-19,Boston College,Clemson,,1.0,5.0,3.0,6.0,7.0,2.0,,,Doug Kingsmore Stadium,Clemson,SC,Clemson,Atlantic Coast,6217,1970,,34.6787794,-82.8493165,192.0006256103516,"{'lat': 34.6787794, 'lon': -82.8493165, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 56.0}, 'precipitation': {'total': 1.54}, 'temperature': {'min': 56.75, 'max': 72.68, 'afternoon': 68.97, 'night': 62.89, 'evening': 71.53, 'morning': 58.6}, 'pressure': {'afternoon': 1011.0}, 'wind': {'max': {'speed': 18.34, 'direction': 260.0}}}"
2016-03-19,Utah,Oregon,,5.0,6.0,0.0,9.0,14.0,1.0,,,PK Park,Eugene,OR,Oregon,Pac-12,4000,2009,,44.0590435,-123.0654476,128.0967559814453,"{'lat': 44.0590435, 'lon': -123.0654476, 'tz': '-07:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 55.0}, 'precipitation': {'total': 0.3}, 'temperature': {'min': 47.03, 'max': 63.59, 'afternoon': 58.35, 'night': 51.62, 'evening': 62.42, 'morning': 47.48}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 6.93, 'direction': 10.0}}}"
2016-03-19,Texas A&M,Auburn,,7.0,11.0,2.0,9.0,17.0,0.0,,,Samford Stadium – Hitchcock Field at Plainsman Park,Auburn,AL,Auburn,Southeastern,4096,1950rebuilt 1996,,32.5996377,-85.48956489999999,193.3800048828125,"{'lat': 32.5996377, 'lon': -85.48956489999999, 'tz': '-05:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 72.0}, 'precipitation': {'total': 1.3}, 'temperature': {'min': 57.96, 'max': 71.6, 'afternoon': 70.34, 'night': 60.58, 'evening': 67.89, 'morning': 58.08}, 'pressure': {'afternoon': 1013.0}, 'wind': {'max': {'speed': 13.87, 'direction': 180.0}}}"
2016-03-19,Virginia Tech,Georgia Tech,,3.0,6.0,3.0,8.0,11.0,1.0,,,Russ Chandler Stadium,Atlanta,GA,Georgia Tech,Atlantic Coast,4157,1930,,33.777639,-84.3945457,275.0564575195312,"{'lat': 33.777639, 'lon': -84.3945457, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 75.0}, 'humidity': {'afternoon': 61.0}, 'precipitation': {'total': 0.86}, 'temperature': {'min': 56.59, 'max': 69.26, 'afternoon': 66.76, 'night': 65.05, 'evening': 65.34, 'morning': 57.07}, 'pressure': {'afternoon': 1012.0}, 'wind': {'max': {'speed': 16.11, 'direction': 300.0}}}"
2016-03-19,Missouri,Florida,,2.0,4.0,0.0,6.0,9.0,1.0,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441,"{'lat': 29.6364107, 'lon': -82.3637638, 'tz': '-04:00', 'date': '2016-03-19', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 93.0}, 'precipitation': {'total': 1.94}, 'temperature': {'min': 64.6, 'max': 75.34, 'afternoon': 67.55, 'night': 68.11, 'evening': 75.16, 'morning': 65.43}, 'pressure': {'afternoon': 1014.0}, 'wind': {'max': {'speed': 18.34, 'direction': 180.0}}}"
2016-03-19,Louisville,Miami,,3.0,9.0,2.0,6.0,8.0,0.0,,,,,,,,,,,,,,failed
2016-03-20,Florida State,Pittsburgh,,2.0,2.0,1.0,5.0,9.0,2.0,,,Charles L. Cost Field,Pittsburgh,PA,Pittsburgh,Atlantic Coast,900,2011,,40.4453267,-79.96617499999999,347.5736694335938,"{'lat': 40.4453267, 'lon': -79.96617499999999, 'tz': '-04:00', 'date': '2016-03-20', 'units': 'imperial', 'cloud_cover': {'afternoon': 90.0}, 'humidity': {'afternoon': 58.0}, 'precipitation': {'total': 2.3}, 'temperature': {'min': 33.06, 'max': 37.58, 'afternoon': 36.07, 'night': 37.58, 'evening': 35.56, 'morning': 36.36}, 'pressure': {'afternoon': 1017.0}, 'wind': {'max': {'speed': 11.41, 'direction': 350.0}}}"
2016-03-20,Michigan State,South Florida,,5.0,8.0,0.0,7.0,11.0,2.0,,,USF Baseball Stadium,Tampa,FL,South Florida,The American,3211,2011,,28.059087,-82.4041421,18.72600173950195,"{'lat': 28.059087, 'lon': -82.4041421, 'tz': '-04:00', 'date': '2016-03-20', 'units': 'imperial', 'cloud_cover': {'afternoon': 40.0}, 'humidity': {'afternoon': 57.0}, 'precipitation': {'total': 0.62}, 'temperature': {'min': 64.58, 'max': 79.56, 'afternoon': 76.68, 'night': 70.9, 'evening': 74.21, 'morning': 67.89}, 'pressure': {'afternoon': 1014.0}, 'wind': {'max': {'speed': 11.41, 'direction': 300.0}}}"
2016-03-20,Missouri,Florida,,5.0,9.0,2.0,7.0,11.0,0.0,,,Florida Ballpark,Gainesville,FL,Florida,Southeastern,7000,2021,[35],29.6364107,-82.3637638,29.34748268127441,"{'lat': 29.6364107, 'lon': -82.3637638, 'tz': '-04:00', 'date': '2016-03-20', 'units': 'imperial', 'cloud_cover': {'afternoon': 1.0}, 'humidity': {'afternoon': 59.0}, 'precipitation': {'total': 0.3}, 'temperature': {'min': 62.58, 'max': 79.02, 'afternoon': 73.04, 'night': 67.42, 'evening': 75.63, 'morning': 64.71}, 'pressure': {'afternoon': 1013.0}, 'wind': {'max': {'speed': 12.75, 'direction': 270.0}}}"
