date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,game_id
2017-03-14,TCU,Long Beach State,,0.0,5.0,1.0,7.0,7.0,0.0,
2017-03-14,Tennessee,Middle Tennessee,,,,,,,,
2017-03-14,Oklahoma,Georgia Tech,,0.0,2.0,2.0,2.0,6.0,1.0,
2017-03-14,Maryland,North Carolina,,2.0,1.0,1.0,9.0,11.0,0.0,
2017-03-14,Mercer,Georgia,,4.0,10.0,0.0,3.0,10.0,0.0,
2017-03-14,Grambling,Louisiana Tech,,1.0,3.0,1.0,15.0,17.0,0.0,
2017-03-14,Texas A&M,Texas,,3.0,4.0,4.0,4.0,7.0,1.0,
2017-03-14,Nicholls,Ole Miss, AT BILOXI MS,0.0,4.0,0.0,5.0,10.0,0.0,
2017-03-14,South Carolina,Furman, AT GREENVILLE SC,,,,,,,
2017-03-14,Chicago State,Missouri,,,,,,,,
2017-03-15,Yale,Clemson,,8.0,7.0,2.0,10.0,10.0,4.0,
2017-03-15,Austin Peay,Tennessee,,4.0,8.0,4.0,18.0,13.0,0.0,
2017-03-15,Presbyterian,Georgia,,7.0,7.0,0.0,8.0,14.0,4.0,
2017-03-15,Jacksonville State,Auburn,,1.0,7.0,1.0,10.0,14.0,1.0,
2017-03-15,Oklahoma,Georgia State,,5.0,5.0,1.0,4.0,6.0,1.0,
2017-03-15,Louisiana,Louisiana Tech,,5.0,13.0,0.0,6.0,15.0,1.0,
2017-03-15,Baylor,Dallas Baptist,,4.0,11.0,0.0,1.0,5.0,0.0,
2017-03-15,Xavier,Louisville,,4.0,5.0,0.0,13.0,11.0,1.0,
2017-03-15,Samford,Alabama,,10.0,13.0,0.0,3.0,7.0,1.0,
2017-03-15,Alcorn State,Arkansas,,3.0,9.0,0.0,11.0,14.0,1.0,
2017-03-15,Chicago State,Missouri,,6.0,9.0,5.0,7.0,13.0,7.0,
2017-03-15,Florida State,Florida Gulf Coast,,2.0,5.0,2.0,5.0,5.0,2.0,
2017-03-15,New Orleans,LSU,,7.0,13.0,2.0,4.0,10.0,4.0,
2017-03-15,Arizona,Cal State Fullerton,,0.0,3.0,1.0,4.0,9.0,2.0,
2017-03-16,Oregon State,Arizona State,,2.0,8.0,0.0,0.0,2.0,0.0,
2017-03-17,Virginia,Clemson,,2.0,7.0,2.0,0.0,4.0,0.0,
2017-03-17,Florida State,Virginia Tech,,9.0,8.0,0.0,2.0,6.0,1.0,
2017-03-17,Oklahoma,Kennesaw State,,5.0,5.0,1.0,2.0,9.0,2.0,
2017-03-17,North Carolina,Georgia Tech,,6.0,11.0,2.0,5.0,5.0,3.0,
2017-03-17,Kentucky,Texas A&M,,6.0,8.0,1.0,0.0,4.0,1.0,
2017-03-17,Appalachian State,Louisiana,,0.0,4.0,1.0,3.0,9.0,1.0,
2017-03-17,Kansas,TCU,,1.0,6.0,2.0,3.0,8.0,0.0,
2017-03-17,West Virginia,Baylor,,7.0,13.0,2.0,1.0,6.0,1.0,
2017-03-17,Northern Illinois,Michigan,,,,,,,,
2017-03-17,Mercer,East Carolina,,10.0,11.0,1.0,7.0,16.0,0.0,
2017-03-17,St. John's,Iona,,4.0,10.0,1.0,3.0,4.0,2.0,
2017-03-17,Boston College,Louisville,,0.0,5.0,1.0,6.0,6.0,0.0,
2017-03-17,South Carolina,Tennessee,,7.0,15.0,0.0,1.0,7.0,1.0,
2017-03-17,Southern Miss,Louisiana Tech,,5.0,10.0,0.0,2.0,7.0,0.0,
2017-03-17,Oregon State,Arizona State,,10.0,16.0,0.0,1.0,4.0,2.0,
2017-03-17,Mercer,East Carolina,,7.0,10.0,1.0,5.0,11.0,1.0,
2017-03-17,New Mexico,Cal State Fullerton,,1.0,4.0,1.0,2.0,3.0,0.0,
2017-03-17,Arizona,UCLA,,,,,,,,
2017-03-18,Northern Illinois,Michigan,,8.0,11.0,0.0,5.0,11.0,2.0,
2017-03-18,Virginia,Clemson,,6.0,13.0,2.0,7.0,8.0,1.0,
2017-03-18,North Carolina,Georgia Tech,,2.0,7.0,1.0,4.0,8.0,0.0,
2017-03-18,Oklahoma,Kennesaw State,,17.0,15.0,1.0,9.0,8.0,3.0,
2017-03-18,St. John's,UMass Lowell,,6.0,7.0,1.0,3.0,5.0,0.0,
2017-03-18,Appalachian State,Louisiana,,12.0,11.0,2.0,4.0,8.0,0.0,
2017-03-18,Arizona,UCLA,,19.0,22.0,1.0,4.0,12.0,2.0,
2017-03-18,Kansas,TCU,,1.0,3.0,1.0,5.0,7.0,1.0,
2017-03-18,New Mexico,Cal State Fullerton,,4.0,10.0,1.0,5.0,9.0,0.0,
2017-03-18,Holy Cross,St. John's,,,,,,,,
2017-03-18,Florida State,Virginia Tech,,12.0,11.0,1.0,13.0,13.0,0.0,
2017-03-18,Boston College,Louisville,,4.0,8.0,0.0,6.0,7.0,0.0,
2017-03-18,South Carolina,Tennessee,,6.0,4.0,0.0,4.0,10.0,1.0,
2017-03-18,Kentucky,Texas A&M,,7.0,10.0,3.0,6.0,7.0,0.0,
2017-03-18,Southern Miss,Louisiana Tech,,13.0,17.0,3.0,9.0,10.0,1.0,
2017-03-18,Oregon State,Arizona State,,4.0,14.0,1.0,0.0,3.0,1.0,
2017-03-18,West Virginia,Baylor,,6.0,12.0,3.0,5.0,7.0,0.0,
2017-03-18,Arizona,UCLA,,4.0,9.0,0.0,3.0,9.0,1.0,
2017-03-18,Holy Cross,St. John's,,,,,,,,
2017-03-19,Northern Illinois,Michigan,,4.0,9.0,1.0,7.0,12.0,1.0,
2017-03-19,Appalachian State,Louisiana,,3.0,5.0,0.0,4.0,8.0,2.0,
2017-03-19,Missouri,Alabama,,9.0,12.0,1.0,5.0,9.0,4.0,
2017-03-19,Virginia,Clemson,,1.0,7.0,2.0,12.0,14.0,0.0,
2017-03-19,Boston College,Louisville,,3.0,6.0,4.0,5.0,7.0,2.0,
2017-03-19,Texas Tech,Texas,,8.0,15.0,0.0,5.0,4.0,0.0,
2017-03-19,Kentucky,Texas A&M,,11.0,17.0,0.0,7.0,10.0,2.0,
2017-03-19,Mississippi State,Arkansas,,1.0,6.0,0.0,6.0,11.0,0.0,
2017-03-19,Kansas,TCU,,4.0,8.0,1.0,3.0,3.0,0.0,
2017-03-19,Northern Illinois,Michigan,,3.0,4.0,1.0,8.0,12.0,1.0,
2017-03-19,New Mexico,Cal State Fullerton,,0.0,2.0,0.0,1.0,9.0,0.0,
2017-03-19,Oklahoma,Kennesaw State,,14.0,12.0,0.0,4.0,11.0,2.0,
2017-03-19,West Virginia,Baylor,,1.0,9.0,0.0,5.0,9.0,1.0,
2017-03-19,Florida State,Virginia Tech,,0.0,5.0,0.0,17.0,17.0,0.0,
2017-03-19,Mercer,East Carolina,,8.0,13.0,3.0,2.0,10.0,1.0,
2017-03-19,North Carolina,Georgia Tech,,7.0,7.0,2.0,4.0,9.0,4.0,
2017-03-19,South Carolina,Tennessee,,10.0,14.0,2.0,2.0,6.0,1.0,
2017-03-19,Georgia,LSU,,6.0,9.0,4.0,7.0,7.0,0.0,
2017-03-19,Florida,Auburn,,5.0,8.0,3.0,6.0,10.0,0.0,
2017-03-19,Southern Miss,Louisiana Tech,,8.0,12.0,0.0,5.0,12.0,1.0,
2017-03-19,Vanderbilt,Ole Miss,,8.0,10.0,2.0,10.0,10.0,1.0,
2017-03-19,Arizona,UCLA,,7.0,12.0,1.0,8.0,12.0,1.0,
2017-03-21,Towson,Virginia,,2.0,7.0,1.0,3.0,8.0,0.0,
2017-03-21,Auburn,Georgia Tech,,7.0,11.0,0.0,4.0,5.0,1.0,
2017-03-21,Clemson,Charleston,,8.0,9.0,2.0,4.0,9.0,4.0,
2017-03-21,Florida,Stetson,,9.0,13.0,0.0,8.0,20.0,1.0,
2017-03-21,Rice,Texas A&M,,5.0,11.0,0.0,8.0,11.0,0.0,
2017-03-21,Kentucky,Western Kentucky,,4.0,9.0,2.0,3.0,8.0,1.0,
2017-03-21,UNLV,Texas Tech,,2.0,7.0,0.0,5.0,10.0,2.0,
2017-03-21,Ole Miss,Memphis,,1.0,5.0,1.0,2.0,9.0,0.0,
2017-03-21,Oklahoma,Oklahoma State,,3.0,10.0,0.0,4.0,7.0,1.0,
2017-03-21,Cal State Fullerton,San Diego,,9.0,10.0,1.0,2.0,6.0,2.0,
2017-03-21,Georgia,Kennesaw State,,9.0,10.0,2.0,6.0,9.0,0.0,
2017-03-21,Louisville,Cincinnati,,3.0,6.0,2.0,6.0,11.0,2.0,
2017-03-21,Jacksonville,Florida State,,9.0,11.0,2.0,10.0,16.0,2.0,
2017-03-21,Texas,Texas State,,10.0,15.0,2.0,11.0,18.0,2.0,
2017-03-21,Houston,Louisiana,,4.0,11.0,0.0,0.0,5.0,2.0,
2017-03-21,Alabama,UAB,,4.0,9.0,3.0,1.0,6.0,1.0,
2017-03-21,Mississippi State,Southern Miss, AT PEARL MS,5.0,11.0,0.0,7.0,7.0,2.0,
2017-03-21,Dallas Baptist,Baylor,,6.0,9.0,0.0,8.0,9.0,2.0,
2017-03-21,New Mexico State,Arizona,,3.0,7.0,3.0,6.0,8.0,3.0,
2017-03-21,TCU,Abilene Christian,,,,,,,,
2017-03-22,UNLV,Texas Tech,,4.0,8.0,2.0,5.0,5.0,3.0,
2017-03-22,Towson,Virginia,,4.0,2.0,3.0,8.0,6.0,2.0,
2017-03-22,Marshall,Tennessee,,1.0,3.0,0.0,7.0,10.0,1.0,
2017-03-22,North Carolina,East Carolina,,6.0,7.0,0.0,2.0,5.0,1.0,
2017-03-22,New Orleans,Arkansas,,2.0,5.0,0.0,5.0,8.0,0.0,
2017-03-22,UT Rio Grande Valley,Texas,,7.0,10.0,1.0,9.0,13.0,0.0,
2017-03-22,Vanderbilt,Belmont, AT NASHVILLE TN,17.0,17.0,3.0,11.0,11.0,1.0,
2017-03-22,Saint Peter's,St. John's,,9.0,13.0,2.0,12.0,17.0,1.0,
2017-03-22,Western Michigan,Michigan,,4.0,8.0,0.0,6.0,10.0,1.0,
2017-03-22,South Florida,Florida Gulf Coast,,1.0,10.0,0.0,2.0,7.0,1.0,
2017-03-22,Charleston Southern,South Carolina,,0.0,5.0,0.0,3.0,8.0,0.0,
2017-03-22,Tulane,Louisiana,,6.0,6.0,0.0,4.0,9.0,1.0,
2017-03-22,SE Louisiana,LSU,,2.0,5.0,2.0,8.0,10.0,0.0,
2017-03-24,Clemson,Boston College,,8.0,13.0,0.0,2.0,8.0,1.0,
2017-03-24,Miami,North Carolina,,2.0,5.0,2.0,7.0,10.0,0.0,
2017-03-24,Florida State,Notre Dame,,8.0,13.0,0.0,3.0,9.0,1.0,
2017-03-24,Louisville,NC State,,1.0,7.0,0.0,3.0,6.0,0.0,
2017-03-24,Alabama,South Carolina,,4.0,10.0,0.0,2.0,6.0,1.0,
2017-03-24,Texas Tech,Wichita State,,10.0,14.0,1.0,5.0,7.0,1.0,
2017-03-24,Oklahoma State,TCU,,5.0,9.0,1.0,7.0,9.0,1.0,
2017-03-24,Cal State Fullerton,Long Beach State,,4.0,9.0,0.0,6.0,12.0,0.0,
2017-03-24,Utah,Stanford,,,,,,,,
2017-03-24,Florida State,Notre Dame,,8.0,11.0,0.0,2.0,8.0,3.0,
2017-03-24,Duke,Virginia,,19.0,26.0,1.0,3.0,8.0,1.0,
2017-03-24,Jackson State,Florida Gulf Coast,,4.0,9.0,3.0,7.0,11.0,2.0,
2017-03-24,Michigan,Maryland,,2.0,6.0,1.0,7.0,6.0,1.0,
2017-03-24,Louisiana,Troy,,6.0,17.0,1.0,5.0,11.0,0.0,
2017-03-24,Tennessee,Mississippi State,,4.0,12.0,0.0,5.0,10.0,2.0,
2017-03-24,Oklahoma,Baylor,,11.0,8.0,0.0,3.0,9.0,3.0,
2017-03-24,Arizona,Oregon State,,3.0,8.0,1.0,4.0,6.0,2.0,
2017-03-25,Maine,St. John's,,0.0,4.0,1.0,3.0,10.0,0.0,
2017-03-25,Duke,Virginia,,6.0,6.0,0.0,13.0,20.0,1.0,
2017-03-25,Jackson State,Florida Gulf Coast,,4.0,6.0,1.0,6.0,10.0,2.0,
2017-03-25,Maine,St. John's,,3.0,5.0,1.0,9.0,11.0,0.0,
2017-03-25,Texas Tech,Wichita State,,4.0,9.0,0.0,1.0,6.0,0.0,
2017-03-25,Miami,North Carolina,,3.0,10.0,4.0,6.0,4.0,1.0,
2017-03-25,Florida State,Notre Dame,,5.0,7.0,1.0,1.0,3.0,0.0,
2017-03-25,Utah,Stanford,,4.0,8.0,2.0,6.0,13.0,1.0,
2017-03-25,Michigan,Maryland,,4.0,10.0,0.0,5.0,6.0,1.0,
2017-03-25,Oklahoma State,TCU,,5.0,7.0,3.0,6.0,7.0,3.0,
2017-03-25,Louisville,NC State,,7.0,11.0,0.0,6.0,11.0,0.0,
2017-03-25,Clemson,Boston College,,1.0,2.0,0.0,0.0,3.0,0.0,
2017-03-25,Louisiana,Troy,,5.0,6.0,1.0,7.0,9.0,1.0,
2017-03-25,Utah,Stanford,,4.0,11.0,0.0,0.0,6.0,1.0,
2017-03-25,Alabama,South Carolina,,5.0,11.0,1.0,6.0,10.0,0.0,
2017-03-25,Oklahoma,Baylor,,0.0,8.0,2.0,7.0,8.0,0.0,
2017-03-25,Cal State Fullerton,Long Beach State,,5.0,5.0,0.0,8.0,15.0,1.0,
2017-03-25,Arizona,Oregon State,,4.0,4.0,1.0,5.0,10.0,2.0,
2017-03-25,Tennessee,Mississippi State,,4.0,9.0,2.0,14.0,20.0,3.0,
2017-03-26,Clemson,Boston College,,2.0,5.0,1.0,0.0,7.0,0.0,
2017-03-26,Alabama,South Carolina,,2.0,5.0,1.0,4.0,4.0,2.0,
2017-03-26,LSU,Florida,,10.0,12.0,1.0,6.0,5.0,2.0,
2017-03-26,Texas Tech,Wichita State,,3.0,7.0,0.0,1.0,3.0,1.0,
2017-03-26,Duke,Virginia,,6.0,13.0,0.0,13.0,14.0,0.0,
2017-03-26,Michigan,Maryland,,6.0,9.0,0.0,2.0,7.0,2.0,
2017-03-26,Kansas State,Texas,,5.0,8.0,2.0,6.0,7.0,0.0,
2017-03-26,Oklahoma State,TCU,,1.0,6.0,1.0,5.0,11.0,0.0,
2017-03-26,Arizona,Oregon State,,7.0,7.0,1.0,11.0,15.0,0.0,
2017-03-26,Texas A&M,Vanderbilt,,6.0,12.0,2.0,4.0,7.0,1.0,
2017-03-26,Utah,Stanford,,1.0,4.0,4.0,5.0,10.0,0.0,
2017-03-26,Miami,North Carolina,,6.0,7.0,0.0,2.0,11.0,4.0,
2017-03-26,Auburn,Georgia,,4.0,5.0,0.0,1.0,5.0,1.0,
2017-03-26,Jackson State,Florida Gulf Coast,,1.0,6.0,0.0,5.0,9.0,0.0,
2017-03-26,Maine,St. John's,,1.0,7.0,3.0,15.0,18.0,2.0,
2017-03-26,Louisville,NC State,,8.0,14.0,2.0,1.0,7.0,1.0,
2017-03-26,Oklahoma,Baylor,,3.0,6.0,0.0,0.0,6.0,0.0,
2017-03-26,Arkansas,Missouri,,9.0,12.0,1.0,8.0,11.0,3.0,
2017-03-26,Louisiana,Troy,,7.0,11.0,0.0,2.0,4.0,1.0,
2017-03-26,Tennessee,Mississippi State,,4.0,9.0,2.0,7.0,13.0,2.0,
2017-03-26,Cal State Fullerton,Long Beach State,,0.0,7.0,0.0,1.0,8.0,0.0,
2017-03-28,Little Rock,Ole Miss,,4.0,7.0,2.0,5.0,9.0,1.0,
2017-03-28,Long Beach State,Stanford,,3.0,6.0,1.0,7.0,10.0,0.0,
2017-03-28,Oregon State,Saint Mary's,,4.0,9.0,1.0,3.0,11.0,1.0,
2017-03-28,Coastal Carolina,North Carolina,,6.0,6.0,2.0,7.0,8.0,2.0,
2017-03-28,Florida,Florida State, AT JACKSONVILLE FL,4.0,6.0,0.0,1.0,5.0,0.0,
2017-03-28,Texas A&M,Texas State,,9.0,13.0,0.0,3.0,4.0,0.0,
2017-03-28,South Carolina,The Citadel,,15.0,20.0,0.0,1.0,5.0,4.0,
2017-03-28,Tulane,LSU,,7.0,10.0,3.0,6.0,6.0,0.0,
2017-03-28,Texas Southern,Texas Tech,,4.0,9.0,2.0,8.0,17.0,1.0,
2017-03-28,Incarnate Word,Houston,,1.0,5.0,1.0,8.0,13.0,0.0,
2017-03-28,Mississippi State,Memphis,,8.0,12.0,0.0,3.0,3.0,2.0,
2017-03-28,Cal State Fullerton,UCLA,,7.0,10.0,1.0,9.0,8.0,2.0,
2017-03-28,Southeast Missouri State,Missouri,,6.0,9.0,2.0,5.0,9.0,0.0,
2017-03-28,Savannah State,Georgia,,3.0,8.0,1.0,12.0,16.0,3.0,
2017-03-28,Tennessee Tech,Tennessee,,0.0,4.0,0.0,6.0,9.0,0.0,
2017-03-28,Western Kentucky,Louisville,,1.0,6.0,5.0,11.0,17.0,2.0,
2017-03-28,Furman,Clemson,,0.0,5.0,0.0,8.0,12.0,2.0,
2017-03-28,Louisiana,McNeese,,3.0,5.0,1.0,1.0,2.0,1.0,
2017-03-28,UTSA,Baylor,,15.0,21.0,1.0,9.0,13.0,2.0,
2017-03-28,Texas,Texas A&M-Corpus Christi, AT CORPUS CHRISTI TX,12.0,10.0,0.0,2.0,7.0,1.0,
2017-03-28,UT Rio Grande Valley,TCU,,2.0,8.0,3.0,10.0,10.0,2.0,
2017-03-28,Lipscomb,Vanderbilt, AT NASHVILLE TN,0.0,1.0,0.0,10.0,13.0,0.0,
2017-03-28,Auburn,Alabama,CAPITAL CITY CLASSIC AT MONTGOMERY AL,4.0,5.0,2.0,3.0,5.0,1.0,
2017-03-29,Texas Southern,Texas Tech,,7.0,8.0,5.0,14.0,21.0,0.0,
2017-03-29,Louisiana,SE Louisiana,,3.0,8.0,1.0,15.0,8.0,3.0,
2017-03-29,Winthrop,Clemson,,5.0,13.0,2.0,6.0,14.0,2.0,
2017-03-29,UT Rio Grande Valley,TCU,,2.0,4.0,0.0,18.0,16.0,0.0,
2017-03-29,Grambling,Arkansas,,,,,,,,
2017-03-29,Wagner,St. John's,,2.0,6.0,4.0,6.0,8.0,1.0,
2017-03-29,Miami,Florida Gulf Coast,,0.0,2.0,0.0,3.0,6.0,2.0,
2017-03-29,Virginia,VCU,,4.0,9.0,2.0,2.0,8.0,2.0,
2017-03-29,Grand Canyon,Arizona,,2.0,3.0,1.0,3.0,8.0,2.0,
2017-03-31,Clemson,Georgia Tech,,11.0,18.0,0.0,6.0,11.0,1.0,
2017-03-31,North Carolina,Florida State,,3.0,8.0,0.0,1.0,3.0,0.0,
2017-03-31,Jacksonville,Florida Gulf Coast,,0.0,2.0,1.0,4.0,10.0,1.0,
2017-03-31,Texas,Kansas,,5.0,11.0,1.0,3.0,5.0,1.0,
2017-03-31,Louisville,Virginia,,5.0,7.0,1.0,2.0,8.0,0.0,
2017-03-31,Texas Tech,Oklahoma,,2.0,4.0,0.0,6.0,7.0,1.0,
2017-03-31,Cal State Fullerton,UC Riverside,,2.0,10.0,0.0,3.0,8.0,1.0,
2017-03-31,USC,Arizona,,4.0,9.0,1.0,9.0,14.0,1.0,
2017-03-31,Georgia,Tennessee,,5.0,4.0,0.0,6.0,11.0,0.0,
2017-03-31,Vanderbilt,Kentucky,,3.0,6.0,3.0,10.0,10.0,1.0,
2017-03-31,Houston,UCF,,2.0,7.0,0.0,5.0,7.0,0.0,
2017-03-31,South Alabama,Louisiana,,1.0,6.0,1.0,11.0,17.0,1.0,
2017-03-31,Florida,Missouri,,4.0,9.0,1.0,3.0,7.0,1.0,
2017-03-31,Baylor,Washington,,4.0,9.0,2.0,5.0,8.0,0.0,
2017-03-31,Oregon State,Stanford,,3.0,7.0,0.0,1.0,4.0,2.0,
2017-03-31,Hofstra,St. John's,,,,,,,,
2017-04-01,Georgia,Tennessee,,7.0,12.0,2.0,5.0,10.0,0.0,
2017-04-01,Jacksonville,Florida Gulf Coast,,10.0,21.0,2.0,5.0,12.0,0.0,
2017-04-01,Florida,Missouri,,2.0,8.0,1.0,1.0,3.0,0.0,
2017-04-01,Texas,Kansas,,1.0,7.0,1.0,2.0,9.0,0.0,
2017-04-01,TCU,Kansas State,,1.0,7.0,1.0,0.0,3.0,1.0,
2017-04-01,Louisville,Virginia,,2.0,6.0,3.0,11.0,12.0,0.0,
2017-04-01,Baylor,Washington,,0.0,3.0,2.0,6.0,9.0,0.0,
2017-04-01,North Carolina,Florida State,,5.0,6.0,0.0,2.0,5.0,6.0,
2017-04-01,South Alabama,Louisiana,,6.0,9.0,1.0,0.0,3.0,1.0,
2017-04-01,Cal State Fullerton,UC Riverside,,6.0,11.0,1.0,1.0,7.0,0.0,
2017-04-01,Vanderbilt,Kentucky,,4.0,10.0,0.0,7.0,9.0,1.0,
2017-04-01,Mississippi State,Ole Miss,,2.0,9.0,0.0,1.0,4.0,0.0,
2017-04-01,St. John's,Hofstra,,4.0,9.0,0.0,1.0,5.0,2.0,
2017-04-01,Texas Tech,Oklahoma,,9.0,14.0,2.0,4.0,8.0,5.0,
2017-04-01,Texas A&M,LSU,,4.0,7.0,0.0,3.0,4.0,0.0,
2017-04-01,Clemson,Georgia Tech,,1.0,5.0,0.0,5.0,8.0,0.0,
2017-04-01,Oregon State,Stanford,,15.0,25.0,0.0,7.0,11.0,2.0,
2017-04-01,Houston,UCF,,3.0,9.0,1.0,1.0,6.0,0.0,
2017-04-01,USC,Arizona,,1.0,1.0,0.0,5.0,4.0,0.0,
2017-04-02,South Alabama,Louisiana,,2.0,8.0,1.0,10.0,12.0,0.0,
2017-04-02,North Carolina,Florida State,,5.0,6.0,0.0,2.0,5.0,6.0,
2017-04-02,Jacksonville,Florida Gulf Coast,,5.0,16.0,0.0,2.0,8.0,3.0,
2017-04-02,Houston,UCF,,1.0,7.0,2.0,6.0,13.0,0.0,
2017-04-02,Clemson,Georgia Tech,,13.0,14.0,1.0,6.0,11.0,1.0,
2017-04-02,Florida,Missouri,,2.0,5.0,1.0,1.0,7.0,0.0,
2017-04-02,Texas,Kansas,,4.0,4.0,0.0,5.0,6.0,0.0,
2017-04-02,Arkansas,Alabama,,8.0,13.0,0.0,5.0,9.0,1.0,
2017-04-02,Cal State Fullerton,UC Riverside,,15.0,15.0,1.0,2.0,8.0,2.0,
2017-04-02,USC,Arizona,,1.0,10.0,1.0,8.0,8.0,1.0,
2017-04-02,Texas Tech,Oklahoma,,4.0,8.0,1.0,5.0,5.0,0.0,
2017-04-02,Vanderbilt,Kentucky,,6.0,12.0,0.0,4.0,7.0,0.0,
2017-04-02,Hofstra,St. John's,,3.0,6.0,0.0,14.0,19.0,1.0,
2017-04-02,Louisville,Virginia,,4.0,7.0,0.0,3.0,9.0,3.0,
2017-04-02,Georgia,Tennessee,,3.0,8.0,1.0,1.0,3.0,1.0,
2017-04-02,South Carolina,Auburn,,5.0,8.0,0.0,6.0,9.0,0.0,
2017-04-02,TCU,Kansas State,,12.0,15.0,0.0,4.0,9.0,1.0,
2017-04-02,Baylor,Washington,,6.0,14.0,0.0,3.0,9.0,1.0,
2017-04-02,Oregon State,Stanford,,7.0,8.0,2.0,0.0,9.0,2.0,
2017-04-04,Texas Tech,New Mexico State,,15.0,21.0,2.0,4.0,12.0,0.0,
2017-04-04,Kentucky,Louisville,,3.0,11.0,1.0,5.0,8.0,0.0,
2017-04-04,Elon,Wake Forest,,1.0,4.0,1.0,14.0,17.0,0.0,
2017-04-04,Florida Gulf Coast,Florida State,,6.0,11.0,1.0,7.0,11.0,1.0,
2017-04-04,Furman,South Carolina,,1.0,7.0,0.0,6.0,10.0,0.0,
2017-04-04,Clemson,Georgia,,4.0,5.0,0.0,0.0,4.0,2.0,
2017-04-04,Dallas Baptist,Texas A&M,,3.0,6.0,3.0,7.0,8.0,1.0,
2017-04-04,Grambling,LSU,,2.0,6.0,3.0,13.0,15.0,2.0,
2017-04-04,TCU,UT Arlington,,5.0,6.0,1.0,4.0,8.0,1.0,
2017-04-04,Southern Miss,Ole Miss, AT PEARL MS,5.0,11.0,1.0,6.0,11.0,1.0,
2017-04-04,Oregon State,Portland,,4.0,7.0,0.0,3.0,4.0,0.0,
2017-04-04,Arizona State,Arizona,,2.0,7.0,2.0,11.0,10.0,4.0,
2017-04-04,Stetson,Florida,,,,,,,,
2017-04-04,Old Dominion,Virginia,,5.0,7.0,0.0,18.0,18.0,2.0,
2017-04-04,Middle Tennessee,Tennessee,,7.0,8.0,0.0,4.0,5.0,1.0,
2017-04-04,East Carolina,North Carolina,,2.0,11.0,0.0,3.0,7.0,0.0,
2017-04-04,Alabama,Troy,,11.0,11.0,1.0,12.0,14.0,2.0,
2017-04-04,Georgia Tech,Auburn,,11.0,15.0,0.0,8.0,9.0,2.0,
2017-04-04,Notre Dame,Michigan,,3.0,9.0,1.0,4.0,8.0,0.0,
2017-04-04,UT Martin,Vanderbilt,,0.0,2.0,3.0,11.0,12.0,0.0,
2017-04-04,Sam Houston,Texas,,1.0,3.0,0.0,8.0,12.0,1.0,
2017-04-04,Oral Roberts,Oklahoma,,2.0,5.0,1.0,6.0,11.0,2.0,
2017-04-04,California,Stanford,,4.0,6.0,0.0,8.0,9.0,0.0,
2017-04-04,San Diego,Cal State Fullerton,,2.0,7.0,1.0,13.0,15.0,1.0,
2017-04-04,Saint Peter's,St. John's,,,,,,,,
2017-04-05,Columbia,St. John's,,7.0,6.0,2.0,4.0,10.0,2.0,
2017-04-05,George Washington,Virginia,,1.0,8.0,0.0,11.0,15.0,1.0,
2017-04-05,Florida International,Mississippi State,,7.0,12.0,1.0,9.0,13.0,0.0,
2017-04-05,Bowling Green,Michigan,,,,,,,,
2017-04-05,Troy,Alabama,,,,,,,,
2017-04-05,Florida Gulf Coast,Florida State,,2.0,5.0,1.0,3.0,6.0,1.0,
2017-04-05,Grand Canyon,Arkansas,,2.0,5.0,1.0,11.0,13.0,2.0,
2017-04-05,New Mexico,San Diego,,2.0,11.0,1.0,7.0,9.0,0.0,
2017-04-05,Wake Forest,Elon,,,,,,,,
2017-04-06,Vanderbilt,South Carolina,,7.0,11.0,2.0,6.0,12.0,1.0,
2017-04-06,Stanford,USC,,5.0,7.0,1.0,7.0,12.0,0.0,
2017-04-06,Missouri,Georgia,,0.0,3.0,1.0,3.0,6.0,2.0,
2017-04-07,Illinois,Michigan,,8.0,10.0,2.0,9.0,11.0,1.0,
2017-04-07,Pittsburgh,Virginia,,1.0,3.0,4.0,12.0,17.0,0.0,
2017-04-07,Virginia Tech,Clemson,,1.0,5.0,1.0,12.0,16.0,0.0,
2017-04-07,Florida Gulf Coast,Stetson,,1.0,8.0,2.0,2.0,9.0,0.0,
2017-04-07,Missouri,Georgia,,8.0,6.0,1.0,5.0,14.0,3.0,
2017-04-07,Alabama,Ole Miss,,2.0,5.0,0.0,7.0,9.0,1.0,
2017-04-07,Murray State,TCU,,2.0,5.0,2.0,9.0,10.0,2.0,
2017-04-07,Arizona,Washington State,,19.0,21.0,0.0,5.0,9.0,1.0,
2017-04-07,San Diego,Gonzaga,,2.0,13.0,2.0,9.0,13.0,0.0,
2017-04-07,Stanford,USC,,8.0,13.0,3.0,3.0,12.0,1.0,
2017-04-07,Tennessee,Florida,,7.0,13.0,1.0,6.0,13.0,0.0,
2017-04-07,Wake Forest,Louisville,,2.0,7.0,1.0,1.0,6.0,0.0,
2017-04-07,Florida State,NC State,,16.0,16.0,1.0,7.0,9.0,3.0,
2017-04-07,Vanderbilt,South Carolina,,5.0,10.0,1.0,3.0,7.0,0.0,
2017-04-07,Florida International,Southern Miss,,4.0,6.0,1.0,15.0,16.0,0.0,
2017-04-07,Baylor,Texas Tech,,2.0,4.0,1.0,13.0,14.0,0.0,
2017-04-07,St. John's,Creighton,,3.0,14.0,0.0,2.0,12.0,2.0,
