school_id,school_name,students,enrollment,division
7500,Ashley HS,86,86,D
1755,Marshall Academy HS,86,86,D
1908,Portland - St Patrick HS,85,85,D
4530,Central Lake HS,84,84,D
5413,Burr Oak HS,83,83,D
1197,Walkerville HS,82,82,D
1097,Midland Calvary Baptist,81,81,D
7566,Pentwater HS,81,81,D
9775,Ann Arbor - Rudolf Steiner School,81,81,D
6031,Waldron HS,81,81,D
1165,Hillsdale Academy,80,80,D
9707,Traverse City Christian School,80,80,D
5933,Ellsworth Community HS,79,79,D
2897,Tekonsha HS,79,79,D
4927,Atlanta HS,78,78,D
9527,Coldwater - Pansophia Academy,78,78,D
3391,Posen HS,77,77,D
7327,Felch - North Dickinson HS,75,75,D
7070,St Joseph - Lake Michigan Catholic HS,73,73,D
2063,Cedarville HS,72,72,D
8748,Fruitport - Calvary Christian HS,70,70,D
3771,Gaylord - St Mary Cathedral HS,69,69,D
9189,Novi Christian Academy,68,68,D
2030,Chassell HS,67,67,D
1024,Ewen-Trout Creek HS,67,67,D
7954,Westland - Huron Valley Lutheran HS,66,66,D
1279,Boyne City - Concord Academy Boyne,65,65,D
5322,Alanson HS,63,63,D
9584,Kalamazoo - Heritage Christian Academy,62,62,D
4860,Lake Leelanau - St Mary HS,62,62,D
5454,Auburn Hills Christian School,59,59,D
7310,McBain - Northern Michigan Christian HS,59,59,D
1734,Boyne Falls HS,58,58,D
3301,Bay City - All Saints Central HS,57,57,D
4579,Battle Creek - Calhoun Christian School,57,57,D
6196,Jackson Christian School,56,56,D
1031,Brighton - Livingston Christian Schools,55,55,D
1149,Hudsonville - Libertas Christian School,53,53,D
2418,Hillsdale - Will Carleton Academy,53,53,D
6857,Manistee Catholic Central HS,52,52,D
5495,Cooks - Big Bay de Noc HS,51,51,D
5917,Rock - Mid-Peninsula HS,51,51,D
8886,Wilson - Nah Tah Wahsh PSA,49,49,D
8102,Owendale-Gagetown HS,49,49,D
7418,Watersmeet HS,49,49,D
4043,DeTour Village - DeTour HS,48,48,D
3763,Mackinaw City HS,48,48,D
1171,Concord Academy of Petoskey,45,45,D
1202,Shepherd - FlexTech HS,43,43,D
4538,Byron Center Charter School,41,41,D
1108,Lansing - Martin Luther HS,41,41,D
5462,Northport HS,40,40,D
9112,Marcellus - Howardsville Christian School,39,39,D
1099,Brimley - Ojibwe Charter HS,39,39,D
1150,Mancelona - North Central Academy,38,38,D
1175,Whitmore Lake - Livingston Classical Academy,37,37,D
7582,Republic-Michigamme HS,37,37,D
1207,Highland Park - Sigma Acad for Leadership & Early Middle,35,35,D
4761,Alba HS,34,34,D
8730,Harbor Springs - Harbor Light Christian HS,34,34,D
1132,Petoskey - St Michael Academy,32,32,D
6592,Glen Arbor - The Leelanau School,32,32,D
9371,Holland - Calvary HS,31,31,D
1710,Burton - Faithway Christian Academy,28,28,D
1200,Detroit - Skills & Trade Preparatory HS,28,28,D
8201,Mackinac Island HS,26,26,D
7681,Flint - Michigan School For The Deaf,26,26,D
8656,Kimball - New Life Christian Academy,26,26,D
4299,Kinross - Maplewood Baptist Academy,25,25,D
9962,Wyoming - West Michigan Lutheran HS,24,24,D
9415,Burt Lake - Northern Michigan Christian Academy,21,21,D
6386,Vanderbilt HS,21,21,D
1750,Paradise - Whitefish Township Community School,20,20,D
8473,Watervliet - Grace Christian HS,18,18,D
8532,Beaver Island Community School,17,17,D
9819,Lansing - New Covenant Christian HS,12,12,D
