school_name,school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9,10,11,12,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,White,Two or MoreRaces,Male,Female,Male_Pct,Female_Pct,KG,1,2,3,4,5,6,7,8,PK,Ungraded
LISD TECH Center,2.68068E+11,Lenawee Isd,2680680,0,33.42,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Litchfield High School,2.62175E+11,Litchfield Community Schools,2621750,140,7.34,19.07,98,1,99,18,22,19,,0,0,0,0.035714286,0,0.871428571,0.092857143,65,75,0.464285714,0.535714286,,,,,,,22,20,19,,
Livingston Classical Academy,2.60111E+11,Livingston Classical Academy,2601108,271,23.5,11.53,51,2,53,,,,,0,0.022140221,0.018450185,0.033210332,0,0.900369004,0.025830258,130,141,0.479704797,0.520295203,29,22,28,32,23,31,,,,,
Livonia Career Technical Center,2.62184E+11,Livonia Public Schools School District,2621840,2,14.6,0.14,‡,‡,‡,0,0,0,2,0,0,0,0.5,0,0.5,0,1,1,0.5,0.5,,,,,,,,,,,
LLCArenac Campus,2.6805E+11,Bay-arenac Isd,2680504,0,3,0,–,–,–,,,,,,,,,,,,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,,,,,0,
LLCBay Campus,2.6805E+11,Bay-arenac Isd,2680504,56,14,4,21,2,23,,,,,0,0,0.035714286,0.089285714,0,0.875,0,39,17,0.696428571,0.303571429,3,1,1,6,3,,,,,–,
LocalBased SpecEd Programs,2.68099E+11,Washtenaw Isd,2680990,15,2.6,5.77,5,0,5,,,,,0,0,0.066666667,0.066666667,0,0.8,0.066666667,11,4,0.733333333,0.266666667,0,0,0,1,1,3,,,,,
Lowell Senior High School,2.62205E+11,Lowell Area Schools,2622050,1125,56.32,19.98,217,45,262,298,279,281,267,0.002666667,0.009777778,0.007111111,0.047111111,0,0.910222222,0.023111111,577,548,0.512888889,0.487111111,,,,,,,,,,,
Loy Norrix High School,2.61995E+11,Kalamazoo Public Schools,2619950,1807,65.89,27.42,"1,039",93,"1,132",708,452,344,303,0.001106807,0.012728279,0.28223575,0.191477587,0,0.399003874,0.113447703,903,904,0.499723298,0.500276702,,,,,,,,,,,
Ludington High School,2.6222E+11,Ludington Area School District,2622200,704,33.77,20.85,277,28,305,192,184,168,160,0.004261364,0.012784091,0.012784091,0.120738636,0.002840909,0.789772727,0.056818182,350,354,0.497159091,0.502840909,,,,,,,,,,,
Luther L Wright K12 School,2.61947E+11,Ironwood Area Schools Of Gogebic County,2619470,693,49.54,13.99,369,47,416,,,,,0.02020202,0.007215007,0.004329004,0.027417027,0,0.896103896,0.044733045,341,352,0.492063492,0.507936508,56,43,57,51,59,,,,,–,
Lyle A Torrant Center,2.68058E+11,Jackson Isd,2680580,173,31,5.58,97,14,111,,,,,0,0,0.098265896,0.028901734,0,0.809248555,0.063583815,115,58,0.664739884,0.335260116,21,10,12,12,15,,,,,–,
Mackinac Island School,2.62223E+11,Mackinac Island Public Schools,2622230,52,9.71,5.36,12,0,12,,,,,0.096153846,0.019230769,0.019230769,0.057692308,0,0.769230769,0.038461538,25,27,0.480769231,0.519230769,5,1,6,2,3,2,,,,,
Mackinaw City K12 School,2.62226E+11,Mackinaw City Public Schools,2622260,144,15.86,9.08,72,4,76,,,,,0.006944444,0.006944444,0.020833333,0,0,0.895833333,0.069444444,75,69,0.520833333,0.479166667,9,15,5,8,11,,,,,–,
Mackinaw High School,2.63045E+11,Saginaw Township Community Schools,2630450,149,6,24.83,116,3,119,51,56,19,23,0,0.006711409,0.255033557,0.234899329,0,0.483221477,0.020134228,77,72,0.516778523,0.483221477,,,,,,,,,,,
Macomb Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,9,0,†,6,0,6,0,0,0,0,0,0,0.444444444,0,0,0.555555556,0,9,0,1,0,,,,,,,,,,,9
Macomb County Juvenile Justice Center School,2.62187E+11,L'anse Creuse Public Schools,2621870,33,2.6,12.69,22,0,22,,,,,0.03030303,0,0.424242424,0,0,0.545454545,0,29,4,0.878787879,0.121212121,0,0,0,0,0,0,,,,,
Macomb Math Science Technology Center,2.63519E+11,Warren Consolidated Schools,2635190,0,9,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Madison Academy High School,2.60032E+11,Madison Academy,2600317,243,104,2.34,206,15,221,78,64,53,48,0.004115226,0,0.761316872,0.04526749,0,0.160493827,0.028806584,115,128,0.473251029,0.526748971,,,,,,,,,,,
Madison High School,2.62229E+11,Madison District Public Schools,2622290,284,16.4,17.32,217,13,230,67,77,78,62,0.003521127,0.021126761,0.584507042,0.021126761,0,0.330985915,0.038732394,150,134,0.528169014,0.471830986,,,,,,,,,,,
Madison High School,2.62232E+11,Madison School District (lenawee),2622320,427,23.05,18.52,180,17,197,150,110,86,81,0.00234192,0.004683841,0.021077283,0.320843091,0,0.620608899,0.030444965,199,228,0.466042155,0.533957845,,,,,,,,,,,
Madison Preparatory High School,2.62229E+11,Madison District Public Schools,2622290,26,2,13,24,0,24,0,1,6,19,0,0,0.653846154,0,0,0.346153846,0,19,7,0.730769231,0.269230769,,,,,,,,,,,
Madison School,2.63654E+11,Wyandotte School District Of The City Of,2636540,158,31.9,4.95,74,5,79,,,,,0,0,0.164556962,0.14556962,0,0.689873418,0,98,60,0.620253165,0.379746835,4,13,21,13,13,,,,,–,
MALC,2.62391E+11,Millington Community Schools,2623910,19,0.5,38,16,0,16,4,5,6,4,0,0,0.052631579,0,0,0.894736842,0.052631579,8,11,0.421052632,0.578947368,,,,,,,,,,,
Malcolm High School,2.63099E+11,Sault STE. Marie Area Schools,2630990,77,5.48,14.05,52,5,57,6,17,28,26,0.467532468,0,0.025974026,0,0,0.493506494,0.012987013,44,33,0.571428571,0.428571429,,,,,,,,,,,
Malcolm Williams School,2.68052E+11,Ingham Isd,2680520,15,2,7.5,10,0,10,7,3,2,,0,0,0.733333333,0.133333333,0,0.133333333,0,15,0,1,0,,,,,,,0,0,2,,
Mancelona High School,2.62235E+11,Mancelona Public Schools,2622350,279,13.5,20.67,184,8,192,64,81,79,55,0,0.003584229,0.007168459,0.046594982,0,0.910394265,0.032258065,134,145,0.480286738,0.519713262,,,,,,,,,,,
Manchester JuniorSenior High School,2.62238E+11,Manchester Community Schools,2622380,388,18.26,21.25,64,12,76,74,66,82,58,0,0,0.00257732,0.038659794,0,0.940721649,0.018041237,206,182,0.530927835,0.469072165,,,,,,,,56,52,,
Manistee ISD Center Programs,2.68074E+11,Manistee Isd,2680740,44,8.1,5.43,25,4,29,,,,,0.022727273,0,0.022727273,0.068181818,0,0.863636364,0.022727273,27,17,0.613636364,0.386363636,1,2,3,4,3,,,,,–,
Manistee Middle High School,2.62241E+11,Manistee Area Public Schools,2622410,742,37.8,19.63,337,38,375,104,103,92,,0.028301887,0.009433962,0.020215633,0.040431267,0,0.877358491,0.02425876,377,365,0.508086253,0.491913747,,,,,,,97,106,116,,
Manistique Middle and High School,2.62247E+11,Manistique Area Schools,2622470,427,20.88,20.45,201,94,295,86,49,60,,0.220140515,0.004683841,0,0.018735363,0,0.754098361,0.00234192,217,210,0.508196721,0.491803279,,,,,,,44,61,60,,
Manton Consolidated High School,2.6225E+11,Manton Consolidated Schools,2622500,272,16.42,16.57,130,3,133,60,86,50,76,0,0.003676471,0.003676471,0.036764706,0,0.922794118,0.033088235,142,130,0.522058824,0.477941176,,,,,,,,,,,
Maple Grove Alternative High School,2.63649E+11,Woodhaven-brownstown School District,2636485,78,2,39,31,4,35,2,4,7,65,0.012820513,0.025641026,0.192307692,0.064102564,0,0.666666667,0.038461538,38,40,0.487179487,0.512820513,,,,,,,,,0,,
Maple Valley JrSr High School,2.62262E+11,Maple Valley Schools,2622620,391,19.95,19.6,176,15,191,59,72,64,71,0.002557545,0,0.002557545,0.046035806,0,0.923273657,0.025575448,193,198,0.493606138,0.506393862,,,,,,,,57,68,,
Maple Valley Pathways High School,2.62262E+11,Maple Valley Schools,2622620,11,1,11,7,0,7,0,1,3,7,0,0,0,0,0,1,0,6,5,0.545454545,0.454545455,,,,,,,,,,,
Marcellus High School,2.62274E+11,Marcellus Community Schools,2622740,187,11,17,90,15,105,46,43,41,57,0,0.021390374,0.026737968,0.016042781,0.005347594,0.909090909,0.021390374,85,102,0.454545455,0.545454545,,,,,,,,,,,
Marine City High School,2.61242E+11,East China School District,2612420,537,27.72,19.37,166,22,188,123,146,136,132,0,0.005586592,0.003724395,0.016759777,0,0.968342644,0.005586592,271,266,0.504655493,0.495344507,,,,,,,,,,,
Marion D Crouse Instr Center,2.6804E+11,Genesee Isd,2680400,160,25,6.4,78,7,85,,,,,0,0.00625,0.34375,0.0375,0,0.6,0.0125,91,69,0.56875,0.43125,4,19,12,11,14,,,,,–,
Marion High School,2.6228E+11,Marion Public Schools,2622800,223,11.29,19.75,144,22,166,47,45,43,37,0.004484305,0.004484305,0.00896861,0.031390135,0,0.946188341,0.004484305,116,107,0.520179372,0.479820628,,,,,,,,23,28,,
Marlette JrSr High School,2.62286E+11,Marlette Community Schools,2622860,321,17.34,18.51,165,15,180,56,60,38,57,0,0,0.003115265,0.074766355,0,0.881619938,0.040498442,151,170,0.470404984,0.529595016,,,,,,,,52,58,,
Marquette Branch Prison,2.6E+11,Michigan Department Of Corrections,2600001,4,0,†,‡,‡,‡,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,,,,,,,,,,,4
Marquette Senior High School,2.60001E+11,Marquette Area Public Schools,2600013,968,48.99,19.76,194,21,215,270,236,238,221,0.020661157,0.005165289,0.008264463,0.01446281,0.003099174,0.886363636,0.061983471,499,469,0.515495868,0.484504132,,,,,,,,0,1,,
MarquetteAlger Administrative Unit,2.68075E+11,Marquette-alger Resa,2680750,24,4.61,5.21,11,0,11,,,,,0.041666667,0.041666667,0,0,0,0.916666667,0,13,11,0.541666667,0.458333333,0,0,0,0,0,,,,,–,
Marshall Academy,2.60025E+11,Marshall Academy,2600250,295,21.35,13.82,164,12,176,,,,,0.006779661,0.010169492,0.281355932,0.057627119,0,0.603389831,0.040677966,164,131,0.555932203,0.444067797,22,21,23,21,21,19,,,,,
Marshall High School,2.62297E+11,Marshall Public Schools,2622970,749,38.45,19.48,221,18,239,204,196,152,197,0.002670227,0.012016021,0.09212283,0.081441923,0,0.769025367,0.042723632,364,385,0.485981308,0.514018692,,,,,,,,,,,
Marshall Opportunity High School,2.62297E+11,Marshall Public Schools,2622970,110,6.12,17.97,77,2,79,4,38,37,31,0,0,0.318181818,0.027272727,0,0.618181818,0.036363636,63,47,0.572727273,0.427272727,,,,,,,,,,,
Martin High School,2.62298E+11,Martin Public Schools,2622980,329,29.37,11.2,154,6,160,50,47,42,,0,0.006079027,0.015197568,0.127659574,0,0.829787234,0.021276596,175,154,0.531914894,0.468085106,,,,,,,48,46,48,,
Martin Luther King Jr Senior High School,2.6011E+11,Detroit Public Schools Community District,2601103,807,49.6,16.27,590,11,601,173,169,263,202,0.001239157,0.001239157,0.996282528,0,0.001239157,0,0,399,408,0.494423792,0.505576208,,,,,,,,,,,
Marysville High School,2.62304E+11,Marysville Public Schools,2623040,798,37,21.57,195,9,204,210,183,197,208,0.001253133,0.002506266,0.010025063,0.026315789,0.001253133,0.948621554,0.010025063,386,412,0.483709273,0.516290727,,,,,,,,,,,
Mason County Central HS,2.62313E+11,Mason County Central Schools,2623130,392,18.26,21.47,184,13,197,129,89,90,84,0.007653061,0.005102041,0.012755102,0.068877551,0,0.87755102,0.028061224,206,186,0.525510204,0.474489796,,,,,,,,,,,
Mason County Eastern Junior HighHigh School,2.62316E+11,Mason County Eastern Schools,2623160,185,9,20.56,111,12,123,33,24,25,44,0.010810811,0,0.010810811,0.032432432,0,0.891891892,0.054054054,87,98,0.47027027,0.52972973,,,,,,,,38,21,,
Mason High School,2.62307E+11,Mason Public Schools (ingham),2623070,1013,50.9,19.9,232,27,259,282,249,226,256,0.001974334,0.012833169,0.014807502,0.081934847,0.001974334,0.849950642,0.036525173,505,508,0.49851925,0.50148075,,,,,,,,,,,0
Mason Senior High School,2.6231E+11,Mason Consolidated Schools (monroe),2623100,335,17.77,18.85,112,8,120,93,87,85,70,0.014925373,0.002985075,0.017910448,0.086567164,0,0.871641791,0.005970149,184,151,0.549253731,0.450746269,,,,,,,,,,,
Mason Virtual Academy,2.6231E+11,Mason Consolidated Schools (monroe),2623100,16,1.23,13.01,6,0,6,4,4,4,,0,0,0.125,0.1875,0,0.6875,0,6,10,0.375,0.625,,,,,,,0,0,0,,
Mattawan High School,2.62325E+11,Mattawan Consolidated School,2623250,1185,57.3,20.68,171,18,189,312,280,292,301,0.004219409,0.016877637,0.023628692,0.051476793,0,0.858227848,0.04556962,607,578,0.512236287,0.487763713,,,,,,,,0,0,,
Maurice Spear Campus,2.68068E+11,Lenawee Isd,2680680,32,4.42,7.24,24,0,24,10,,,,0.03125,0,0.0625,0.09375,0,0.8125,0,29,3,0.90625,0.09375,,,,,0,0,1,4,4,,
Mayville Middle High School,2.62328E+11,Mayville Community School District,2623280,321,14.49,22.15,198,22,220,51,51,36,,0.003115265,0.003115265,0.003115265,0.049844237,0,0.919003115,0.021806854,173,148,0.53894081,0.46105919,,,,,,,35,47,49,,
McBain High School,2.62331E+11,Mcbain Rural Agricultural Schools,2623310,283,13.87,20.4,102,14,116,81,82,63,57,0.007067138,0,0,0.070671378,0,0.901060071,0.021201413,134,149,0.473498233,0.526501767,,,,,,,,,,,
MCESA and Sugnet School Classroom Programs,2.6808E+11,Midland County Educational Service Agency,2680800,137,25.84,5.3,69,2,71,,,,,0,0.01459854,0.065693431,0,0,0.912408759,0.00729927,107,30,0.781021898,0.218978102,9,11,7,8,7,,,,,–,
MecostaOsceola Career Center,2.68077E+11,Mecosta-osceola Isd,2680770,0,12.2,0,–,–,–,,,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
MecostaOsceola Education Center,2.68077E+11,Mecosta-osceola Isd,2680770,109,11,9.91,49,1,50,,,,,0,0.018348624,0.018348624,0.055045872,0,0.880733945,0.027522936,71,38,0.651376147,0.348623853,6,6,10,7,7,,,,,–,
Melvindale High School,2.62346E+11,Melvindale-north Allen Park Schools,2623460,973,44.49,21.87,751,41,792,344,278,181,170,0,0.007194245,0.078108941,0.277492292,0,0.634121274,0.003083248,543,430,0.558067831,0.441932169,,,,,,,,,,,
Memphis JuniorSenior High School,2.62349E+11,Memphis Community Schools,2623490,430,26.17,16.43,139,13,152,61,56,63,,0,0.004651163,0.006976744,0.011627907,0,0.972093023,0.004651163,230,200,0.534883721,0.465116279,,,,,,,55,48,71,,
Mendon MiddleHigh School,2.62352E+11,Mendon Community School District,2623520,277,13.37,20.72,109,25,134,55,33,37,,0,0.007220217,0.028880866,0.032490975,0,0.909747292,0.02166065,142,135,0.512635379,0.487364621,,,,,,,20,39,51,,
Menominee High School,2.62355E+11,Menominee Area Public Schools,2623550,360,21.08,17.08,127,13,140,94,90,85,91,0,0.005555556,0.016666667,0.025,0.002777778,0.922222222,0.027777778,187,173,0.519444444,0.480555556,,,,,,,,0,0,,
Menominee ISD Special Education,2.68079E+11,Menominee Isd,2680790,14,3.2,4.38,3,1,4,,,,,0,0,0,0,0,1,0,11,3,0.785714286,0.214285714,,0,0,0,0,0,,,,–,
Meridian Early College High School,2.62358E+11,Meridian Public Schools,2623580,436,23,18.96,155,11,166,119,99,87,131,0,0.004587156,0.006880734,0.02293578,0,0.935779817,0.029816514,232,204,0.532110092,0.467889908,,,,,,,,,,,
Merrill High School,2.62361E+11,Merrill Community Schools,2623610,202,8.46,23.88,85,25,110,43,55,57,47,0.004950495,0,0,0.054455446,0,0.910891089,0.02970297,92,110,0.455445545,0.544554455,,,,,,,,,,,0
Merritt Academy,2.60028E+11,Merritt Academy,2600281,560,137.8,4.06,285,30,315,,,,,0.003571429,0.003571429,0.107142857,0.023214286,0,0.826785714,0.035714286,279,281,0.498214286,0.501785714,48,45,42,51,39,,,,,–,
Mesick Consolidated JrSr High School,2.62367E+11,Mesick Consolidated Schools,2623670,326,17.33,18.81,194,21,215,57,47,51,,0.015337423,0,0.012269939,0.021472393,0,0.929447853,0.021472393,168,158,0.515337423,0.484662577,,,,,,,41,38,43,,
MG Millet Learning Center,2.68093E+11,Saginaw Isd,2680930,172,33,5.21,107,16,123,,,,,0.005813953,0.005813953,0.38372093,0.093023256,0.011627907,0.5,0,125,47,0.726744186,0.273255814,1,5,5,9,16,,,,,–,
Michael J McGivney,2.68093E+11,Saginaw Isd,2680930,24,5.67,4.23,21,0,21,,,,,0.041666667,0,0.458333333,0,0,0.5,0,14,10,0.583333333,0.416666667,0,0,0,0,1,1,,,,,
Michigan Center JrSr High School,2.62379E+11,Michigan Center School District,2623790,602,32.18,18.71,237,35,272,108,95,91,101,0,0.006644518,0.013289037,0.03654485,0,0.882059801,0.061461794,325,277,0.53986711,0.46013289,,,,,,,,97,110,,
Michigan Collegiate MiddleHigh School,2.60021E+11,Conner Creek Academy East,2600210,643,24.84,25.89,587,8,595,141,111,136,,0,0.00622084,0.976671851,0.00311042,0,0.00466563,0.00933126,338,305,0.525660964,0.474339036,,,,,,,50,60,63,,
Michigan Connections Academy,2.60097E+11,Michigan Connections Academy,2600969,1673,73.4,22.79,932,87,"1,019",,,,,0.0041841,0.026897788,0.200239091,0.077704722,0.000597729,0.618649133,0.071727436,818,855,0.48894202,0.51105798,54,72,81,99,97,127,,,,,
Michigan Cyber Academy,2.61803E+11,Hazel Park School District Of The City Of,2618030,303,2,151.5,228,1,229,76,69,94,64,0.00330033,0.00990099,0.633663366,0.02970297,0,0.303630363,0.01980198,154,149,0.508250825,0.491749175,,,,,,,,,,,
Michigan Great Lakes Virtual Academy,2.60107E+11,Michigan Great Lakes Virtual Academy,2601070,3327,177.92,18.7,"2,407",191,"2,598",,,,,0.003005711,0.012924557,0.256988278,0.08866847,0.000300571,0.542530809,0.095581605,1618,1709,0.486324016,0.513675984,159,175,176,181,177,177,,,,,
Michigan International Prep School,2.60111E+11,Michigan International Prep School,2601114,1248,48,26,754,10,764,,,,,0.016025641,0.008012821,0.188301282,0.080128205,0.000801282,0.645833333,0.060897436,661,587,0.529647436,0.470352564,60,60,47,68,54,51,,,,,
Michigan Mathematics and Science Academy Dequindre,2.60097E+11,Michigan Mathematics And Science Academy,2600967,623,37.49,16.62,623,0,623,,,,,0,0.057784912,0.836276083,0.024077047,0.003210273,0.07223114,0.006420546,319,304,0.512038523,0.487961477,42,36,49,48,52,40,,,,,
Michigan Online School,2.60111E+11,Michigan Online School,2601112,838,31,27.03,686,20,706,188,156,135,,0.003579952,0.009546539,0.250596659,0.084725537,0.001193317,0.556085919,0.094272076,385,453,0.459427208,0.540572792,,,,,,,48,63,103,,
Michigan Reformatory,2.6E+11,Michigan Department Of Corrections,2600001,4,0,†,‡,‡,‡,0,0,0,0,0,0,0.75,0,0,0.25,0,4,0,1,0,,,,,,,,,,,4
Michigan School for the Deaf,2.60028E+11,Michigan School For The Deaf,2600280,86,21.34,4.03,43,3,46,,,,,0.046511628,0.023255814,0.139534884,0.046511628,0,0.674418605,0.069767442,41,45,0.476744186,0.523255814,4,6,5,3,8,,,,,–,
Michigan Virtual Charter Academy,2.60097E+11,Michigan Virtual Charter Academy,2600972,2860,151.73,18.85,"2,073",233,"2,306",,,,,0.003146853,0.013286713,0.272027972,0.084615385,0.000699301,0.540909091,0.085314685,1428,1432,0.499300699,0.500699301,120,132,138,150,166,185,,,,,
Mid Peninsula School,2.62383E+11,Mid Peninsula School District,2623830,191,13.25,14.42,121,15,136,,,,,0.015706806,0,0.02617801,0.010471204,0,0.931937173,0.015706806,96,95,0.502617801,0.497382199,11,18,21,16,13,15,,,,,
Midland High School,2.62382E+11,Midland Public Schools,2623820,1238,64.45,19.21,392,51,443,324,270,289,355,0.005654281,0.010500808,0.022617124,0.042003231,0.002423263,0.89095315,0.025848142,604,634,0.487883683,0.512116317,,,,,,,,,,,
Milan Alternative Education,2.62385E+11,Milan Area Schools,2623850,19,3,6.33,9,1,10,3,11,2,3,0,0,0.052631579,0.105263158,0,0.842105263,0,11,8,0.578947368,0.421052632,,,,,,,,,,,
Milan High School,2.62385E+11,Milan Area Schools,2623850,591,41.78,14.15,129,8,137,160,151,147,133,0.011844332,0.008460237,0.028764805,0.059221658,0.003384095,0.847715736,0.040609137,306,285,0.517766497,0.482233503,,,,,,,,,,,
Milford High School,2.61899E+11,Huron Valley Schools,2618990,1279,58.4,21.9,264,29,293,316,302,319,321,0.004691165,0.017982799,0.012509773,0.035965598,0.002345582,0.901485536,0.025019547,642,637,0.501954652,0.498045348,,,,,,,,0,0,,
Millington High School,2.62391E+11,Millington Community Schools,2623910,397,17.92,22.15,168,15,183,103,100,98,96,0.005037783,0.007556675,0.020151134,0.010075567,0.002518892,0.947103275,0.007556675,211,186,0.531486146,0.468513854,,,,,,,,,,,
Milton C Porter Ed Center,2.68068E+11,Lenawee Isd,2680680,100,41.08,2.43,41,2,43,,,,,0.01,0,0.01,0.08,0,0.85,0.05,67,33,0.67,0.33,5,3,4,4,9,,,,,–,
MioAuSable High School,2.624E+11,Mio-ausable Schools,2624000,283,15.71,18.01,180,9,189,51,41,36,,0.003533569,0,0.010600707,0.03180212,0,0.922261484,0.03180212,162,121,0.572438163,0.427561837,,,,,,,45,35,37,,
Mona Shores High School,2.62412E+11,Mona Shores Public School District,2624120,1297,63.9,20.3,471,55,526,334,346,314,303,0.00539707,0.020817271,0.131071704,0.062451812,0,0.736314572,0.043947571,678,619,0.522744796,0.477255204,,,,,,,,,,,
Monroe County Education Center,2.68082E+11,Monroe Isd,2680820,104,13,8,48,4,52,,,,,0.009615385,0.009615385,0.057692308,0.105769231,0,0.75,0.067307692,64,40,0.615384615,0.384615385,9,11,7,9,6,,,,,–,
Monroe County Middle College,2.68082E+11,Monroe Isd,2680820,356,10,35.6,84,0,84,70,64,72,150,0.002808989,0.002808989,0.016853933,0.04494382,0,0.904494382,0.028089888,158,198,0.443820225,0.556179775,,,,,,,,,,,
Monroe County Youth Center,2.68082E+11,Monroe Isd,2680820,6,0.98,6.12,‡,‡,‡,2,1,,,0,0,0.166666667,0,0,0.666666667,0.166666667,5,1,0.833333333,0.166666667,,,,,,0,0,0,0,,
Monroe High School,2.62415E+11,Monroe Public Schools,2624150,1357,65.15,20.83,542,14,556,386,338,323,310,0.001473839,0.006632277,0.11274871,0.086956522,0.00073692,0.756816507,0.034635225,649,708,0.47826087,0.52173913,,,,,,,,,0,,0
Montabella JuniorSenior High,2.61296E+11,Montabella Community Schools,2612960,404,21.84,18.5,244,44,288,51,60,51,,0.012376238,0,0,0.047029703,0,0.881188119,0.059405941,220,184,0.544554455,0.455445545,,,,,,,63,67,65,,
Montague High School,2.62418E+11,Montague Area Public Schools,2624180,456,25.36,17.98,170,21,191,119,117,123,97,0.00877193,0.00877193,0.004385965,0.089912281,0,0.855263158,0.032894737,233,223,0.510964912,0.489035088,,,,,,,,,,,
Montcalm Area Career Center,2.68083E+11,Montcalm Area Isd,2680830,0,10.5,0,–,–,–,,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Montrose Alternative Education Center,2.62442E+11,Montrose Community Schools,2624420,172,3.7,46.49,114,5,119,8,14,40,110,0.005813953,0,0.040697674,0.058139535,0,0.889534884,0.005813953,81,91,0.470930233,0.529069767,,,,,,,,,0,,
