teamName,teamId,leagueName,opponentName,opponentId,gameDate,gameTime,homeOrAway,location,teamScore,opponentScore,notes,contestType,seasonType,postSeasonInfo,tournamentInfo,tournamentName,tournamentType,contestName,seasonTypeCode
Roseville,33102,Macomb Area Conference,Bloomfield Hills Andover,33105,2010-04-05T11:00:00,11:00 AM,H,,8.0,15.0,,1,0,,,,,,S 
Roseville,33102,Macomb Area Conference,Bloomfield Hills Andover,33105,2010-04-05T13:00:00,1:00 PM,H,,3.0,10.0,,1,0,,,,,,S 
Roseville,33102,Macomb Area Conference,St Clair Shores Lakeview,33203,2010-05-10T16:00:00,4:00 PM,H,,,,,1,0,,,,,,S 
Roseville,33102,Macomb Area Conference,St Clair Shores Lakeview,33203,2010-05-26T16:00:00,4:00 PM,A,,,,,1,0,,,,,,S 
Shepherd,33103,Tri-Valley Conference,Bay City All Saints,33302,2010-04-06T16:00:00,4:00 PM,H,,,,,1,0,,,,,,S 
Shepherd,33103,Tri-Valley Conference,Freeland,33655,2010-05-24T16:00:00,4:00 PM,A,,9.0,0.0,,1,0,,,,,,S 
Shepherd,33103,Tri-Valley Conference,Freeland,33655,2010-05-24T18:00:00,6:00 PM,A,,8.0,4.0,,1,0,,,,,,S 
Cass City,33104,Greater Thumb Conference,Millington,33405,2010-04-17T15:00:00,3:00 PM,A,,1.0,11.0,,1,0,,,,,Cardinal Classis,S 
Cass City,33104,Greater Thumb Conference,Bay City All Saints,33302,2010-05-06T16:00:00,4:00 PM,A,,,,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Walled Lake Northern,33257,2010-04-01T16:00:00,4:00 PM,H,,10.0,9.0,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Walled Lake Northern,33257,2010-04-01T18:00:00,6:00 PM,H,,3.0,2.0,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Roseville,33102,2010-04-05T11:00:00,11:00 AM,A,,15.0,8.0,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Roseville,33102,2010-04-05T13:00:00,1:00 PM,A,,10.0,3.0,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Southfield,33531,2010-04-12T16:30:00,4:30 PM,A,,8.0,6.0,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Farmington,33506,2010-04-14T16:00:00,4:00 PM,H,,0.0,14.0,,1,0,,,,,,S 
Bloomfield Hills Andover,33105,Oakland Activities Association,Birmingham Groves,33279,2010-04-16T16:00:00,4:00 PM,A,,7.0,8.0,(2 Inn),1,0,,,,,,S 
