PopularName_Score,ProperName_Score,MHSAA_SchoolId,SchoolInfo_Index,Matched_School_Name
85,73,4658,519,harper woods virtual academy
67,70,4659,1161,the learning community
80,100,4660,536,henry ford academy
65,75,4661,477,grand rapids montessori academy
67,77,4662,1313,zeeland west high school
100,100,4663,999,pontiac academy for excellence
57,55,4664,1023,redford union virtual learning
77,79,4665,565,hope academy of west michigan
90,90,4666,482,grand traverse academy
70,100,4667,1126,sterling heights senior hs
75,89,4668,1464,west michigan lutheran school
100,100,4669,414,flat river academy
71,80,4670,1095,south lyon east high school
58,67,4671,1235,warren woods education center
59,79,4672,1436,sacred heart academy
75,58,4673,340,detroit public safety academy
53,83,4674,341,detroit school of arts
53,83,4675,341,detroit school of arts
59,81,4676,473,grand haven cyber school
55,43,4677,1440,southfield christian school
81,81,4679,224,chandler park academy high school
67,64,4680,1110,spring lake alternative education
57,71,4681,493,greenfield school
71,71,4682,516,harper academy
69,64,4683,322,dearborn heights virtual academy
72,86,4684,926,oakridge middle school
77,71,4685,1271,west middle school
51,51,4686,1464,west michigan lutheran school
49,49,4687,1136,success virtual learning centers of michigan
76,76,4688,1033,reuther middle school
76,76,4689,1353,eton academy
79,79,4690,1205,van hoosen middle school
77,77,4691,369,east jordan middlehigh school
84,84,4692,524,hart middle school
71,71,4693,1318,andrews academy
80,77,4694,1205,van hoosen middle school
71,71,4695,65,bangor career academy
68,73,4696,402,excel charter academy
84,84,4697,1033,reuther middle school
54,54,4698,786,marlette jrsr high school
80,80,4699,524,hart middle school
71,71,4700,85,beal city high school
71,94,4701,1271,west middle school
76,78,4702,524,hart middle school
86,86,4703,524,hart middle school
53,53,4704,1443,st mary cathedral school
83,83,4705,114,big rapids high school
82,82,4706,524,hart middle school
85,85,4707,524,hart middle school
65,65,4708,701,lawrence jrsr high school
74,80,4709,1369,grand rapids christian high school
86,86,4710,1266,west bloomfield high school
50,50,4711,630,jerry l white center
90,90,4712,503,gwinn middlehigh school
67,67,4713,90,beecher high school
84,84,4714,524,hart middle school
86,86,4715,524,hart middle school
86,86,4716,524,hart middle school
84,84,4717,524,hart middle school
90,90,4718,1439,south christian high school
71,82,4719,609,iron mountain high school
83,83,4720,1294,williamston high school
84,84,4721,1271,west middle school
90,90,4722,1271,west middle school
52,52,4723,251,clare high school
45,45,4724,1263,webberville high school
77,77,4725,1447,st patrick school
83,83,4726,637,jonesville high school
86,86,4727,1271,west middle school
80,80,4728,287,concord high school
72,82,4729,508,hamilton middle school
93,93,4730,60,atlanta community schools
73,73,4731,966,pathway school
89,89,4732,524,hart middle school
81,81,4733,926,oakridge middle school
76,76,4734,1033,reuther middle school
77,77,4735,1271,west middle school
82,82,4736,1271,west middle school
82,82,4737,773,mancelona high school
61,61,4738,975,pentwater public school
52,52,4739,752,llcbay campus
84,84,4740,508,hamilton middle school
64,64,4741,785,marion high school
83,83,4742,783,marine city high school
60,63,4743,1033,reuther middle school
84,84,4744,524,hart middle school
81,81,4745,880,newberry area school
83,83,4746,424,forest area high school
78,78,4747,1271,west middle school
79,79,4748,1271,west middle school
65,72,4749,790,marshall academy
80,80,4750,1271,west middle school
82,82,4751,1142,suttons bay virtual school
83,83,4752,524,hart middle school
85,86,4753,759,mackinac island school
92,92,4754,973,pellston middlehigh school
79,79,4755,425,forest park school
69,69,4756,541,heritage high school
72,84,4757,517,harper creek high school
80,80,4758,300,corunna high school
86,86,4759,109,berrien springs high school
81,81,4760,926,oakridge middle school
79,79,4761,237,cheboygan middle school
62,62,4762,209,cedarville school
79,79,4763,524,hart middle school
51,51,4764,1236,warren woods enterprise hs
89,89,4765,524,hart middle school
81,81,4766,150,buchanan high school
56,56,4767,165,cadillac senior high school
77,77,4769,796,mason county central hs
74,74,4770,1285,white cloud high school
87,87,4771,1419,nottawa christian school
83,83,4772,590,imlay city high school
72,72,4773,149,brown city high school
81,81,4774,830,mid peninsula school
82,82,4775,113,big bay de noc school
86,86,4776,1271,west middle school
55,55,4777,385,edsel ford high school
55,55,4778,88,beaverton juniorsenior high school
84,84,4779,524,hart middle school
85,85,4780,524,hart middle school
80,80,4781,1205,van hoosen middle school
81,81,4782,796,mason county central hs
78,78,4783,508,hamilton middle school
80,80,4785,926,oakridge middle school
67,67,4786,504,hale area school
82,82,4787,1055,roosevelt high school
95,79,4788,1349,detroit country day school
71,82,4789,249,city middlehigh
62,62,4790,372,east lee campus
52,52,4791,697,lanse area school
100,100,4792,524,hart middle school
75,75,4793,926,oakridge middle school
82,82,4794,1271,west middle school
85,85,4795,678,lake lindenhubbell schools
85,85,4796,900,north muskegon high school
82,82,4797,668,kingsford high school
81,81,4798,488,grayling high school
83,83,4799,1009,potterville high school
73,80,4800,1205,van hoosen middle school
81,81,4801,926,oakridge middle school
82,82,4802,524,hart middle school
75,75,4803,1205,van hoosen middle school
48,48,4804,26,alba school
78,78,4805,524,hart middle school
71,71,4806,431,frankfort high school
79,79,4807,926,oakridge middle school
80,80,4808,567,hopkins high school
78,78,4809,94,bellaire middlehigh school
51,51,4810,361,ea johnson memorial hs
75,75,4811,1098,southeastern high school
69,83,4812,1078,sault area high school
67,67,4813,461,gladwin high school
86,86,4814,508,hamilton middle school
70,70,4815,1098,southeastern high school
84,84,4816,508,hamilton middle school
81,81,4817,158,burt township school
67,67,4818,626,jeffers high school
73,82,4819,1033,reuther middle school
83,83,4820,1033,reuther middle school
80,80,4821,524,hart middle school
82,82,4822,1271,west middle school
50,50,4823,771,malcolm high school
83,83,4824,496,grosse ile high school
82,82,4825,1024,reed city high school
83,83,4826,524,hart middle school
81,81,4827,156,burr oak high school
79,79,4828,55,ashley high school
87,87,4829,1140,superior central school
82,82,4830,692,lakeville high school
79,79,4831,313,croswelllexington high school
70,75,4832,1033,reuther middle school
83,83,4833,1271,west middle school
65,65,4834,1246,watersmeet township school
82,82,4835,508,hamilton middle school
83,83,4836,376,eastpointe high school
80,80,4837,93,belding high school
84,84,4838,548,highland pines school
60,60,4839,1287,white pigeon jrsr high school
83,83,4840,1111,spring lake high school
50,50,4841,433,fraser high school
93,93,4842,1038,river valley middlehigh school
82,82,4843,1127,stevenson high school
50,50,4844,913,novi high school
83,83,4845,1357,faith christian school
83,83,4846,508,hamilton middle school
81,81,4847,524,hart middle school
82,82,4848,1217,vicksburg high school
74,74,4849,1326,bethany christian school
86,86,4850,122,bloomfield hills high school
78,78,4851,938,ontonagon area school
70,70,4852,13,ad johnston jrsr high school
69,69,4853,671,kingston high school
74,74,4854,1385,jackson christian middle/high school
80,80,4855,508,hamilton middle school
83,83,4856,838,mona shores high school
65,65,4857,1122,standishsterling central jrsr high school
82,82,4858,1271,west middle school
92,92,4859,524,hart middle school
77,77,4860,524,hart middle school
76,76,4861,160,byron center charter school
86,86,4862,1271,west middle school
86,86,4863,508,hamilton middle school
81,81,4864,508,hamilton middle school
84,84,4865,237,cheboygan middle school
67,67,4866,1207,vanderbilt area school
84,84,4867,1271,west middle school
82,82,4868,1271,west middle school
79,79,4869,237,cheboygan middle school
74,74,4870,524,hart middle school
86,86,4871,508,hamilton middle school
53,53,4872,396,escanaba juniorsenior high school
65,65,4873,1059,rudyard area schools
91,91,4874,228,charlevoix middle high school
84,82,4875,237,cheboygan middle school
81,81,4876,508,hamilton middle school
75,75,4877,1033,reuther middle school
64,64,4878,1424,our lady of the lakes catholic school
83,83,4879,194,carrollton high school
64,64,4880,56,athens high school
79,79,4881,1033,reuther middle school
84,84,4882,508,hamilton middle school
90,90,4883,524,hart middle school
79,79,4884,508,hamilton middle school
88,88,4885,508,hamilton middle school
85,85,4886,524,hart middle school
77,77,4887,926,oakridge middle school
81,81,4888,237,cheboygan middle school
75,100,4889,1271,west middle school
62,62,4890,843,montabella juniorsenior high
82,82,4891,508,hamilton middle school
58,77,4892,985,pied piper school
86,86,4893,524,hart middle school
58,73,4894,1061,saginaw correctional facility
83,83,4895,1112,springport high school
82,82,4896,613,ishpeming high school
79,79,4897,394,engadine schools
86,86,4898,849,morley stanwood high school
63,63,4900,58,atherton jr sr high school
81,81,4901,105,benzie central sr high school
75,75,4902,467,godwin heights senior high school
76,76,4903,524,hart middle school
80,80,4904,524,hart middle school
80,80,4905,524,hart middle school
54,54,4906,97,bellevue jrsr high school
76,84,4907,190,carmanainsworth high school
82,82,4908,1289,whiteford high school
67,67,4909,628,jenison high school
84,84,4910,1145,swartz creek high school
84,84,4911,1271,west middle school
83,83,4912,487,grass lake high school
75,75,4913,237,cheboygan middle school
82,82,4915,524,hart middle school
79,80,4916,1205,van hoosen middle school
80,80,4917,508,hamilton middle school
91,91,4918,810,mendon middlehigh school
83,83,4919,100,benjamin franklin middle school
65,65,4920,786,marlette jrsr high school
79,79,4921,524,hart middle school
48,48,4922,868,napoleon high school
76,76,4923,524,hart middle school
83,83,4924,1271,west middle school
64,64,4925,615,ithaca high school
82,82,4926,524,hart middle school
67,67,4927,201,caseville school k12
58,58,4928,174,capac jrsr high school
87,87,4929,1169,thornapple kellogg high school
82,82,4930,675,lake city high school
57,57,4931,321,davison high school
83,83,4932,748,litchfield high school
86,86,4933,803,mayville middle high school
74,74,4934,70,bark riverharris jrsr high school
82,82,4935,36,allendale high school
80,80,4936,437,freeland middle schoolhigh school
48,78,4937,296,cop esd programs
68,68,4938,222,centreville jr sr high school
48,48,4939,1254,way east jackson
83,83,4940,1187,union city high school
77,77,4941,1271,west middle school
83,83,4942,987,pinconning high school
73,73,4945,43,anchor bay high school
77,82,4946,403,fairview school
100,100,4947,1205,van hoosen middle school
85,85,4948,515,harbor springs high school
52,52,4949,1226,waldron area schools
96,96,4950,198,carsonvilleport sanilac hs
84,84,4951,941,orchard view high school
79,79,4952,218,central lake public schools
88,88,4953,1033,reuther middle school
76,76,4954,1033,reuther middle school
83,83,4955,1094,south lake high school
46,46,4956,372,east lee campus
83,83,4957,512,hanoverhorton high school
100,100,4958,926,oakridge middle school
86,86,4959,1271,west middle school
75,75,4960,1205,van hoosen middle school
86,86,4961,524,hart middle school
81,81,4962,1118,st johns high school
85,85,4963,1288,whitefish township school
92,92,4964,1271,west middle school
79,79,4965,1271,west middle school
85,85,4966,926,oakridge middle school
83,83,4967,35,allen park high school
44,44,4968,464,gobles high school
89,89,4970,524,hart middle school
61,75,4971,1400,lumen christi catholic school
56,56,4972,153,buckley community schools
87,87,4973,524,hart middle school
81,81,4974,471,goodrich high school
67,67,4975,100,benjamin franklin middle school
86,86,4976,1032,republicmichigamme school
92,92,4977,1271,west middle school
77,77,4978,524,hart middle school
78,78,4980,1033,reuther middle school
84,84,4981,508,hamilton middle school
48,48,4982,1067,salem high school
86,86,4983,1271,west middle school
100,100,4984,1033,reuther middle school
63,63,4985,1205,van hoosen middle school
71,71,4986,780,maple valley jrsr high school
77,77,4987,926,oakridge middle school
92,92,4988,980,pewamowestphalia middlehigh school
72,83,4989,893,north dickinson school
84,84,4990,1271,west middle school
58,58,4991,1225,wakefieldmarenisco school
52,52,4992,985,pied piper school
90,90,4993,776,manistee middle high school
92,92,4994,220,central montcalm middle high school
82,82,4995,847,morenci middle and high school
84,84,4996,508,hamilton middle school
80,80,4997,1422,oakland christian school
79,79,4998,1017,quincy high school
76,76,5000,284,comstock park high school
86,86,5001,508,hamilton middle school
64,64,5002,357,dryden high school
73,73,5003,258,climaxscotts high school
83,83,5004,1079,schoolcraft high school
76,83,5005,1271,west middle school
79,79,5006,524,hart middle school
84,84,5007,898,north huron school
52,52,5008,851,mosaic school
82,82,5009,760,mackinaw city k12 school
79,79,5010,524,hart middle school
80,80,5011,144,brimley area school
84,84,5012,1271,west middle school
62,62,5013,272,colon high school
83,83,5014,209,cedarville school
77,77,5015,524,hart middle school
81,81,5016,171,camdenfrontier k12 school
61,71,5017,1001,port huron high school
82,82,5018,926,oakridge middle school
80,80,5019,127,boyne falls public school
84,84,5021,1033,reuther middle school
81,81,5022,926,oakridge middle school
81,81,5023,837,mioausable high school
77,77,5024,237,cheboygan middle school
84,84,5025,237,cheboygan middle school
82,82,5026,524,hart middle school
65,79,5027,1440,southfield christian school
77,77,5028,926,oakridge middle school
74,83,5029,508,hamilton middle school
80,80,5030,1020,ravenna high school
50,50,5031,705,learning center
81,81,5032,1116,st clair high school
91,91,5033,508,hamilton middle school
81,81,5034,237,cheboygan middle school
75,75,5035,1277,western international high school
86,78,5036,524,hart middle school
74,74,5037,524,hart middle school
71,71,5038,504,hale area school
81,81,5039,864,muskegon high school
78,78,5040,1411,muskegon catholic central
75,75,5041,1033,reuther middle school
80,80,5042,879,newaygo high school
73,73,5043,1205,van hoosen middle school
86,86,5044,524,hart middle school
80,80,5045,508,hamilton middle school
82,82,5046,926,oakridge middle school
78,78,5047,524,hart middle school
67,79,5048,191,carneynadeau public school
56,48,5049,1021,reading high school
100,100,5050,508,hamilton middle school
90,90,5051,803,mayville middle high school
84,84,5052,1170,three rivers high school
77,77,5053,237,cheboygan middle school
80,80,5054,953,ovidelsie high school
55,72,5055,1116,st clair high school
84,84,5056,294,coopersville high school
80,80,5058,524,hart middle school
81,81,5059,422,flushing high school
71,71,5060,521,harrison center
54,54,5061,560,holton high school
86,86,5063,197,carson citycrystal high school
63,83,5064,904,northport public school
100,100,5065,237,cheboygan middle school
82,82,5066,86,bear lake high school
72,80,5067,926,oakridge middle school
67,67,5068,456,genesee high school
80,80,5069,1271,west middle school
86,86,5070,1191,unionvillesebewaing high school
81,81,5071,1154,tecumseh high school
43,43,5072,1131,stuckey center
81,81,5073,524,hart middle school
85,85,5074,446,galesburgaugusta high school
78,78,5075,508,hamilton middle school
82,82,5076,1076,saugatuck high school
84,84,5077,1271,west middle school
85,85,5078,207,cedar springs high school
73,73,5079,1033,reuther middle school
79,79,5080,274,columbia central high school
91,91,5081,510,hancock middlehigh school
82,82,5082,684,lakeshore high school
84,84,5083,524,hart middle school
72,72,5084,24,akronfairgrove jrsr high school
67,67,5085,63,bad axe high school
80,80,5086,697,lanse area school
82,82,5087,873,new haven high school
67,80,5088,1033,reuther middle school
69,69,5090,1033,reuther middle school
90,90,5091,508,hamilton middle school
81,81,5092,1007,portland high school
55,55,5093,271,coloma high school
84,84,5094,508,hamilton middle school
59,59,5095,203,cass city jr and sr high school
76,76,5096,508,hamilton middle school
62,62,5097,683,laker high school
70,70,5098,1128,stockbridge jrsr high school
72,72,5099,1070,sand creek high school
70,82,5100,820,michigan collegiate middlehigh school
79,79,5101,524,hart middle school
57,57,5102,1001,port huron high school
85,85,5103,926,oakridge middle school
80,80,5104,1271,west middle school
69,83,5105,524,hart middle school
50,78,5106,403,fairview school
73,73,5107,1029,renaissance high school
78,78,5108,1033,reuther middle school
80,80,5109,524,hart middle school
79,79,5110,926,oakridge middle school
74,74,5111,954,owendalegagetown jrsr high school
84,84,5112,135,breckenridge high school
82,82,5113,442,fruitport high school
84,84,5114,1271,west middle school
50,81,5115,751,llcarenac campus
83,83,5116,388,edwardsburg high school
83,83,5117,524,hart middle school
53,53,5118,556,holland high school
86,86,5119,524,hart middle school
53,53,5120,257,clawson high school
82,82,5121,524,hart middle school
83,83,5122,448,garden city high school
68,68,5123,1068,saline alternative high school
62,85,5124,372,east lee campus
64,64,5125,1084,shelby high school
51,51,5126,556,holland high school
76,76,5127,803,mayville middle high school
86,86,5128,1271,west middle school
76,86,5129,524,hart middle school
77,77,5130,1175,traverse city high school
83,83,5132,508,hamilton middle school
73,73,5133,872,new buffalo senior high school
92,92,5134,94,bellaire middlehigh school
53,53,5136,1071,sandusky juniorsenior high school
77,77,5137,1372,greenhills school
87,87,5138,366,east grand rapids high school
54,54,5139,1298,wk kellogg preparatory high school
70,59,5140,834,milford high school
83,83,5141,926,oakridge middle school
82,82,5142,524,hart middle school
88,88,5143,524,hart middle school
84,84,5144,524,hart middle school
87,87,5145,1033,reuther middle school
79,79,5146,524,hart middle school
68,71,5147,508,hamilton middle school
82,82,5149,1271,west middle school
58,58,5150,1225,wakefieldmarenisco school
76,76,5151,1292,whittemoreprescott jrsr high school
83,83,5152,674,laingsburg high school
81,81,5153,648,kalkaska high school
86,86,5154,1004,portage central high school
79,79,5155,61,au gressims high school
80,80,5156,969,paw paw high school
47,47,5157,771,malcolm high school
80,80,5158,369,east jordan middlehigh school
82,82,5159,508,hamilton middle school
70,79,5160,474,grand haven high school
83,83,5161,237,cheboygan middle school
80,80,5162,524,hart middle school
63,63,5164,1033,reuther middle school
86,86,5165,1271,west middle school
62,62,5166,594,inland lakes secondary school
76,76,5167,508,hamilton middle school
84,84,5168,1271,west middle school
81,81,5169,237,cheboygan middle school
83,83,5170,1271,west middle school
72,77,5171,1387,kalamazoo christian school
82,82,5172,524,hart middle school
93,93,5173,369,east jordan middlehigh school
77,77,5174,1033,reuther middle school
85,85,5175,123,bloomingdale middle and high school
71,71,5176,926,oakridge middle school
62,62,5177,1176,trenton high school
83,83,5179,1033,reuther middle school
86,86,5180,1271,west middle school
69,82,5181,75,battle creek central high school
68,68,5182,545,high point school
84,84,5183,926,oakridge middle school
67,67,5184,1002,port huron northern high school
94,94,5185,1271,west middle school
59,59,5186,1137,summerfield juniorsenior high school
77,77,5188,243,chippewa hills high school
71,71,5189,248,churchill high school
83,83,5190,1144,swan valley high school
80,80,5191,524,hart middle school
75,75,5192,524,hart middle school
87,87,5193,1033,reuther middle school
84,84,5195,658,kenowa hills high school
92,92,5196,1299,wolverine middlehigh school
71,71,5197,1287,white pigeon jrsr high school
84,84,5198,524,hart middle school
53,53,5199,1213,veritas
70,84,5200,524,hart middle school
78,78,5201,508,hamilton middle school
81,81,5202,524,hart middle school
73,73,5203,1033,reuther middle school
86,86,5204,1271,west middle school
80,80,5205,1006,portage northern high school
81,81,5206,1033,reuther middle school
80,80,5207,132,brandon high school
83,83,5208,1033,reuther middle school
52,52,5209,773,mancelona high school
83,83,5210,330,deltonkellogg high school
83,83,5211,290,constantine high school
83,83,5212,484,grandville high school
44,44,5213,429,francis reh psa
71,71,5214,957,oxford crossroads day school
87,87,5215,524,hart middle school
71,71,5216,524,hart middle school
86,86,5217,1271,west middle school
57,57,5218,91,beekman center
85,85,5219,254,clarenceville high school
65,77,5220,476,grand rapids learning center
77,67,5221,477,grand rapids montessori academy
62,62,5222,490,great lakes learning academy mshs
84,84,5223,524,hart middle school
74,86,5224,926,oakridge middle school
64,64,5225,366,east grand rapids high school
81,81,5226,1271,west middle school
83,83,5227,121,blissfield high school
70,70,5228,69,baraga school
50,50,5229,1452,the valley school
80,80,5230,508,hamilton middle school
85,85,5231,154,bullock creek high school
71,71,5232,811,menominee high school
85,85,5233,1291,whitmore lake high school
63,63,5234,146,bronson jrsr high school
71,71,5235,255,clarkston high school
86,86,5236,508,hamilton middle school
78,78,5237,508,hamilton middle school
84,84,5238,1271,west middle school
89,89,5239,524,hart middle school
83,83,5240,1271,west middle school
89,89,5241,524,hart middle school
70,70,5242,821,michigan connections academy
78,78,5243,463,glen lake community school
73,81,5244,1271,west middle school
51,51,5245,809,memphis juniorsenior high school
82,82,5246,1056,roscommon high school
79,79,5247,94,bellaire middlehigh school
85,85,5249,237,cheboygan middle school
62,62,5250,1166,the school at marygrove
80,80,5251,814,merrill high school
86,86,5252,524,hart middle school
67,67,5253,504,hale area school
73,61,5254,1126,sterling heights senior hs
76,76,5255,54,asher school
73,73,5256,1320,austin catholic high school
83,83,5258,1263,webberville high school
73,73,5260,524,hart middle school
52,52,5261,1118,st johns high school
73,73,5262,524,hart middle school
83,83,5263,382,eau claire high school
86,86,5264,508,hamilton middle school
47,47,5265,868,napoleon high school
86,86,5266,508,hamilton middle school
81,81,5268,237,cheboygan middle school
84,84,5269,730,lincoln park high school
84,84,5270,1271,west middle school
82,82,5271,508,hamilton middle school
78,78,5272,524,hart middle school
64,64,5273,656,kennedy center
51,63,5274,784,marion d crouse instr center
82,82,5275,524,hart middle school
59,67,5276,224,chandler park academy high school
87,87,5277,1039,riverside academy
84,84,5278,1179,trillium academy
77,77,5279,524,hart middle school
73,73,5280,1446,st mary's preparatory school
65,65,5281,1345,cornerstone christian school
65,65,5282,1241,washtenaw international high school
86,86,5283,1208,vandercook lake high school
84,84,5284,508,hamilton middle school
71,62,5285,429,francis reh psa
87,87,5286,524,hart middle school
82,82,5287,938,ontonagon area school
64,64,5288,1447,st patrick school
84,84,5289,508,hamilton middle school
71,71,5290,524,hart middle school
69,76,5292,1033,reuther middle school
83,83,5293,126,boyne city high school
84,84,5294,1271,west middle school
90,100,5295,536,henry ford academy
81,81,5296,524,hart middle school
67,67,5297,1195,university high school
70,70,5298,1377,heritage christian academy
81,81,5299,693,lakewood high school
56,56,5301,1464,west michigan lutheran school
90,90,5302,524,hart middle school
57,61,5303,1464,west michigan lutheran school
80,80,5304,524,hart middle school
73,73,5305,1033,reuther middle school
100,100,5306,1314,academy of the sacred heart
74,74,5307,427,fowlerville high school
62,62,5308,1262,webb elementary school
84,84,5309,1463,west highland christian academy
87,87,5310,633,johannesburglewiston high school
74,74,5311,874,new lothrop high school
75,75,5312,928,odyssey middlehigh school
91,91,5313,1436,sacred heart academy
84,84,5314,1033,reuther middle school
72,72,5315,1396,lenawee christian school
74,74,5316,1033,reuther middle school
81,81,5317,237,cheboygan middle school
84,84,5318,518,harper woods high school
83,83,5319,524,hart middle school
70,70,5320,1379,howardsville christian school
72,72,5321,1147,tawas area high school
59,59,5322,348,dickinsoniron special education
78,78,5323,1140,superior central school
82,82,5324,782,marcellus high school
69,74,5325,508,hamilton middle school
77,77,5327,457,genesee stem academy
68,68,5328,524,hart middle school
88,88,5329,1455,tri-unity christian school
82,82,5330,1271,west middle school
50,50,5331,1452,the valley school
80,80,5332,864,muskegon high school
81,81,5333,801,mattawan high school
90,90,5334,524,hart middle school
62,62,5335,401,ewentrout creek consolidated school
56,69,5336,1445,st mary school
80,79,5337,524,hart middle school
54,54,5338,299,correctional services
81,81,5339,62,avondale high school
86,86,5341,1335,calvary christian schools
84,84,5342,379,eaton rapids high school
60,60,5343,1075,satterlee school
55,55,5344,972,peck jrsr high school
78,78,5345,1205,van hoosen middle school
67,67,5346,975,pentwater public school
82,82,5347,316,dansville high school
84,84,5348,1271,west middle school
54,54,5349,388,edwardsburg high school
65,65,5350,1464,west michigan lutheran school
73,86,5351,508,hamilton middle school
76,76,5352,524,hart middle school
65,65,5353,1426,pinecrest school
88,88,5354,1387,kalamazoo christian school
86,86,5355,524,hart middle school
80,80,5356,1316,algoma christian school
61,67,5357,1001,port huron high school
76,76,5358,1271,west middle school
62,62,5359,1442,st catherine of siena academy
85,85,5360,1382,inter-city baptist school
100,100,5361,1422,oakland christian school
71,82,5362,75,battle creek central high school
65,65,5363,1205,van hoosen middle school
52,52,5364,1047,rochester high school
67,67,5365,938,ontonagon area school
81,81,5366,869,negaunee high school
74,78,5367,1002,port huron northern high school
86,86,5368,1440,southfield christian school
82,82,5369,1469,zion christian school
65,65,5370,1114,st charles virtual school
87,87,5371,1443,st mary cathedral school
75,75,5372,600,international academy
82,73,5373,1036,river rouge high school
81,81,5374,1429,prairie baptist school
84,84,5375,1396,lenawee christian school
91,91,5376,1416,northern michigan christian school
57,57,5377,850,morrice area high school
64,64,5378,1409,mt. olivet christian school
64,64,5379,1397,libertas christian school
75,75,5380,819,michigan center jrsr high school
76,76,5381,524,hart middle school
47,47,5382,559,holt senior high school
86,86,5383,1377,heritage christian academy
84,84,5384,524,hart middle school
89,89,5385,1392,lake michigan catholic school
82,82,5387,60,atlanta community schools
70,88,5388,1413,new life christian academy
67,82,5389,1057,roseville high school
72,72,5390,1436,sacred heart academy
53,75,5391,317,david ellis academy
64,64,5392,1033,reuther middle school
66,66,5393,1369,grand rapids christian high school
86,86,5396,524,hart middle school
86,86,5397,524,hart middle school
94,94,5398,1359,faithway christian academy
72,100,5400,1445,st mary school
77,84,5401,1205,van hoosen middle school
82,82,5402,590,imlay city high school
70,70,5403,1392,lake michigan catholic school
74,74,5404,558,holly high school
72,72,5405,1262,webb elementary school
75,75,5407,1335,calvary christian schools
74,74,5408,1411,muskegon catholic central
88,78,5409,1355,factoryville christian school
68,68,5410,1380,huron valley lutheran high school
78,78,5411,1464,west michigan lutheran school
81,81,5412,1271,west middle school
82,82,5414,1326,bethany christian school
79,79,5415,1368,grace christian school
60,60,5417,1464,west michigan lutheran school
61,61,5418,1314,academy of the sacred heart
56,56,5419,1118,st johns high school
55,55,5420,577,hudsonville high school
67,67,5421,369,east jordan middlehigh school
72,72,5422,756,ludington high school
72,72,5423,506,hamilton flex
76,76,5424,524,hart middle school
81,81,5425,979,petoskey high school
83,83,5426,524,hart middle school
77,77,5427,524,hart middle school
77,77,5428,524,hart middle school
72,72,5429,926,oakridge middle school
83,83,5430,524,hart middle school
73,73,5431,672,kinney school
77,67,5432,731,lincoln school
82,82,5433,1271,west middle school
93,93,5434,1385,jackson christian middle/high school
51,51,5435,290,constantine high school
75,75,5436,1271,west middle school
89,89,5437,1271,west middle school
83,83,5438,1368,grace christian school
77,77,5439,508,hamilton middle school
79,79,5440,237,cheboygan middle school
70,79,5441,629,jenison international academy
89,89,5443,524,hart middle school
92,92,5445,1271,west middle school
80,80,5446,1455,tri-unity christian school
50,59,5447,1295,wilson talent center
88,88,5448,1365,freedom christian school
82,82,5449,237,cheboygan middle school
81,81,5450,1464,west michigan lutheran school
83,83,5451,263,clintondale high school
74,74,5452,436,freedom acres school
91,94,5453,1420,novi christian academy
77,77,5454,1175,traverse city high school
77,77,5455,1288,whitefish township school
80,80,5456,619,jackson high school
81,81,5458,1271,west middle school
59,61,5459,322,dearborn heights virtual academy
73,73,5460,1462,west catholic high school
43,43,5461,1126,sterling heights senior hs
71,71,5462,851,mosaic school
78,78,5463,503,gwinn middlehigh school
73,73,5464,1385,jackson christian middle/high school
74,100,5465,1445,st mary school
79,79,5467,1377,heritage christian academy
79,79,5468,1385,jackson christian middle/high school
83,83,5469,926,oakridge middle school
95,74,5470,1105,southwestern classical academy
69,69,5471,654,kelloggsville high school
81,81,5472,160,byron center charter school
87,87,5473,1367,genesee christian school
57,57,5474,1119,st joseph high school
81,81,5475,1443,st mary cathedral school
83,83,5476,1195,university high school
70,70,5477,1452,the valley school
78,78,5478,1385,jackson christian middle/high school
59,59,5479,1116,st clair high school
51,51,5480,1439,south christian high school
81,81,5481,54,asher school
83,83,5482,1288,whitefish township school
78,78,5483,1469,zion christian school
78,78,5484,926,oakridge middle school
71,93,5485,889,north adamsjerome middlehigh school
76,76,5486,1447,st patrick school
77,77,5487,1409,mt. olivet christian school
72,72,5488,1424,our lady of the lakes catholic school
72,72,5489,572,houghton lake jrsr high school
79,79,5491,524,hart middle school
87,87,5492,1398,livingston christian schools
78,78,5493,1291,whitmore lake high school
67,67,5494,1448,state line christian school
72,72,5495,508,hamilton middle school
81,81,5497,153,buckley community schools
50,68,5498,965,pathfinders alternative ed
69,69,5499,1205,van hoosen middle school
52,52,5500,1381,immanuel christian school
83,83,5501,524,hart middle school
84,84,5502,524,hart middle school
95,79,5503,1336,calvary schools of holland
62,62,5504,556,holland high school
83,89,5505,285,concord academy boyne
78,78,5506,854,mount clemens high school
50,50,5507,796,mason county central hs
72,72,5508,1464,west michigan lutheran school
87,87,5509,1344,copper country christian school
76,97,5510,1111,spring lake high school
77,77,5511,524,hart middle school
79,79,5512,98,bendle high school
64,64,5514,271,coloma high school
79,79,5515,237,cheboygan middle school
83,83,5516,524,hart middle school
74,74,5517,660,kensington woods schools
85,85,5518,1271,west middle school
86,86,5519,508,hamilton middle school
84,84,5520,1271,west middle school
54,54,5521,64,baldwin senior high school
73,80,5522,1001,port huron high school
50,50,5523,795,marysville high school
73,84,5524,574,howell high school
65,65,5525,1118,st johns high school
71,71,5526,558,holly high school
64,64,5527,1381,immanuel christian school
80,80,5528,1445,st mary school
75,75,5529,237,cheboygan middle school
92,78,5530,524,hart middle school
