school_id,school_name,students,enrollment,division,level
5066,Martin HS,179,179,D,high_school
3061,Saginaw - Michigan Lutheran Seminary,179,179,D,high_school
2121,Petersburg - Summerfield HS,179,179,D,high_school
6015,Fowler HS,178,178,D,high_school
8358,Canton - Plymouth Christian Academy,178,178,D,high_school
3557,Brethren HS,177,177,D,high_school
5768,Camden-Frontier HS,177,177,D,high_school
7913,Indian River - Inland Lakes HS,177,177,D,high_school
1659,Benton Harbor - Countryside Academy,174,174,D,high_school
3841,Detroit International Academy,87,174,D,high_school
3417,Deckerville Community HS,173,173,D,high_school
1092,Detroit Public Safety Academy,173,173,D,high_school
1056,Muskegon Heights Academy,173,173,D,high_school
7005,Vestaburg HS,173,173,D,high_school
1134,Jackson Prep & Early College HS,172,172,D,high_school
6700,Newberry HS,171,171,D,high_school
2162,Three Oaks - River Valley HS,171,171,D,high_school
5512,Fife Lake - Forest Area HS,170,170,D,high_school
1098,Birmingham - Roeper HS,170,170,D,high_school
1395,Ubly HS,170,170,D,high_school
5891,Rudyard HS,169,169,D,high_school
3615,Stephenson HS,169,169,D,high_school
2088,Webberville Community HS,168,168,D,high_school
1899,Melvindale - Academy for Business & Tech,166,166,D,high_school
2405,Taylor - Trillium Academy,166,166,D,high_school
1858,Lansing Christian HS,165,165,D,high_school
1017,Britton Deerfield Schools,164,164,D,high_school
7260,Mendon HS,164,164,D,high_school
3094,Onaway Area HS,164,164,D,high_school
3532,Auburn Hills - Oakland Christian HS,163,163,D,high_school
7194,Morrice HS,161,161,D,high_school
3193,Bloomfield Hills - Academy Of The Sacred Heart,80,160,D,high_school
1239,Ann Arbor - Central Academy HS,158,158,D,high_school
1973,Pickford HS,157,157,D,high_school
3961,Marine City - Cardinal Mooney Catholic HS,156,156,D,high_school
7558,Frankfort HS,154,154,D,high_school
1552,Colon Community HS,153,153,D,high_school
6816,Brimley Area HS,151,151,D,high_school
4423,Climax-Scotts HS,151,151,D,high_school
1155,Inkster - American International Academy,149,149,D,high_school
7401,Middleton - Fulton HS,148,148,D,high_school
4877,Marion HS,148,148,D,high_school
2534,Dryden HS,147,147,D,high_school
1174,Flint - The New Standard Academy,146,146,D,high_school
4167,Mio-Au Sable HS,144,144,D,high_school
3004,Southfield Christian HS,143,143,D,high_school
9639,Detroit - Davis Aerospace Technical HS,141,141,D,high_school
9281,Detroit - Frederick Douglass HS,70,140,D,high_school
4455,West Bloomfield - Frankel Jewish Academy,138,138,D,high_school
9927,Pontiac Academy for Excellence,138,138,D,high_school
1319,New Haven - Merritt Academy HS,133,133,D,high_school
3672,Suttons Bay HS,132,132,D,high_school
8135,Buckley HS,131,131,D,high_school
2187,Leland HS,130,130,D,high_school
5941,Custer - Mason County Eastern HS,130,130,D,high_school
9955,Sterling Heights - Parkway Christian School,130,130,D,high_school
9764,Southfield - AGBU Alex & Marie Manoogian HS,129,129,D,high_school
3912,Baldwin Community Schools,129,129,D,high_school
7244,Bessemer - AD Johnston,128,128,D,high_school
5982,Athens HS,128,128,D,high_school
6270,Hillman HS,127,127,D,high_school
1544,Pittsford HS,127,127,D,high_school
5660,Pellston HS,126,126,D,high_school
1214,Crystal Falls - Forest Park HS,124,124,D,high_school
4448,Kinde - North Huron HS,123,123,D,high_school
6915,Baraga Area HS,122,122,D,high_school
5173,Lake Linden-Hubbell HS,122,122,D,high_school
4951,Rapid River HS,118,118,D,high_school
9826,Clarkston - Everest Collegiate HS,116,116,D,high_school
1445,Muskegon Catholic Central HS,116,116,D,high_school
9711,Kalamazoo - Phoenix HS,113,113,D,high_school
3400,Peck Community HS,111,111,D,high_school
4308,Au Gres - AuGres-Sims HS,109,109,D,high_school
1329,Big Rapids - Crossroads Charter Academy,108,108,D,high_school
1940,Powers - North Central HS,108,108,D,high_school
6493,Dollar Bay HS,106,106,D,high_school
9101,Burton - Genesee Christian HS,106,106,D,high_school
1800,St Joseph - Michigan Lutheran HS,106,106,D,high_school
5545,Wakefield-Marenisco HS,105,105,D,high_school
7533,Litchfield HS,104,104,D,high_school
4274,Mt Pleasant - Sacred Heart Academy HS,103,103,D,high_school
2724,Bellaire HS,101,101,D,high_school
1110,Grand Rapids - Hope Academy of West Michigan HS,101,101,D,high_school
8631,Wyoming - Tri-unity Christian HS,101,101,D,high_school
7616,Engadine HS,100,100,D,high_school
4745,Waterford - Our Lady Of The Lakes HS,100,100,D,high_school
7938,Onekama HS,99,99,D,high_school
6262,Akron-Fairgrove HS,97,97,D,high_school
2773,Covert HS,97,97,D,high_school
8341,Allen Park - Inter-City Baptist HS,97,97,D,high_school
5231,North Adams-Jerome HS,97,97,D,high_school
4571,Ontonagon Area HS,97,97,D,high_school
2699,Byron Center - Zion Christian HS,97,97,D,high_school
7707,Bear Lake HS,96,96,D,high_school
1718,Carney-Nadeau HS,96,96,D,high_school
1076,Chesterfield - Austin Catholic HS,95,95,D,high_school
7731,Fairview HS,95,95,D,high_school
8060,Hale HS,92,92,D,high_school
6320,Wolverine HS,91,91,D,high_school
7426,Carsonville-Port Sanilac,90,90,D,high_school
7698,Caseville HS,88,88,D,high_school
1188,Bay City Academy,87,87,D,high_school
4035,Battle Creek - St Philip Catholic Central HS,87,87,D,high_school
5363,Eben Junction - Superior Central HS,87,87,D,high_school
7500,Ashley HS,86,86,D,high_school
1755,Marshall Academy HS,86,86,D,high_school
1908,Portland - St Patrick HS,85,85,D,high_school
4530,Central Lake HS,84,84,D,high_school
5413,Burr Oak HS,83,83,D,high_school
1197,Walkerville HS,82,82,D,high_school
1097,Midland Calvary Baptist,81,81,D,high_school
7566,Pentwater HS,81,81,D,high_school
9775,Ann Arbor - Rudolf Steiner School,81,81,D,high_school
6031,Waldron HS,81,81,D,high_school
1165,Hillsdale Academy,80,80,D,high_school
9707,Traverse City Christian School,80,80,D,high_school
5933,Ellsworth Community HS,79,79,D,high_school
2897,Tekonsha HS,79,79,D,high_school
4927,Atlanta HS,78,78,D,high_school
9527,Coldwater - Pansophia Academy,78,78,D,high_school
3391,Posen HS,77,77,D,high_school
7327,Felch - North Dickinson HS,75,75,D,high_school
7070,St Joseph - Lake Michigan Catholic HS,73,73,D,high_school
2063,Cedarville HS,72,72,D,high_school
8748,Fruitport - Calvary Christian HS,70,70,D,high_school
3771,Gaylord - St Mary Cathedral HS,69,69,D,high_school
9189,Novi Christian Academy,68,68,D,high_school
2030,Chassell HS,67,67,D,high_school
1024,Ewen-Trout Creek HS,67,67,D,high_school
7954,Westland - Huron Valley Lutheran HS,66,66,D,high_school
1279,Boyne City - Concord Academy Boyne,65,65,D,high_school
5322,Alanson HS,63,63,D,high_school
9584,Kalamazoo - Heritage Christian Academy,62,62,D,high_school
4860,Lake Leelanau - St Mary HS,62,62,D,high_school
5454,Auburn Hills Christian School,59,59,D,high_school
7310,McBain - Northern Michigan Christian HS,59,59,D,high_school
1734,Boyne Falls HS,58,58,D,high_school
3301,Bay City - All Saints Central HS,57,57,D,high_school
4579,Battle Creek - Calhoun Christian School,57,57,D,high_school
6196,Jackson Christian School,56,56,D,high_school
1031,Brighton - Livingston Christian Schools,55,55,D,high_school
1149,Hudsonville - Libertas Christian School,53,53,D,high_school
2418,Hillsdale - Will Carleton Academy,53,53,D,high_school
6857,Manistee Catholic Central HS,52,52,D,high_school
5495,Cooks - Big Bay de Noc HS,51,51,D,high_school
5917,Rock - Mid-Peninsula HS,51,51,D,high_school
8886,Wilson - Nah Tah Wahsh PSA,49,49,D,high_school
8102,Owendale-Gagetown HS,49,49,D,high_school
7418,Watersmeet HS,49,49,D,high_school
4043,DeTour Village - DeTour HS,48,48,D,high_school
3763,Mackinaw City HS,48,48,D,high_school
1171,Concord Academy of Petoskey,45,45,D,high_school
1202,Shepherd - FlexTech HS,43,43,D,high_school
4538,Byron Center Charter School,41,41,D,high_school
1108,Lansing - Martin Luther HS,41,41,D,high_school
5462,Northport HS,40,40,D,high_school
9112,Marcellus - Howardsville Christian School,39,39,D,high_school
1099,Brimley - Ojibwe Charter HS,39,39,D,high_school
1150,Mancelona - North Central Academy,38,38,D,high_school
1175,Whitmore Lake - Livingston Classical Academy,37,37,D,high_school
7582,Republic-Michigamme HS,37,37,D,high_school
1207,Highland Park - Sigma Acad for Leadership & Early Middle,35,35,D,high_school
4761,Alba HS,34,34,D,high_school
8730,Harbor Springs - Harbor Light Christian HS,34,34,D,high_school
1132,Petoskey - St Michael Academy,32,32,D,high_school
6592,Glen Arbor - The Leelanau School,32,32,D,high_school
9371,Holland - Calvary HS,31,31,D,high_school
1710,Burton - Faithway Christian Academy,28,28,D,high_school
1200,Detroit - Skills & Trade Preparatory HS,28,28,D,high_school
8201,Mackinac Island HS,26,26,D,high_school
7681,Flint - Michigan School For The Deaf,26,26,D,high_school
8656,Kimball - New Life Christian Academy,26,26,D,high_school
4299,Kinross - Maplewood Baptist Academy,25,25,D,high_school
9962,Wyoming - West Michigan Lutheran HS,24,24,D,high_school
9415,Burt Lake - Northern Michigan Christian Academy,21,21,D,high_school
6386,Vanderbilt HS,21,21,D,high_school
1750,Paradise - Whitefish Township Community School,20,20,D,high_school
8473,Watervliet - Grace Christian HS,18,18,D,high_school
8532,Beaver Island Community School,17,17,D,high_school
9819,Lansing - New Covenant Christian HS,12,12,D,high_school
