name,foul,fop,field,home_plate,fop_list,distance,min_distance,max_distance,avg_distance
,"-85.5231062,41.9149684,0 -85.5231222,41.9158585,0 -85.52322359999999,41.9158276,0 -85.5232357,41.9157747,0 -85.52327320000001,41.9155571,0 -85.5232786,41.9155421,0 -85.523284,41.9154014,0 -85.523292,41.9150931,0 -85.523296,41.9149224,0 -85.5231713,41.9148216,0 -85.5224994,41.9148386,0 -85.5223586,41.9148406,0 -85.5219335,41.9148835,0 -85.5219227,41.9149234,0 -85.52190400000001,41.9149663,0 -85.5231062,41.9149684,0 ","-85.5231062,41.9149684 -85.52190400000001,41.9149663 -85.5219013,41.9150001 -85.5218959,41.915041 -85.5218946,41.9150889 -85.5218959,41.9151587 -85.5218986,41.9151967 -85.52190400000001,41.9152485 -85.521916,41.9152905 -85.5219268,41.9153334 -85.5219549,41.9153803 -85.5219724,41.9154182 -85.52199109999999,41.9154461 -85.5220126,41.9154741 -85.522034,41.9155 -85.5220662,41.915534 -85.52209569999999,41.9155659 -85.5221293,41.9156008 -85.522148,41.9156208 -85.52219359999999,41.9156547 -85.5222285,41.9156757 -85.5222862,41.9157086 -85.5223465,41.9157375 -85.5223948,41.9157565 -85.5224511,41.9157805 -85.52251149999999,41.9158034 -85.5225463,41.9158144 -85.52260130000001,41.9158314 -85.52263619999999,41.9158383 -85.52268309999999,41.9158463 -85.5227448,41.9158623 -85.5228146,41.9158723 -85.5228615,41.9158773 -85.5228937,41.9158773 -85.5229312,41.9158793 -85.52297009999999,41.9158763 -85.5230198,41.9158703 -85.5230694,41.9158643 -85.5231222,41.9158585 -85.5231062,41.9149684 ",Centreville High School,"41.9149684,-85.5231062","[(41.9149684, -85.5231062), (41.9149663, -85.521904), (41.9150001, -85.5219013), (41.915041, -85.5218959), (41.9150889, -85.5218946), (41.9151587, -85.5218959), (41.9151967, -85.5218986), (41.9152485, -85.521904), (41.9152905, -85.521916), (41.9153334, -85.5219268), (41.9153803, -85.5219549), (41.9154182, -85.5219724), (41.9154461, -85.5219911), (41.9154741, -85.5220126), (41.9155, -85.522034), (41.915534, -85.5220662), (41.9155659, -85.5220957), (41.9156008, -85.5221293), (41.9156208, -85.522148), (41.9156547, -85.5221936), (41.9156757, -85.5222285), (41.9157086, -85.5222862), (41.9157375, -85.5223465), (41.9157565, -85.5223948), (41.9157805, -85.5224511), (41.9158034, -85.5225115), (41.9158144, -85.5225463), (41.9158314, -85.5226013), (41.9158383, -85.5226362), (41.9158463, -85.5226831), (41.9158623, -85.5227448), (41.9158723, -85.5228146), (41.9158773, -85.5228615), (41.9158773, -85.5228937), (41.9158793, -85.5229312), (41.9158763, -85.5229701), (41.9158703, -85.5230198), (41.9158643, -85.5230694), (41.9158585, -85.5231222), (41.9149684, -85.5231062)]","[327.217694011384, 328.1549888954524, 330.4819220102732, 332.6856441339635, 336.64101140436014, 339.0513062075179, 342.7663932272472, 344.5585206413503, 347.47504359820766, 347.45577881387237, 349.4277986326348, 349.88652945199146, 350.08439994996354, 350.275769959834, 350.15476515144616, 350.7907160104428, 351.86231422956405, 352.900216338062, 352.4842108115388, 351.42939867527303, 350.09956792014646, 348.2889953453231, 346.3673122951605, 345.5007818142794, 344.65529252824615, 343.8984342320551, 343.1991309772354, 341.83752254558084, 340.00976350246737, 340.2724479382274, 338.81572059480374, 337.84077759943085, 336.2227989234774, 335.3395056580165, 332.9136341208166, 329.50006938540616, 326.6269839929539, 324.38903617303924]",324.38903617303924,352.900216338062,341.8832157289748
,"-84.85511649999999,42.5604691,0 -84.8539296,42.560482,0 -84.8539229,42.5606341,0 -84.8547705,42.5606302,0 -84.8549448,42.5606262,0 -84.85515669999999,42.5606005,0 -84.85530420000001,42.5604879,0 -84.8553311,42.5603289,0 -84.8553311,42.560242,0 -84.8552667,42.5596107,0 -84.8551111,42.5596206,0 -84.85511649999999,42.5604691,0 ","-84.85511649999999,42.5604691 -84.8551111,42.5596206 -84.85501189999999,42.5596275 -84.8549019,42.5596354 -84.85482949999999,42.5596414 -84.8547571,42.5596512 -84.85467389999999,42.5596591 -84.85459880000001,42.5596749 -84.85452100000001,42.5596888 -84.8544325,42.5597105 -84.85436009999999,42.5597283 -84.85429569999999,42.5597461 -84.8542206,42.5597717 -84.8541831,42.5597876 -84.8541683,42.5597974 -84.8541388,42.5598508 -84.8540986,42.559916 -84.8540745,42.5599614 -84.8540181,42.5601086 -84.8539833,42.5602469 -84.8539591,42.5603338 -84.85393500000001,42.5604385 -84.8539296,42.560482 -84.85511649999999,42.5604691 ",Charlotte High School,"42.5604691,-84.85511649999999","[(42.5604691, -84.8551165), (42.5596206, -84.8551111), (42.5596275, -84.8550119), (42.5596354, -84.8549019), (42.5596414, -84.8548295), (42.5596512, -84.8547571), (42.5596591, -84.8546739), (42.5596749, -84.8545988), (42.5596888, -84.854521), (42.5597105, -84.8544325), (42.5597283, -84.8543601), (42.5597461, -84.8542957), (42.5597717, -84.8542206), (42.5597876, -84.8541831), (42.5597974, -84.8541683), (42.5598508, -84.8541388), (42.559916, -84.8540986), (42.5599614, -84.8540745), (42.5601086, -84.8540181), (42.5602469, -84.8539833), (42.5603338, -84.8539591), (42.5604385, -84.853935), (42.560482, -84.8539296), (42.5604691, -84.8551165)]","[309.2387184271064, 308.0125523471082, 309.293679347813, 311.4075727602403, 313.4162894861866, 318.3790385289981, 321.29991296449293, 326.5171223095695, 332.26129804941684, 338.2639987047397, 343.99811702462034, 350.51875184584964, 353.45551515399745, 353.8231268000938, 346.6484462364243, 340.35855832129096, 336.23004317019326, 323.7878031129892, 315.8665011165931, 315.703780747793, 318.5172205626248, 319.8112525352567]",308.0125523471082,353.8231268000938,327.58224088879075
,"-84.49712839999999,45.6300425,0 -84.4960354,45.6295501,0 -84.4960086,45.6296007,0 -84.4966805,45.6300228,0 -84.49679709999999,45.6300715,0 -84.4970654,45.6301934,0 -84.4972437,45.6301634,0 -84.4974301,45.6299637,0 -84.4974972,45.6298896,0 -84.4978821,45.6293166,0 -84.49782709999999,45.6292791,0 -84.49712839999999,45.6300425,0 ","-84.49712839999999,45.6300425 -84.49782709999999,45.6292791 -84.4977502,45.6292397 -84.4977126,45.62922089999999 -84.49758660000001,45.6291693 -84.4975182,45.6291431 -84.497439,45.6291215 -84.4973639,45.6290999 -84.4972459,45.6290877 -84.4971279,45.62907560000001 -84.49700989999999,45.6290662 -84.4968597,45.6290727 -84.496802,45.62908210000001 -84.4965995,45.6291393 -84.4964681,45.62919649999999 -84.4963594,45.6292547 -84.49626689999999,45.6293269 -84.49617840000001,45.6293944 -84.49610199999999,45.6294732 -84.49605099999999,45.6295342 -84.4960354,45.6295501 -84.49712839999999,45.6300425 ",Cheboygan HS,"45.6300425,-84.49712839999999","[(45.6300425, -84.4971284), (45.6292791, -84.4978271), (45.6292397, -84.4977502), (45.62922089999999, -84.4977126), (45.6291693, -84.4975866), (45.6291431, -84.4975182), (45.6291215, -84.497439), (45.6290999, -84.4973639), (45.6290877, -84.4972459), (45.62907560000001, -84.4971279), (45.6290662, -84.4970099), (45.6290727, -84.4968597), (45.62908210000001, -84.496802), (45.6291393, -84.4965995), (45.62919649999999, -84.4964681), (45.6292547, -84.4963594), (45.6293269, -84.4962669), (45.6293944, -84.4961784), (45.6294732, -84.496102), (45.6295342, -84.496051), (45.6295501, -84.4960354), (45.6300425, -84.4971284)]","[330.8209003202658, 333.1685211194387, 334.8043658787598, 339.3015902741805, 342.78918297357666, 345.1116450786908, 348.955793055214, 349.45925384587605, 352.5761762893311, 357.2923350291373, 360.25315502407847, 360.02393971231993, 356.0609113564066, 351.7143703885082, 348.1787124169444, 341.5653714822123, 338.99898268021497, 334.735011469748, 332.15897142715943, 332.31005448617043]",330.8209003202658,360.25315502407847,344.5139622154117
,"-84.1253816,43.1946837,0 -84.124137,43.194711,0 -84.1241505,43.1948753,0 -84.1243422,43.1948724,0 -84.1254969,43.1948401,0 -84.1256243,43.1947423,0 -84.1255693,43.1938027,0 -84.1253414,43.1938066,0 -84.1253816,43.1946837,0 ","-84.1253816,43.1946837 -84.1253414,43.1938066 -84.1249632,43.1938198 -84.12487729999999,43.1938227 -84.12478350000001,43.1938325 -84.1246963,43.193855 -84.12460780000001,43.1938853 -84.12450579999999,43.1939332 -84.1244294,43.1939772 -84.1243771,43.1940202 -84.1243168,43.1940721 -84.1242805,43.194118 -84.12422960000001,43.1941728 -84.1241893,43.1942187 -84.12415849999999,43.1942872 -84.12414510000001,43.1943497 -84.1241411,43.1944348 -84.1241397,43.1945218 -84.1241357,43.1946274 -84.124137,43.194711 -84.1253816,43.1946837 ",Chesaning Union HS,"43.1946837,-84.1253816","[(43.1946837, -84.1253816), (43.1938066, -84.1253414), (43.1938198, -84.1249632), (43.1938227, -84.1248773), (43.1938325, -84.1247835), (43.193855, -84.1246963), (43.1938853, -84.1246078), (43.1939332, -84.1245058), (43.1939772, -84.1244294), (43.1940202, -84.1243771), (43.1940721, -84.1243168), (43.194118, -84.1242805), (43.1941728, -84.1242296), (43.1942187, -84.1241893), (43.1942872, -84.1241585), (43.1943497, -84.1241451), (43.1944348, -84.1241411), (43.1945218, -84.1241397), (43.1946274, -84.1241357), (43.194711, -84.124137), (43.1946837, -84.1253816)]","[319.87378916664585, 334.0672295356994, 341.42805959207584, 348.8521349700575, 353.037093727513, 356.74751376528104, 359.69186516598, 361.65376824378274, 360.89451366502595, 361.0080416135431, 358.8021931836109, 359.24479972051796, 360.31176376539383, 356.75640730275444, 351.5016003578819, 343.0272709117233, 336.40243688128845, 332.88574491070926, 332.05485961813156]",319.87378916664585,361.65376824378274,348.85479400513776
,"-84.1254496,43.1935652,0 -84.1243284,43.1935984,0 -84.1243351,43.193747,0 -84.12555279999999,43.1937079,0 -84.1256534,43.1936238,0 -84.1256145,43.1927439,0 -84.12540799999999,43.1927488,0 -84.1254496,43.1935652,0 ","-84.1254496,43.1935652 -84.12540799999999,43.1927488 -84.12504970000001,43.1927585 -84.1249827,43.1927595 -84.1249036,43.1927585 -84.1248271,43.1927664 -84.1247668,43.1927859 -84.1247091,43.1927976 -84.1246447,43.1928201 -84.12458839999999,43.1928456 -84.1245455,43.1928671 -84.1245026,43.1928993 -84.1244543,43.1929394 -84.1244141,43.1929815 -84.12438589999999,43.1930147 -84.12435499999999,43.1930577 -84.1243322,43.1931037 -84.1243202,43.1931418 -84.12430809999999,43.1931799 -84.1243054,43.1932464 -84.12430809999999,43.1933628 -84.1243121,43.1935319 -84.1243284,43.1935984 -84.1254496,43.1935652 ",Chesaning Union HS - Field 2,"43.1935652,-84.1254496","[(43.1935652, -84.1254496), (43.1927488, -84.125408), (43.1927585, -84.1250497), (43.1927595, -84.1249827), (43.1927585, -84.1249036), (43.1927664, -84.1248271), (43.1927859, -84.1247668), (43.1927976, -84.1247091), (43.1928201, -84.1246447), (43.1928456, -84.1245884), (43.1928671, -84.1245455), (43.1928993, -84.1245026), (43.1929394, -84.1244543), (43.1929815, -84.1244141), (43.1930147, -84.1243859), (43.1930577, -84.124355), (43.1931037, -84.1243322), (43.1931418, -84.1243202), (43.1931799, -84.1243081), (43.1932464, -84.1243054), (43.1933628, -84.1243081), (43.1935319, -84.1243121), (43.1935984, -84.1243284), (43.1935652, -84.1254496)]","[297.77623069430973, 312.7770317240381, 318.97585420064763, 328.1127384420697, 335.1572274894061, 337.4017008565495, 342.45600810796327, 346.1682817085022, 348.6281316190111, 350.5397738801395, 350.27258112756186, 349.9734346200845, 348.60089051151016, 347.4622444464559, 345.58504221760853, 342.189993891509, 338.4262712847579, 335.250812316833, 326.51399671442147, 313.2290443682872, 303.59307948518443, 299.2480563703462]",297.77623069430973,350.5397738801395,332.65174663987256
,"-84.7809457,43.8248348,0 -84.7809618,43.8257433,0 -84.78100070000001,43.8257385,0 -84.7810664,43.8251105,0 -84.7810772,43.8250941,0 -84.7810664,43.8249654,0 -84.78110529999999,43.8249422,0 -84.7810959,43.824799,0 -84.7809913,43.8247206,0 -84.7807835,43.8247245,0 -84.7807888,43.8247438,0 -84.780585,43.8247545,0 -84.7805729,43.8247371,0 -84.7803382,43.8247545,0 -84.77969849999999,43.8247932,0 -84.7796878,43.8248212,0 -84.7796757,43.8248493,0 -84.7809457,43.8248348,0 ","-84.7809457,43.8248348 -84.7796757,43.8248493 -84.779673,43.8248782 -84.77967169999999,43.8249072 -84.7796744,43.8249536 -84.7796744,43.8250388 -84.77968509999999,43.8250775 -84.7796972,43.8251249 -84.7797133,43.8251684 -84.779732,43.82521 -84.77974949999999,43.825241 -84.77976820000001,43.8252797 -84.779787,43.8253049 -84.7798138,43.8253474 -84.7798501,43.8253842 -84.77988089999999,43.825419 -84.7799198,43.8254645 -84.77996,43.8255013 -84.7799989,43.8255284 -84.7800526,43.8255603 -84.7801116,43.8255884 -84.7801719,43.8256232 -84.7802537,43.8256522 -84.7803248,43.8256764 -84.7803771,43.8256899 -84.7804428,43.8257064 -84.78051259999999,43.8257209 -84.78056890000001,43.8257335 -84.780644,43.8257432 -84.78070030000001,43.825748 -84.78076470000001,43.8257519 -84.7808237,43.8257538 -84.7808706,43.8257528 -84.78092289999999,43.825748 -84.7809618,43.8257433 -84.7809457,43.8248348 ",Clare High School,"43.8248348,-84.7809457","[(43.8248348, -84.7809457), (43.8248493, -84.7796757), (43.8248782, -84.779673), (43.8249072, -84.7796717), (43.8249536, -84.7796744), (43.8250388, -84.7796744), (43.8250775, -84.7796851), (43.8251249, -84.7796972), (43.8251684, -84.7797133), (43.82521, -84.779732), (43.825241, -84.7797495), (43.8252797, -84.7797682), (43.8253049, -84.779787), (43.8253474, -84.7798138), (43.8253842, -84.7798501), (43.825419, -84.7798809), (43.8254645, -84.7799198), (43.8255013, -84.77996), (43.8255284, -84.7799989), (43.8255603, -84.7800526), (43.8255884, -84.7801116), (43.8256232, -84.7801719), (43.8256522, -84.7802537), (43.8256764, -84.7803248), (43.8256899, -84.7803771), (43.8257064, -84.7804428), (43.8257209, -84.7805126), (43.8257335, -84.7805689), (43.8257432, -84.780644), (43.825748, -84.7807003), (43.8257519, -84.7807647), (43.8257538, -84.7808237), (43.8257528, -84.7808706), (43.825748, -84.7809229), (43.8257433, -84.7809618), (43.8248348, -84.7809457)]","[335.21574466972487, 336.25894083856286, 337.2637888872725, 338.3001566727611, 343.6589002595406, 344.2551160412928, 346.05313383011713, 347.24034616459323, 348.29291887953013, 348.6966235816609, 350.53443373177174, 350.54132300835863, 352.35377813508995, 351.7307183966668, 352.59316756343696, 354.9601181622116, 355.9532441153752, 355.4779567696247, 354.2574171155799, 352.02763996957714, 352.5634627844132, 349.4820989974534, 347.8087577579912, 345.9502976346267, 344.33157784955034, 342.6375127166867, 342.36367301151444, 340.5775578204543, 339.1306299347322, 337.7062263231224, 336.5470514231734, 335.2252386179642, 332.9434369294914, 331.20302204030935]",331.20302204030935,355.9532441153752,345.12164737159503
,"-83.33937090000001,42.4363394,0 -83.3404733,42.4363186,0 -83.3404706,42.4362622,0 -83.3398457,42.4362375,0 -83.33967130000001,42.4362424,0 -83.33930119999999,42.4362503,0 -83.3392382,42.4363078,0 -83.33924620000001,42.4366957,0 -83.3393133,42.4371649,0 -83.3393856,42.4371619,0 -83.33937090000001,42.4363394,0 ","-83.33937090000001,42.4363394 -83.3393856,42.4371619 -83.3400857,42.4371198 -83.3404907,42.4368585 -83.3404733,42.4363186 -83.33937090000001,42.4363394 ",Clarenceville HS - Livonia,"42.4363394,-83.33937090000001","[(42.4363394, -83.3393709), (42.4371619, -83.3393856), (42.4371198, -83.3400857), (42.4368585, -83.3404907), (42.4363186, -83.3404733), (42.4363394, -83.3393709)]","[299.77940619563293, 343.691384500511, 356.6113924245293, 297.69518590752494]",297.69518590752494,356.6113924245293,324.4443422570495
,"-83.9647212,42.0745982,0 -83.9641606,42.0738626,0 -83.96424639999999,42.0742369,0 -83.9642813,42.0743145,0 -83.9643617,42.0742966,0 -83.96445559999999,42.0745086,0 -83.9645039,42.0745922,0 -83.9645683,42.074646,0 -83.9645951,42.0746759,0 -83.9646675,42.0747057,0 -83.9647319,42.0747157,0 -83.9647748,42.0747177,0 -83.96487399999999,42.0746699,0 -83.9653139,42.0744549,0 -83.96535419999999,42.0744967,0 -83.9658081,42.0742607,0 -83.96575780000001,42.0742,0 -83.9647212,42.0745982,0 ","-83.9647212,42.0745982 -83.96575780000001,42.0742 -83.96572329999999,42.0741374 -83.96566970000001,42.0740657 -83.96559190000001,42.0739722 -83.96552749999999,42.0738995 -83.9654846,42.0738597 -83.9654336,42.0738039 -83.96538529999999,42.073776 -83.96533169999999,42.0737442 -83.965262,42.0737163 -83.9651922,42.0736924 -83.96510910000001,42.0736526 -83.96504470000001,42.0736347 -83.9649857,42.0736208 -83.96491330000001,42.0736208 -83.9648543,42.0736267 -83.96479119999999,42.0736417 -83.9647081,42.0736576 -83.9646249,42.0736795 -83.96457669999999,42.0736934 -83.9644989,42.0737113 -83.964456,42.0737273 -83.9644023,42.0737452 -83.9643406,42.0737691 -83.9642628,42.0738069 -83.96420120000001,42.0738388 -83.9641606,42.0738626 -83.9647212,42.0745982 ",Clinton High School,"42.0745982,-83.9647212","[(42.0745982, -83.9647212), (42.0742, -83.9657578), (42.0741374, -83.9657233), (42.0740657, -83.9656697), (42.0739722, -83.9655919), (42.0738995, -83.9655275), (42.0738597, -83.9654846), (42.0738039, -83.9654336), (42.073776, -83.9653853), (42.0737442, -83.9653317), (42.0737163, -83.965262), (42.0736924, -83.9651922), (42.0736526, -83.9651091), (42.0736347, -83.9650447), (42.0736208, -83.9649857), (42.0736208, -83.9649133), (42.0736267, -83.9648543), (42.0736417, -83.9647912), (42.0736576, -83.9647081), (42.0736795, -83.9646249), (42.0736934, -83.9645767), (42.0737113, -83.9644989), (42.0737273, -83.964456), (42.0737452, -83.9644023), (42.0737691, -83.9643406), (42.0738069, -83.9642628), (42.0738388, -83.9642012), (42.0738626, -83.9641606), (42.0745982, -83.9647212)]","[316.6479602229564, 319.7224840122843, 322.4493670971763, 328.52028815181416, 335.7886996476373, 339.6857685720479, 348.1332525540702, 349.6930568504511, 352.6015874481751, 353.33323608927475, 353.9949717659599, 360.32848506536567, 361.93594815315595, 363.34981647246764, 359.9808902201463, 355.8720020495167, 349.0839236960495, 342.79038355902924, 335.81056186079286, 332.05158033843804, 328.78980700508845, 325.43722803347157, 322.6818712310776, 319.3214075946797, 314.07580672734963, 310.6719052323396, 308.26265740375163]",308.26265740375163,363.34981647246764,337.4449980390581
,"-84.77949580000001,43.5764696,0 -84.7783451,43.576117,0 -84.7783451,43.576149,0 -84.7785449,43.5762161,0 -84.7791283,43.5764871,0 -84.77914440000001,43.5764793,0 -84.77938709999999,43.576594,0 -84.7793791,43.5766027,0 -84.77943809999999,43.576629,0 -84.77952929999999,43.5766406,0 -84.77962049999999,43.5766173,0 -84.77968749999999,43.5765551,0 -84.77970500000001,43.5765066,0 -84.7796956,43.5765027,0 -84.7797573,43.5762909,0 -84.77977869999999,43.5762986,0 -84.7799102,43.5758527,0 -84.7800108,43.5756681,0 -84.7799759,43.575635,0 -84.77949580000001,43.5764696,0 ","-84.77949580000001,43.5764696 -84.7799759,43.575635 -84.7799088,43.5755962 -84.7798525,43.5755651 -84.77978280000001,43.5755321 -84.77971839999999,43.5755039 -84.7796554,43.5754825 -84.77958030000001,43.5754602 -84.7794904,43.5754436 -84.77939790000001,43.575431 -84.77932680000001,43.5754242 -84.7792343,43.5754223 -84.77915110000001,43.5754252 -84.77907999999999,43.575431 -84.7789848,43.5754427 -84.77890429999999,43.5754631 -84.7788051,43.5755068 -84.7787313,43.5755505 -84.778667,43.5755855 -84.7785865,43.5756555 -84.7785087,43.5757167 -84.77848729999999,43.5757497 -84.7784537,43.5757944 -84.7784242,43.5758371 -84.7784068,43.575876 -84.7783907,43.575911 -84.7783733,43.5759576 -84.7783625,43.5760062 -84.7783518,43.5760519 -84.7783505,43.57608 -84.7783451,43.576117 -84.77949580000001,43.5764696 ",CMU - college,"43.5764696,-84.77949580000001","[(43.5764696, -84.7794958), (43.575635, -84.7799759), (43.5755962, -84.7799088), (43.5755651, -84.7798525), (43.5755321, -84.7797828), (43.5755039, -84.7797184), (43.5754825, -84.7796554), (43.5754602, -84.7795803), (43.5754436, -84.7794904), (43.575431, -84.7793979), (43.5754242, -84.7793268), (43.5754223, -84.7792343), (43.5754252, -84.7791511), (43.575431, -84.77908), (43.5754427, -84.7789848), (43.5754631, -84.7789043), (43.5755068, -84.7788051), (43.5755505, -84.7787313), (43.5755855, -84.778667), (43.5756555, -84.7785865), (43.5757167, -84.7785087), (43.5757497, -84.7784873), (43.5757944, -84.7784537), (43.5758371, -84.7784242), (43.575876, -84.7784068), (43.575911, -84.7783907), (43.5759576, -84.7783733), (43.5760062, -84.7783625), (43.5760519, -84.7783518), (43.57608, -84.7783505), (43.576117, -84.7783451), (43.5764696, -84.7794958)]","[329.75726952853637, 336.654959030361, 342.98683755805104, 350.09384343926223, 356.92024449599813, 362.2894752449922, 368.62157513189686, 373.9944336165626, 379.4725286626359, 383.68616706394346, 387.99491908258375, 391.5050614899514, 394.2948474904644, 398.06276708955926, 398.9678626058429, 395.8201820953472, 391.5210736978187, 389.99749227606736, 382.2689395420463, 379.1423235493295, 374.55342917100694, 369.9231606479224, 365.7907777006259, 360.70181041057316, 356.6908307340405, 351.1716113247912, 344.57764766848004, 339.25621453357644, 335.09634077998686, 330.9251018812173]",329.75726952853637,398.9678626058429,367.4246575847823
,"-85.02037970000001,41.9515984,0 -85.0215491,41.9515944,0 -85.021537,41.9513241,0 -85.0209818,41.9513451,0 -85.0209818,41.9514229,0 -85.0203609,41.9514558,0 -85.02019989999999,41.9515665,0 -85.0201879,41.9516882,0 -85.02021070000001,41.9516902,0 -85.0202093,41.9517889,0 -85.0201825,41.9517949,0 -85.02018649999999,41.9519575,0 -85.02019060000001,41.9520492,0 -85.02010869999999,41.9520572,0 -85.0201168,41.9523504,0 -85.02012620000001,41.9524602,0 -85.02037559999999,41.9524502,0 -85.02037970000001,41.9515984,0 ","-85.02037970000001,41.9515984 -85.02037559999999,41.9524502 -85.02077559999999,41.9524381 -85.0210733,41.9524281 -85.0215615,41.95207 -85.0215491,41.9515944 -85.02037970000001,41.9515984 ",Coldwater Heritage Park - muni,"41.9515984,-85.02037970000001","[(41.9515984, -85.0203797), (41.9524502, -85.0203756), (41.9524381, -85.0207756), (41.9524281, -85.0210733), (41.95207, -85.0215615), (41.9515944, -85.0215491), (41.9515984, -85.0203797)]","[310.4069560907914, 324.3938594921584, 356.3917032681781, 364.53163968040786, 318.11052442847574]",310.4069560907914,364.53163968040786,334.76693659200225
,"-83.0489808,42.3394579,0 -83.0477604,42.3391937,0 -83.04778210000001,42.3392229,0 -83.0479753,42.3392646,0 -83.0479954,42.3392883,0 -83.0485338,42.3395203,0 -83.04886639999999,42.3395927,0 -83.0489556,42.3396085,0 -83.0489824,42.3396095,0 -83.0490066,42.3396066,0 -83.04902800000001,42.3396026,0 -83.0490602,42.3395976,0 -83.0490817,42.3395887,0 -83.0491045,42.3395808,0 -83.04912059999999,42.3395719,0 -83.049138,42.339559,0 -83.0491554,42.3395391,0 -83.0491755,42.3395104,0 -83.0492788,42.3392591,0 -83.0492929,42.339219,0 -83.0493412,42.3388651,0 -83.0492781,42.3387828,0 -83.0493371,42.3386192,0 -83.049312,42.3385875,0 -83.0489808,42.3394579,0 ","-83.0489808,42.3394579 -83.049312,42.3385875 -83.04929180000001,42.338563 -83.0488264,42.3384644 -83.0487634,42.3384079 -83.04843820000001,42.3383385 -83.0480318,42.3385129 -83.0477604,42.3391937 -83.0489808,42.3394579 ",Commerica Park - Tigers - MLB,"42.3394579,-83.0489808","[(42.3394579, -83.0489808), (42.3385875, -83.049312), (42.338563, -83.0492918), (42.3384644, -83.0488264), (42.3384079, -83.0487634), (42.3383385, -83.0484382), (42.3385129, -83.0480318), (42.3391937, -83.0477604), (42.3394579, -83.0489808)]","[329.60188317841164, 336.79852572857214, 364.465084251046, 387.1451676962242, 433.5255860352342, 429.46542943819315, 343.7220301248951]",329.60188317841164,433.5255860352342,374.9605294932252
,"-84.6411052,42.1722524,0 -84.6409711,42.1714364,0 -84.64097889999999,42.1717412,0 -84.6408917,42.1720633,0 -84.6409158,42.1721974,0 -84.6409373,42.1723326,0 -84.6410298,42.1723873,0 -84.64121350000001,42.1723823,0 -84.6413879,42.1723714,0 -84.641817,42.1722365,0 -84.6422006,42.1721838,0 -84.6422087,42.1721629,0 -84.6411052,42.1722524,0 ","-84.6411052,42.1722524 -84.6422087,42.1721629 -84.6421564,42.1717935 -84.64191099999999,42.1715181 -84.64151,42.171381 -84.6409711,42.1714364 -84.6411052,42.1722524 ",Concord High School,"42.1722524,-84.6411052","[(42.1722524, -84.6411052), (42.1721629, -84.6422087), (42.1717935, -84.6421564), (42.1715181, -84.641911), (42.171381, -84.64151), (42.1714364, -84.6409711), (42.1722524, -84.6411052)]","[300.9161944436233, 330.4136981694594, 345.43470847241963, 335.9853460484795, 299.58426671187476]",299.58426671187476,345.43470847241963,322.4668427691713
,"-104.9942091,39.7557176,0 -104.9949997,39.7564444,0 -104.9950271,39.7564277,0 -104.9949084,39.7563179,0 -104.9947274,39.7560173,0 -104.9946516,39.7559405,0 -104.9945389,39.7558287,0 -104.994368,39.7556405,0 -104.9943384,39.7556539,0 -104.9943324,39.7556498,0 -104.9943217,39.7556374,0 -104.9943056,39.7556245,0 -104.9942922,39.7556173,0 -104.9942821,39.7556116,0 -104.9942519,39.7556044,0 -104.9942352,39.7556008,0 -104.9942137,39.7555972,0 -104.9941903,39.7555967,0 -104.9941681,39.7555993,0 -104.994154,39.7556029,0 -104.9941312,39.7556111,0 -104.9941165,39.7556189,0 -104.9941017,39.7556287,0 -104.9940883,39.75564,0 -104.9940595,39.7556199,0 -104.9938094,39.7558142,0 -104.9938007,39.7558127,0 -104.993625,39.7559467,0 -104.9934386,39.756154,0 -104.9934399,39.7561766,0 -104.9932542,39.7562957,0 -104.9932563,39.7563259,0 -104.9942091,39.7557176,0 ","-104.9942091,39.7557176 -104.9932563,39.7563259 -104.9932516,39.7563717 -104.9932677,39.7563754 -104.9938819,39.7568486 -104.9944827,39.7568491 -104.9949997,39.7564444 -104.9942091,39.7557176 ",Coors Field - Colorado MLB,"39.7557176,-104.9942091","[(39.7557176, -104.9942091), (39.7563259, -104.9932563), (39.7563717, -104.9932516), (39.7563754, -104.9932677), (39.7568486, -104.9938819), (39.7568491, -104.9944827), (39.7564444, -104.9949997), (39.7557176, -104.9942091)]","[347.6552845664658, 359.50794999422953, 357.03406999860533, 422.1369942593172, 419.2900390307265, 345.69323576684684]",345.69323576684684,422.1369942593172,375.2195956026986
