,field,foul,fop,home_plate
0,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
1,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
2,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
3,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
4,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
5,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
6,Gladstone High School,"[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]","[<kml:coordinates>
								-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 
							</kml:coordinates>]",
