date,game_id,away_team_runs,home_team_runs,game_info
2023-05-02,401517491,8,6,
2023-05-02,401513052,6,5,
2023-05-02,401516784,6,11,
2023-05-02,401517643,10,12,
2023-05-02,401519639,9,10,
2023-05-02,401514148,7,9,
2023-05-02,401514177,4,14,
2023-05-03,401514203,6,1,
2023-05-03,401516785,8,9,
2023-05-03,401513327,3,5,
2023-05-03,401545859,2,1,
2023-05-04,401497360,2,11,
2023-05-04,401512997,7,9,
2023-05-04,401497366,9,11,
2023-05-05,401497348,3,0,
2023-05-05,401497351,3,7,
2023-05-05,401497346,4,1,
2023-05-05,401497350,12,3,
2023-05-05,401512942,3,6,
2023-05-05,401501351,4,10,
2023-05-05,401513187,0,6,
2023-05-05,401497349,6,5,
2023-05-05,401497347,6,2,
2023-05-05,401513279,4,13,
2023-05-05,401514178,2,1,
2023-05-05,401513141,1,11,
2023-05-05,401497352,3,13,
2023-05-06,401497355,6,8,
2023-05-06,401497358,7,14,
2023-05-06,401497353,1,2,
2023-05-06,401497357,1,3,
2023-05-06,401512943,3,4,
2023-05-06,401501353,6,2,
2023-05-06,401513329,0,12,
2023-05-06,401513188,11,9,
2023-05-06,401497356,2,15,
2023-05-06,401497354,14,2,
2023-05-06,401513280,1,12,
2023-05-06,401514179,4,13,
2023-05-06,401497359,20,14,
2023-05-06,401513142,5,0,
2023-05-07,401497362,2,12,
2023-05-07,401497365,2,9,
2023-05-07,401497361,11,6,
2023-05-07,401516688,9,13,
2023-05-07,401497364,4,9,
2023-05-07,401512944,3,7,
2023-05-07,401513143,3,15,
2023-05-07,401513189,2,4,
2023-05-07,401497363,2,3,
2023-05-07,401513281,2,12,
2023-05-07,401514180,1,6,
2023-05-07,401501355,7,6,
2023-05-09,401513190,4,14,
2023-05-09,401514204,8,5,
2023-05-09,401517548,2,9,
2023-05-09,401513053,4,5,
2023-05-09,401516991,5,10,
2023-05-09,401519563,2,7,
2023-05-09,401517570,4,14,
2023-05-09,401512945,12,8,
2023-05-09,401516689,2,1,
2023-05-09,401517664,4,9,
2023-05-09,401516576,1,11,
2023-05-10,401513238,13,6,
2023-05-10,401516690,3,4,
2023-05-10,401513144,9,8,
2023-05-10,401516786,0,8,
2023-05-10,401519640,2,9,
2023-05-10,401513282,0,10,
2023-05-12,401497368,1,4,
2023-05-12,401497370,0,10,
2023-05-12,401513145,9,8,
2023-05-12,401497372,6,10,
2023-05-12,401512946,5,15,
2023-05-12,401547377,16,4,
2023-05-12,401501358,1,5,
2023-05-12,401513000,3,9,
2023-05-12,401497367,5,11,
2023-05-12,401497369,8,2,
2023-05-12,401497373,1,12,
2023-05-12,401516691,8,5,
2023-05-12,401513239,15,4,
2023-05-12,401516992,6,4,
2023-05-12,401497371,3,13,
2023-05-12,401516993,3,24,
2023-05-13,401497375,3,1,
2023-05-13,401497377,2,6,
2023-05-13,401513146,4,7,
2023-05-13,401497379,7,10,
2023-05-13,401516662,9,11,
2023-05-13,401497374,12,1,
2023-05-13,401513001,2,12,
2023-05-13,401497376,13,5,
2023-05-13,401497378,12,14,
2023-05-13,401497380,9,4,
2023-05-13,401516692,5,6,
2023-05-13,401513240,9,8,
2023-05-13,401512947,1,4,
2023-05-13,401513096,4,5,
2023-05-13,401516994,6,18,
2023-05-13,401501361,1,2,
2023-05-14,401497382,1,5,
2023-05-14,401497384,2,6,
2023-05-14,401513147,5,4,
2023-05-14,401497386,10,0,
2023-05-14,401512948,3,8,
2023-05-14,401497385,4,5,
2023-05-14,401513097,1,2,
2023-05-14,401497381,11,0,
2023-05-14,401497387,14,13,
2023-05-14,401516693,8,5,
2023-05-14,401513241,9,6,
2023-05-14,401516663,3,12,
2023-05-14,401501364,4,10,
2023-05-16,401513242,2,12,
2023-05-16,401514205,11,9,
2023-05-16,401516694,9,5,
2023-05-16,401514181,2,8,
2023-05-16,401517571,4,7,
2023-05-16,401513054,6,8,
2023-05-16,401517665,5,9,
2023-05-16,401512949,5,18,
2023-05-18,401513195,3,6,
2023-05-18,401497392,8,5,
2023-05-18,401513055,7,14,
2023-05-18,401516759,12,5,
2023-05-18,401513002,2,7,
2023-05-18,401512950,4,7,
2023-05-18,401497393,8,10,
2023-05-18,401497389,8,2,
2023-05-18,401497391,10,3,
2023-05-18,401501369,2,12,
2023-05-18,401513284,5,3,
2023-05-18,401497388,1,4,
2023-05-19,401513196,5,7,
2023-05-19,401497399,8,4,
2023-05-19,401513056,4,5,
2023-05-19,401513285,8,10,
2023-05-19,401516760,10,6,
2023-05-19,401513099,4,8,
2023-05-19,401549304,0,4,
2023-05-19,401497402,2,12,
2023-05-19,401512951,7,4,
2023-05-19,401497397,2,7,
2023-05-19,401497396,8,10,
2023-05-19,401497398,4,6,
2023-05-19,401501373,4,10,
2023-05-19,401497401,5,0,
2023-05-19,401513100,2,7,
2023-05-19,401513003,8,17,
2023-05-19,401497395,1,5,
2023-05-19,401497400,6,4,
2023-05-20,401497403,6,7,
2023-05-20,401497405,5,2,
2023-05-20,401501377,3,7,
2023-05-20,401497408,1,6,
2023-05-20,401516761,8,7,
2023-05-20,401513286,1,10,
2023-05-20,401512952,6,2,
2023-05-20,401497404,7,9,
2023-05-20,401497407,15,10,
2023-05-20,401497406,5,9,
2023-05-20,401513057,1,3,
2023-05-20,401549213,12,1,
2023-05-20,401513004,2,8,
2023-05-23,401544369,7,11,ACC Tournament
2023-05-23,401544406,4,0,SEC Tournament - 1st Round
2023-05-23,401544370,5,11,ACC Tournament
2023-05-23,401544391,8,7,ACC Tournament
2023-05-23,401544407,4,10,SEC Tournament - 1st Round
2023-05-23,401544404,0,9,SEC Tournament - 1st Round
2023-05-23,401544405,3,0,SEC Tournament - 1st Round
2023-05-24,401544410,6,7,SEC Tournament - 2nd Round
2023-05-24,401544409,5,6,SEC Tournament - 2nd Round
2023-05-24,401544394,14,5,ACC Tournament
2023-05-24,401544431,4,6,SEC Tournament - 2nd Round
2023-05-24,401544456,6,3,Big 12 Tournament
2023-05-24,401544455,3,16,Big 12 Tournament
2023-05-24,401544408,3,10,SEC Tournament - 2nd Round
2023-05-24,401544393,15,1,ACC Tournament
2023-05-24,401544457,9,5,Big 12 Tournament
2023-05-24,401544458,6,2,Big 12 Tournament
2023-05-24,401544392,9,5,ACC Tournament
2023-05-25,401544395,10,2,ACC Tournament
2023-05-25,401544396,10,2,ACC Tournament
2023-05-25,401544460,2,3,Big 12 Tournament
2023-05-25,401544459,6,0,Big 12 Tournament
2023-05-25,401544435,3,6,SEC Tournament - 3rd Round
2023-05-25,401544434,4,5,SEC Tournament - 3rd Round
2023-05-25,401544397,4,2,ACC Tournament
2023-05-25,401544433,4,7,SEC Tournament - 3rd Round
2023-05-25,401544432,0,5,SEC Tournament - 3rd Round
2023-05-25,401544461,4,14,Big 12 Tournament
2023-05-25,401544462,9,10,Big 12 Tournament
2023-05-26,401544400,5,7,ACC Tournament
2023-05-26,401544398,1,4,ACC Tournament
2023-05-26,401544464,3,8,Big 12 Tournament
2023-05-26,401544463,1,7,Big 12 Tournament
2023-05-26,401544437,9,2,SEC Tournament - 4th Round
2023-05-26,401544399,6,7,ACC Tournament
2023-05-26,401544436,4,5,SEC Tournament - 4th Round
2023-05-27,401544401,7,2,ACC Tournament
2023-05-27,401544402,4,10,ACC Tournament
2023-05-27,401544468,5,6,Big 12 Tournament
2023-05-27,401544439,6,11,SEC Tournament - Semifinal
2023-05-27,401544466,1,8,Big 12 Tournament
2023-05-27,401544465,3,6,Big 12 Tournament
2023-05-27,401550775,4,5,SEC Tournament - Semifinal
2023-05-28,401544403,5,11,ACC Championship
2023-05-28,401544469,12,5,Big 12 Championship
2023-05-28,401544440,4,10,SEC Tournament - Championship
2023-06-02,401551019,0,12,NCAA Baseball Championship - Winston-Salem Regional
2023-06-02,401551049,6,13,NCAA Baseball Championship - Fayetteville Regional
2023-06-02,401551027,2,7,NCAA Baseball Championship - Baton Rouge Regional
2023-06-02,401551041,1,15,NCAA Baseball Championship - Charlottesville Regional
2023-06-02,401551023,1,9,NCAA Baseball Championship - Coral Gables Regional
2023-06-02,401551045,6,4,NCAA Baseball Championship - Stillwater Regional
2023-06-02,401551031,6,3,NCAA Baseball Championship - Auburn Regional
2023-06-02,401551037,1,19,NCAA Baseball Championship - Columbia Regional
2023-06-02,401551036,3,2,NCAA Baseball Championship - Gainesville Regional
2023-06-02,401551046,9,5,NCAA Baseball Championship - Stillwater Regional
2023-06-02,401551040,3,12,NCAA Baseball Championship - Conway Regional
2023-06-02,401551032,4,2,NCAA Baseball Championship - Auburn Regional
2023-06-02,401551024,2,4,NCAA Baseball Championship - Coral Gables Regional
2023-06-02,401551042,5,14,NCAA Baseball Championship - Charlottesville Regional
2023-06-02,401551030,12,6,NCAA Baseball Championship - Lexington Regional
2023-06-02,401551050,4,12,NCAA Baseball Championship - Fayetteville Regional
2023-06-02,401551035,0,3,NCAA Baseball Championship - Gainesville Regional
2023-06-02,401551033,5,12,NCAA Baseball Championship - Clemson Regional
2023-06-02,401551043,2,12,NCAA Baseball Championship - Nashville Regional
2023-06-02,401551025,2,13,NCAA Baseball Championship - Stanford Regional
2023-06-02,401551039,11,10,NCAA Baseball Championship - Conway Regional
2023-06-02,401551029,0,4,NCAA Baseball Championship - Lexington Regional
2023-06-02,401551047,5,6,NCAA Baseball Championship - Terre Haute Regional
2023-06-02,401551021,3,4,NCAA Baseball Championship - Tuscaloosa Regional
2023-06-02,401551038,5,1,NCAA Baseball Championship - Columbia Regional
2023-06-02,401551044,4,5,NCAA Baseball Championship - Nashville Regional
2023-06-02,401551020,2,7,NCAA Baseball Championship - Winston-Salem Regional
2023-06-02,401551022,11,10,NCAA Baseball Championship - Tuscaloosa Regional
2023-06-02,401551034,1,8,NCAA Baseball Championship - Clemson Regional
2023-06-02,401551048,4,5,NCAA Baseball Championship - Terre Haute Regional
2023-06-02,401551028,2,18,NCAA Baseball Championship - Baton Rouge Regional
2023-06-02,401551026,7,12,NCAA Baseball Championship - Stanford Regional
2023-06-03,401551058,6,21,NCAA Baseball Championship - Winston-Salem Regional
2023-06-03,401551108,6,5,NCAA Baseball Championship - Clemson Regional
2023-06-03,401551123,1,2,NCAA Baseball Championship - Charlottesville Regional
2023-06-03,401551134,4,1,NCAA Baseball Championship - Coral Gables Regional
2023-06-03,401551067,18,4,NCAA Baseball Championship - Stillwater Regional - Elimination Game
2023-06-03,401551077,7,2,NCAA Baseball Championship - Auburn Regional - Elimination Game
2023-06-03,401551088,6,3,NCAA Baseball Championship - Columbia Regional
2023-06-03,401551122,1,10,NCAA Baseball Championship - Charlottesville Regional - Elimination Game
2023-06-03,401551107,2,9,NCAA Baseball Championship - Clemson Regional - Elimination Game
2023-06-03,401551087,10,5,NCAA Baseball Championship - Columbia Regional - Elimination Game
2023-06-03,401551057,11,3,NCAA Baseball Championship - Winston-Salem Regional - Elimination Game
2023-06-03,401551128,5,9,NCAA Baseball Championship - Stanford Regional - Elimination Game
2023-06-03,401551112,2,10,NCAA Baseball Championship - Baton Rouge Regional - Elimination Game
2023-06-03,401551063,2,1,NCAA Baseball Championship - Conway Regional
2023-06-03,401551068,15,12,NCAA Baseball Championship - Stillwater Regional
2023-06-03,401551098,4,5,NCAA Baseball Championship - Gainesville Regional
2023-06-03,401551118,8,7,NCAA Baseball Championship - Nashville Regional
2023-06-03,401551129,8,5,NCAA Baseball Championship - Stanford Regional
2023-06-03,401551062,12,2,NCAA Baseball Championship - Conway Regional - Elimination Game
2023-06-03,401551073,3,5,NCAA Baseball Championship - Lexington Regional
2023-06-03,401551083,4,7,NCAA Baseball Championship - Terre Haute Regional
2023-06-03,401551093,11,8,NCAA Baseball Championship - Tuscaloosa Regional
2023-06-03,401551082,0,5,NCAA Baseball Championship - Terre Haute Regional - Elimination Game
2023-06-03,401551097,9,6,NCAA Baseball Championship - Gainesville Regional - Elimination Game
2023-06-03,401551072,13,5,NCAA Baseball Championship - Lexington Regional - Elimination Game
2023-06-03,401551133,10,19,NCAA Baseball Championship - Coral Gables Regional - Elimination Game
2023-06-03,401551117,0,7,NCAA Baseball Championship - Nashville Regional - Elimination Game
2023-06-03,401551092,14,6,NCAA Baseball Championship - Tuscaloosa Regional - Elimination Game
2023-06-03,401551078,5,4,NCAA Baseball Championship - Auburn Regional
2023-06-03,401551102,9,3,NCAA Baseball Championship - Fayetteville Regional - Elimination Game
2023-06-04,401551112,2,10,NCAA Baseball Championship - Baton Rouge Regional - Elimination Game
2023-06-04,401551060,15,1,NCAA Baseball Championship - Winston-Salem Regional - Wake Forest advances to Super Regionals
2023-06-04,401551100,7,1,NCAA Baseball Championship - Gainesville Regional
2023-06-04,401551104,6,4,NCAA Baseball Championship - Fayetteville Regional - Elimination Game
2023-06-04,401552408,5,6,NCAA Baseball Championship - Baton Rouge Regional
2023-06-04,401551126,8,3,NCAA Baseball Championship - Charlottesville Regional - Virginia advances to Super Regionals
2023-06-04,401551131,13,5,NCAA Baseball Championship - Stanford Regional
2023-06-04,401551136,6,10,NCAA Baseball Championship - Coral Gables Regional - Texas advances to Super Regionals
2023-06-04,401551065,6,8,NCAA Baseball Championship - Conway Regional
2023-06-04,401551075,16,6,NCAA Baseball Championship - Lexington Regional
2023-06-04,401551090,16,7,NCAA Baseball Championship - Columbia Regional - South Carolina advances to Super Regionals
2023-06-04,401551084,6,5,NCAA Baseball Championship - Terre Haute Regional - Elimination Game
2023-06-04,401551089,11,1,NCAA Baseball Championship - Columbia Regional - Elimination Game
2023-06-04,401551094,4,1,NCAA Baseball Championship - Tuscaloosa Regional - Elimination Game
2023-06-04,401551069,9,1,NCAA Baseball Championship - Stillwater Regional - Elimination Game
2023-06-04,401551070,5,6,NCAA Baseball Championship - Stillwater Regional - Oral Roberts advances to Super Regionals
2023-06-04,401551120,2,11,NCAA Baseball Championship - Nashville Regional - Oregon advances to Super Regionals
2023-06-04,401551099,2,8,NCAA Baseball Championship - Gainesville Regional - Elimination Game
2023-06-04,401552407,20,5,NCAA Baseball Championship - Fayetteville Regional
2023-06-04,401551109,2,3,NCAA Baseball Championship - Clemson Regional - Elimination Game
2023-06-04,401551119,1,2,NCAA Baseball Championship - Nashville Regional - Elimination Game
2023-06-04,401551130,6,5,NCAA Baseball Championship - Stanford Regional - Elimination Game
2023-06-04,401551135,8,5,NCAA Baseball Championship - Coral Gables Regional - Elimination Game
2023-06-04,401551064,13,5,NCAA Baseball Championship - Conway Regional - Elimination Game
2023-06-04,401551074,0,10,NCAA Baseball Championship - Lexington Regional - Elimination Game
2023-06-04,401551085,11,8,NCAA Baseball Championship - Terre Haute Regional - Indiana State advances to Super Regionals
2023-06-04,401551095,8,0,NCAA Baseball Championship - Tuscaloosa Regional- Alabama advances to Super Regionals
2023-06-04,401551125,8,5,NCAA Baseball Championship - Charlottesville Regional - Elimination Game
2023-06-04,401551059,10,11,NCAA Baseball Championship - Winston-Salem Regional - Elimination Game
2023-06-04,401551079,9,4,NCAA Baseball Championship - Auburn Regional - Elimination Game
2023-06-04,401551110,2,9,NCAA Baseball Championship - Clemson Regional - Tennessee advances to Super Regionals
2023-06-04,401551080,11,2,NCAA Baseball Championship - Auburn Regional
2023-06-04,401551114,3,1,NCAA Baseball Championship - Baton Rouge Regional - Elimination Game
2023-06-05,401551101,0,6,NCAA Baseball Championship - Gainesville Regional - Florida advances to Super Regionals
2023-06-05,401551115,13,7,NCAA Baseball Championship - Baton Rouge Regional - LSU advances to Super Regionals
2023-06-05,401551066,3,12,NCAA Baseball Championship - Conway Regional - Duke advances to Super Regionals
2023-06-05,401551081,7,11,NCAA Baseball Championship - Auburn Regional - Southern Miss advances to Super Regionals
2023-06-05,401551105,4,12,NCAA Baseball Championship - Fayetteville Regional - TCU advances to Super Regionals
2023-06-05,401551132,1,7,NCAA Baseball Championship - Stanford Regional - Stanford advances to Super Regionals
2023-06-05,401551076,2,4,NCAA Baseball Championship - Lexington Regional - Kentucky advances to Super Regionals
2023-06-09,401552625,4,5,"NCAA Baseball Championship - Gainesville Super Regional - Game 1, FLA leads series 1-0"
2023-06-09,401552620,4,1,"NCAA Baseball Championship - Fort Worth Super Regional - Game 1, TCU leads series 1-0"
2023-06-09,401552613,5,4,"NCAA Baseball Championship - Charlottesville Super Regional - Game 1, DUKE leads series 1-0"
2023-06-09,401552619,8,9,"NCAA Baseball Championship - Eugene Super Regional - Game 1, ORE leads series 1-0"
2023-06-10,401552634,4,5,"NCAA Baseball Championship - Winston-Salem Super Regional - Game 1, WAKE leads series 1-0"
2023-06-10,401552614,0,14,"NCAA Baseball Championship - Baton Rouge Super Regional - Game 1, LSU leads series 1-0"
2023-06-10,401552629,7,5,"NCAA Baseball Championship - Stanford Super Regional - Game 1, TEX leads series 1-0"
2023-06-10,401552628,5,3,"NCAA Baseball Championship - Hattiesburg Super Regional - Game 1, USM leads series 1-0"
2023-06-10,401552626,4,0,"NCAA Baseball Championship - Gainesville Super Regional - Game 2, FLA Wins series 2-0"
2023-06-10,401552615,14,4,"NCAA Baseball Championship - Charlottesville Super Regional - Game 2, Series tied 1-1"
2023-06-10,401552623,4,6,"NCAA Baseball Championship - Fort Worth Super Regional - Game 2, TCU Wins series 2-0"
2023-06-10,401552621,7,8,"NCAA Baseball Championship - Eugene Super Regional - Game 2, Series tied 1-1"
2023-06-11,401552628,5,3,"NCAA Baseball Championship - Hattiesburg Super Regional - Game 1, USM leads series 1-0"
2023-06-11,401552635,22,5,"NCAA Baseball Championship - Winston-Salem Super Regional - Game 2, WAKE Wins series 2-0"
2023-06-11,401552618,2,12,"NCAA Baseball Championship - Charlottesville Super Regional - Game 3, UVA Wins series 2-1"
2023-06-11,401552631,8,4,"NCAA Baseball Championship - Hattiesburg Super Regional - Game 2, Series tied 1-1"
2023-06-11,401552616,8,3,"NCAA Baseball Championship - Baton Rouge Super Regional - Game 2, LSU Wins series 2-0"
2023-06-11,401552630,8,3,"NCAA Baseball Championship - Stanford Super Regional - Game 2, Series tied 1-1"
2023-06-11,401552622,11,6,"NCAA Baseball Championship - Eugene Super Regional - Game 3, ORU Wins series 2-1"
2023-06-12,401552632,6,7,"NCAA Baseball Championship - Stanford Super Regional - Game 3, STAN Wins series 2-1"
2023-06-12,401552633,0,5,"NCAA Baseball Championship - Hattiesburg Super Regional - Game 3, TENN Wins series 2-1"
2023-06-16,401553518,5,6,Men's College World Series - Double Elimination Round
2023-06-16,401553517,6,5,Men's College World Series - Double Elimination Round
2023-06-17,401553519,2,3,Men's College World Series - Double Elimination Round
2023-06-17,401553520,3,6,Men's College World Series - Double Elimination Round
2023-06-18,401553522,5,4,Men's College World Series - Double Elimination Round
2023-06-18,401553521,4,3,Men's College World Series - Elimination Game
2023-06-19,401553524,2,3,Men's College World Series - Double Elimination Round
2023-06-19,401553523,6,4,Men's College World Series - Elimination Game
2023-06-20,401553526,5,0,Men's College World Series - Elimination Game
2023-06-20,401553525,6,1,Men's College World Series - Elimination Game
2023-06-21,401553528,2,5,Men's College World Series - Double Elimination Round
2023-06-21,401553527,3,2,Men's College World Series - Florida advances to Championship Series
2023-06-22,401553530,0,2,Men's College World Series - LSU advances to Championship Series
2023-06-24,401553551,4,3,"Men's College World Series Championship Series - Game 1, LSU leads series 1-0"
2023-06-25,401553552,24,4,"Men's College World Series Championship Series - Game 2, Series tied 1-1"
2023-06-26,401553553,18,4,"Men's College World Series Championship Series - Game 3, LSU Wins series 2-1"
