teamName,games_played,runs_scored_mean,runs_scored_median,runs_scored_total,runs_allowed_count,runs_allowed_mean,runs_allowed_median,runs_allowed_total,A_runs_scored,H_runs_scored,A_runs_allowed,H_runs_allowed,games,run_differential_home,run_differential_away,run_differential,runs_scored_avg,runs_allowed_avg,runs_scored_avg_home,runs_scored_avg_away,runs_allowed_avg_home,runs_allowed_avg_away,run_differential_avg,home_runs_scored_avg,home_runs_allowed_avg,home_run_differential_avg,away_runs_scored_avg,away_runs_allowed_avg,loss_playoff,win_playoff,wins_playoff,losses_playoff,games_playoff,runs_scored_playoff,runs_allowed_playoff,run_differential_playoff
Dearborn Heights Crestwood,21,8.80952380952381,6.0,185.0,21,7.809523809523809,7.0,164.0,45.0,140.0,33.0,131.0,21,9.0,12.0,21.0,8.80952380952381,7.809523809523809,6.666666666666667,2.142857142857143,6.238095238095238,1.5714285714285714,1.0,6.666666666666667,6.238095238095238,0.42857142857142855,2.142857142857143,1.5714285714285714,1.0,1.0,1.0,1.0,2.0,26.0,25.0,0.5
Dearborn Heights Robichaud,10,3.2,1.5,32.0,10,13.9,15.5,139.0,32.0,0.0,124.0,15.0,10,-15.0,-92.0,-107.0,3.2,13.9,0.0,3.2,1.5,12.4,-10.7,0.0,1.5,-1.5,3.2,12.4,1.0,0.0,0.0,1.0,1.0,0.0,7.0,-7.0
Dearborn Heights Star International,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Dearborn Henry Ford Academy,14,1.0714285714285714,0.0,15.0,14,8.357142857142858,7.0,117.0,9.0,6.0,104.0,13.0,14,-7.0,-95.0,-102.0,1.0714285714285714,8.357142857142858,0.42857142857142855,0.6428571428571429,0.9285714285714286,7.428571428571429,-7.285714285714286,0.42857142857142855,0.9285714285714286,-0.5,0.6428571428571429,7.428571428571429,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
Decatur,31,13.193548387096774,15.0,409.0,31,2.4838709677419355,1.0,77.0,217.0,192.0,30.0,47.0,31,145.0,187.0,332.0,13.193548387096774,2.4838709677419355,6.193548387096774,7.0,1.5161290322580645,0.967741935483871,10.709677419354838,6.193548387096774,1.5161290322580645,4.67741935483871,7.0,0.967741935483871,1.0,4.0,4.0,1.0,5.0,42.0,22.0,4.0
Deckerville,25,4.96,3.0,124.0,25,9.4,10.0,235.0,79.0,45.0,187.0,48.0,25,-3.0,-108.0,-111.0,4.96,9.4,1.8,3.16,1.92,7.48,-4.44,1.8,1.92,-0.12,3.16,7.48,1.0,0.0,0.0,1.0,1.0,2.0,3.0,-1.0
Delton Kellogg,25,5.24,4.0,131.0,25,9.68,11.0,242.0,73.0,58.0,142.0,100.0,25,-42.0,-69.0,-111.0,5.24,9.68,2.32,2.92,4.0,5.68,-4.44,2.32,4.0,-1.68,2.92,5.68,1.0,0.0,0.0,1.0,1.0,3.0,15.0,-12.0
Detroit Academy of the Americas,16,10.5,11.0,168.0,16,4.0625,4.0,65.0,35.0,133.0,34.0,31.0,16,102.0,1.0,103.0,10.5,4.0625,8.3125,2.1875,1.9375,2.125,6.4375,8.3125,1.9375,6.375,2.1875,2.125,1.0,0.0,0.0,1.0,1.0,1.0,15.0,-14.0
Detroit Cass Tech,24,9.125,7.5,219.0,24,5.5,4.0,132.0,177.0,42.0,117.0,15.0,24,27.0,60.0,87.0,9.125,5.5,1.75,7.375,0.625,4.875,3.625,1.75,0.625,1.125,7.375,4.875,1.0,0.0,0.0,1.0,1.0,2.0,8.0,-6.0
Detroit Catholic Central,40,4.45,3.0,178.0,40,3.1,3.0,124.0,97.0,81.0,52.0,72.0,40,9.0,45.0,54.0,4.45,3.1,2.025,2.425,1.8,1.3,1.35,2.025,1.8,0.225,2.425,1.3,1.0,2.0,2.0,1.0,3.0,22.0,7.0,5.0
Detroit Central,12,5.416666666666667,2.5,65.0,12,12.666666666666666,13.0,152.0,23.0,42.0,48.0,104.0,12,-62.0,-25.0,-87.0,5.416666666666667,12.666666666666666,3.5,1.9166666666666667,8.666666666666666,4.0,-7.25,3.5,8.666666666666666,-5.166666666666667,1.9166666666666667,4.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,-7.0
Detroit Cesar Chavez Academy,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Detroit Cody,7,5.285714285714286,2.0,37.0,7,15.428571428571429,17.0,108.0,30.0,7.0,100.0,8.0,7,-1.0,-70.0,-71.0,5.285714285714286,15.428571428571429,1.0,4.285714285714286,1.1428571428571428,14.285714285714286,-10.142857142857142,1.0,1.1428571428571428,-0.14285714285714285,4.285714285714286,14.285714285714286,1.0,0.0,0.0,1.0,1.0,0.0,21.0,-21.0
Detroit Communication Media Arts,18,9.0,8.5,162.0,18,4.444444444444445,3.0,80.0,82.0,80.0,45.0,35.0,18,45.0,37.0,82.0,9.0,4.444444444444445,4.444444444444445,4.555555555555555,1.9444444444444444,2.5,4.555555555555555,4.444444444444445,1.9444444444444444,2.5,4.555555555555555,2.5,1.0,1.0,1.0,1.0,2.0,17.0,15.0,1.0
Detroit Community,3,3.6666666666666665,0.0,11.0,3,7.333333333333333,10.0,22.0,11.0,0.0,22.0,0.0,3,0.0,-11.0,-11.0,3.6666666666666665,7.333333333333333,0.0,3.6666666666666665,0.0,7.333333333333333,-3.6666666666666665,0.0,0.0,0.0,3.6666666666666665,7.333333333333333,,,,,,,,
Detroit Country Day,25,7.04,6.0,176.0,25,4.24,4.0,106.0,45.0,131.0,30.0,76.0,25,55.0,15.0,70.0,7.04,4.24,5.24,1.8,3.04,1.2,2.8,5.24,3.04,2.2,1.8,1.2,1.0,2.0,2.0,1.0,3.0,7.0,5.0,0.6666666666666666
Detroit Cristo Rey,14,5.785714285714286,4.5,81.0,14,8.071428571428571,7.0,113.0,30.0,51.0,57.0,56.0,14,-5.0,-27.0,-32.0,5.785714285714286,8.071428571428571,3.642857142857143,2.142857142857143,4.0,4.071428571428571,-2.2857142857142856,3.642857142857143,4.0,-0.35714285714285715,2.142857142857143,4.071428571428571,1.0,0.0,0.0,1.0,1.0,1.0,9.0,-8.0
Detroit Davis Aerospace,1,0.0,0.0,0.0,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,1,-3.0,0.0,-3.0,0.0,3.0,0.0,0.0,3.0,0.0,-3.0,0.0,3.0,-3.0,0.0,0.0,,,,,,,,
Detroit Denby,7,3.857142857142857,1.0,27.0,7,8.142857142857142,7.0,57.0,7.0,20.0,32.0,25.0,7,-5.0,-25.0,-30.0,3.857142857142857,8.142857142857142,2.857142857142857,1.0,3.5714285714285716,4.571428571428571,-4.285714285714286,2.857142857142857,3.5714285714285716,-0.7142857142857143,1.0,4.571428571428571,1.0,0.0,0.0,1.0,1.0,0.0,7.0,-7.0
Detroit East English,12,8.75,7.5,105.0,12,3.8333333333333335,1.0,46.0,63.0,42.0,8.0,38.0,12,4.0,55.0,59.0,8.75,3.8333333333333335,3.5,5.25,3.1666666666666665,0.6666666666666666,4.916666666666667,3.5,3.1666666666666665,0.3333333333333333,5.25,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,7.0,-7.0
Detroit Edison,26,7.0,5.0,182.0,26,2.6153846153846154,2.0,68.0,111.0,71.0,45.0,23.0,26,48.0,66.0,114.0,7.0,2.6153846153846154,2.730769230769231,4.269230769230769,0.8846153846153846,1.7307692307692308,4.384615384615385,2.730769230769231,0.8846153846153846,1.8461538461538463,4.269230769230769,1.7307692307692308,1.0,3.0,3.0,1.0,4.0,39.0,4.0,8.75
Detroit Henry Ford,10,8.4,5.0,84.0,10,9.8,9.5,98.0,25.0,59.0,37.0,61.0,10,-2.0,-12.0,-14.0,8.4,9.8,5.9,2.5,6.1,3.7,-1.4,5.9,6.1,-0.2,2.5,3.7,1.0,0.0,0.0,1.0,1.0,2.0,18.0,-16.0
Detroit Jalen Rose Leadership Academy,6,7.166666666666667,8.5,43.0,6,16.0,15.5,96.0,38.0,5.0,77.0,19.0,6,-14.0,-39.0,-53.0,7.166666666666667,16.0,0.8333333333333334,6.333333333333333,3.1666666666666665,12.833333333333334,-8.833333333333334,0.8333333333333334,3.1666666666666665,-2.3333333333333335,6.333333333333333,12.833333333333334,1.0,0.0,0.0,1.0,1.0,9.0,14.0,-5.0
Detroit Loyola,8,2.375,2.0,19.0,8,13.875,14.5,111.0,10.0,9.0,57.0,54.0,8,-45.0,-47.0,-92.0,2.375,13.875,1.125,1.25,6.75,7.125,-11.5,1.125,6.75,-5.625,1.25,7.125,1.0,1.0,1.0,1.0,2.0,7.0,19.0,-6.0
Detroit Martin Luther King,10,3.4,1.0,34.0,10,10.3,11.0,103.0,34.0,0.0,78.0,25.0,10,-25.0,-44.0,-69.0,3.4,10.3,0.0,3.4,2.5,7.8,-6.9,0.0,2.5,-2.5,3.4,7.8,1.0,1.0,1.0,1.0,2.0,11.0,22.0,-5.5
Detroit Mumford,5,4.2,3.0,21.0,5,11.6,11.0,58.0,8.0,13.0,26.0,32.0,5,-19.0,-18.0,-37.0,4.2,11.6,2.6,1.6,6.4,5.2,-7.4,2.6,6.4,-3.8,1.6,5.2,1.0,0.0,0.0,1.0,1.0,0.0,7.0,-7.0
Detroit Northwestern,3,0.0,0.0,0.0,3,1.0,1.0,3.0,0.0,0.0,1.0,2.0,3,-2.0,-1.0,-3.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,-1.0,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.3333333333333333,,,,,,,,
Detroit Osborn,10,6.9,6.0,69.0,10,6.2,6.0,62.0,33.0,36.0,34.0,28.0,10,8.0,-1.0,7.0,6.9,6.2,3.6,3.3,2.8,3.4,0.7,3.6,2.8,0.8,3.3,3.4,1.0,0.0,0.0,1.0,1.0,0.0,7.0,-7.0
Detroit Pershing,10,2.6,2.0,26.0,10,14.7,15.0,147.0,13.0,13.0,68.0,79.0,10,-66.0,-55.0,-121.0,2.6,14.7,1.3,1.3,7.9,6.8,-12.1,1.3,7.9,-6.6,1.3,6.8,1.0,0.0,0.0,1.0,1.0,7.0,15.0,-8.0
Detroit Renaissance,7,1.0,0.0,7.0,7,13.285714285714286,14.0,93.0,0.0,7.0,54.0,39.0,7,-32.0,-54.0,-86.0,1.0,13.285714285714286,1.0,0.0,5.571428571428571,7.714285714285714,-12.285714285714286,1.0,5.571428571428571,-4.571428571428571,0.0,7.714285714285714,1.0,0.0,0.0,1.0,1.0,0.0,22.0,-22.0
Detroit Southeastern,2,2.0,2.0,4.0,2,17.0,17.0,34.0,2.0,2.0,17.0,17.0,2,-15.0,-15.0,-30.0,2.0,17.0,1.0,1.0,8.5,8.5,-15.0,1.0,8.5,-7.5,1.0,8.5,,,,,,,,
Detroit U of D Jesuit,37,4.162162162162162,3.0,154.0,37,6.351351351351352,6.0,235.0,71.0,83.0,144.0,91.0,37,-8.0,-73.0,-81.0,4.162162162162162,6.351351351351352,2.2432432432432434,1.9189189189189189,2.4594594594594597,3.891891891891892,-2.189189189189189,2.2432432432432434,2.4594594594594597,-0.21621621621621623,1.9189189189189189,3.891891891891892,1.0,3.0,3.0,1.0,4.0,36.0,8.0,7.0
Detroit University Prep,13,8.307692307692308,9.0,108.0,13,7.153846153846154,7.0,93.0,48.0,60.0,31.0,62.0,13,-2.0,17.0,15.0,8.307692307692308,7.153846153846154,4.615384615384615,3.6923076923076925,4.769230769230769,2.3846153846153846,1.1538461538461537,4.615384615384615,4.769230769230769,-0.15384615384615385,3.6923076923076925,2.3846153846153846,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
Detroit University Prep Art & Design,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Detroit University Prep Science & Math,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Detroit Voyageur College Prep,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Detroit Western,30,6.866666666666666,6.0,206.0,30,3.7,3.0,111.0,103.0,103.0,73.0,38.0,30,65.0,30.0,95.0,6.866666666666666,3.7,3.433333333333333,3.433333333333333,1.2666666666666666,2.433333333333333,3.1666666666666665,3.433333333333333,1.2666666666666666,2.1666666666666665,3.433333333333333,2.433333333333333,1.0,2.0,2.0,1.0,3.0,24.0,12.0,4.0
Dexter,24,5.833333333333333,5.0,140.0,24,4.75,3.0,114.0,86.0,54.0,49.0,65.0,24,-11.0,37.0,26.0,5.833333333333333,4.75,2.25,3.5833333333333335,2.7083333333333335,2.0416666666666665,1.0833333333333333,2.25,2.7083333333333335,-0.4583333333333333,3.5833333333333335,2.0416666666666665,1.0,1.0,1.0,1.0,2.0,8.0,6.0,1.0
Dowagiac,19,3.9473684210526314,2.0,75.0,19,8.105263157894736,8.0,154.0,53.0,22.0,59.0,95.0,19,-73.0,-6.0,-79.0,3.9473684210526314,8.105263157894736,1.1578947368421053,2.789473684210526,5.0,3.1052631578947367,-4.157894736842105,1.1578947368421053,5.0,-3.8421052631578947,2.789473684210526,3.1052631578947367,1.0,0.0,0.0,1.0,1.0,0.0,13.0,-13.0
Dryden,29,5.586206896551724,4.0,162.0,29,5.620689655172414,4.0,163.0,28.0,134.0,70.0,93.0,29,41.0,-42.0,-1.0,5.586206896551724,5.620689655172414,4.620689655172414,0.9655172413793104,3.206896551724138,2.413793103448276,-0.034482758620689655,4.620689655172414,3.206896551724138,1.4137931034482758,0.9655172413793104,2.413793103448276,1.0,1.0,1.0,1.0,2.0,23.0,9.0,7.0
Dundee,31,6.161290322580645,6.0,191.0,31,4.032258064516129,3.0,125.0,98.0,93.0,54.0,71.0,31,22.0,44.0,66.0,6.161290322580645,4.032258064516129,3.0,3.161290322580645,2.2903225806451615,1.7419354838709677,2.129032258064516,3.0,2.2903225806451615,0.7096774193548387,3.161290322580645,1.7419354838709677,1.0,0.0,0.0,1.0,1.0,0.0,3.0,-3.0
Durand,25,6.28,6.0,157.0,25,5.6,4.0,140.0,111.0,46.0,103.0,37.0,25,9.0,8.0,17.0,6.28,5.6,1.84,4.44,1.48,4.12,0.68,1.84,1.48,0.36,4.44,4.12,1.0,0.0,0.0,1.0,1.0,1.0,4.0,-3.0
East Grand Rapids,32,6.5,5.0,208.0,32,6.1875,6.0,198.0,87.0,121.0,93.0,105.0,32,16.0,-6.0,10.0,6.5,6.1875,3.78125,2.71875,3.28125,2.90625,0.3125,3.78125,3.28125,0.5,2.71875,2.90625,1.0,0.0,0.0,1.0,1.0,1.0,6.0,-5.0
East Jackson,29,5.310344827586207,3.0,154.0,29,7.551724137931035,7.0,219.0,80.0,74.0,175.0,44.0,29,30.0,-95.0,-65.0,5.310344827586207,7.551724137931035,2.5517241379310347,2.7586206896551726,1.5172413793103448,6.0344827586206895,-2.2413793103448274,2.5517241379310347,1.5172413793103448,1.0344827586206897,2.7586206896551726,6.0344827586206895,1.0,1.0,1.0,1.0,2.0,19.0,5.0,7.0
East Jordan,31,6.161290322580645,6.0,191.0,31,2.3548387096774195,2.0,73.0,80.0,111.0,31.0,42.0,31,69.0,49.0,118.0,6.161290322580645,2.3548387096774195,3.5806451612903225,2.5806451612903225,1.3548387096774193,1.0,3.806451612903226,3.5806451612903225,1.3548387096774193,2.225806451612903,2.5806451612903225,1.0,1.0,3.0,3.0,1.0,4.0,24.0,10.0,3.5
East Kentwood,29,4.482758620689655,3.0,130.0,29,7.793103448275862,7.0,226.0,84.0,46.0,154.0,72.0,29,-26.0,-70.0,-96.0,4.482758620689655,7.793103448275862,1.5862068965517242,2.896551724137931,2.4827586206896552,5.310344827586207,-3.310344827586207,1.5862068965517242,2.4827586206896552,-0.896551724137931,2.896551724137931,5.310344827586207,1.0,0.0,0.0,1.0,1.0,5.0,9.0,-4.0
East Lansing,25,5.12,5.0,128.0,25,8.28,8.0,207.0,45.0,83.0,80.0,127.0,25,-44.0,-35.0,-79.0,5.12,8.28,3.32,1.8,5.08,3.2,-3.16,3.32,5.08,-1.76,1.8,3.2,1.0,0.0,0.0,1.0,1.0,1.0,11.0,-10.0
Eastpointe,8,0.625,0.0,5.0,8,12.5,14.5,100.0,2.0,3.0,46.0,54.0,8,-51.0,-44.0,-95.0,0.625,12.5,0.375,0.25,6.75,5.75,-11.875,0.375,6.75,-6.375,0.25,5.75,1.0,0.0,0.0,1.0,1.0,0.0,14.0,-14.0
Eaton Rapids,25,4.6,3.0,115.0,25,4.4,3.0,110.0,45.0,70.0,48.0,62.0,25,8.0,-3.0,5.0,4.6,4.4,2.8,1.8,2.48,1.92,0.2,2.8,2.48,0.32,1.8,1.92,1.0,1.0,1.0,1.0,2.0,4.0,9.0,-2.5
Eau Claire,19,3.4210526315789473,1.0,65.0,19,12.210526315789474,15.0,232.0,45.0,20.0,178.0,54.0,19,-34.0,-133.0,-167.0,3.4210526315789473,12.210526315789474,1.0526315789473684,2.3684210526315788,2.8421052631578947,9.368421052631579,-8.789473684210526,1.0526315789473684,2.8421052631578947,-1.7894736842105263,2.3684210526315788,9.368421052631579,1.0,0.0,0.0,1.0,1.0,3.0,16.0,-13.0
Eben Junction Superior Central,42,3.0714285714285716,1.0,129.0,42,8.357142857142858,10.0,351.0,54.0,75.0,306.0,45.0,42,30.0,-252.0,-222.0,3.0714285714285716,8.357142857142858,1.7857142857142858,1.2857142857142858,1.0714285714285714,7.285714285714286,-5.285714285714286,1.7857142857142858,1.0714285714285714,0.7142857142857143,1.2857142857142858,7.285714285714286,3.0,3.0,3.0,3.0,6.0,21.0,39.0,-3.0
Ecorse,28,10.535714285714286,11.0,295.0,28,1.8571428571428572,1.0,52.0,113.0,182.0,43.0,9.0,28,173.0,70.0,243.0,10.535714285714286,1.8571428571428572,6.5,4.035714285714286,0.32142857142857145,1.5357142857142858,8.678571428571429,6.5,0.32142857142857145,6.178571428571429,4.035714285714286,1.5357142857142858,1.0,2.0,2.0,1.0,3.0,28.0,7.0,7.0
Edwardsburg,25,6.04,5.0,151.0,25,6.08,6.0,152.0,39.0,112.0,64.0,88.0,25,24.0,-25.0,-1.0,6.04,6.08,4.48,1.56,3.52,2.56,-0.04,4.48,3.52,0.96,1.56,2.56,1.0,0.0,0.0,1.0,1.0,0.0,10.0,-10.0
Elk Rapids,37,4.945945945945946,3.0,183.0,37,4.054054054054054,3.0,150.0,62.0,121.0,61.0,89.0,37,32.0,1.0,33.0,4.945945945945946,4.054054054054054,3.27027027027027,1.6756756756756757,2.4054054054054053,1.6486486486486487,0.8918918918918919,3.27027027027027,2.4054054054054053,0.8648648648648649,1.6756756756756757,1.6486486486486487,1.0,2.0,2.0,1.0,3.0,17.0,19.0,-0.6666666666666666
Elkton-Pigeon-Bay Port Laker,31,4.483870967741935,4.0,139.0,31,6.451612903225806,6.0,200.0,48.0,91.0,123.0,77.0,31,14.0,-75.0,-61.0,4.483870967741935,6.451612903225806,2.935483870967742,1.5483870967741935,2.4838709677419355,3.967741935483871,-1.967741935483871,2.935483870967742,2.4838709677419355,0.45161290322580644,1.5483870967741935,3.967741935483871,1.0,0.0,0.0,1.0,1.0,4.0,8.0,-4.0
Ellsworth,18,6.055555555555555,4.5,109.0,18,6.111111111111111,4.0,110.0,32.0,77.0,36.0,74.0,18,3.0,-4.0,-1.0,6.055555555555555,6.111111111111111,4.277777777777778,1.7777777777777777,4.111111111111111,2.0,-0.05555555555555555,4.277777777777778,4.111111111111111,0.16666666666666666,1.7777777777777777,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,-5.0
Erie Mason,23,4.130434782608695,2.0,95.0,23,9.91304347826087,12.0,228.0,34.0,61.0,120.0,108.0,23,-47.0,-86.0,-133.0,4.130434782608695,9.91304347826087,2.652173913043478,1.4782608695652173,4.695652173913044,5.217391304347826,-5.782608695652174,2.652173913043478,4.695652173913044,-2.0434782608695654,1.4782608695652173,5.217391304347826,1.0,0.0,0.0,1.0,1.0,2.0,14.0,-12.0
Escanaba,27,8.62962962962963,9.0,233.0,27,2.5555555555555554,2.0,69.0,102.0,131.0,38.0,31.0,27,100.0,64.0,164.0,8.62962962962963,2.5555555555555554,4.851851851851852,3.7777777777777777,1.1481481481481481,1.4074074074074074,6.074074074074074,4.851851851851852,1.1481481481481481,3.7037037037037037,3.7777777777777777,1.4074074074074074,1.0,1.0,1.0,1.0,2.0,6.0,6.0,0.0
Essexville Garber,33,6.212121212121212,6.0,205.0,33,4.2727272727272725,3.0,141.0,124.0,81.0,59.0,82.0,33,-1.0,65.0,64.0,6.212121212121212,4.2727272727272725,2.4545454545454546,3.757575757575758,2.484848484848485,1.7878787878787878,1.9393939393939394,2.4545454545454546,2.484848484848485,-0.030303030303030304,3.757575757575758,1.7878787878787878,1.0,0.0,0.0,1.0,1.0,3.0,13.0,-10.0
Evart,30,4.2,1.0,126.0,30,6.066666666666666,5.0,182.0,76.0,50.0,124.0,58.0,30,-8.0,-48.0,-56.0,4.2,6.066666666666666,1.6666666666666667,2.533333333333333,1.9333333333333333,4.133333333333334,-1.8666666666666667,1.6666666666666667,1.9333333333333333,-0.26666666666666666,2.533333333333333,4.133333333333334,2.0,0.0,0.0,2.0,2.0,2.0,10.0,-4.0
Fair Haven Summit Homeschoolers,2,5.5,5.5,11.0,2,9.5,9.5,19.0,11.0,0.0,19.0,0.0,2,0.0,-8.0,-8.0,5.5,9.5,0.0,5.5,0.0,9.5,-4.0,0.0,0.0,0.0,5.5,9.5,,,,,,,,
Farber Hebrew Day,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Farmington,32,4.15625,3.0,133.0,32,6.6875,7.0,214.0,90.0,43.0,118.0,96.0,32,-53.0,-28.0,-81.0,4.15625,6.6875,1.34375,2.8125,3.0,3.6875,-2.53125,1.34375,3.0,-1.65625,2.8125,3.6875,1.0,0.0,0.0,1.0,1.0,0.0,10.0,-10.0
Farwell,15,2.933333333333333,2.0,44.0,15,12.333333333333334,13.0,185.0,30.0,14.0,93.0,92.0,15,-78.0,-63.0,-141.0,2.933333333333333,12.333333333333334,0.9333333333333333,2.0,6.133333333333334,6.2,-9.4,0.9333333333333333,6.133333333333334,-5.2,2.0,6.2,1.0,0.0,0.0,1.0,1.0,3.0,13.0,-10.0
Felch North Dickinson,9,2.111111111111111,0.0,19.0,9,13.666666666666666,15.0,123.0,10.0,9.0,69.0,54.0,9,-45.0,-59.0,-104.0,2.111111111111111,13.666666666666666,1.0,1.1111111111111112,6.0,7.666666666666667,-11.555555555555555,1.0,6.0,-5.0,1.1111111111111112,7.666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
Fennville,36,5.416666666666667,2.0,195.0,36,9.472222222222221,10.5,341.0,68.0,127.0,178.0,163.0,36,-36.0,-110.0,-146.0,5.416666666666667,9.472222222222221,3.5277777777777777,1.8888888888888888,4.527777777777778,4.944444444444445,-4.055555555555555,3.5277777777777777,4.527777777777778,-1.0,1.8888888888888888,4.944444444444445,1.0,0.0,0.0,1.0,1.0,3.0,13.0,-10.0
Fenton,18,7.833333333333333,8.5,141.0,18,4.388888888888889,3.0,79.0,53.0,88.0,22.0,57.0,18,31.0,31.0,62.0,7.833333333333333,4.388888888888889,4.888888888888889,2.9444444444444446,3.1666666666666665,1.2222222222222223,3.4444444444444446,4.888888888888889,3.1666666666666665,1.7222222222222223,2.9444444444444446,1.2222222222222223,1.0,0.0,0.0,1.0,1.0,2.0,7.0,-5.0
Ferndale,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Fife Lake Forest Area,17,2.4705882352941178,1.0,42.0,17,13.705882352941176,14.0,233.0,8.0,34.0,99.0,134.0,17,-100.0,-91.0,-191.0,2.4705882352941178,13.705882352941176,2.0,0.47058823529411764,7.882352941176471,5.823529411764706,-11.235294117647058,2.0,7.882352941176471,-5.882352941176471,0.47058823529411764,5.823529411764706,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
Flat Rock,26,5.730769230769231,5.5,149.0,26,6.153846153846154,4.5,160.0,49.0,100.0,67.0,93.0,26,7.0,-18.0,-11.0,5.730769230769231,6.153846153846154,3.8461538461538463,1.8846153846153846,3.576923076923077,2.576923076923077,-0.4230769230769231,3.8461538461538463,3.576923076923077,0.2692307692307692,1.8846153846153846,2.576923076923077,1.0,0.0,0.0,1.0,1.0,0.0,3.0,-3.0
Flint Beecher,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Flint CHASE,1,8.0,8.0,8.0,1,11.0,11.0,11.0,8.0,0.0,11.0,0.0,1,0.0,-3.0,-3.0,8.0,11.0,0.0,8.0,0.0,11.0,-3.0,0.0,0.0,0.0,8.0,11.0,,,,,,,,
Flint Carman-Ainsworth,31,1.5161290322580645,0.0,47.0,31,14.161290322580646,15.0,439.0,20.0,27.0,168.0,271.0,31,-244.0,-148.0,-392.0,1.5161290322580645,14.161290322580646,0.8709677419354839,0.6451612903225806,8.741935483870968,5.419354838709677,-12.64516129032258,0.8709677419354839,8.741935483870968,-7.870967741935484,0.6451612903225806,5.419354838709677,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
Flint Hamady,11,1.2727272727272727,1.0,14.0,11,12.272727272727273,14.0,135.0,6.0,8.0,40.0,95.0,11,-87.0,-34.0,-121.0,1.2727272727272727,12.272727272727273,0.7272727272727273,0.5454545454545454,8.636363636363637,3.6363636363636362,-11.0,0.7272727272727273,8.636363636363637,-7.909090909090909,0.5454545454545454,3.6363636363636362,1.0,0.0,0.0,1.0,1.0,0.0,19.0,-19.0
Flint Kearsley,25,5.76,4.0,144.0,25,5.72,5.0,143.0,78.0,66.0,90.0,53.0,25,13.0,-12.0,1.0,5.76,5.72,2.64,3.12,2.12,3.6,0.04,2.64,2.12,0.52,3.12,3.6,1.0,1.0,1.0,1.0,2.0,9.0,10.0,-0.5
Flint Powers Catholic,44,7.613636363636363,6.0,335.0,44,2.2954545454545454,2.0,101.0,193.0,142.0,41.0,60.0,44,82.0,152.0,234.0,7.613636363636363,2.2954545454545454,3.227272727272727,4.386363636363637,1.3636363636363635,0.9318181818181818,5.318181818181818,3.227272727272727,1.3636363636363635,1.8636363636363635,4.386363636363637,0.9318181818181818,1.0,5.0,5.0,1.0,6.0,43.0,10.0,5.5
Flushing,40,6.575,6.0,263.0,40,4.025,3.0,161.0,147.0,116.0,72.0,89.0,40,27.0,75.0,102.0,6.575,4.025,2.9,3.675,2.225,1.8,2.55,2.9,2.225,0.675,3.675,1.8,1.0,2.0,2.0,1.0,3.0,30.0,14.0,5.333333333333333
Fowler,35,6.771428571428571,6.0,237.0,35,3.0,3.0,105.0,67.0,170.0,60.0,45.0,35,125.0,7.0,132.0,6.771428571428571,3.0,4.857142857142857,1.9142857142857144,1.2857142857142858,1.7142857142857142,3.7714285714285714,4.857142857142857,1.2857142857142858,3.5714285714285716,1.9142857142857144,1.7142857142857142,1.0,5.0,5.0,1.0,6.0,35.0,20.0,2.5
Fowlerville,22,3.727272727272727,2.0,82.0,22,6.5,5.0,143.0,16.0,66.0,44.0,99.0,22,-33.0,-28.0,-61.0,3.727272727272727,6.5,3.0,0.7272727272727273,4.5,2.0,-2.772727272727273,3.0,4.5,-1.5,0.7272727272727273,2.0,1.0,1.0,1.0,1.0,2.0,12.0,10.0,1.0
