,field,foul,fop,home_plate
0,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
1,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
2,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
3,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
4,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
5,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
6,Gladstone High School,"
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							","
								-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 
							",
