school_name,school_abrv,school_nickname,street_address,city,state,zip_code,ncaa_member_since,hbcu_status,public_private_status,head_coach,division,conference
Central Michigan University,CMU,Chippewas,1200 S Franklin St.,Mount Pleasant,MI,48859,9/1/1926,No,Public,Jacob Sabol,I,Mid-American Conference
University of Central Missouri,UCM,"Mules, Jennies",108 W. South Street,Warrensburg,MO,64093,9/1/1957,No,Public,Kyle Crookes,II,Mid-America Intercollegiate Athletics Association
Christopher Newport University,CNU,Captains,1 Avenue of the Arts,Newport News,VA,23606-3072,9/1/1974,No,Public,John Harvell,III,Coast-To-Coast Athletic Conference
University of Cincinnati,UC,Bearcats,2624 Clifton Ave,Cincinnati,OH,45221,9/1/1919,No,Public,Jordan Bischel,I,American Athletic Conference
Claremont McKenna-Harvey Mudd-Scripps Colleges,CMS,"Stags, Athenas",500 E 9th Street,Claremont,CA,91711,9/1/1959,No,Private,Bill Walkenbach,III,Southern California Intercollegiate Athletic Conf.
Clark Atlanta University,CAU,Panthers,"223 James P. Brawley Dr., SW.",Atlanta,GA,30314,9/1/1952,Yes,Private,Kentaus Carter,II,Southern Intercol. Ath. Conf.
Clark University,Massachusetts,NCAA Applications Administrators,950 Main St,Worcester,MA,01610,9/1/1955,No,Private,Billy Cather,III,New England Women's and Men's Athletic Conference
Clarkson University,CU,Golden Knights,8 Clarkson Avenue,Potsdam,NY,13699,9/1/1928,No,Private,Jim Kane,III,Liberty League
Clemson University,CU,Tigers,201 Sikes Hall,Clemson,SC,29634,9/1/1912,No,Public,Erik Bakich,I,Atlantic Coast Conference
Coastal Carolina University,CCU,Chanticleers,"132 Chanticleer Drive, West",Conway,SC,29528,9/1/1985,No,Public,Gary Gilmore,I,Sun Belt Conference
Coe College,COE,Kohawks,1220 First Avenue NE,Cedar Rapids,IA,52402-5092,9/1/1920,No,Private,Steve Cook,III,American Rivers Conference
Colby College,COL,Mules,4900 Mayflower Hill,Waterville,ME,04901-8849,9/1/1944,No,Private,Jesse Woods,III,New England Small College Athletic Conference
Colby-Sawyer College,CSC,Chargers,541 Main Street,New London,NH,03257,9/1/1982,No,Private,Tom White,III,Great Northeast Athletic Conference
Colorado School of Mines,Mines,Orediggers,1500 Illinois Street,Golden,CO,80401,9/1/1940,No,Public,Robert Bales,II,Rocky Mountain Athletic Conference
Columbia University-Barnard College,CU,Lions,West 116 St and Broadway,New York,NY,10027,9/1/1909,No,Private,Brett Boretti,I,The Ivy League
Columbus State University,CSU,Cougars,4225 University Avenue,Columbus,GA,31907-5645,9/1/1972,No,Public,Greg Appleton,II,Peach Belt Conference
Concordia University Chicago,CUC,Cougars,7400 Augusta Street,River Forest,IL,60305-1499,9/1/1980,No,Private,Kolin Conner,III,Northern Athletics Collegiate Conference
University of Connecticut,UConn,Huskies,352 Mansfield Rd,Storrs,CT,06269,9/1/1910,No,Public,Jim Penders,I,Big East Conference
Coppin State University,CSU,Eagles,2500 West North Avenue,Baltimore,MD,21216-3698,9/1/1980,Yes,Public,Sherman Reed,I,Mid-Eastern Athletic Conf.
Cornell University,CU,Big Red,300 Day Hall,Ithaca,NY,14853,9/1/1920,No,Private,Daniel J. Pepicelli,I,The Ivy League
Creighton University,CU,Bluejays,2500 California Plaza,Omaha,NE,68178-0001,9/1/1923,No,Private,Ed Servais,I,Big East Conference
Curry College,CC,Colonels,1071 Blue Hill Ave.,Milton,MA,02186,9/1/1972,No,Private,Paul Bortolotti,III,Commonwealth Coast Conference
Davidson College,DC,Wildcats,405 N. Main St,Davidson,NC,28035,9/1/1937,No,Private,Rucker Taylor,I,Atlantic 10 Conference
Davis & Elkins College,D&E,Senators,100 Campus Drive,Elkins,WV,26241-3996,9/1/1982,No,Private,Brett Ripley,II,Mountain East Conference
University of Dayton,UD,Flyers,300 College Park,Dayton,OH,45469-1230,9/1/1951,No,Private,Jayson King,I,Atlantic 10 Conference
Delaware State University,DSU,Hornets,1200 N. Dupont Highway,Dover,DE,19901,9/1/1958,Yes,Public,J.P. Blandin,I,Northeast Conference
Delaware Valley University,DelVal,Aggies,700 East Butler Avenue,Doylestown,PA,18901-2699,9/1/1962,No,Private,Kyle Fleming,III,Middle Atlantic Conference Freedom
University of Delaware,UD,Blue Hens,631 South College Ave,Newark,DE,19716,9/1/1923,No,Public,Greg Mamula,I,Colonial Athletic Association
Delta State University,DSU,"Statesmen, Lady Statesmen",1003 W Sunflower Rd,Cleveland,MS,38733,9/1/1961,No,Public,Rodney Batts,II,Gulf South Conference
Drew University,DREW,NCAA Applications Administrators,36 Madison Avenue,Madison,NJ,07940,9/1/1969,No,Private,Brian Eberly,III,Landmark Conference
University of Dubuque,DBQ,Spartans,2000 University Avenue,Dubuque,IA,52001,9/1/1976,No,Private,Paul Wyczawski,III,American Rivers Conference
Duke University,DU,Blue Devils,Whitford Drive,Durham,NC,27708,9/1/1925,No,Private,Christopher Pollard,I,Atlantic Coast Conference
Earlham College,EC,Quakers,801 National Road West,Richmond,IN,47374,9/1/1982,No,Private,Steve Sakosits,III,Heartland Collegiate Athletic Conference
East Carolina University,ECU,Pirates,East 5th St,Greenville,NC,27858,7/1/1961,No,Public,Cliff Godwin,I,American Athletic Conference
East Stroudsburg University of Pennsylvania,ESU,Warriors,200 Prospect Street,East Stroudsburg,PA,18301,9/1/1961,No,Public,John Kochmansky,II,Pennsylvania State Athletic Conference
East Tennessee State University,ETSU,Buccaneers/ Bucs,1276 Gilbreath Dr.,Johnson City,TN,37614,9/1/1956,No,Public,Joe Pennucci,I,Southern Conference
Eastern Illinois University,EIU,Panthers,600 Lincoln Avenue,Charleston,IL,61920-3099,9/1/1954,No,Public,Jason Anderson,I,Ohio Valley Conference
Eastern Kentucky University,EKU,Colonels,521 Lancaster Avenue,Richmond,KY,40475-3101,9/1/1931,No,Public,Chris Prothro,I,ASUN Conference
Eastern Mennonite University,EMU,Royals,1200 Park Road,Harrisonburg,VA,22802,9/1/1975,No,Private,Adam Posey,III,Old Dominion Athletic Conf.
Eastern Michigan University,EMU,Eagles,900 Oakwood St,Ypsilanti,MI,48197,9/1/1927,No,Public,Robert Britt,I,Mid-American Conference
Montana State University Billings,MSUB,Yellowjackets,1500 University Dr.,Billings,MT,59101,9/1/1980,No,Public,Derek Waddoups,II,Great Northwest Athletic Conference
Eastern New Mexico University,ENMU,Greyhounds,ENMU Station 2,1500 S Avenue K,Portales,NM,9/1/1985,No,Public,Riley Price,II,Lone Star Conference
Eckerd College,EC,Tritons,4200 54th Avenue South,St. Petersburg,FL,33711,9/1/1967,No,Private,Josh Beauregard,II,Sunshine State Conference
Elizabethtown College,ETOWN,NCAA Applications Administrators,1 Alpha Dr,Elizabethtown,PA,17022,9/1/1954,No,Private,Adam Sheibley,III,Landmark Conference
Elmira College,EC,Soaring Eagles,1 Park Place,Elmira,NY,14901,9/1/1970,No,Private,Anthony Goncalves,III,Empire 8
Emory & Henry College,E&H,Wasps,30461 Garnand Dr,Emory,VA,24327,9/1/1973,No,Private,Trey McCall,II,South Atlantic Conference
University of Evansville,UE,Purple Aces,1800 Lincoln Avenue,Evansville,IN,47722,9/1/1951,No,Private,Wes Carroll,I,Missouri Valley Conference
Fairfield University,FU,Stags,1073 North Benson Road,Fairfield,CT,06824,9/1/1958,No,Private,Bill Currier,I,Metro Atlantic Athletic Conference
"Fairleigh Dickinson University, Florham",FDU,Devils,285 Madison Avenue,Madison,NJ,07940,9/1/1963,No,Private,Jamie Quinn,III,Middle Atlantic Conference Freedom
"Fairleigh Dickinson University, Metropolitan Campus",FDU,Knights,1000 River Road,Teaneck,NJ,07666,9/1/1963,No,Private,Emanuel Roman-Castillo,I,Northeast Conference
Ferrum College,FC,Panthers,590 Ferrum Mountain Road,Ferrum,VA,24088,9/1/1985,No,Private,Ryan Brittle,III,Old Dominion Athletic Conf.
Florida A&M University,FAMU,Rattlers,1500 S Martin Luther KIng Jr Blvd,Tallahassee,FL,32307,9/1/1952,Yes,Public,Jamey Shouppe,I,Southwestern Athletic Conf.
Florida Atlantic University,FAU,Owls,777 Glades Road,Boca Raton,FL,33431-0991,9/1/1982,No,Public,John McCormack,I,Conference USA
Florida Institute of Technology,FT,Panthers,150  W. University Blvd.,Melbourne,FL,32901,9/1/1979,No,Private,Jeff Tam,II,Sunshine State Conference
Florida International University,FIU,Golden Panthers,11200 SW 8th Street (GPA),Miami,FL,33199,9/1/1975,No,Public,Rich Witten,I,Conference USA
Florida Southern College,FSC,"Moccasins, Mocs",111 Lake Hollingsworth Dr.,Lakeland,FL,33801,9/1/1957,No,Private,Lance Niekro,II,Sunshine State Conference
Florida State University,FSU,Seminoles,222 S. Copeland St,Tallahassee,FL,32306,9/1/1949,No,Public,Link Jarrett,I,Atlantic Coast Conference
University of Florida,UF,Gators,226 Tigert Hall,Gainesville,FL,32611,9/1/1922,No,Public,Kevin O'Sullivan,I,Southeastern Conference
Fordham University,FU,Rams,441 East Fordham Road,Rose Hill Gym,Bronx,NY,9/1/1923,No,Private,Kevin Leighton,I,Atlantic 10 Conference
Framingham State University,FSU,Rams,100 State Street,Framingham,MA,01701,9/1/1971,No,Public,Sean Callahan,III,Massachusetts State Collegiate Athletic Conference
Franklin & Marshall College,F&M,Diplomats,637 College Ave,Lancaster,PA,17603,9/1/1906,No,Private,Ryan Horning,III,Centennial Conference
Franklin Pierce University,FPU,Ravens,40 University Dr,Rindge,NH,03461,9/1/1986,No,Private,Mike Chambers,II,Northeast-10 Conference
The State University of New York at Fredonia,FSU,Blue Devils,280 Central Avenue,Fredonia,NY,14063,9/1/1963,No,Public,Jordan Basile,III,State University of New York Athletic Conference
Frostburg State University,FSU,Bobcats,101 Braddock Rd.,Frostburg,MD,21532-1099,9/1/1977,No,Public,Anthony Williams,II,Mountain East Conference
Gallaudet University,GU or GAL,Bison,800 Florida Ave NE,Washington,DC,20002,9/1/1957,No,Private,Curtis Pride,III,United East Conference
George Mason University,GMU,Patriots,4400 University Drive,Fairfax,VA,22030,9/1/1968,No,Public,Shawn Camp,I,Atlantic 10 Conference
George Washington University,GWU,Colonials,"1918 F Street, NW",Washington,DC,20052,9/1/1939,No,Private,Gregg Ritchie,I,Atlantic 10 Conference
Georgetown University,GU,Hoyas,3700 O St NW,Washington,DC,20057,9/1/1926,No,Private,Edwin Thompson,I,Big East Conference
Georgia Southern University,GSU,Eagles,1332 Southern Drive,Statesboro,GA,30460,9/1/1968,No,Public,Rodney Hennon,I,Sun Belt Conference
Georgia State University,GSU,Panthers,33 Gilmer St,Atlanta,GA,30303,9/1/1964,No,Public,Brad Stromdahl,I,Sun Belt Conference
Georgia Institute of Technology,GT,Yellow Jackets,225 North Ave,Atlanta,GA,30332,9/1/1947,No,Public,Danny Hall,I,Atlantic Coast Conference
University of Georgia,UGA,Bulldogs,220 S Jackson St,Athens,GA,30602,9/1/1913,No,Public,Wes Johnson,I,Southeastern Conference
Gettysburg College,GC,Bullets,300 North Washington Street,Box 400,Gettysburg,PA,9/1/1929,No,Private,Cory Beddick,III,Centennial Conference
Rowan University,RU,Profs,201 Mullica Hill Road,Glassboro,NJ,08028-1701,9/1/1963,No,Public,Mike Dickson,III,New Jersey Athletic Conference
