WKT,name,description
"POLYGON ((-84.4071076 42.7419614, -84.4067583 42.7418141, -84.4062151 42.7418269, -84.4061997 42.7418377, -84.4060334 42.7418456, -84.4060254 42.7418308, -84.4058229 42.7418545, -84.4057746 42.741884, -84.4057625 42.7419195, -84.4057437 42.7420436, -84.4057692 42.7420584, -84.4057679 42.7421455, -84.4057612 42.7421741, -84.4057759 42.7425823, -84.4059798 42.7428109, -84.405957 42.7419712, -84.4071076 42.7419614))",Foul Ground,
"POLYGON ((-84.4059597 42.7419722, -84.4059825 42.7428119, -84.4062114 42.7428158, -84.4062745 42.7428177, -84.4063663 42.7428148, -84.4064589 42.7428069, -84.406534 42.742798, -84.4065984 42.7427852, -84.4066802 42.7427675, -84.4067258 42.7427567, -84.4067754 42.742739, -84.4068371 42.7427119, -84.4068733 42.7426941, -84.4069149 42.7426666, -84.4069377 42.7426508, -84.4069698 42.7426173, -84.407004 42.7425769, -84.4070255 42.7425425, -84.407055 42.7424843, -84.4070671 42.7424464, -84.4070818 42.7423982, -84.4070932 42.742347, -84.4071066 42.7422603, -84.4071093 42.7421726, -84.4071107 42.7420988, -84.4071053 42.7419643, -84.4059597 42.7419722))",Fair Ground,
