WKT,name,description
"POLYGON ((-84.5795795 42.7327867, -84.5794481 42.7336408, -84.5796023 42.7336457, -84.5796103 42.7336319, -84.5796881 42.7330561, -84.5796693 42.7330473, -84.5797122 42.7329266, -84.579735 42.7329236, -84.5797699 42.7328109, -84.5797887 42.7327222, -84.5797122 42.7326513, -84.5795915 42.7326434, -84.5794199 42.7326483, -84.5794172 42.7326582, -84.579263 42.7326621, -84.579259 42.7326513, -84.5783892 42.7326631, -84.5783799 42.7326848, -84.5795795 42.7327867))",Foul Ground,
"POLYGON ((-84.5795795 42.7327867, -84.5783799 42.7326848, -84.5783738 42.7326946, -84.5783644 42.7327586, -84.5783564 42.7328217, -84.5783443 42.7329049, -84.5783255 42.733032, -84.5783255 42.7330714, -84.5783255 42.7331212, -84.5783363 42.7331921, -84.5783564 42.7332517, -84.5783832 42.7332999, -84.5784261 42.733364, -84.5784784 42.7334211, -84.5785609 42.7334901, -84.5787017 42.733563, -84.5788016 42.7335905, -84.5788915 42.7336152, -84.5789653 42.733627, -84.5794481 42.7336408, -84.5795795 42.7327867))",Fair Ground,
