WKT,name,description
"POLYGON ((-84.4345611 42.570571, -84.4345343 42.5705214, -84.4344753 42.5704484, -84.4332925 42.5704642, -84.4332388 42.5704977, -84.4332951 42.5714014, -84.4333542 42.5714172, -84.4334024 42.5714362, -84.4333971 42.5705661, -84.4345611 42.570571))",Foul Ground,
"POLYGON ((-84.4333971 42.5705661, -84.4334024 42.5714362, -84.4334749 42.5714505, -84.4335312 42.5714644, -84.4336304 42.5714762, -84.4337082 42.5714821, -84.433794 42.5714802, -84.433837 42.5714782, -84.4339362 42.5714644, -84.434022 42.5714486, -84.434081 42.5714288, -84.4341615 42.5713992, -84.4342339 42.5713656, -84.4342822 42.5713419, -84.4343412 42.5713083, -84.4343734 42.5712846, -84.434427 42.5712402, -84.4344834 42.5711829, -84.4345236 42.5711315, -84.4345598 42.5710742, -84.4345947 42.5709992, -84.4346161 42.5709221, -84.4346322 42.5708372, -84.4346215 42.5707167, -84.4346 42.5706446, -84.4345611 42.570571, -84.4345357 42.5705705, -84.4345008 42.5705725, -84.4343721 42.5705705, -84.4333971 42.5705661))",Fair Ground,
