WKT,name,description
"POLYGON ((-84.4399041 42.8139458, -84.439831 42.8139772, -84.4397961 42.8148921, -84.4398498 42.8149373, -84.4410501 42.8149098, -84.4410635 42.8148803, -84.4410789 42.814846, -84.4399028 42.814846, -84.4399041 42.8139458))",Foul Ground,
"POLYGON ((-84.4410876 42.8148442, -84.4411091 42.814792, -84.441144 42.8147409, -84.4411466 42.8146917, -84.4411627 42.8146307, -84.4411708 42.8145382, -84.4411688 42.8144987, -84.4411708 42.8144713, -84.4411587 42.8144241, -84.4411024 42.8143129, -84.4410541 42.814248, -84.4410031 42.814187, -84.440971 42.8141575, -84.4409072 42.8141082, -84.4408596 42.8140749, -84.440806 42.8140414, -84.4407336 42.814004, -84.4406612 42.8139765, -84.4406182 42.8139607, -84.4405217 42.8139391, -84.4404633 42.8139242, -84.4403929 42.8139135, -84.4403178 42.8139057, -84.4402347 42.8139057, -84.4401462 42.8139076, -84.4400711 42.8139155, -84.4399041 42.8139458, -84.4399028 42.814846, -84.4410876 42.8148442))",Fair Ground,
