Unnamed: 0,field,level_x,foul_ft,fop_ft,foul_pct,h_lat,h_long,match,school_id,school_name,students,enrollment,division,level_y,level,h_lon
,Bay City All Saints Youth Field,,12857.0,31471.0,29.0,43.55632,,,,,,,,,youth,-83.8975504
,Boyne City - Youth Field,,18057.0,83522.0,17.78,45.2184825,,,,,,,,,youth,-85.00279860000001
,Boyne City County Park Muni,,21397.0,92587.0,18.77,45.2058653,,,,,,,,,muni,-84.9975093
,Calvin University ,,39207.0,107778.0,26.67,42.9346782,,,,,,,,,college,-85.5926546
,CMU ,,22847.0,108213.0,17.43,43.5764696,,,,,,,,,college,-84.77949580000001
,Coldwater Borden Field - Muni,,46390.0,88202.0,34.47,41.9516033,,,,,,,,,muni,-85.02038109999999
,Coldwater Heritage Park - muni,,44481.0,89492.0,33.2,41.9515984,,,,,,,,,muni,-85.02037970000001
,Commerica Park - Tigers ,,28155.0,113641.0,19.86,42.3394579,,,,,,,,,mlb,-83.0489808
,Coors Field - Colorado ,,24746.0,116886.0,17.47,39.7557176,,,,,,,,,mlb,-104.9942091
,Cornerstone Baseball Field ,,21212.0,103016.0,17.08,42.9811225,,,,,,,,,college,-85.5975511
,Davenport University ,,30259.0,111118.0,21.4,42.8425628,,,,,,,,,college,-85.5160374
,Decatur Youth Field,,10577.0,39318.0,21.2,42.1126558,,,,,,,,,youth,-85.9858847
,Dow Diamond (Midland) ,,29101.0,106468.0,21.47,43.609054,,,,,,,,,pro,-84.2371778
,Eaton Park - muni,,42496.0,93834.0,31.17,42.0553171,,,,,,,,,muni,-86.46699889999999
,EMU ,,17041.0,109553.0,13.46,42.2573876,,,,,,,,,college,-83.64872339999999
,Fenway Park - Boston ,,17744.0,102745.0,14.73,42.3462476,,,,,,,,,mlb,-71.0977733
,Gainey Athletic Complex - Field 1 ,,36044.0,104042.0,25.73,42.930952,,,,,,,,,college,-85.571371
,Gainey Athletic Complex - Field 2 ,,36768.0,104571.0,26.01,42.9301094,,,,,,,,,college,-85.57064200000001
,Gladstone_youth,,10048.0,36434.0,21.62,45.8605932,,,,,,,,,youth,-87.0393735
,Glen Lake Community School,,23438.0,92408.0,20.23,44.8515684,,,,,,,,,muni,-85.91890239999999
,GR West Catholic Youth Field,,13311.0,34313.0,27.95,42.9958129,,,,,,,,,youth,-85.7121231
,Grand Ledge Bridge St (10u) - youth,,11531.0,37086.0,23.72,42.7543876,,,,,,,,,youth,-84.74489749999999
,Grand Ledge Hayes (12u) - youth,,8452.0,43893.0,16.15,42.7518189,,,,,,,,,youth,-84.7006386
,Grand Ledge JV - 14u youth,,23247.0,70057.0,24.92,42.7462458,,,,,,,,,youth,-84.7588678
,GVSU ,,35024.0,102527.0,25.46,42.9654715,,,,,,,,,college,-85.8933881
,Hancock -1 youth,,15155.0,70482.0,17.7,47.1367165,,,,,,,,,youth,-88.60862349999999
,Hancock -2 - youth,,8089.0,29306.0,21.63,47.1371266,,,,,,,,,youth,-88.6094724
,Hancock Driving Park - Houghton Muni - muni,,33411.0,90091.0,27.05,47.135668,,,,,,,,,muni,-88.6080128
,Harbor Springs Youth 1,,6824.0,28913.0,19.1,45.434841,,,,,,,,,youth,-84.97434610000001
,Harbor Springs Youth 2,,9685.0,37084.0,20.71,45.43516,,,,,,,,,youth,-84.9733378
,Hillsdale College ,,26300.0,98546.0,21.07,41.932584,,,,,,,,,college,-84.6271213
,Historic Hamtramck Stadium - muni,,46503.0,123991.0,27.28,42.390044,,,,,,,,,muni,-83.0505764
,Historic Marsh Field Muskegon - Muni,,44995.0,93866.0,32.4,43.2189761,,,,,,,,,muni,-86.2433912
,Homer Stryker Field - Kalamazoo (Growlers) ,,28704.0,99712.0,22.35,42.2904771,,,,,,,,,pro,-85.5621405
,Hope College,,30723.0,99674.0,23.56,42.7870783,,,,,,,,,college,-86.08836650000001
,Jimmy Johns Stadium (Utica) ,,35340.0,95356.0,27.04,42.6261647,,,,,,,,,pro,-83.0400041
,Kalamazoo College ,,30733.0,109772.0,21.87,42.2877622,,,,,,,,,college,-85.6092979
,Kircher Municipal Field - muni,,26238.0,91704.0,22.25,42.7308477,,,,,,,,,muni,-84.50684440000001
,Klenk Park - Alma College - muni,,35379.0,109901.0,24.35,43.3879303,,,,,,,,,college,-84.6785813
,Lansing Lugnuts ,,22817.0,104906.0,17.86,42.734657,,,,,,,,,pro,-84.54564120000001
,Lincoln High - Ypsi - Youth 1,,9877.0,31203.0,24.04,42.1607613,,,,,,,,,youth,-83.6149003
,Lincoln High - Ypsi - Youth 2,,9925.0,31324.0,24.06,42.1607571,,,,,,,,,youth,-83.6143836
,Mackinaw City - youth,,12425.0,35807.0,25.76,45.7805696,,,,,,,,,youth,-84.7427316
,MCCU Field - Battle Creek ,,32230.0,103628.0,23.72,42.3416038,,,,,,,,,pro,-85.1503842
,Mendon Youth 1,,7531.0,23324.0,24.41,42.0114783,,,,,,,,,youth,-85.4456151
,Mendon Youth 2,,8964.0,32827.0,21.45,42.0112333,,,,,,,,,youth,-85.4460878
,Moose Lodge Field (14u) - youth,,10342.0,48686.0,17.52,42.6602298,,,,,,,,,youth,-84.59782970000001
,MSU - Old College Field ,,32442.0,105617.0,23.5,42.7318544,,,,,,,,,college,-84.4885965
,Northwood University ,,32911.0,107994.0,23.36,43.6331659,,,,,,,,,college,-84.28019140000001
,Noway Youth 1,,17330.0,64305.0,21.23,45.7904849,,,,,,,,,youth,-87.9014622
,Noway Youth 2,,9687.0,32296.0,23.07,45.7729944,,,,,,,,,youth,-87.9104722
,Noway Youth 3,,8356.0,32016.0,20.7,45.7729103,,,,,,,,,youth,-87.9101182
,Oakland University ,,40414.0,98650.0,29.06,42.6733173,,,,,,,,,college,-83.2113566
,Olivet College ,,34948.0,96511.0,26.58,42.4341848,,,,,,,,,college,-84.9249635
,Onsted Community High School,,25174.0,88631.0,22.12,41.99781,,,,,,,,,muni,-84.19140640000001
,Pelson Youth 1,,9639.0,32049.0,23.12,45.5499753,,,,,,,,,youth,-84.78832079999999
,Pelson Youth 2,,11165.0,60612.0,15.56,45.5497813,,,,,,,,,youth,-84.789241
,Royal Oak Memorial Park - muni,,22949.0,104768.0,17.97,42.51958099743424,,,,,,,,,muni,-83.18425784963506
,Saginaw Swan Valley - Youth Field  - youth,,14396.0,56177.0,20.4,43.4096575,,,,,,,,,youth,-84.08623729999999
,Sagniaw Valley State ,,39799.0,106271.0,27.25,43.5122297,,,,,,,,,college,-83.95339989999999
,Sanborn Park - Port Huron - muni,,18781.0,95218.0,16.47,43.0117653,,,,,,,,,muni,-82.44334000000001
,St Gerard (Lansing) youth,,12689.0,51029.0,19.91,42.7466265,,,,,,,,,youth,-84.6106279
,St Gerard Field 2 youth,,14289.0,62521.0,18.6,42.7462672,,,,,,,,,youth,-84.6117048
,The Corner Ballpark - Detroit - muni,,29226.0,108633.0,21.2,42.3320323,,,,,,,,,muni,-83.0689605
,Turtle Creek Stadium (Traverse City) ,,29643.0,109822.0,21.25,44.6817024,,,,,,,,,pro,-85.66068730000001
,U of M ,,19421.0,100851.0,16.15,42.2678568,,,,,,,,,college,-83.7420742
,USA - unionville - Youth 1 - youth,,12533.0,35924.0,25.86,43.650357,,,,,,,,,youth,-83.4709366
,USA - Unionville Seabawing - Youth 2 - youth,,8033.0,40294.0,16.62,43.650734,,,,,,,,,youth,-83.47093599999999
,Wayne State Univ ,,25322.0,98360.0,20.47,42.3564168,,,,,,,,,college,-83.0772235
,West Michigan Whitecaps ,,32999.0,111690.0,22.81,43.0402454,,,,,,,,,pro,-85.659582
,Westside Park (Lansing) - muni,,37392.0,96629.0,27.9,42.7423296,,,,,,,,,muni,-84.58129580000001
,Whaley Park - Flint - muni,,37414.0,112631.0,24.94,43.0507408,,,,,,,,,muni,-83.6667195
,WMU ,,29814.0,104840.0,22.14,42.2844309,,,,,,,,,college,-85.6030368
